A,B,dispatch,trace,K,cycles,shift,useful_inheritance,cases,sum_uncompiled,sum_frozen,sum_replacement_oracle,sum_revision_oracle,sum_replacement_reactive_lex,sum_revision_reactive_lex,sum_replacement_reactive_stay,sum_revision_reactive_stay,revision_oracle_win_uncompiled,revision_oracle_tie_uncompiled,revision_oracle_loss_uncompiled,revision_oracle_win_frozen,revision_oracle_tie_frozen,revision_oracle_loss_frozen,revision_oracle_win_replacement,revision_oracle_tie_replacement,revision_oracle_loss_replacement,revision_reactive_lex_win_uncompiled,revision_reactive_lex_tie_uncompiled,revision_reactive_lex_loss_uncompiled,revision_reactive_lex_win_frozen,revision_reactive_lex_tie_frozen,revision_reactive_lex_loss_frozen,revision_reactive_lex_win_replacement,revision_reactive_lex_tie_replacement,revision_reactive_lex_loss_replacement,revision_reactive_stay_win_uncompiled,revision_reactive_stay_tie_uncompiled,revision_reactive_stay_loss_uncompiled,revision_reactive_stay_win_frozen,revision_reactive_stay_tie_frozen,revision_reactive_stay_loss_frozen,revision_reactive_stay_win_replacement,revision_reactive_stay_tie_replacement,revision_reactive_stay_loss_replacement,replacement_lex_regret_cases,replacement_lex_regret_sum,replacement_lex_regret_max,replacement_stay_regret_cases,replacement_stay_regret_sum,replacement_stay_regret_max,replacement_tie_changes_cost,revision_lex_regret_cases,revision_lex_regret_sum,revision_lex_regret_max,revision_stay_regret_cases,revision_stay_regret_sum,revision_stay_regret_max,revision_tie_changes_cost
54,110,0,4,4,2,unchanged,0,16,3072,3200,3200,3264,3200,3264,3200,3264,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,8,4,2,unchanged,0,16,3072,3200,3200,3328,3200,3328,3200,3328,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,0,4,2,one_edit,0,64,12288,12800,12800,12800,12800,12800,12800,12800,0,0,64,0,64,0,0,64,0,0,0,64,0,64,0,0,64,0,0,0,64,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,2,4,2,one_edit,0,64,12288,12800,12800,12928,12800,12928,12800,12928,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,4,4,2,one_edit,0,64,12288,12800,12800,13056,12800,13056,12800,13056,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,8,4,2,one_edit,0,64,12288,12800,12800,13312,12800,13312,12800,13312,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,0,4,2,far,0,176,33792,35200,35200,35200,35200,35200,35200,35200,0,0,176,0,176,0,0,176,0,0,0,176,0,176,0,0,176,0,0,0,176,0,176,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,2,4,2,far,0,176,33792,35200,35200,35552,35200,35552,35200,35552,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,4,4,2,far,0,176,33792,35200,35200,35904,35200,35904,35200,35904,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,8,4,2,far,0,176,33792,35200,35200,36608,35200,36608,35200,36608,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,0,4,4,unchanged,0,16,5120,5248,5248,5248,5248,5248,5248,5248,0,0,16,0,16,0,0,16,0,0,0,16,0,16,0,0,16,0,0,0,16,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,2,4,4,unchanged,0,16,5120,5248,5248,5280,5248,5280,5248,5280,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,4,4,4,unchanged,0,16,5120,5248,5248,5312,5248,5312,5248,5312,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,8,4,4,unchanged,0,16,5120,5248,5248,5376,5248,5376,5248,5376,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,0,4,4,one_edit,0,64,20480,20992,20992,20992,20992,20992,20992,20992,0,0,64,0,64,0,0,64,0,0,0,64,0,64,0,0,64,0,0,0,64,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,2,4,4,one_edit,0,64,20480,20992,20992,21120,20992,21120,20992,21120,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,4,4,4,one_edit,0,64,20480,20992,20992,21248,20992,21248,20992,21248,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,8,4,4,one_edit,0,64,20480,20992,20992,21504,20992,21504,20992,21504,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,0,4,4,far,0,176,56320,57728,57728,57728,57728,57728,57728,57728,0,0,176,0,176,0,0,176,0,0,0,176,0,176,0,0,176,0,0,0,176,0,176,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,2,4,4,far,0,176,56320,57728,57728,58080,57728,58080,57728,58080,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,4,4,4,far,0,176,56320,57728,57728,58432,57728,58432,57728,58432,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,8,4,4,far,0,176,56320,57728,57728,59136,57728,59136,57728,59136,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,0,16,1,unchanged,0,16,5120,5248,5248,5248,5248,5248,5248,5248,0,0,16,0,16,0,0,16,0,0,0,16,0,16,0,0,16,0,0,0,16,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,2,16,1,unchanged,0,16,5120,5248,5248,5280,5248,5280,5248,5280,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,4,16,1,unchanged,0,16,5120,5248,5248,5312,5248,5312,5248,5312,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,8,16,1,unchanged,0,16,5120,5248,5248,5376,5248,5376,5248,5376,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,0,16,1,one_edit,0,64,20480,20992,20992,20992,20992,20992,20992,20992,0,0,64,0,64,0,0,64,0,0,0,64,0,64,0,0,64,0,0,0,64,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,2,16,1,one_edit,0,64,20480,20992,20992,21120,20992,21120,20992,21120,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,4,16,1,one_edit,0,64,20480,20992,20992,21248,20992,21248,20992,21248,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,8,16,1,one_edit,0,64,20480,20992,20992,21504,20992,21504,20992,21504,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,0,16,1,far,0,176,56320,57728,57728,57728,57728,57728,57728,57728,0,0,176,0,176,0,0,176,0,0,0,176,0,176,0,0,176,0,0,0,176,0,176,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,2,16,1,far,0,176,56320,57728,57728,58080,57728,58080,57728,58080,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,4,16,1,far,0,176,56320,57728,57728,58432,57728,58432,57728,58432,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,8,16,1,far,0,176,56320,57728,57728,59136,57728,59136,57728,59136,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,0,16,2,unchanged,0,16,9216,9344,9344,9344,9344,9344,9344,9344,0,0,16,0,16,0,0,16,0,0,0,16,0,16,0,0,16,0,0,0,16,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,2,16,2,unchanged,0,16,9216,9344,9344,9376,9344,9376,9344,9376,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,4,16,2,unchanged,0,16,9216,9344,9344,9408,9344,9408,9344,9408,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,8,16,2,unchanged,0,16,9216,9344,9344,9472,9344,9472,9344,9472,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,0,16,2,one_edit,0,64,36864,37376,37376,37376,37376,37376,37376,37376,0,0,64,0,64,0,0,64,0,0,0,64,0,64,0,0,64,0,0,0,64,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,2,16,2,one_edit,0,64,36864,37376,37376,37504,37376,37504,37376,37504,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,4,16,2,one_edit,0,64,36864,37376,37376,37632,37376,37632,37376,37632,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,8,16,2,one_edit,0,64,36864,37376,37376,37888,37376,37888,37376,37888,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,0,16,2,far,0,176,101376,102784,102784,102784,102784,102784,102784,102784,0,0,176,0,176,0,0,176,0,0,0,176,0,176,0,0,176,0,0,0,176,0,176,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,2,16,2,far,0,176,101376,102784,102784,103136,102784,103136,102784,103136,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,4,16,2,far,0,176,101376,102784,102784,103488,102784,103488,102784,103488,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,8,16,2,far,0,176,101376,102784,102784,104192,102784,104192,102784,104192,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,0,16,4,unchanged,0,16,17408,17536,17536,17536,17536,17536,17536,17536,0,0,16,0,16,0,0,16,0,0,0,16,0,16,0,0,16,0,0,0,16,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,2,16,4,unchanged,0,16,17408,17536,17536,17568,17536,17568,17536,17568,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,4,16,4,unchanged,0,16,17408,17536,17536,17600,17536,17600,17536,17600,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,8,16,4,unchanged,0,16,17408,17536,17536,17664,17536,17664,17536,17664,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,0,16,4,one_edit,0,64,69632,70144,70144,70144,70144,70144,70144,70144,0,0,64,0,64,0,0,64,0,0,0,64,0,64,0,0,64,0,0,0,64,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,2,16,4,one_edit,0,64,69632,70144,70144,70272,70144,70272,70144,70272,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,4,16,4,one_edit,0,64,69632,70144,70144,70400,70144,70400,70144,70400,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,8,16,4,one_edit,0,64,69632,70144,70144,70656,70144,70656,70144,70656,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,0,16,4,far,0,176,191488,192896,192896,192896,192896,192896,192896,192896,0,0,176,0,176,0,0,176,0,0,0,176,0,176,0,0,176,0,0,0,176,0,176,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,2,16,4,far,0,176,191488,192896,192896,193248,192896,193248,192896,193248,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,4,16,4,far,0,176,191488,192896,192896,193600,192896,193600,192896,193600,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,0,8,16,4,far,0,176,191488,192896,192896,194304,192896,194304,192896,194304,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,0,1,1,unchanged,1,16,2560,1728,1728,1728,1728,1728,1728,1728,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,2,1,1,unchanged,1,16,2560,1728,1728,1760,1728,1760,1728,1760,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,4,1,1,unchanged,1,16,2560,1728,1728,1792,1728,1792,1728,1792,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,8,1,1,unchanged,1,16,2560,1728,1728,1856,1728,1856,1728,1856,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,0,1,1,one_edit,1,64,10240,7296,7296,7296,7296,7296,7296,7296,64,0,0,0,64,0,0,64,0,64,0,0,0,64,0,0,64,0,64,0,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,2,1,1,one_edit,1,64,10240,7296,7296,7424,7296,7424,7296,7424,64,0,0,0,0,64,0,0,64,64,0,0,0,0,64,0,0,64,64,0,0,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,4,1,1,one_edit,1,64,10240,7296,7296,7552,7296,7552,7296,7552,64,0,0,0,0,64,0,0,64,64,0,0,0,0,64,0,0,64,64,0,0,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,8,1,1,one_edit,1,64,10240,7296,7296,7808,7296,7808,7296,7808,64,0,0,0,0,64,0,0,64,64,0,0,0,0,64,0,0,64,64,0,0,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,0,1,1,far,1,176,28160,19950,19950,19950,19950,20278,19950,20206,176,0,0,0,176,0,0,176,0,176,0,0,0,88,88,0,88,88,176,0,0,0,112,64,0,112,64,0,0,0,0,0,0,0,88,328,4,64,256,4,24
54,110,1,2,1,1,far,1,176,28160,19950,19950,20302,19950,20630,19950,20558,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,0,0,176,0,0,0,0,0,0,0,88,328,4,64,256,4,24
54,110,1,4,1,1,far,1,176,28160,19950,19950,20654,19950,20982,19950,20910,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,0,0,176,0,0,0,0,0,0,0,88,328,4,64,256,4,24
54,110,1,8,1,1,far,1,176,28160,19950,19950,21358,19950,21686,19950,21614,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,0,0,176,0,0,0,0,0,0,0,88,328,4,64,256,4,24
54,110,1,0,1,2,unchanged,1,16,3072,2048,2048,2048,2048,2048,2048,2048,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,2,1,2,unchanged,1,16,3072,2048,2048,2080,2048,2080,2048,2080,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,4,1,2,unchanged,1,16,3072,2048,2048,2112,2048,2112,2048,2112,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,8,1,2,unchanged,1,16,3072,2048,2048,2176,2048,2176,2048,2176,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,0,1,2,one_edit,1,64,12288,8960,8960,8960,8960,8960,8960,8960,64,0,0,0,64,0,0,64,0,64,0,0,0,64,0,0,64,0,64,0,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,2,1,2,one_edit,1,64,12288,8960,8960,9088,8960,9088,8960,9088,64,0,0,0,0,64,0,0,64,64,0,0,0,0,64,0,0,64,64,0,0,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,4,1,2,one_edit,1,64,12288,8960,8960,9216,8960,9216,8960,9216,64,0,0,0,0,64,0,0,64,64,0,0,0,0,64,0,0,64,64,0,0,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,8,1,2,one_edit,1,64,12288,8960,8960,9472,8960,9472,8960,9472,64,0,0,0,0,64,0,0,64,64,0,0,0,0,64,0,0,64,64,0,0,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,0,1,2,far,1,176,33792,24412,24412,24412,24412,25068,24412,24924,176,0,0,0,176,0,0,176,0,176,0,0,0,88,88,0,88,88,176,0,0,0,112,64,0,112,64,0,0,0,0,0,0,0,88,656,8,64,512,8,24
54,110,1,2,1,2,far,1,176,33792,24412,24412,24764,24412,25420,24412,25276,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,0,0,176,0,0,0,0,0,0,0,88,656,8,64,512,8,24
54,110,1,4,1,2,far,1,176,33792,24412,24412,25116,24412,25772,24412,25628,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,0,0,176,0,0,0,0,0,0,0,88,656,8,64,512,8,24
54,110,1,8,1,2,far,1,176,33792,24412,24412,25820,24412,26476,24412,26332,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,0,0,176,0,0,0,0,0,0,0,88,656,8,64,512,8,24
54,110,1,0,1,4,unchanged,1,16,4096,2688,2688,2688,2688,2688,2688,2688,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,2,1,4,unchanged,1,16,4096,2688,2688,2720,2688,2720,2688,2720,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,4,1,4,unchanged,1,16,4096,2688,2688,2752,2688,2752,2688,2752,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,8,1,4,unchanged,1,16,4096,2688,2688,2816,2688,2816,2688,2816,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,0,1,4,one_edit,1,64,16384,12288,12288,12288,12288,12288,12288,12288,64,0,0,0,64,0,0,64,0,64,0,0,0,64,0,0,64,0,64,0,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,2,1,4,one_edit,1,64,16384,12288,12288,12416,12288,12416,12288,12416,64,0,0,0,0,64,0,0,64,64,0,0,0,0,64,0,0,64,64,0,0,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,4,1,4,one_edit,1,64,16384,12288,12288,12544,12288,12544,12288,12544,64,0,0,0,0,64,0,0,64,64,0,0,0,0,64,0,0,64,64,0,0,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,8,1,4,one_edit,1,64,16384,12288,12288,12800,12288,12800,12288,12800,64,0,0,0,0,64,0,0,64,64,0,0,0,0,64,0,0,64,64,0,0,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,0,1,4,far,1,176,45056,33336,33336,33336,33336,34648,33336,34360,176,0,0,0,176,0,0,176,0,176,0,0,0,88,88,0,88,88,176,0,0,0,112,64,0,112,64,0,0,0,0,0,0,0,88,1312,16,64,1024,16,24
54,110,1,2,1,4,far,1,176,45056,33336,33336,33688,33336,35000,33336,34712,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,0,0,176,0,0,0,0,0,0,0,88,1312,16,64,1024,16,24
54,110,1,4,1,4,far,1,176,45056,33336,33336,34040,33336,35352,33336,35064,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,0,0,176,0,0,0,0,0,0,0,88,1312,16,64,1024,16,24
54,110,1,8,1,4,far,1,176,45056,33336,33336,34744,33336,36056,33336,35768,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,0,0,176,176,0,0,0,0,176,0,0,176,0,0,0,0,0,0,0,88,1312,16,64,1024,16,24
54,110,1,0,4,1,unchanged,1,16,4096,2688,2688,2688,2688,2688,2688,2688,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,2,4,1,unchanged,1,16,4096,2688,2688,2720,2688,2720,2688,2720,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,4,4,1,unchanged,1,16,4096,2688,2688,2752,2688,2752,2688,2752,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,8,4,1,unchanged,1,16,4096,2688,2688,2816,2688,2816,2688,2816,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,16,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,0,4,1,one_edit,1,64,16384,12288,11776,11136,11776,11136,11776,11136,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,2,4,1,one_edit,1,64,16384,12288,11776,11264,11776,11264,11776,11264,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,4,4,1,one_edit,1,64,16384,12288,11776,11392,11776,11392,11776,11392,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,8,4,1,one_edit,1,64,16384,12288,11776,11648,11776,11648,11776,11648,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,110,1,0,4,1,far,1,176,45056,33336,32232,31656,32384,31680,32384,31680,176,0,0,170,6,0,160,16,0,176,0,0,170,0,6,160,16,0,176,0,0,170,0,6,160,16,0,38,152,4,38,152,4,0,6,24,4,6,24,4,0
54,110,1,2,4,1,far,1,176,45056,33336,32232,32008,32384,32032,32384,32032,176,0,0,138,32,6,64,96,16,176,0,0,138,32,6,96,64,16,176,0,0,138,32,6,96,64,16,38,152,4,38,152,4,0,6,24,4,6,24,4,0
54,110,1,4,4,1,far,1,176,45056,33336,32232,32360,32384,32384,32384,32384,176,0,0,138,0,38,64,0,112,176,0,0,138,0,38,96,0,80,176,0,0,138,0,38,96,0,80,38,152,4,38,152,4,0,6,24,4,6,24,4,0
