A,B,dispatch,trace,K,cycles,shift,useful_inheritance,cases,sum_uncompiled,sum_frozen,sum_replacement_oracle,sum_revision_oracle,sum_replacement_reactive_lex,sum_revision_reactive_lex,sum_replacement_reactive_stay,sum_revision_reactive_stay,revision_oracle_win_uncompiled,revision_oracle_tie_uncompiled,revision_oracle_loss_uncompiled,revision_oracle_win_frozen,revision_oracle_tie_frozen,revision_oracle_loss_frozen,revision_oracle_win_replacement,revision_oracle_tie_replacement,revision_oracle_loss_replacement,revision_reactive_lex_win_uncompiled,revision_reactive_lex_tie_uncompiled,revision_reactive_lex_loss_uncompiled,revision_reactive_lex_win_frozen,revision_reactive_lex_tie_frozen,revision_reactive_lex_loss_frozen,revision_reactive_lex_win_replacement,revision_reactive_lex_tie_replacement,revision_reactive_lex_loss_replacement,revision_reactive_stay_win_uncompiled,revision_reactive_stay_tie_uncompiled,revision_reactive_stay_loss_uncompiled,revision_reactive_stay_win_frozen,revision_reactive_stay_tie_frozen,revision_reactive_stay_loss_frozen,revision_reactive_stay_win_replacement,revision_reactive_stay_tie_replacement,revision_reactive_stay_loss_replacement,replacement_lex_regret_cases,replacement_lex_regret_sum,replacement_lex_regret_max,replacement_stay_regret_cases,replacement_stay_regret_sum,replacement_stay_regret_max,replacement_tie_changes_cost,revision_lex_regret_cases,revision_lex_regret_sum,revision_lex_regret_max,revision_stay_regret_cases,revision_stay_regret_sum,revision_stay_regret_max,revision_tie_changes_cost
4,30,1,8,1,4,far,1,121,27168,20952,20736,21600,20952,22200,20952,21876,121,0,0,26,0,95,0,0,121,121,0,0,6,0,115,6,0,115,121,0,0,9,0,112,9,0,112,26,216,20,26,216,20,0,56,600,21,28,276,21,28
4,30,1,0,1,4,one_edit,1,44,10144,7896,7800,7754,7896,7828,7896,7786,44,0,0,12,32,0,12,32,0,44,0,0,6,34,4,6,34,4,44,0,0,6,36,2,6,36,2,6,96,20,6,96,20,0,12,74,12,8,32,8,4
4,30,1,2,1,4,one_edit,1,44,10144,7896,7800,7842,7896,7916,7896,7874,44,0,0,8,0,36,8,0,36,44,0,0,6,0,38,6,0,38,44,0,0,6,0,38,6,0,38,6,96,20,6,96,20,0,12,74,12,8,32,8,4
4,30,1,4,1,4,one_edit,1,44,10144,7896,7800,7930,7896,8004,7896,7962,44,0,0,8,0,36,8,0,36,44,0,0,4,2,38,4,2,38,44,0,0,6,0,38,6,0,38,6,96,20,6,96,20,0,12,74,12,8,32,8,4
4,30,1,8,1,4,one_edit,1,44,10144,7896,7800,8106,7896,8180,7896,8138,44,0,0,6,0,38,0,0,44,44,0,0,4,0,40,4,0,40,44,0,0,6,0,38,6,0,38,6,96,20,6,96,20,0,12,74,12,8,32,8,4
4,30,1,0,1,4,unchanged,1,11,2592,1848,1848,1833,1848,1848,1848,1848,11,0,0,3,8,0,3,8,0,11,0,0,0,11,0,0,11,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,3,15,5,3,15,5,0
4,30,1,2,1,4,unchanged,1,11,2592,1848,1848,1855,1848,1870,1848,1870,11,0,0,3,0,8,3,0,8,11,0,0,0,0,11,0,0,11,11,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,3,15,5,3,15,5,0
4,30,1,4,1,4,unchanged,1,11,2592,1848,1848,1877,1848,1892,1848,1892,11,0,0,3,0,8,3,0,8,11,0,0,0,0,11,0,0,11,11,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,3,15,5,3,15,5,0
4,30,1,8,1,4,unchanged,1,11,2592,1848,1848,1921,1848,1936,1848,1936,11,0,0,0,0,11,0,0,11,11,0,0,0,0,11,0,0,11,11,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,3,15,5,3,15,5,0
4,30,1,0,4,1,unchanged,0,5,608,616,568,548,584,548,584,548,4,0,1,4,1,0,4,1,0,4,0,1,4,1,0,4,1,0,4,0,1,4,1,0,4,1,0,2,16,8,2,16,8,0,0,0,0,0,0,0,0
4,30,1,2,4,1,unchanged,0,5,608,616,568,558,584,558,584,558,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,2,16,8,2,16,8,0,0,0,0,0,0,0,0
4,30,1,4,4,1,unchanged,0,5,608,616,568,568,584,568,584,568,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,2,16,8,2,16,8,0,0,0,0,0,0,0,0
4,30,1,8,4,1,unchanged,0,5,608,616,568,588,584,588,584,588,4,0,1,4,0,1,0,0,5,4,0,1,4,0,1,2,0,3,4,0,1,4,0,1,2,0,3,2,16,8,2,16,8,0,0,0,0,0,0,0,0
4,30,1,0,4,1,one_edit,0,20,2656,2720,2536,2420,2536,2428,2536,2428,16,0,4,20,0,0,20,0,0,16,0,4,20,0,0,20,0,0,16,0,4,20,0,0,20,0,0,0,0,0,0,0,0,0,2,8,4,2,8,4,0
4,30,1,2,4,1,one_edit,0,20,2656,2720,2536,2460,2536,2468,2536,2468,14,0,6,20,0,0,20,0,0,14,0,6,20,0,0,20,0,0,14,0,6,20,0,0,20,0,0,0,0,0,0,0,0,0,2,8,4,2,8,4,0
4,30,1,4,4,1,one_edit,0,20,2656,2720,2536,2500,2536,2508,2536,2508,14,0,6,20,0,0,16,0,4,12,2,6,20,0,0,14,2,4,12,2,6,20,0,0,14,2,4,0,0,0,0,0,0,0,2,8,4,2,8,4,0
4,30,1,8,4,1,one_edit,0,20,2656,2720,2536,2580,2536,2588,2536,2588,10,4,6,14,0,6,0,8,12,10,2,8,14,0,6,0,6,14,10,2,8,14,0,6,0,6,14,0,0,0,0,0,0,0,2,8,4,2,8,4,0
4,30,1,0,4,1,far,0,55,8032,8184,7420,7178,7484,7182,7484,7182,52,0,3,55,0,0,54,1,0,52,0,3,55,0,0,54,1,0,52,0,3,55,0,0,54,1,0,8,64,8,8,64,8,0,1,4,4,1,4,4,0
4,30,1,2,4,1,far,0,55,8032,8184,7420,7288,7484,7292,7484,7292,50,0,5,55,0,0,40,0,15,50,0,5,55,0,0,42,0,13,50,0,5,55,0,0,42,0,13,8,64,8,8,64,8,0,1,4,4,1,4,4,0
4,30,1,4,4,1,far,0,55,8032,8184,7420,7398,7484,7402,7484,7402,49,0,6,55,0,0,26,8,21,48,1,6,55,0,0,27,9,19,48,1,6,55,0,0,27,9,19,8,64,8,8,64,8,0,1,4,4,1,4,4,0
4,30,1,8,4,1,far,0,55,8032,8184,7420,7618,7484,7622,7484,7622,44,5,6,52,0,3,0,16,39,44,4,7,52,0,3,8,15,32,44,4,7,52,0,3,8,15,32,8,64,8,8,64,8,0,1,4,4,1,4,4,0
4,30,1,0,4,1,far,1,121,27168,20952,20564,20122,20784,20146,20792,20146,121,0,0,96,25,0,96,25,0,121,0,0,96,17,8,100,21,0,121,0,0,96,17,8,100,21,0,55,220,4,57,228,4,6,8,24,4,8,24,4,0
4,30,1,2,4,1,far,1,121,27168,20952,20564,20364,20784,20388,20792,20388,121,0,0,75,18,28,62,26,33,121,0,0,75,18,28,80,12,29,121,0,0,75,18,28,80,12,29,55,220,4,57,228,4,6,8,24,4,8,24,4,0
4,30,1,4,4,1,far,1,121,27168,20952,20564,20606,20784,20630,20792,20630,121,0,0,73,2,46,58,2,61,121,0,0,73,2,46,78,0,43,121,0,0,73,2,46,76,2,43,55,220,4,57,228,4,6,8,24,4,8,24,4,0
4,30,1,8,4,1,far,1,121,27168,20952,20564,21090,20784,21114,20792,21114,121,0,0,41,4,76,0,13,108,121,0,0,41,4,76,27,15,79,121,0,0,41,4,76,31,13,77,55,220,4,57,228,4,6,8,24,4,8,24,4,0
4,30,1,0,4,1,one_edit,1,44,10144,7896,7648,7352,7668,7352,7664,7352,44,0,0,36,8,0,36,8,0,44,0,0,36,8,0,36,8,0,44,0,0,36,8,0,36,8,0,5,20,4,4,16,4,1,0,0,0,0,0,0,0
4,30,1,2,4,1,one_edit,1,44,10144,7896,7648,7440,7668,7440,7664,7440,44,0,0,34,2,8,34,2,8,44,0,0,34,2,8,36,0,8,44,0,0,34,2,8,36,0,8,5,20,4,4,16,4,1,0,0,0,0,0,0,0
4,30,1,4,4,1,one_edit,1,44,10144,7896,7648,7528,7668,7528,7664,7528,44,0,0,32,2,10,32,2,10,44,0,0,32,2,10,35,1,8,44,0,0,32,2,10,34,2,8,5,20,4,4,16,4,1,0,0,0,0,0,0,0
4,30,1,8,4,1,one_edit,1,44,10144,7896,7648,7704,7668,7704,7664,7704,44,0,0,26,4,14,22,4,18,44,0,0,26,4,14,24,5,15,44,0,0,26,4,14,24,4,16,5,20,4,4,16,4,1,0,0,0,0,0,0,0
4,30,1,0,4,1,unchanged,1,11,2592,1848,1848,1833,1848,1833,1848,1833,11,0,0,3,8,0,3,8,0,11,0,0,3,8,0,3,8,0,11,0,0,3,8,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,30,1,2,4,1,unchanged,1,11,2592,1848,1848,1855,1848,1855,1848,1855,11,0,0,3,0,8,3,0,8,11,0,0,3,0,8,3,0,8,11,0,0,3,0,8,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,30,1,4,4,1,unchanged,1,11,2592,1848,1848,1877,1848,1877,1848,1877,11,0,0,3,0,8,3,0,8,11,0,0,3,0,8,3,0,8,11,0,0,3,0,8,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,30,1,8,4,1,unchanged,1,11,2592,1848,1848,1921,1848,1921,1848,1921,11,0,0,0,0,11,0,0,11,11,0,0,0,0,11,0,0,11,11,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,30,1,0,4,2,unchanged,0,5,912,904,776,756,824,756,824,756,4,0,1,4,1,0,4,1,0,4,0,1,4,1,0,4,1,0,4,0,1,4,1,0,4,1,0,2,48,24,2,48,24,0,0,0,0,0,0,0,0
4,30,1,2,4,2,unchanged,0,5,912,904,776,766,824,766,824,766,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,2,48,24,2,48,24,0,0,0,0,0,0,0,0
4,30,1,4,4,2,unchanged,0,5,912,904,776,776,824,776,824,776,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,2,48,24,2,48,24,0,0,0,0,0,0,0,0
4,30,1,8,4,2,unchanged,0,5,912,904,776,796,824,796,824,796,4,0,1,4,0,1,0,0,5,4,0,1,4,0,1,2,0,3,4,0,1,4,0,1,2,0,3,2,48,24,2,48,24,0,0,0,0,0,0,0,0
4,30,1,0,4,2,one_edit,0,20,4096,4128,3632,3476,3680,3484,3680,3484,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,10,48,8,10,48,8,0,2,8,4,2,8,4,0
4,30,1,2,4,2,one_edit,0,20,4096,4128,3632,3516,3680,3524,3680,3524,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,10,48,8,10,48,8,0,2,8,4,2,8,4,0
4,30,1,4,4,2,one_edit,0,20,4096,4128,3632,3556,3680,3564,3680,3564,20,0,0,20,0,0,16,0,4,20,0,0,20,0,0,16,0,4,20,0,0,20,0,0,16,0,4,10,48,8,10,48,8,0,2,8,4,2,8,4,0
4,30,1,8,4,2,one_edit,0,20,4096,4128,3632,3636,3680,3644,3680,3644,20,0,0,20,0,0,8,0,12,20,0,0,20,0,0,10,0,10,20,0,0,20,0,0,10,0,10,10,48,8,10,48,8,0,2,8,4,2,8,4,0
4,30,1,0,4,2,far,0,55,12720,12760,10920,10558,11208,10586,11208,10586,55,0,0,55,0,0,54,1,0,55,0,0,55,0,0,54,1,0,55,0,0,55,0,0,54,1,0,40,288,24,40,288,24,0,9,28,4,9,28,4,0
4,30,1,2,4,2,far,0,55,12720,12760,10920,10668,11208,10696,11208,10696,55,0,0,55,0,0,40,0,15,55,0,0,55,0,0,44,0,11,55,0,0,55,0,0,44,0,11,40,288,24,40,288,24,0,9,28,4,9,28,4,0
4,30,1,4,4,2,far,0,55,12720,12760,10920,10778,11208,10806,11208,10806,55,0,0,55,0,0,32,2,21,55,0,0,55,0,0,36,0,19,55,0,0,55,0,0,36,0,19,40,288,24,40,288,24,0,9,28,4,9,28,4,0
4,30,1,8,4,2,far,0,55,12720,12760,10920,10998,11208,11026,11208,11026,55,0,0,55,0,0,18,0,37,55,0,0,55,0,0,32,0,23,55,0,0,55,0,0,32,0,23,40,288,24,40,288,24,0,9,28,4,9,28,4,0
4,30,1,0,4,2,far,1,121,40080,31256,30308,29479,30832,29530,30880,29530,121,0,0,96,25,0,95,26,0,121,0,0,96,17,8,99,21,1,121,0,0,96,17,8,99,21,1,72,524,16,74,572,16,6,9,51,8,9,51,8,0
4,30,1,2,4,2,far,1,121,40080,31256,30308,29721,30832,29772,30880,29772,121,0,0,96,0,25,91,0,30,121,0,0,96,0,25,95,0,26,121,0,0,96,0,25,95,0,26,72,524,16,74,572,16,6,9,51,8,9,51,8,0
4,30,1,4,4,2,far,1,121,40080,31256,30308,29963,30832,30014,30880,30014,121,0,0,78,18,25,63,26,32,121,0,0,78,18,25,81,12,28,121,0,0,78,18,25,81,12,28,72,524,16,74,572,16,6,9,51,8,9,51,8,0
4,30,1,8,4,2,far,1,121,40080,31256,30308,30447,30832,30498,30880,30498,121,0,0,75,0,46,54,0,67,121,0,0,75,0,46,74,0,47,121,0,0,75,0,46,78,0,43,72,524,16,74,572,16,6,9,51,8,9,51,8,0
4,30,1,0,4,2,one_edit,1,44,15104,11920,11368,10808,11432,10808,11424,10808,44,0,0,36,8,0,36,8,0,44,0,0,36,8,0,36,8,0,44,0,0,36,8,0,36,8,0,11,64,8,10,56,8,1,0,0,0,0,0,0,0
4,30,1,2,4,2,one_edit,1,44,15104,11920,11368,10896,11432,10896,11424,10896,44,0,0,36,0,8,36,0,8,44,0,0,36,0,8,36,0,8,44,0,0,36,0,8,36,0,8,11,64,8,10,56,8,1,0,0,0,0,0,0,0
4,30,1,4,4,2,one_edit,1,44,15104,11920,11368,10984,11432,10984,11424,10984,44,0,0,34,2,8,34,2,8,44,0,0,34,2,8,36,0,8,44,0,0,34,2,8,36,0,8,11,64,8,10,56,8,1,0,0,0,0,0,0,0
4,30,1,8,4,2,one_edit,1,44,15104,11920,11368,11160,11432,11160,11424,11160,44,0,0,34,0,10,30,0,14,44,0,0,34,0,10,32,0,12,44,0,0,34,0,10,32,0,12,11,64,8,10,56,8,1,0,0,0,0,0,0,0
4,30,1,0,4,2,unchanged,1,11,3888,2728,2704,2689,2728,2689,2728,2689,11,0,0,3,8,0,3,8,0,11,0,0,3,8,0,3,8,0,11,0,0,3,8,0,3,8,0,3,24,8,3,24,8,0,0,0,0,0,0,0,0
4,30,1,2,4,2,unchanged,1,11,3888,2728,2704,2711,2728,2711,2728,2711,11,0,0,3,0,8,3,0,8,11,0,0,3,0,8,3,0,8,11,0,0,3,0,8,3,0,8,3,24,8,3,24,8,0,0,0,0,0,0,0,0
4,30,1,4,4,2,unchanged,1,11,3888,2728,2704,2733,2728,2733,2728,2733,11,0,0,3,0,8,3,0,8,11,0,0,3,0,8,3,0,8,11,0,0,3,0,8,3,0,8,3,24,8,3,24,8,0,0,0,0,0,0,0,0
4,30,1,8,4,2,unchanged,1,11,3888,2728,2704,2777,2728,2777,2728,2777,11,0,0,3,0,8,0,0,11,11,0,0,3,0,8,3,0,8,11,0,0,3,0,8,3,0,8,3,24,8,3,24,8,0,0,0,0,0,0,0,0
4,30,1,0,4,4,unchanged,0,5,1520,1480,1192,1172,1304,1172,1304,1172,4,0,1,4,1,0,4,1,0,4,0,1,4,1,0,4,1,0,4,0,1,4,1,0,4,1,0,2,112,56,2,112,56,0,0,0,0,0,0,0,0
4,30,1,2,4,4,unchanged,0,5,1520,1480,1192,1182,1304,1182,1304,1182,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,2,112,56,2,112,56,0,0,0,0,0,0,0,0
4,30,1,4,4,4,unchanged,0,5,1520,1480,1192,1192,1304,1192,1304,1192,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,2,112,56,2,112,56,0,0,0,0,0,0,0,0
4,30,1,8,4,4,unchanged,0,5,1520,1480,1192,1212,1304,1212,1304,1212,4,0,1,4,0,1,0,0,5,4,0,1,4,0,1,2,0,3,4,0,1,4,0,1,2,0,3,2,112,56,2,112,56,0,0,0,0,0,0,0,0
4,30,1,0,4,4,one_edit,0,20,6976,6944,5824,5588,5968,5596,5968,5596,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,10,144,24,10,144,24,0,2,8,4,2,8,4,0
4,30,1,2,4,4,one_edit,0,20,6976,6944,5824,5628,5968,5636,5968,5636,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,10,144,24,10,144,24,0,2,8,4,2,8,4,0
4,30,1,4,4,4,one_edit,0,20,6976,6944,5824,5668,5968,5676,5968,5676,20,0,0,20,0,0,16,0,4,20,0,0,20,0,0,16,0,4,20,0,0,20,0,0,16,0,4,10,144,24,10,144,24,0,2,8,4,2,8,4,0
4,30,1,8,4,4,one_edit,0,20,6976,6944,5824,5748,5968,5756,5968,5756,20,0,0,20,0,0,8,0,12,20,0,0,20,0,0,10,0,10,20,0,0,20,0,0,10,0,10,10,144,24,10,144,24,0,2,8,4,2,8,4,0
4,30,1,0,4,4,far,0,55,22096,21912,17920,17318,18656,17394,18656,17394,55,0,0,55,0,0,54,1,0,55,0,0,55,0,0,54,1,0,55,0,0,55,0,0,54,1,0,40,736,56,40,736,56,0,9,76,12,9,76,12,0
4,30,1,2,4,4,far,0,55,22096,21912,17920,17428,18656,17504,18656,17504,55,0,0,55,0,0,40,0,15,55,0,0,55,0,0,44,0,11,55,0,0,55,0,0,44,0,11,40,736,56,40,736,56,0,9,76,12,9,76,12,0
4,30,1,4,4,4,far,0,55,22096,21912,17920,17538,18656,17614,18656,17614,55,0,0,55,0,0,32,2,21,55,0,0,55,0,0,38,0,17,55,0,0,55,0,0,38,0,17,40,736,56,40,736,56,0,9,76,12,9,76,12,0
4,30,1,8,4,4,far,0,55,22096,21912,17920,17758,18656,17834,18656,17834,55,0,0,55,0,0,24,0,31,55,0,0,55,0,0,34,0,21,55,0,0,55,0,0,34,0,21,40,736,56,40,736,56,0,9,76,12,9,76,12,0
4,30,1,0,4,4,far,1,121,65904,51864,49772,48191,50928,48298,51056,48298,121,0,0,96,25,0,95,26,0,121,0,0,96,17,8,99,21,1,121,0,0,96,17,8,99,21,1,75,1156,40,77,1284,40,6,9,107,16,9,107,16,0
4,30,1,2,4,4,far,1,121,65904,51864,49772,48433,50928,48540,51056,48540,121,0,0,96,0,25,91,0,30,121,0,0,96,0,25,95,0,26,121,0,0,96,0,25,95,0,26,75,1156,40,77,1284,40,6,9,107,16,9,107,16,0
4,30,1,4,4,4,far,1,121,65904,51864,49772,48675,50928,48782,51056,48782,121,0,0,96,0,25,89,0,32,121,0,0,96,0,25,93,0,28,121,0,0,96,0,25,93,0,28,75,1156,40,77,1284,40,6,9,107,16,9,107,16,0
4,30,1,8,4,4,far,1,121,65904,51864,49772,49159,50928,49266,51056,49266,121,0,0,78,18,25,54,26,41,121,0,0,78,18,25,77,12,32,121,0,0,78,18,25,81,12,28,75,1156,40,77,1284,40,6,9,107,16,9,107,16,0
4,30,1,0,4,4,one_edit,1,44,25024,19968,18808,17720,18960,17720,18944,17720,44,0,0,36,8,0,36,8,0,44,0,0,36,8,0,36,8,0,44,0,0,36,8,0,36,8,0,11,152,16,10,136,16,1,0,0,0,0,0,0,0
4,30,1,2,4,4,one_edit,1,44,25024,19968,18808,17808,18960,17808,18944,17808,44,0,0,36,0,8,36,0,8,44,0,0,36,0,8,36,0,8,44,0,0,36,0,8,36,0,8,11,152,16,10,136,16,1,0,0,0,0,0,0,0
4,30,1,4,4,4,one_edit,1,44,25024,19968,18808,17896,18960,17896,18944,17896,44,0,0,36,0,8,36,0,8,44,0,0,36,0,8,36,0,8,44,0,0,36,0,8,36,0,8,11,152,16,10,136,16,1,0,0,0,0,0,0,0
4,30,1,8,4,4,one_edit,1,44,25024,19968,18808,18072,18960,18072,18944,18072,44,0,0,34,2,8,30,2,12,44,0,0,34,2,8,32,0,12,44,0,0,34,2,8,32,0,12,11,152,16,10,136,16,1,0,0,0,0,0,0,0
4,30,1,0,4,4,unchanged,1,11,6480,4488,4416,4401,4488,4401,4488,4401,11,0,0,3,8,0,3,8,0,11,0,0,3,8,0,3,8,0,11,0,0,3,8,0,3,8,0,3,72,24,3,72,24,0,0,0,0,0,0,0,0
4,30,1,2,4,4,unchanged,1,11,6480,4488,4416,4423,4488,4423,4488,4423,11,0,0,3,0,8,3,0,8,11,0,0,3,0,8,3,0,8,11,0,0,3,0,8,3,0,8,3,72,24,3,72,24,0,0,0,0,0,0,0,0
4,30,1,4,4,4,unchanged,1,11,6480,4488,4416,4445,4488,4445,4488,4445,11,0,0,3,0,8,3,0,8,11,0,0,3,0,8,3,0,8,11,0,0,3,0,8,3,0,8,3,72,24,3,72,24,0,0,0,0,0,0,0,0
4,30,1,8,4,4,unchanged,1,11,6480,4488,4416,4489,4488,4489,4488,4489,11,0,0,3,0,8,0,0,11,11,0,0,3,0,8,3,0,8,11,0,0,3,0,8,3,0,8,3,72,24,3,72,24,0,0,0,0,0,0,0,0
4,30,1,0,16,1,unchanged,0,5,1520,1480,1192,1172,1192,1172,1192,1172,4,0,1,4,1,0,4,1,0,4,0,1,4,1,0,4,1,0,4,0,1,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,30,1,2,16,1,unchanged,0,5,1520,1480,1192,1182,1192,1182,1192,1182,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,30,1,4,16,1,unchanged,0,5,1520,1480,1192,1192,1192,1192,1192,1192,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,30,1,8,16,1,unchanged,0,5,1520,1480,1192,1212,1192,1212,1192,1212,4,0,1,4,0,1,0,0,5,4,0,1,4,0,1,0,0,5,4,0,1,4,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,30,1,0,16,1,one_edit,0,20,6976,6944,5536,5420,5536,5428,5536,5428,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,2,8,4,2,8,4,0
4,30,1,2,16,1,one_edit,0,20,6976,6944,5536,5460,5536,5468,5536,5468,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,2,8,4,2,8,4,0
4,30,1,4,16,1,one_edit,0,20,6976,6944,5536,5500,5536,5508,5536,5508,20,0,0,20,0,0,16,0,4,20,0,0,20,0,0,14,2,4,20,0,0,20,0,0,14,2,4,0,0,0,0,0,0,0,2,8,4,2,8,4,0
4,30,1,8,16,1,one_edit,0,20,6976,6944,5536,5580,5536,5588,5536,5588,20,0,0,20,0,0,0,8,12,20,0,0,20,0,0,0,6,14,20,0,0,20,0,0,0,6,14,0,0,0,0,0,0,0,2,8,4,2,8,4,0
4,30,1,0,16,1,far,0,55,22096,21912,16768,16526,16784,16530,16784,16530,55,0,0,55,0,0,54,1,0,55,0,0,55,0,0,54,1,0,55,0,0,55,0,0,54,1,0,2,16,8,2,16,8,0,1,4,4,1,4,4,0
4,30,1,2,16,1,far,0,55,22096,21912,16768,16636,16784,16640,16784,16640,55,0,0,55,0,0,40,0,15,55,0,0,55,0,0,40,0,15,55,0,0,55,0,0,40,0,15,2,16,8,2,16,8,0,1,4,4,1,4,4,0
4,30,1,4,16,1,far,0,55,22096,21912,16768,16746,16784,16750,16784,16750,55,0,0,55,0,0,26,8,21,55,0,0,55,0,0,25,9,21,55,0,0,55,0,0,25,9,21,2,16,8,2,16,8,0,1,4,4,1,4,4,0
4,30,1,8,16,1,far,0,55,22096,21912,16768,16966,16784,16970,16784,16970,55,0,0,55,0,0,0,16,39,55,0,0,55,0,0,2,15,38,55,0,0,55,0,0,2,15,38,2,16,8,2,16,8,0,1,4,4,1,4,4,0
4,30,1,0,16,1,far,1,121,65904,51864,46584,45937,46584,45937,46584,45937,121,0,0,106,15,0,101,20,0,121,0,0,106,15,0,101,20,0,121,0,0,106,15,0,101,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,30,1,2,16,1,far,1,121,65904,51864,46584,46179,46584,46179,46584,46179,121,0,0,104,2,15,83,16,22,121,0,0,104,2,15,83,16,22,121,0,0,104,2,15,83,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,30,1,4,16,1,far,1,121,65904,51864,46584,46421,46584,46421,46584,46421,121,0,0,104,0,17,81,0,40,121,0,0,104,0,17,81,0,40,121,0,0,104,0,17,81,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,30,1,8,16,1,far,1,121,65904,51864,46584,46905,46584,46905,46584,46905,121,0,0,104,0,17,25,15,81,121,0,0,104,0,17,25,15,81,121,0,0,104,0,17,25,15,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,30,1,0,16,1,one_edit,1,44,25024,19968,17440,17120,17440,17120,17440,17120,44,0,0,36,8,0,36,8,0,44,0,0,36,8,0,36,8,0,44,0,0,36,8,0,36,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,30,1,2,16,1,one_edit,1,44,25024,19968,17440,17208,17440,17208,17440,17208,44,0,0,36,0,8,36,0,8,44,0,0,36,0,8,36,0,8,44,0,0,36,0,8,36,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,30,1,4,16,1,one_edit,1,44,25024,19968,17440,17296,17440,17296,17440,17296,44,0,0,36,0,8,36,0,8,44,0,0,36,0,8,36,0,8,44,0,0,36,0,8,36,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,30,1,8,16,1,one_edit,1,44,25024,19968,17440,17472,17440,17472,17440,17472,44,0,0,36,0,8,24,6,14,44,0,0,36,0,8,24,6,14,44,0,0,36,0,8,24,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,30,1,0,16,1,unchanged,1,11,6480,4488,4416,4401,4416,4401,4416,4401,11,0,0,3,8,0,3,8,0,11,0,0,3,8,0,3,8,0,11,0,0,3,8,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,30,1,2,16,1,unchanged,1,11,6480,4488,4416,4423,4416,4423,4416,4423,11,0,0,3,0,8,3,0,8,11,0,0,3,0,8,3,0,8,11,0,0,3,0,8,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,30,1,4,16,1,unchanged,1,11,6480,4488,4416,4445,4416,4445,4416,4445,11,0,0,3,0,8,3,0,8,11,0,0,3,0,8,3,0,8,11,0,0,3,0,8,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,30,1,8,16,1,unchanged,1,11,6480,4488,4416,4489,4416,4489,4416,4489,11,0,0,3,0,8,0,0,11,11,0,0,3,0,8,0,0,11,11,0,0,3,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
