rule,class,projection,block,stride,e0,e1,e2,e3,e4,coverage_h4,repair_h4,raw_compression
202,II,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.005894736842105263
203,II,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.006157894736842105
204,II,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.007526315789473684
205,II,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.00731578947368421
206,II,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.006526315789473684
207,II,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.006526315789473684
208,II,majority,3,1,0.16,0.08833333333333333,0.005009124087591241,0.0183363802559415,0.043333333333333335,0.9333333333333333,0.7291666666666666,0.0698421052631579
209,II,majority,3,1,0.2833,0.04666666666666667,0.0,0.0,0.008333333333333333,0.9783333333333333,0.970584774679374,0.0678421052631579
210,II,majority,3,1,0.4257090909090909,0.30806010928961747,0.28460766423357664,0.20187385740402194,0.2556959706959707,0.6386263736263736,0.3993645516238836,0.11052631578947368
211,II,majority,3,1,0.21417272727272726,0.1824863387978142,0.15574817518248174,0.08911334552102376,0.11916666666666667,0.9441666666666667,0.4435955119770222,0.1028421052631579
212,II,majority,3,1,0.13338181818181818,0.07333333333333333,0.06249087591240876,0.052477148080438754,0.06166666666666667,0.8766666666666667,0.5376681206833878,0.06063157894736842
213,II,majority,3,1,0.12503636363636364,0.07581056466302367,0.048321167883211676,0.05080438756855576,0.06166666666666667,0.8766666666666667,0.5068101400804614,0.060263157894736845
214,II,majority,3,1,0.19336363636363638,0.1284153005464481,0.10918795620437956,0.037513711151736746,0.03833333333333333,1.0,0.8017552107820091,0.09873684210526316
215,II,majority,3,1,0.16669090909090908,0.13510018214936248,0.1316970802919708,0.04754113345521024,0.050833333333333335,0.9941666666666666,0.6950443571844095,0.09763157894736842
216,II,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.006105263157894737
217,II,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.006263157894736842
218,II,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.005631578947368421
219,II,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.005526315789473684
220,II,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.0064736842105263155
221,II,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.0064736842105263155
222,II,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.00631578947368421
223,II,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.006
224,I,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.002157894736842105
225,IV,majority,3,1,0.3101090909090909,0.28327868852459015,0.16855839416058394,0.10351005484460694,0.08256410256410257,0.9992490842490842,0.7337578775196035,0.9953684210526316
226,II,majority,3,1,0.036663636363636364,0.03833333333333333,0.01333029197080292,0.015,0.018333333333333333,0.965,0.49995867427060087,0.06752631578947368
227,II,majority,3,1,0.11665454545454546,0.10666666666666667,0.0,0.0,0.0016666666666666668,0.9983333333333333,0.9857128013300084,0.06715789473684211
228,II,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.0060526315789473685
229,II,majority,3,1,0.19665454545454544,0.18833333333333332,0.0,0.0,0.0,1.0,1.0,0.10136842105263158
230,II,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.06321052631578947
231,II,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.06352631578947368
232,II,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.006526315789473684
233,II,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.005526315789473684
234,I,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.004368421052631579
235,I,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.004368421052631579
236,II,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.007105263157894737
237,II,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.005842105263157895
238,I,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.004368421052631579
239,I,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.004368421052631579
240,II,majority,3,1,0.2833090909090909,0.295,0.05001824817518248,0.10661791590493601,0.16,0.6699999999999999,0.43524579643178024,0.07705263157894737
241,II,majority,3,1,0.32,0.22833333333333333,0.043375912408759126,0.0883729433272395,0.13,0.7633333333333333,0.59375,0.07594736842105264
242,II,majority,3,1,0.1766909090909091,0.13833333333333334,0.0,0.0,0.0016666666666666668,0.9966666666666667,0.9905673320985113,0.06852631578947369
243,II,majority,3,1,0.07834545454545455,0.07833333333333334,0.01332116788321168,0.019981718464351005,0.02666666666666667,0.9616666666666667,0.6596271370000774,0.068
244,II,majority,3,1,0.17326363636363637,0.095,0.0,0.0016636197440585009,0.013333333333333334,0.9633333333333334,0.9230459800269339,0.0726842105263158
245,II,majority,3,1,0.12330909090909091,0.0,0.0,0.0,0.0,1.0,1.0,0.0703157894736842
246,II,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.06331578947368421
247,II,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.06057894736842105
248,I,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.004368421052631579
249,I,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.004368421052631579
250,I,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.004368421052631579
251,I,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.004368421052631579
252,I,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.004368421052631579
253,I,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.004368421052631579
254,I,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.004368421052631579
255,I,majority,3,1,0.0,0.0,0.0,0.0,0.0,1.0,,0.004368421052631579
