n,A,B,dispatch,trace,K,shift,useful_inheritance,cases,same_task_map,revision_changed_macro,replacement_changed_macro,sum_uncompiled,sum_frozen,sum_replace,sum_revisable,revision_win_uncompiled,revision_tie_uncompiled,revision_loss_uncompiled,max_saving_uncompiled,max_excess_uncompiled,revision_win_frozen,revision_tie_frozen,revision_loss_frozen,max_saving_frozen,max_excess_frozen,revision_win_replace,revision_tie_replace,revision_loss_replace,max_saving_replace,max_excess_replace
9,90,150,2,2,4,unchanged,1,10,10,4,4,1656,1160,1144,1152,10,0,0,62,-33,4,0,6,5,2,4,0,6,1,2
9,90,150,2,2,16,unchanged,0,6,6,0,0,1008,1056,1056,1068,0,0,6,-10,10,0,0,6,-2,2,0,0,6,-2,2
9,90,150,2,2,16,one_edit,0,24,0,4,4,5760,4608,4448,4492,16,0,8,86,10,4,0,20,39,2,0,0,24,-1,2
9,90,150,2,2,16,far,0,66,12,16,16,15888,13440,12320,12384,44,0,22,86,10,16,0,50,91,2,16,0,50,3,2
9,90,150,2,2,16,far,1,110,42,36,36,31632,24256,22240,22304,110,0,0,134,-14,36,0,74,91,2,36,0,74,3,2
9,90,150,2,2,16,one_edit,1,40,0,24,24,11520,9728,8192,8152,40,0,0,131,-14,24,0,16,91,2,24,0,16,3,2
9,90,150,2,2,16,unchanged,1,10,10,4,4,3312,2240,2080,2088,10,0,0,134,-105,4,0,6,41,2,4,0,6,1,2
9,90,150,2,4,1,unchanged,0,6,6,0,0,378,426,426,450,0,0,6,-12,12,0,0,6,-4,4,0,0,6,-4,4
9,90,150,2,4,1,one_edit,0,24,0,0,0,1620,1728,1728,1824,0,0,24,-6,12,0,0,24,-4,4,0,0,24,-4,4
9,90,150,2,4,1,far,0,66,12,10,0,4458,4800,4800,5034,0,0,66,-6,12,0,0,66,-1,4,0,0,66,-1,4
9,90,150,2,4,1,far,1,110,42,24,0,13362,9766,9766,10170,110,0,0,42,-12,0,0,110,-1,4,0,0,110,-1,4
9,90,150,2,4,1,one_edit,1,40,0,24,0,4860,3608,3608,3732,40,0,0,39,-12,0,0,40,-1,4,0,0,40,-1,4
9,90,150,2,4,1,unchanged,1,10,10,0,0,1242,890,890,930,10,0,0,42,-15,0,0,10,-4,4,0,0,10,-4,4
9,90,150,2,4,4,unchanged,0,6,6,0,0,504,552,552,576,0,0,6,-12,12,0,0,6,-4,4,0,0,6,-4,4
9,90,150,2,4,4,one_edit,0,24,0,4,4,2448,2304,2288,2380,16,0,8,12,12,4,0,20,1,4,0,0,24,-3,4
9,90,150,2,4,4,far,0,66,12,16,16,6744,6528,6344,6540,44,0,22,12,12,16,0,50,17,4,10,0,56,1,4
9,90,150,2,4,4,far,1,110,42,36,36,17016,12664,12376,12660,110,0,0,60,-12,36,0,74,17,4,24,0,86,1,4
9,90,150,2,4,4,one_edit,1,40,0,24,24,6192,4832,4592,4632,40,0,0,57,-12,24,0,16,17,4,24,0,16,1,4
9,90,150,2,4,4,unchanged,1,10,10,4,4,1656,1160,1144,1172,10,0,0,60,-31,4,0,6,3,4,0,0,10,-1,4
9,90,150,2,4,16,unchanged,0,6,6,0,0,1008,1056,1056,1080,0,0,6,-12,12,0,0,6,-4,4,0,0,6,-4,4
9,90,150,2,4,16,one_edit,0,24,0,4,4,5760,4608,4448,4540,16,0,8,84,12,4,0,20,37,4,0,0,24,-3,4
9,90,150,2,4,16,far,0,66,12,16,16,15888,13440,12320,12516,44,0,22,84,12,16,0,50,89,4,10,0,56,1,4
9,90,150,2,4,16,far,1,110,42,36,36,31632,24256,22240,22524,110,0,0,132,-12,36,0,74,89,4,24,0,86,1,4
9,90,150,2,4,16,one_edit,1,40,0,24,24,11520,9728,8192,8232,40,0,0,129,-12,24,0,16,89,4,24,0,16,1,4
9,90,150,2,4,16,unchanged,1,10,10,4,4,3312,2240,2080,2108,10,0,0,132,-103,4,0,6,39,4,0,0,10,-1,4
9,90,150,2,8,1,unchanged,0,6,6,0,0,378,426,426,474,0,0,6,-16,16,0,0,6,-8,8,0,0,6,-8,8
9,90,150,2,8,1,one_edit,0,24,0,0,0,1620,1728,1728,1920,0,0,24,-10,16,0,0,24,-8,8,0,0,24,-8,8
9,90,150,2,8,1,far,0,66,12,10,0,4458,4800,4800,5298,0,0,66,-10,16,0,0,66,-5,8,0,0,66,-5,8
9,90,150,2,8,1,far,1,110,42,24,0,13362,9766,9766,10610,110,0,0,38,-8,0,0,110,-5,8,0,0,110,-5,8
9,90,150,2,8,1,one_edit,1,40,0,24,0,4860,3608,3608,3892,40,0,0,35,-8,0,0,40,-5,8,0,0,40,-5,8
9,90,150,2,8,1,unchanged,1,10,10,0,0,1242,890,890,970,10,0,0,38,-11,0,0,10,-8,8,0,0,10,-8,8
9,90,150,2,8,4,unchanged,0,6,6,0,0,504,552,552,600,0,0,6,-16,16,0,0,6,-8,8,0,0,6,-8,8
9,90,150,2,8,4,one_edit,0,24,0,4,4,2448,2304,2288,2476,16,0,8,8,16,0,0,24,-3,8,0,0,24,-7,8
9,90,150,2,8,4,far,0,66,12,16,16,6744,6528,6344,6804,44,0,22,8,16,10,0,56,13,8,0,0,66,-3,8
9,90,150,2,8,4,far,1,110,42,36,36,17016,12664,12376,13100,110,0,0,56,-8,24,0,86,13,8,0,0,110,-3,8
9,90,150,2,8,4,one_edit,1,40,0,24,24,6192,4832,4592,4792,40,0,0,53,-8,24,0,16,13,8,0,0,40,-3,8
9,90,150,2,8,4,unchanged,1,10,10,4,4,1656,1160,1144,1212,10,0,0,56,-27,0,0,10,-1,8,0,0,10,-5,8
9,90,150,2,8,16,unchanged,0,6,6,0,0,1008,1056,1056,1104,0,0,6,-16,16,0,0,6,-8,8,0,0,6,-8,8
9,90,150,2,8,16,one_edit,0,24,0,4,4,5760,4608,4448,4636,16,0,8,80,16,4,0,20,33,8,0,0,24,-7,8
9,90,150,2,8,16,far,0,66,12,16,16,15888,13440,12320,12780,44,0,22,80,16,16,0,50,85,8,0,0,66,-3,8
9,90,150,2,8,16,far,1,110,42,36,36,31632,24256,22240,22964,110,0,0,128,-8,36,0,74,85,8,0,0,110,-3,8
9,90,150,2,8,16,one_edit,1,40,0,24,24,11520,9728,8192,8392,40,0,0,125,-8,24,0,16,85,8,0,0,40,-3,8
9,90,150,2,8,16,unchanged,1,10,10,4,4,3312,2240,2080,2148,10,0,0,128,-99,4,0,6,35,8,0,0,10,-5,8
9,90,150,4,0,1,unchanged,0,6,6,0,0,630,678,678,678,0,0,6,-8,8,0,6,0,0,0,0,6,0,0,0
9,90,150,4,0,1,one_edit,0,24,0,0,0,2700,2720,2720,2720,12,0,12,4,8,0,24,0,0,0,0,24,0,0,0
9,90,150,4,0,1,far,0,66,12,16,10,7430,7568,7540,7490,38,0,28,4,8,10,56,0,9,0,10,56,0,5,0
9,90,150,4,0,1,far,1,110,42,36,12,22270,13822,13774,13690,110,0,0,100,-48,24,86,0,9,0,24,86,0,5,0
9,90,150,4,0,1,one_edit,1,40,0,24,12,8100,5136,5088,5004,40,0,0,97,-48,24,16,0,9,0,24,16,0,5,0
9,90,150,4,0,1,unchanged,1,10,10,4,0,2070,1250,1250,1250,10,0,0,100,-55,0,10,0,0,0,0,10,0,0,0
9,90,150,4,0,4,unchanged,0,6,6,0,0,840,888,888,888,0,0,6,-8,8,0,6,0,0,0,0,6,0,0,0
9,90,150,4,0,4,one_edit,0,24,0,4,4,4080,3584,3536,3532,16,0,8,40,8,4,20,0,13,0,4,20,0,1,0
9,90,150,4,0,4,far,0,66,12,16,16,11240,10208,9784,9716,44,0,22,40,8,16,50,0,45,0,16,50,0,5,0
9,90,150,4,0,4,far,1,110,42,36,36,28360,18328,17560,17404,110,0,0,136,-48,36,74,0,45,0,36,74,0,5,0
9,90,150,4,0,4,one_edit,1,40,0,24,24,10320,7104,6480,6360,40,0,0,133,-48,24,16,0,45,0,24,16,0,5,0
9,90,150,4,0,4,unchanged,1,10,10,4,4,2760,1640,1592,1580,10,0,0,136,-91,4,6,0,15,0,4,6,0,3,0
9,90,150,4,0,16,unchanged,0,6,6,0,0,1680,1728,1728,1728,0,0,6,-8,8,0,6,0,0,0,0,6,0,0,0
9,90,150,4,0,16,one_edit,0,24,0,4,4,9600,7040,6752,6748,16,0,8,184,8,4,20,0,73,0,4,20,0,1,0
9,90,150,4,0,16,far,0,66,12,16,16,26480,20768,18688,18620,44,0,22,184,8,16,50,0,189,0,16,50,0,5,0
9,90,150,4,0,16,far,1,110,42,36,36,52720,36352,32416,32260,110,0,0,280,-48,36,74,0,189,0,36,74,0,5,0
9,90,150,4,0,16,one_edit,1,40,0,24,24,19200,14976,11904,11784,40,0,0,277,-48,24,16,0,189,0,24,16,0,5,0
9,90,150,4,0,16,unchanged,1,10,10,4,4,5520,3200,2912,2900,10,0,0,280,-235,4,6,0,75,0,4,6,0,3,0
9,90,150,4,2,1,unchanged,0,6,6,0,0,630,678,678,690,0,0,6,-10,10,0,0,6,-2,2,0,0,6,-2,2
9,90,150,4,2,1,one_edit,0,24,0,0,0,2700,2720,2720,2768,12,0,12,2,10,0,0,24,-2,2,0,0,24,-2,2
9,90,150,4,2,1,far,0,66,12,16,10,7430,7568,7540,7622,28,0,38,2,10,10,0,56,7,2,10,0,56,3,2
9,90,150,4,2,1,far,1,110,42,36,12,22270,13822,13774,13910,110,0,0,98,-46,12,12,86,7,2,12,12,86,3,2
9,90,150,4,2,1,one_edit,1,40,0,24,12,8100,5136,5088,5084,40,0,0,95,-46,12,12,16,7,2,12,12,16,3,2
9,90,150,4,2,1,unchanged,1,10,10,4,0,2070,1250,1250,1270,10,0,0,98,-53,0,0,10,-2,2,0,0,10,-2,2
9,90,150,4,2,4,unchanged,0,6,6,0,0,840,888,888,900,0,0,6,-10,10,0,0,6,-2,2,0,0,6,-2,2
9,90,150,4,2,4,one_edit,0,24,0,4,4,4080,3584,3536,3580,16,0,8,38,10,4,0,20,11,2,0,0,24,-1,2
9,90,150,4,2,4,far,0,66,12,16,16,11240,10208,9784,9848,44,0,22,38,10,16,0,50,43,2,16,0,50,3,2
9,90,150,4,2,4,far,1,110,42,36,36,28360,18328,17560,17624,110,0,0,134,-46,36,0,74,43,2,36,0,74,3,2
9,90,150,4,2,4,one_edit,1,40,0,24,24,10320,7104,6480,6440,40,0,0,131,-46,24,0,16,43,2,24,0,16,3,2
9,90,150,4,2,4,unchanged,1,10,10,4,4,2760,1640,1592,1600,10,0,0,134,-89,4,0,6,13,2,4,0,6,1,2
9,90,150,4,2,16,unchanged,0,6,6,0,0,1680,1728,1728,1740,0,0,6,-10,10,0,0,6,-2,2,0,0,6,-2,2
9,90,150,4,2,16,one_edit,0,24,0,4,4,9600,7040,6752,6796,16,0,8,182,10,4,0,20,71,2,0,0,24,-1,2
9,90,150,4,2,16,far,0,66,12,16,16,26480,20768,18688,18752,44,0,22,182,10,16,0,50,187,2,16,0,50,3,2
9,90,150,4,2,16,far,1,110,42,36,36,52720,36352,32416,32480,110,0,0,278,-46,36,0,74,187,2,36,0,74,3,2
9,90,150,4,2,16,one_edit,1,40,0,24,24,19200,14976,11904,11864,40,0,0,275,-46,24,0,16,187,2,24,0,16,3,2
9,90,150,4,2,16,unchanged,1,10,10,4,4,5520,3200,2912,2920,10,0,0,278,-233,4,0,6,73,2,4,0,6,1,2
9,90,150,4,4,1,unchanged,0,6,6,0,0,630,678,678,702,0,0,6,-12,12,0,0,6,-4,4,0,0,6,-4,4
9,90,150,4,4,1,one_edit,0,24,0,0,0,2700,2720,2720,2816,0,12,12,0,12,0,0,24,-4,4,0,0,24,-4,4
9,90,150,4,4,1,far,0,66,12,16,10,7430,7568,7540,7754,0,28,38,0,12,10,0,56,5,4,10,0,56,1,4
9,90,150,4,4,1,far,1,110,42,36,12,22270,13822,13774,14130,110,0,0,96,-44,12,0,98,5,4,12,0,98,1,4
9,90,150,4,4,1,one_edit,1,40,0,24,12,8100,5136,5088,5164,40,0,0,93,-44,12,0,28,5,4,12,0,28,1,4
9,90,150,4,4,1,unchanged,1,10,10,4,0,2070,1250,1250,1290,10,0,0,96,-51,0,0,10,-4,4,0,0,10,-4,4
9,90,150,4,4,4,unchanged,0,6,6,0,0,840,888,888,912,0,0,6,-12,12,0,0,6,-4,4,0,0,6,-4,4
9,90,150,4,4,4,one_edit,0,24,0,4,4,4080,3584,3536,3628,16,0,8,36,12,4,0,20,9,4,0,0,24,-3,4
9,90,150,4,4,4,far,0,66,12,16,16,11240,10208,9784,9980,44,0,22,36,12,16,0,50,41,4,10,0,56,1,4
9,90,150,4,4,4,far,1,110,42,36,36,28360,18328,17560,17844,110,0,0,132,-44,36,0,74,41,4,24,0,86,1,4
9,90,150,4,4,4,one_edit,1,40,0,24,24,10320,7104,6480,6520,40,0,0,129,-44,24,0,16,41,4,24,0,16,1,4
9,90,150,4,4,4,unchanged,1,10,10,4,4,2760,1640,1592,1620,10,0,0,132,-87,4,0,6,11,4,0,0,10,-1,4
9,90,150,4,4,16,unchanged,0,6,6,0,0,1680,1728,1728,1752,0,0,6,-12,12,0,0,6,-4,4,0,0,6,-4,4
9,90,150,4,4,16,one_edit,0,24,0,4,4,9600,7040,6752,6844,16,0,8,180,12,4,0,20,69,4,0,0,24,-3,4
9,90,150,4,4,16,far,0,66,12,16,16,26480,20768,18688,18884,44,0,22,180,12,16,0,50,185,4,10,0,56,1,4
9,90,150,4,4,16,far,1,110,42,36,36,52720,36352,32416,32700,110,0,0,276,-44,36,0,74,185,4,24,0,86,1,4
9,90,150,4,4,16,one_edit,1,40,0,24,24,19200,14976,11904,11944,40,0,0,273,-44,24,0,16,185,4,24,0,16,1,4
9,90,150,4,4,16,unchanged,1,10,10,4,4,5520,3200,2912,2940,10,0,0,276,-231,4,0,6,71,4,0,0,10,-1,4
9,90,150,4,8,1,unchanged,0,6,6,0,0,630,678,678,726,0,0,6,-16,16,0,0,6,-8,8,0,0,6,-8,8
9,90,150,4,8,1,one_edit,0,24,0,0,0,2700,2720,2720,2912,0,0,24,-4,16,0,0,24,-8,8,0,0,24,-8,8
9,90,150,4,8,1,far,0,66,12,16,10,7430,7568,7540,8018,0,0,66,-4,16,4,0,62,1,8,0,0,66,-3,8
9,90,150,4,8,1,far,1,110,42,36,12,22270,13822,13774,14570,110,0,0,92,-40,12,0,98,1,8,0,0,110,-3,8
9,90,150,4,8,1,one_edit,1,40,0,24,12,8100,5136,5088,5324,40,0,0,89,-40,12,0,28,1,8,0,0,40,-3,8
9,90,150,4,8,1,unchanged,1,10,10,4,0,2070,1250,1250,1330,10,0,0,92,-47,0,0,10,-8,8,0,0,10,-8,8
9,90,150,4,8,4,unchanged,0,6,6,0,0,840,888,888,936,0,0,6,-16,16,0,0,6,-8,8,0,0,6,-8,8
9,90,150,4,8,4,one_edit,0,24,0,4,4,4080,3584,3536,3724,16,0,8,32,16,4,0,20,5,8,0,0,24,-7,8
9,90,150,4,8,4,far,0,66,12,16,16,11240,10208,9784,10244,44,0,22,32,16,16,0,50,37,8,0,0,66,-3,8
9,90,150,4,8,4,far,1,110,42,36,36,28360,18328,17560,18284,110,0,0,128,-40,36,0,74,37,8,0,0,110,-3,8
9,90,150,4,8,4,one_edit,1,40,0,24,24,10320,7104,6480,6680,40,0,0,125,-40,24,0,16,37,8,0,0,40,-3,8
9,90,150,4,8,4,unchanged,1,10,10,4,4,2760,1640,1592,1660,10,0,0,128,-83,4,0,6,7,8,0,0,10,-5,8
9,90,150,4,8,16,unchanged,0,6,6,0,0,1680,1728,1728,1776,0,0,6,-16,16,0,0,6,-8,8,0,0,6,-8,8
9,90,150,4,8,16,one_edit,0,24,0,4,4,9600,7040,6752,6940,16,0,8,176,16,4,0,20,65,8,0,0,24,-7,8
9,90,150,4,8,16,far,0,66,12,16,16,26480,20768,18688,19148,44,0,22,176,16,16,0,50,181,8,0,0,66,-3,8
9,90,150,4,8,16,far,1,110,42,36,36,52720,36352,32416,33140,110,0,0,272,-40,36,0,74,181,8,0,0,110,-3,8
9,90,150,4,8,16,one_edit,1,40,0,24,24,19200,14976,11904,12104,40,0,0,269,-40,24,0,16,181,8,0,0,40,-3,8
9,90,150,4,8,16,unchanged,1,10,10,4,4,5520,3200,2912,2980,10,0,0,272,-227,4,0,6,67,8,0,0,10,-5,8
9,110,184,0,0,1,unchanged,0,16,16,0,0,1152,1280,1280,1280,0,0,16,-8,8,0,16,0,0,0,0,16,0,0,0
9,110,184,0,0,1,one_edit,0,64,0,0,0,4608,5120,5120,5120,0,0,64,-8,8,0,64,0,0,0,0,64,0,0,0
9,110,184,0,0,1,far,0,176,0,0,0,12672,14080,14080,14080,0,0,176,-8,8,0,176,0,0,0,0,176,0,0,0
9,110,184,0,0,4,unchanged,0,16,16,0,0,1536,1664,1664,1664,0,0,16,-8,8,0,16,0,0,0,0,16,0,0,0
9,110,184,0,0,4,one_edit,0,64,0,0,0,6144,6656,6656,6656,0,0,64,-8,8,0,64,0,0,0,0,64,0,0,0
9,110,184,0,0,4,far,0,176,0,0,0,16896,18304,18304,18304,0,0,176,-8,8,0,176,0,0,0,0,176,0,0,0
9,110,184,0,0,16,unchanged,0,16,16,0,0,3072,3200,3200,3200,0,0,16,-8,8,0,16,0,0,0,0,16,0,0,0
9,110,184,0,0,16,one_edit,0,64,0,0,0,12288,12800,12800,12800,0,0,64,-8,8,0,64,0,0,0,0,64,0,0,0
9,110,184,0,0,16,far,0,176,0,0,0,33792,35200,35200,35200,0,0,176,-8,8,0,176,0,0,0,0,176,0,0,0
9,110,184,0,2,1,unchanged,0,16,16,0,0,1152,1280,1280,1312,0,0,16,-10,10,0,0,16,-2,2,0,0,16,-2,2
9,110,184,0,2,1,one_edit,0,64,0,0,0,4608,5120,5120,5248,0,0,64,-10,10,0,0,64,-2,2,0,0,64,-2,2
9,110,184,0,2,1,far,0,176,0,0,0,12672,14080,14080,14432,0,0,176,-10,10,0,0,176,-2,2,0,0,176,-2,2
9,110,184,0,2,4,unchanged,0,16,16,0,0,1536,1664,1664,1696,0,0,16,-10,10,0,0,16,-2,2,0,0,16,-2,2
9,110,184,0,2,4,one_edit,0,64,0,0,0,6144,6656,6656,6784,0,0,64,-10,10,0,0,64,-2,2,0,0,64,-2,2
9,110,184,0,2,4,far,0,176,0,0,0,16896,18304,18304,18656,0,0,176,-10,10,0,0,176,-2,2,0,0,176,-2,2
9,110,184,0,2,16,unchanged,0,16,16,0,0,3072,3200,3200,3232,0,0,16,-10,10,0,0,16,-2,2,0,0,16,-2,2
9,110,184,0,2,16,one_edit,0,64,0,0,0,12288,12800,12800,12928,0,0,64,-10,10,0,0,64,-2,2,0,0,64,-2,2
9,110,184,0,2,16,far,0,176,0,0,0,33792,35200,35200,35552,0,0,176,-10,10,0,0,176,-2,2,0,0,176,-2,2
9,110,184,0,4,1,unchanged,0,16,16,0,0,1152,1280,1280,1344,0,0,16,-12,12,0,0,16,-4,4,0,0,16,-4,4
9,110,184,0,4,1,one_edit,0,64,0,0,0,4608,5120,5120,5376,0,0,64,-12,12,0,0,64,-4,4,0,0,64,-4,4
9,110,184,0,4,1,far,0,176,0,0,0,12672,14080,14080,14784,0,0,176,-12,12,0,0,176,-4,4,0,0,176,-4,4
9,110,184,0,4,4,unchanged,0,16,16,0,0,1536,1664,1664,1728,0,0,16,-12,12,0,0,16,-4,4,0,0,16,-4,4
9,110,184,0,4,4,one_edit,0,64,0,0,0,6144,6656,6656,6912,0,0,64,-12,12,0,0,64,-4,4,0,0,64,-4,4
9,110,184,0,4,4,far,0,176,0,0,0,16896,18304,18304,19008,0,0,176,-12,12,0,0,176,-4,4,0,0,176,-4,4
9,110,184,0,4,16,unchanged,0,16,16,0,0,3072,3200,3200,3264,0,0,16,-12,12,0,0,16,-4,4,0,0,16,-4,4
9,110,184,0,4,16,one_edit,0,64,0,0,0,12288,12800,12800,13056,0,0,64,-12,12,0,0,64,-4,4,0,0,64,-4,4
9,110,184,0,4,16,far,0,176,0,0,0,33792,35200,35200,35904,0,0,176,-12,12,0,0,176,-4,4,0,0,176,-4,4
9,110,184,0,8,1,unchanged,0,16,16,0,0,1152,1280,1280,1408,0,0,16,-16,16,0,0,16,-8,8,0,0,16,-8,8
9,110,184,0,8,1,one_edit,0,64,0,0,0,4608,5120,5120,5632,0,0,64,-16,16,0,0,64,-8,8,0,0,64,-8,8
9,110,184,0,8,1,far,0,176,0,0,0,12672,14080,14080,15488,0,0,176,-16,16,0,0,176,-8,8,0,0,176,-8,8
9,110,184,0,8,4,unchanged,0,16,16,0,0,1536,1664,1664,1792,0,0,16,-16,16,0,0,16,-8,8,0,0,16,-8,8
9,110,184,0,8,4,one_edit,0,64,0,0,0,6144,6656,6656,7168,0,0,64,-16,16,0,0,64,-8,8,0,0,64,-8,8
9,110,184,0,8,4,far,0,176,0,0,0,16896,18304,18304,19712,0,0,176,-16,16,0,0,176,-8,8,0,0,176,-8,8
9,110,184,0,8,16,unchanged,0,16,16,0,0,3072,3200,3200,3328,0,0,16,-16,16,0,0,16,-8,8,0,0,16,-8,8
9,110,184,0,8,16,one_edit,0,64,0,0,0,12288,12800,12800,13312,0,0,64,-16,16,0,0,64,-8,8,0,0,64,-8,8
9,110,184,0,8,16,far,0,176,0,0,0,33792,35200,35200,36608,0,0,176,-16,16,0,0,176,-8,8,0,0,176,-8,8
9,110,184,1,0,1,unchanged,1,16,16,0,0,2304,1568,1568,1568,16,0,0,46,-46,0,16,0,0,0,0,16,0,0,0
9,110,184,1,0,1,one_edit,1,64,0,64,0,9216,6656,6656,6464,64,0,0,43,-43,64,0,0,3,-3,64,0,0,3,-3
9,110,184,1,0,1,far,1,176,0,88,0,25344,18190,18190,18126,176,0,0,43,-40,64,112,0,1,0,64,112,0,1,0
9,110,184,1,0,4,unchanged,1,16,16,0,0,3072,2048,2048,2048,16,0,0,64,-64,0,16,0,0,0,0,16,0,0,0
9,110,184,1,0,4,one_edit,1,64,0,64,64,12288,9728,8704,8384,64,0,0,61,-61,64,0,0,21,-21,64,0,0,5,-5
9,110,184,1,0,4,far,1,176,0,176,176,33792,26296,23936,23584,176,0,0,59,-56,176,0,0,19,-4,160,16,0,3,0
9,110,184,1,0,16,unchanged,1,16,16,0,0,6144,3968,3968,3968,16,0,0,136,-136,0,16,0,0,0,0,16,0,0,0
9,110,184,1,0,16,one_edit,1,64,0,64,64,24576,22016,16384,16064,64,0,0,133,-133,64,0,0,93,-93,64,0,0,5,-5
9,110,184,1,0,16,far,1,176,0,176,176,67584,58720,45056,44704,176,0,0,131,-128,176,0,0,91,-40,160,16,0,3,0
9,110,184,1,2,1,unchanged,1,16,16,0,0,2304,1568,1568,1600,16,0,0,44,-44,0,0,16,-2,2,0,0,16,-2,2
9,110,184,1,2,1,one_edit,1,64,0,64,0,9216,6656,6656,6592,64,0,0,41,-41,64,0,0,1,-1,64,0,0,1,-1
9,110,184,1,2,1,far,1,176,0,88,0,25344,18190,18190,18478,176,0,0,41,-38,0,0,176,-1,2,0,0,176,-1,2
9,110,184,1,2,4,unchanged,1,16,16,0,0,3072,2048,2048,2080,16,0,0,62,-62,0,0,16,-2,2,0,0,16,-2,2
9,110,184,1,2,4,one_edit,1,64,0,64,64,12288,9728,8704,8512,64,0,0,59,-59,64,0,0,19,-19,64,0,0,3,-3
9,110,184,1,2,4,far,1,176,0,176,176,33792,26296,23936,23936,176,0,0,57,-54,176,0,0,17,-2,96,0,80,1,2
9,110,184,1,2,16,unchanged,1,16,16,0,0,6144,3968,3968,4000,16,0,0,134,-134,0,0,16,-2,2,0,0,16,-2,2
9,110,184,1,2,16,one_edit,1,64,0,64,64,24576,22016,16384,16192,64,0,0,131,-131,64,0,0,91,-91,64,0,0,3,-3
9,110,184,1,2,16,far,1,176,0,176,176,67584,58720,45056,45056,176,0,0,129,-126,176,0,0,89,-38,96,0,80,1,2
9,110,184,1,4,1,unchanged,1,16,16,0,0,2304,1568,1568,1632,16,0,0,42,-42,0,0,16,-4,4,0,0,16,-4,4
9,110,184,1,4,1,one_edit,1,64,0,64,0,9216,6656,6656,6720,64,0,0,39,-39,0,0,64,-1,1,0,0,64,-1,1
9,110,184,1,4,1,far,1,176,0,88,0,25344,18190,18190,18830,176,0,0,39,-36,0,0,176,-3,4,0,0,176,-3,4
9,110,184,1,4,4,unchanged,1,16,16,0,0,3072,2048,2048,2112,16,0,0,60,-60,0,0,16,-4,4,0,0,16,-4,4
9,110,184,1,4,4,one_edit,1,64,0,64,64,12288,9728,8704,8640,64,0,0,57,-57,64,0,0,17,-17,64,0,0,1,-1
9,110,184,1,4,4,far,1,176,0,176,176,33792,26296,23936,24288,176,0,0,55,-52,170,6,0,15,0,0,0,176,-1,4
9,110,184,1,4,16,unchanged,1,16,16,0,0,6144,3968,3968,4032,16,0,0,132,-132,0,0,16,-4,4,0,0,16,-4,4
9,110,184,1,4,16,one_edit,1,64,0,64,64,24576,22016,16384,16320,64,0,0,129,-129,64,0,0,89,-89,64,0,0,1,-1
9,110,184,1,4,16,far,1,176,0,176,176,67584,58720,45056,45408,176,0,0,127,-124,176,0,0,87,-36,0,0,176,-1,4
9,110,184,1,8,1,unchanged,1,16,16,0,0,2304,1568,1568,1696,16,0,0,38,-38,0,0,16,-8,8,0,0,16,-8,8
9,110,184,1,8,1,one_edit,1,64,0,64,0,9216,6656,6656,6976,64,0,0,35,-35,0,0,64,-5,5,0,0,64,-5,5
9,110,184,1,8,1,far,1,176,0,88,0,25344,18190,18190,19534,176,0,0,35,-32,0,0,176,-7,8,0,0,176,-7,8
9,110,184,1,8,4,unchanged,1,16,16,0,0,3072,2048,2048,2176,16,0,0,56,-56,0,0,16,-8,8,0,0,16,-8,8
9,110,184,1,8,4,one_edit,1,64,0,64,64,12288,9728,8704,8896,64,0,0,53,-53,64,0,0,13,-13,0,0,64,-3,3
9,110,184,1,8,4,far,1,176,0,176,176,33792,26296,23936,24992,176,0,0,51,-48,138,0,38,11,4,0,0,176,-5,8
9,110,184,1,8,16,unchanged,1,16,16,0,0,6144,3968,3968,4096,16,0,0,128,-128,0,0,16,-8,8,0,0,16,-8,8
9,110,184,1,8,16,one_edit,1,64,0,64,64,24576,22016,16384,16576,64,0,0,125,-125,64,0,0,85,-85,0,0,64,-3,3
9,110,184,1,8,16,far,1,176,0,176,176,67584,58720,45056,46112,176,0,0,123,-120,176,0,0,83,-32,0,0,176,-5,8
9,110,184,2,0,1,unchanged,1,16,16,0,0,3456,1856,1856,1856,16,0,0,100,-100,0,16,0,0,0,0,16,0,0,0
9,110,184,2,0,1,one_edit,1,64,0,64,64,13824,8192,7936,7616,64,0,0,97,-97,64,0,0,9,-9,64,0,0,5,-5
9,110,184,2,0,1,far,1,176,0,170,138,38016,22300,21748,21460,176,0,0,95,-92,170,6,0,7,0,160,16,0,3,0
9,110,184,2,0,4,unchanged,1,16,16,0,0,4608,2432,2432,2432,16,0,0,136,-136,0,16,0,0,0,0,16,0,0,0
9,110,184,2,0,4,one_edit,1,64,0,64,64,18432,12800,10240,9920,64,0,0,133,-133,64,0,0,45,-45,64,0,0,5,-5
9,110,184,2,0,4,far,1,176,0,176,176,50688,34288,28160,27808,176,0,0,131,-128,176,0,0,43,-16,160,16,0,3,0
9,110,184,2,0,16,unchanged,1,16,16,0,0,9216,4736,4736,4736,16,0,0,280,-280,0,16,0,0,0,0,16,0,0,0
9,110,184,2,0,16,one_edit,1,64,0,64,64,36864,31232,19456,19136,64,0,0,277,-277,64,0,0,189,-189,64,0,0,5,-5
9,110,184,2,0,16,far,1,176,0,176,176,101376,82240,53504,53152,176,0,0,275,-272,176,0,0,187,-88,160,16,0,3,0
9,110,184,2,2,1,unchanged,1,16,16,0,0,3456,1856,1856,1888,16,0,0,98,-98,0,0,16,-2,2,0,0,16,-2,2
