m,a,b,k,primitive_m,physical_flips,rule,off_code,outer_conflicts,witness_input,witness_other,witness_output
5,25,9,3,5,1,-1,128,0,0,-1,22
5,25,10,1,5,3,-1,7,0,0,-1,26
5,25,10,2,5,3,-1,32,0,0,-1,13
5,25,10,3,5,3,-1,124,0,0,-1,22
5,25,11,1,5,2,-1,8,0,0,-1,26
5,25,11,2,5,2,-1,31,0,0,-1,13
5,25,11,3,5,2,-1,127,0,0,-1,22
5,25,12,1,5,3,-1,8,0,0,-1,26
5,25,12,2,5,3,-1,32,0,0,-1,13
5,25,12,3,5,3,-1,126,0,0,-1,22
5,25,13,1,5,2,-1,8,0,0,-1,26
5,25,13,2,5,2,-1,20,0,4,-1,9
5,25,13,3,5,2,-1,128,0,0,-1,22
5,25,14,1,5,4,-1,8,0,0,-1,26
5,25,14,2,5,4,-1,32,0,0,-1,13
5,25,14,3,5,4,-1,128,0,0,-1,22
5,25,15,1,5,3,-1,8,0,0,-1,26
5,25,15,2,5,3,-1,28,0,0,-1,13
5,25,15,3,5,3,-1,128,0,0,-1,22
5,25,16,1,5,2,-1,8,0,0,-1,26
5,25,16,2,5,2,-1,30,0,0,-1,13
5,25,16,3,5,2,-1,125,0,0,-1,22
5,25,17,1,5,1,-1,8,0,0,-1,26
5,25,17,2,5,1,-1,32,0,0,-1,13
5,25,17,3,5,1,-1,128,0,0,-1,22
5,25,18,1,5,3,-1,8,0,0,-1,26
5,25,18,2,5,3,-1,29,0,0,-1,13
5,25,18,3,5,3,-1,122,0,0,-1,22
5,25,19,1,5,2,-1,8,0,0,-1,26
5,25,19,2,5,2,-1,30,0,0,-1,13
5,25,19,3,5,2,-1,126,0,0,-1,22
5,25,20,1,5,3,-1,7,0,0,-1,26
5,25,20,2,5,3,-1,29,0,0,-1,13
5,25,20,3,5,3,-1,127,0,0,-1,22
5,25,21,1,5,2,-1,8,0,0,-1,26
5,25,21,2,5,2,-1,32,0,0,-1,13
5,25,21,3,5,2,-1,128,0,0,-1,22
5,25,22,1,5,4,-1,8,0,0,-1,26
5,25,22,2,5,4,-1,32,0,0,-1,13
5,25,22,3,5,4,-1,112,0,8,-1,12
5,25,23,1,5,3,-1,8,0,0,-1,26
5,25,23,2,5,3,-1,32,0,0,-1,13
5,25,23,3,5,3,-1,124,0,0,-1,22
5,25,24,1,5,1,-1,6,0,0,-1,26
5,25,24,2,5,1,-1,28,0,0,-1,13
5,25,24,3,5,1,-1,124,0,0,-1,22
5,25,26,1,5,2,-1,6,0,1,-1,30
5,25,26,2,5,2,-1,29,0,0,-1,13
5,25,26,3,5,2,-1,127,0,0,-1,22
5,25,27,1,5,1,-1,6,0,0,-1,26
5,25,27,2,5,1,-1,31,0,0,-1,13
5,25,27,3,5,1,-1,124,0,0,-1,22
5,25,28,1,5,2,-1,8,0,0,-1,26
5,25,28,2,5,2,-1,30,0,0,-1,13
5,25,28,3,5,2,-1,126,0,0,-1,22
5,25,29,1,5,1,-1,8,0,0,-1,26
5,25,29,2,5,1,-1,32,0,0,-1,13
5,25,29,3,5,1,-1,128,0,0,-1,22
5,25,30,1,5,3,-1,8,0,0,-1,26
5,25,30,2,5,3,-1,29,0,0,-1,13
5,25,30,3,5,3,-1,119,0,0,-1,22
5,25,31,1,5,2,-1,5,0,0,-1,26
5,25,31,2,5,2,-1,20,0,0,-1,13
5,25,31,3,5,2,-1,80,0,0,-1,22
5,26,0,1,5,3,-1,5,0,0,-1,13
5,26,0,2,5,3,-1,18,0,0,-1,22
5,26,0,3,5,3,-1,85,0,0,-1,11
5,26,1,1,5,4,-1,8,0,0,-1,13
5,26,1,2,5,4,-1,28,0,0,-1,22
5,26,1,3,5,4,-1,122,0,0,-1,11
5,26,2,1,5,2,-1,8,0,0,-1,13
5,26,2,2,5,2,-1,29,0,0,-1,22
5,26,2,3,5,2,-1,128,0,0,-1,11
5,26,3,1,5,3,-1,8,0,0,-1,13
5,26,3,2,5,3,-1,28,0,0,-1,22
5,26,3,3,5,3,-1,128,0,0,-1,11
5,26,4,1,5,4,-1,8,0,0,-1,13
5,26,4,2,5,4,-1,30,0,0,-1,22
5,26,4,3,5,4,-1,128,0,0,-1,11
5,26,5,1,5,5,-1,8,0,0,-1,13
5,26,5,2,5,5,-1,28,0,0,-1,22
5,26,5,3,5,5,-1,116,0,0,-1,11
5,26,6,1,5,3,-1,7,0,0,-1,13
5,26,6,2,5,3,-1,32,0,0,-1,22
5,26,6,3,5,3,-1,124,0,0,-1,11
5,26,7,1,5,4,-1,8,0,0,-1,13
5,26,7,2,5,4,-1,32,0,0,-1,22
5,26,7,3,5,4,-1,112,0,0,-1,11
5,26,8,1,5,2,-1,7,0,0,-1,13
5,26,8,2,5,2,-1,27,0,0,-1,22
5,26,8,3,5,2,-1,127,0,0,-1,11
5,26,9,1,5,3,-1,6,0,0,-1,13
5,26,9,2,5,3,-1,32,0,0,-1,22
5,26,9,3,5,3,-1,116,0,0,-1,11
5,26,10,1,5,1,-1,8,0,0,-1,13
5,26,10,2,5,1,-1,30,0,0,-1,22
5,26,10,3,5,1,-1,118,0,0,-1,11
5,26,11,1,5,2,-1,8,0,0,-1,13
5,26,11,2,5,2,-1,29,0,0,-1,22
5,26,11,3,5,2,-1,115,0,8,-1,10
5,26,12,1,5,3,-1,7,0,0,-1,13
5,26,12,2,5,3,-1,29,0,0,-1,22
5,26,12,3,5,3,-1,127,0,0,-1,11
5,26,13,1,5,4,-1,6,0,2,-1,29
5,26,13,2,5,4,-1,30,0,0,-1,22
5,26,13,3,5,4,-1,127,0,0,-1,11
5,26,14,1,5,2,-1,8,0,0,-1,13
5,26,14,2,5,2,-1,31,0,0,-1,22
5,26,14,3,5,2,-1,127,0,0,-1,11
5,26,15,1,5,3,-1,8,0,0,-1,13
5,26,15,2,5,3,-1,32,0,0,-1,22
5,26,15,3,5,3,-1,109,0,0,-1,11
5,26,16,1,5,2,-1,8,0,0,-1,13
5,26,16,2,5,2,-1,30,0,0,-1,22
5,26,16,3,5,2,-1,128,0,0,-1,11
5,26,17,1,5,3,-1,8,0,0,-1,13
5,26,17,2,5,3,-1,29,0,0,-1,22
5,26,17,3,5,3,-1,122,0,0,-1,11
5,26,18,1,5,1,-1,8,0,0,-1,13
5,26,18,2,5,1,-1,24,0,0,-1,22
5,26,18,3,5,1,-1,128,0,0,-1,11
5,26,19,1,5,2,-1,8,0,0,-1,13
5,26,19,2,5,2,-1,20,0,0,-1,22
5,26,19,3,5,2,-1,128,0,0,-1,11
5,26,20,1,5,3,-1,8,0,0,-1,13
5,26,20,2,5,3,-1,30,0,0,-1,22
5,26,20,3,5,3,-1,124,0,0,-1,11
5,26,21,1,5,4,-1,6,0,0,-1,13
5,26,21,2,5,4,-1,30,0,0,-1,22
5,26,21,3,5,4,-1,127,0,0,-1,11
5,26,22,1,5,2,-1,8,0,0,-1,13
5,26,22,2,5,2,-1,29,0,2,-1,6
5,26,22,3,5,2,-1,115,0,0,-1,11
5,26,23,1,5,3,-1,8,0,0,-1,13
5,26,23,2,5,3,-1,29,0,0,-1,22
5,26,23,3,5,3,-1,126,0,0,-1,11
5,26,24,1,5,1,-1,8,0,0,-1,13
5,26,24,2,5,1,-1,32,0,0,-1,22
5,26,24,3,5,1,-1,128,0,0,-1,11
5,26,25,1,5,2,-1,6,0,0,-1,13
5,26,25,2,5,2,-1,29,0,0,-1,22
5,26,25,3,5,2,-1,127,0,0,-1,11
5,26,27,1,5,1,-1,8,0,0,-1,13
5,26,27,2,5,1,-1,32,0,0,-1,22
5,26,27,3,5,1,-1,128,0,0,-1,11
5,26,28,1,5,2,-1,8,0,0,-1,13
5,26,28,2,5,2,-1,32,0,0,-1,22
5,26,28,3,5,2,-1,128,0,0,-1,11
5,26,29,1,5,3,-1,7,0,0,-1,13
5,26,29,2,5,3,-1,31,0,0,-1,22
5,26,29,3,5,3,-1,128,0,0,-1,11
5,26,30,1,5,1,-1,8,0,0,-1,13
5,26,30,2,5,1,-1,32,0,0,-1,22
5,26,30,3,5,1,-1,128,0,0,-1,11
5,26,31,1,5,2,-1,4,0,0,-1,13
5,26,31,2,5,2,-1,16,0,0,-1,22
5,26,31,3,5,2,-1,64,0,0,-1,11
5,27,0,1,5,4,-1,5,0,0,-1,29
5,27,0,2,5,4,-1,20,0,0,-1,30
5,27,0,3,5,4,-1,96,0,0,-1,15
5,27,1,1,5,3,-1,8,0,0,-1,29
5,27,1,2,5,3,-1,32,0,0,-1,30
5,27,1,3,5,3,-1,122,0,0,-1,15
5,27,2,1,5,3,-1,8,0,0,-1,29
5,27,2,2,5,3,-1,32,0,0,-1,30
5,27,2,3,5,3,-1,128,0,0,-1,15
5,27,3,1,5,2,-1,8,0,0,-1,29
5,27,3,2,5,2,-1,32,0,0,-1,30
5,27,3,3,5,2,-1,128,0,0,-1,15
5,27,4,1,5,5,-1,8,0,0,-1,29
5,27,4,2,5,5,-1,24,0,0,-1,30
5,27,4,3,5,5,-1,128,0,0,-1,15
5,27,5,1,5,4,-1,8,0,0,-1,29
5,27,5,2,5,4,-1,28,0,0,-1,30
5,27,5,3,5,4,-1,122,0,0,-1,15
5,27,6,1,5,4,-1,8,0,0,-1,29
5,27,6,2,5,4,-1,30,0,0,-1,30
5,27,6,3,5,4,-1,122,0,0,-1,15
5,27,7,1,5,3,-1,8,0,0,-1,29
5,27,7,2,5,3,-1,29,0,0,-1,30
5,27,7,3,5,3,-1,119,0,0,-1,15
5,27,8,1,5,3,-1,8,0,0,-1,29
5,27,8,2,5,3,-1,30,0,0,-1,30
5,27,8,3,5,3,-1,124,0,0,-1,15
5,27,9,1,5,2,-1,7,0,0,-1,29
5,27,9,2,5,2,-1,27,0,0,-1,30
5,27,9,3,5,2,-1,127,0,0,-1,15
5,27,10,1,5,2,-1,8,0,0,-1,29
5,27,10,2,5,2,-1,29,0,0,-1,30
5,27,10,3,5,2,-1,128,0,0,-1,15
5,27,11,1,5,1,-1,8,0,0,-1,29
5,27,11,2,5,1,-1,32,0,0,-1,30
5,27,11,3,5,1,-1,128,0,0,-1,15
5,27,12,1,5,4,-1,8,0,0,-1,29
5,27,12,2,5,4,-1,32,0,0,-1,30
5,27,12,3,5,4,-1,128,0,0,-1,15
5,27,13,1,5,3,-1,8,0,0,-1,29
5,27,13,2,5,3,-1,29,0,0,-1,30
5,27,13,3,5,3,-1,126,0,0,-1,15
5,27,14,1,5,3,-1,8,0,0,-1,29
5,27,14,2,5,3,-1,28,0,0,-1,30
5,27,14,3,5,3,-1,128,0,0,-1,15
5,27,15,1,5,2,-1,8,0,0,-1,29
5,27,15,2,5,2,-1,16,0,0,-1,30
5,27,15,3,5,2,-1,64,0,64,-1,29
5,27,16,1,5,3,-1,8,0,0,-1,29
5,27,16,2,5,3,-1,32,0,0,-1,30
5,27,16,3,5,3,-1,124,0,0,-1,15
5,27,17,1,5,2,-1,8,0,0,-1,29
5,27,17,2,5,2,-1,30,0,0,-1,30
5,27,17,3,5,2,-1,125,0,0,-1,15
5,27,18,1,5,2,-1,8,0,0,-1,29
5,27,18,2,5,2,-1,30,0,0,-1,30
5,27,18,3,5,2,-1,128,0,0,-1,15
5,27,19,1,5,1,-1,8,0,0,-1,29
5,27,19,2,5,1,-1,32,0,0,-1,30
5,27,19,3,5,1,-1,128,0,0,-1,15
5,27,20,1,5,4,-1,8,0,0,-1,29
5,27,20,2,5,4,-1,30,0,0,-1,30
5,27,20,3,5,4,-1,128,0,0,-1,15
5,27,21,1,5,3,-1,7,0,0,-1,29
5,27,21,2,5,3,-1,31,0,0,-1,30
5,27,21,3,5,3,-1,128,0,0,-1,15
5,27,22,1,5,3,-1,8,0,0,-1,29
5,27,22,2,5,3,-1,32,0,0,-1,30
5,27,22,3,5,3,-1,109,0,0,-1,15
5,27,23,1,5,2,-1,6,0,0,-1,29
5,27,23,2,5,2,-1,30,0,0,-1,30
5,27,23,3,5,2,-1,128,0,0,-1,15
5,27,24,1,5,2,-1,8,0,0,-1,29
5,27,24,2,5,2,-1,32,0,0,-1,30
5,27,24,3,5,2,-1,121,0,0,-1,15
5,27,25,1,5,1,-1,6,0,0,-1,29
5,27,25,2,5,1,-1,31,0,0,-1,30
5,27,25,3,5,1,-1,124,0,0,-1,15
5,27,26,1,5,1,-1,8,0,0,-1,29
5,27,26,2,5,1,-1,32,0,0,-1,30
5,27,26,3,5,1,-1,128,0,0,-1,15
5,27,28,1,5,3,-1,8,0,0,-1,29
5,27,28,2,5,3,-1,32,0,0,-1,30
5,27,28,3,5,3,-1,124,0,0,-1,15
5,27,29,1,5,2,-1,6,0,2,-1,31
5,27,29,2,5,2,-1,30,0,0,-1,30
5,27,29,3,5,2,-1,128,0,0,-1,15
5,27,30,1,5,2,-1,8,0,0,-1,29
5,27,30,2,5,2,-1,16,0,16,-1,23
5,27,30,3,5,2,-1,64,0,0,-1,15
5,27,31,1,5,1,-1,4,0,0,-1,29
5,27,31,2,5,1,-1,16,0,0,-1,30
5,27,31,3,5,1,-1,64,0,0,-1,15
5,28,0,1,5,3,-1,5,0,0,-1,13
5,28,0,2,5,3,-1,22,0,0,-1,22
5,28,0,3,5,3,-1,92,0,0,-1,11
5,28,1,1,5,4,-1,8,0,0,-1,13
5,28,1,2,5,4,-1,30,0,0,-1,22
5,28,1,3,5,4,-1,122,0,0,-1,11
5,28,2,1,5,4,-1,8,0,0,-1,13
5,28,2,2,5,4,-1,32,0,0,-1,22
5,28,2,3,5,4,-1,128,0,0,-1,11
5,28,3,1,5,5,-1,8,0,0,-1,13
5,28,3,2,5,5,-1,32,0,0,-1,22
5,28,3,3,5,5,-1,124,0,0,-1,11
5,28,4,1,5,2,-1,8,0,0,-1,13
5,28,4,2,5,2,-1,32,0,0,-1,22
5,28,4,3,5,2,-1,121,0,0,-1,11
5,28,5,1,5,3,-1,7,0,0,-1,13
5,28,5,2,5,3,-1,32,0,0,-1,22
5,28,5,3,5,3,-1,124,0,0,-1,11
5,28,6,1,5,3,-1,8,0,0,-1,13
5,28,6,2,5,3,-1,32,0,0,-1,22
5,28,6,3,5,3,-1,126,0,0,-1,11
5,28,7,1,5,4,-1,8,0,0,-1,13
5,28,7,2,5,4,-1,32,0,0,-1,22
5,28,7,3,5,4,-1,128,0,0,-1,11
5,28,8,1,5,2,-1,8,0,0,-1,13
5,28,8,2,5,2,-1,30,0,0,-1,22
5,28,8,3,5,2,-1,125,0,0,-1,11
5,28,9,1,5,3,-1,8,0,0,-1,13
5,28,9,2,5,3,-1,29,0,0,-1,22
5,28,9,3,5,3,-1,122,0,0,-1,11
5,28,10,1,5,3,-1,7,0,0,-1,13
5,28,10,2,5,3,-1,29,0,0,-1,22
5,28,10,3,5,3,-1,127,0,0,-1,11
5,28,11,1,5,4,-1,8,0,0,-1,13
5,28,11,2,5,4,-1,32,0,0,-1,22
5,28,11,3,5,4,-1,112,0,8,-1,6
5,28,12,1,5,1,-1,6,0,0,-1,13
5,28,12,2,5,1,-1,28,0,0,-1,22
5,28,12,3,5,1,-1,124,0,0,-1,11
5,28,13,1,5,2,-1,6,0,1,-1,15
5,28,13,2,5,2,-1,29,0,0,-1,22
5,28,13,3,5,2,-1,127,0,0,-1,11
5,28,14,1,5,2,-1,8,0,0,-1,13
5,28,14,2,5,2,-1,30,0,0,-1,22
5,28,14,3,5,2,-1,126,0,0,-1,11
5,28,15,1,5,3,-1,8,0,0,-1,13
5,28,15,2,5,3,-1,29,0,0,-1,22
5,28,15,3,5,3,-1,119,0,0,-1,11
5,28,16,1,5,2,-1,8,0,0,-1,13
5,28,16,2,5,2,-1,32,0,0,-1,22
5,28,16,3,5,2,-1,128,0,0,-1,11
5,28,17,1,5,3,-1,8,0,0,-1,13
5,28,17,2,5,3,-1,32,0,0,-1,22
5,28,17,3,5,3,-1,128,0,0,-1,11
5,28,18,1,5,3,-1,8,0,0,-1,13
5,28,18,2,5,3,-1,28,0,0,-1,22
5,28,18,3,5,3,-1,128,0,0,-1,11
5,28,19,1,5,4,-1,8,0,0,-1,13
5,28,19,2,5,4,-1,32,0,0,-1,22
5,28,19,3,5,4,-1,128,0,0,-1,11
5,28,20,1,5,1,-1,8,0,0,-1,13
5,28,20,2,5,1,-1,32,0,0,-1,22
5,28,20,3,5,1,-1,128,0,0,-1,11
5,28,21,1,5,2,-1,8,0,0,-1,13
5,28,21,2,5,2,-1,31,0,0,-1,22
5,28,21,3,5,2,-1,127,0,0,-1,11
5,28,22,1,5,2,-1,8,0,0,-1,13
5,28,22,2,5,2,-1,20,0,4,-1,20
5,28,22,3,5,2,-1,128,0,0,-1,11
5,28,23,1,5,3,-1,8,0,0,-1,13
5,28,23,2,5,3,-1,28,0,0,-1,22
5,28,23,3,5,3,-1,128,0,0,-1,11
5,28,24,1,5,1,-1,8,0,0,-1,13
5,28,24,2,5,1,-1,32,0,0,-1,22
5,28,24,3,5,1,-1,128,0,0,-1,11
5,28,25,1,5,2,-1,8,0,0,-1,13
5,28,25,2,5,2,-1,30,0,0,-1,22
5,28,25,3,5,2,-1,126,0,0,-1,11
5,28,26,1,5,2,-1,8,0,0,-1,13
5,28,26,2,5,2,-1,32,0,0,-1,22
5,28,26,3,5,2,-1,128,0,0,-1,11
5,28,27,1,5,3,-1,8,0,0,-1,13
5,28,27,2,5,3,-1,32,0,0,-1,22
5,28,27,3,5,3,-1,124,0,0,-1,11
5,28,29,1,5,1,-1,6,0,0,-1,13
5,28,29,2,5,1,-1,31,0,0,-1,22
5,28,29,3,5,1,-1,124,0,0,-1,11
5,28,30,1,5,1,-1,8,0,0,-1,13
5,28,30,2,5,1,-1,32,0,0,-1,22
5,28,30,3,5,1,-1,128,0,0,-1,11
5,28,31,1,5,2,-1,5,0,0,-1,13
5,28,31,2,5,2,-1,20,0,0,-1,22
5,28,31,3,5,2,-1,80,0,0,-1,11
5,29,0,1,5,4,-1,5,0,0,-1,30
5,29,0,2,5,4,-1,20,0,0,-1,15
5,29,0,3,5,4,-1,96,0,0,-1,23
5,29,1,1,5,3,-1,8,0,0,-1,30
5,29,1,2,5,3,-1,32,0,0,-1,15
5,29,1,3,5,3,-1,128,0,0,-1,23
5,29,2,1,5,5,-1,8,0,0,-1,30
5,29,2,2,5,5,-1,24,0,0,-1,15
5,29,2,3,5,5,-1,128,0,0,-1,23
5,29,3,1,5,4,-1,8,0,0,-1,30
5,29,3,2,5,4,-1,30,0,0,-1,15
5,29,3,3,5,4,-1,122,0,0,-1,23
5,29,4,1,5,3,-1,8,0,0,-1,30
5,29,4,2,5,3,-1,30,0,0,-1,15
5,29,4,3,5,3,-1,124,0,0,-1,23
5,29,5,1,5,2,-1,8,0,0,-1,30
5,29,5,2,5,2,-1,29,0,0,-1,15
5,29,5,3,5,2,-1,128,0,0,-1,23
5,29,6,1,5,4,-1,8,0,0,-1,30
5,29,6,2,5,4,-1,32,0,0,-1,15
5,29,6,3,5,4,-1,128,0,0,-1,23
5,29,7,1,5,3,-1,8,0,0,-1,30
5,29,7,2,5,3,-1,28,0,0,-1,15
5,29,7,3,5,3,-1,128,0,0,-1,23
5,29,8,1,5,3,-1,8,0,0,-1,30
5,29,8,2,5,3,-1,32,0,0,-1,15
5,29,8,3,5,3,-1,124,0,0,-1,23
5,29,9,1,5,2,-1,8,0,0,-1,30
5,29,9,2,5,2,-1,30,0,0,-1,15
5,29,9,3,5,2,-1,128,0,0,-1,23
5,29,10,1,5,4,-1,8,0,0,-1,30
5,29,10,2,5,4,-1,30,0,0,-1,15
5,29,10,3,5,4,-1,128,0,0,-1,23
5,29,11,1,5,3,-1,8,0,0,-1,30
5,29,11,2,5,3,-1,32,0,0,-1,15
5,29,11,3,5,3,-1,109,0,0,-1,23
5,29,12,1,5,2,-1,8,0,0,-1,30
5,29,12,2,5,2,-1,32,0,0,-1,15
5,29,12,3,5,2,-1,121,0,0,-1,23
5,29,13,1,5,1,-1,8,0,0,-1,30
5,29,13,2,5,1,-1,32,0,0,-1,15
5,29,13,3,5,1,-1,128,0,0,-1,23
5,29,14,1,5,3,-1,8,0,0,-1,30
5,29,14,2,5,3,-1,32,0,0,-1,15
5,29,14,3,5,3,-1,124,0,0,-1,23
5,29,15,1,5,2,-1,8,0,0,-1,30
5,29,15,2,5,2,-1,16,0,16,-1,27
5,29,15,3,5,2,-1,64,0,0,-1,23
5,29,16,1,5,3,-1,8,0,0,-1,30
5,29,16,2,5,3,-1,32,0,0,-1,15
5,29,16,3,5,3,-1,122,0,0,-1,23
5,29,17,1,5,2,-1,8,0,0,-1,30
5,29,17,2,5,2,-1,32,0,0,-1,15
5,29,17,3,5,2,-1,128,0,0,-1,23
5,29,18,1,5,4,-1,8,0,0,-1,30
5,29,18,2,5,4,-1,28,0,0,-1,15
5,29,18,3,5,4,-1,122,0,0,-1,23
5,29,19,1,5,3,-1,8,0,0,-1,30
5,29,19,2,5,3,-1,29,0,0,-1,15
5,29,19,3,5,3,-1,119,0,0,-1,23
5,29,20,1,5,2,-1,7,0,0,-1,30
5,29,20,2,5,2,-1,27,0,0,-1,15
5,29,20,3,5,2,-1,127,0,0,-1,23
5,29,21,1,5,1,-1,8,0,0,-1,30
5,29,21,2,5,1,-1,32,0,0,-1,15
5,29,21,3,5,1,-1,128,0,0,-1,23
5,29,22,1,5,3,-1,8,0,0,-1,30
5,29,22,2,5,3,-1,29,0,0,-1,15
5,29,22,3,5,3,-1,126,0,0,-1,23
5,29,23,1,5,2,-1,8,0,0,-1,30
5,29,23,2,5,2,-1,16,0,0,-1,15
5,29,23,3,5,2,-1,64,0,64,-1,30
5,29,24,1,5,2,-1,8,0,0,-1,30
5,29,24,2,5,2,-1,30,0,0,-1,15
5,29,24,3,5,2,-1,125,0,0,-1,23
5,29,25,1,5,1,-1,8,0,0,-1,30
5,29,25,2,5,1,-1,32,0,0,-1,15
5,29,25,3,5,1,-1,128,0,0,-1,23
5,29,26,1,5,3,-1,7,0,0,-1,30
5,29,26,2,5,3,-1,31,0,0,-1,15
5,29,26,3,5,3,-1,128,0,0,-1,23
5,29,27,1,5,2,-1,6,0,0,-1,30
5,29,27,2,5,2,-1,30,0,0,-1,15
5,29,27,3,5,2,-1,128,0,0,-1,23
5,29,28,1,5,1,-1,6,0,0,-1,30
5,29,28,2,5,1,-1,31,0,0,-1,15
5,29,28,3,5,1,-1,124,0,0,-1,23
5,29,30,1,5,2,-1,6,0,2,-1,31
5,29,30,2,5,2,-1,30,0,0,-1,15
5,29,30,3,5,2,-1,128,0,0,-1,23
5,29,31,1,5,1,-1,4,0,0,-1,30
5,29,31,2,5,1,-1,16,0,0,-1,15
5,29,31,3,5,1,-1,64,0,0,-1,23
5,30,0,1,5,4,-1,5,0,0,-1,15
5,30,0,2,5,4,-1,20,0,0,-1,23
5,30,0,3,5,4,-1,96,0,0,-1,27
5,30,1,1,5,5,-1,8,0,0,-1,15
5,30,1,2,5,5,-1,24,0,0,-1,23
5,30,1,3,5,5,-1,128,0,0,-1,27
5,30,2,1,5,3,-1,8,0,0,-1,15
5,30,2,2,5,3,-1,30,0,0,-1,23
5,30,2,3,5,3,-1,124,0,0,-1,27
5,30,3,1,5,4,-1,8,0,0,-1,15
5,30,3,2,5,4,-1,32,0,0,-1,23
5,30,3,3,5,4,-1,128,0,0,-1,27
5,30,4,1,5,3,-1,8,0,0,-1,15
5,30,4,2,5,3,-1,32,0,0,-1,23
5,30,4,3,5,3,-1,124,0,0,-1,27
5,30,5,1,5,4,-1,8,0,0,-1,15
5,30,5,2,5,4,-1,30,0,0,-1,23
5,30,5,3,5,4,-1,128,0,0,-1,27
5,30,6,1,5,2,-1,8,0,0,-1,15
5,30,6,2,5,2,-1,32,0,0,-1,23
5,30,6,3,5,2,-1,121,0,0,-1,27
5,30,7,1,5,3,-1,8,0,0,-1,15
5,30,7,2,5,3,-1,32,0,0,-1,23
5,30,7,3,5,3,-1,124,0,0,-1,27
5,30,8,1,5,3,-1,8,0,0,-1,15
5,30,8,2,5,3,-1,32,0,0,-1,23
5,30,8,3,5,3,-1,122,0,0,-1,27
5,30,9,1,5,4,-1,8,0,0,-1,15
5,30,9,2,5,4,-1,28,0,0,-1,23
5,30,9,3,5,4,-1,122,0,0,-1,27
5,30,10,1,5,2,-1,7,0,0,-1,15
5,30,10,2,5,2,-1,27,0,0,-1,23
5,30,10,3,5,2,-1,127,0,0,-1,27
5,30,11,1,5,3,-1,8,0,0,-1,15
5,30,11,2,5,3,-1,29,0,0,-1,23
5,30,11,3,5,3,-1,126,0,0,-1,27
5,30,12,1,5,2,-1,8,0,0,-1,15
5,30,12,2,5,2,-1,30,0,0,-1,23
5,30,12,3,5,2,-1,125,0,0,-1,27
5,30,13,1,5,3,-1,7,0,0,-1,15
5,30,13,2,5,3,-1,31,0,0,-1,23
5,30,13,3,5,3,-1,128,0,0,-1,27
5,30,14,1,5,1,-1,6,0,0,-1,15
5,30,14,2,5,1,-1,31,0,0,-1,23
5,30,14,3,5,1,-1,124,0,0,-1,27
5,30,15,1,5,2,-1,6,0,2,-1,31
5,30,15,2,5,2,-1,30,0,0,-1,23
5,30,15,3,5,2,-1,128,0,0,-1,27
5,30,16,1,5,3,-1,8,0,0,-1,15
5,30,16,2,5,3,-1,32,0,0,-1,23
5,30,16,3,5,3,-1,128,0,0,-1,27
5,30,17,1,5,4,-1,8,0,0,-1,15
5,30,17,2,5,4,-1,30,0,0,-1,23
5,30,17,3,5,4,-1,122,0,0,-1,27
5,30,18,1,5,2,-1,8,0,0,-1,15
5,30,18,2,5,2,-1,29,0,0,-1,23
5,30,18,3,5,2,-1,128,0,0,-1,27
5,30,19,1,5,3,-1,8,0,0,-1,15
5,30,19,2,5,3,-1,28,0,0,-1,23
5,30,19,3,5,3,-1,128,0,0,-1,27
5,30,20,1,5,2,-1,8,0,0,-1,15
5,30,20,2,5,2,-1,30,0,0,-1,23
5,30,20,3,5,2,-1,128,0,0,-1,27
5,30,21,1,5,3,-1,8,0,0,-1,15
5,30,21,2,5,3,-1,32,0,0,-1,23
5,30,21,3,5,3,-1,109,0,0,-1,27
5,30,22,1,5,1,-1,8,0,0,-1,15
5,30,22,2,5,1,-1,32,0,0,-1,23
5,30,22,3,5,1,-1,128,0,0,-1,27
5,30,23,1,5,2,-1,8,0,0,-1,15
5,30,23,2,5,2,-1,16,0,16,-1,29
5,30,23,3,5,2,-1,64,0,0,-1,27
5,30,24,1,5,2,-1,8,0,0,-1,15
5,30,24,2,5,2,-1,32,0,0,-1,23
5,30,24,3,5,2,-1,128,0,0,-1,27
5,30,25,1,5,3,-1,8,0,0,-1,15
5,30,25,2,5,3,-1,29,0,0,-1,23
5,30,25,3,5,3,-1,119,0,0,-1,27
5,30,26,1,5,1,-1,8,0,0,-1,15
5,30,26,2,5,1,-1,32,0,0,-1,23
5,30,26,3,5,1,-1,128,0,0,-1,27
5,30,27,1,5,2,-1,8,0,0,-1,15
5,30,27,2,5,2,-1,16,0,0,-1,23
5,30,27,3,5,2,-1,64,0,64,-1,15
5,30,28,1,5,1,-1,8,0,0,-1,15
5,30,28,2,5,1,-1,32,0,0,-1,23
5,30,28,3,5,1,-1,128,0,0,-1,27
5,30,29,1,5,2,-1,6,0,0,-1,15
5,30,29,2,5,2,-1,30,0,0,-1,23
5,30,29,3,5,2,-1,128,0,0,-1,27
5,30,31,1,5,1,-1,4,0,0,-1,15
5,30,31,2,5,1,-1,16,0,0,-1,23
5,30,31,3,5,1,-1,64,0,0,-1,27
5,31,0,1,1,5,232,0,0,-1,-1,-1
5,31,0,2,1,5,-1,0,4,11,10,0
5,31,0,3,1,5,-1,0,16,22,20,0
5,31,1,1,5,4,-1,5,0,3,-1,3
5,31,1,2,5,4,-1,20,0,6,-1,7
5,31,1,3,5,4,-1,96,0,12,-1,15
5,31,2,1,5,4,-1,5,0,3,-1,6
