m,a,b,k,primitive_m,physical_flips,rule,off_code,outer_conflicts,witness_input,witness_other,witness_output
6,26,23,1,6,3,-1,8,0,0,-1,44
6,26,23,2,6,3,-1,31,0,0,-1,21
6,26,23,3,6,3,-1,119,0,0,-1,42
6,26,24,1,6,1,-1,8,0,0,-1,44
6,26,24,2,6,1,-1,32,0,0,-1,21
6,26,24,3,6,1,-1,128,0,0,-1,42
6,26,25,1,6,2,-1,8,0,0,-1,44
6,26,25,2,6,2,-1,32,0,0,-1,21
6,26,25,3,6,2,-1,128,0,0,-1,42
6,26,27,1,6,1,-1,8,0,0,-1,44
6,26,27,2,6,1,-1,32,0,0,-1,21
6,26,27,3,6,1,-1,120,0,0,-1,42
6,26,28,1,6,2,-1,8,0,0,-1,44
6,26,28,2,6,2,-1,32,0,0,-1,21
6,26,28,3,6,2,-1,128,0,0,-1,42
6,26,29,1,6,3,-1,8,0,0,-1,44
6,26,29,2,6,3,-1,32,0,0,-1,21
6,26,29,3,6,3,-1,128,0,0,-1,42
6,26,30,1,6,1,-1,8,0,0,-1,44
6,26,30,2,6,1,-1,32,0,0,-1,21
6,26,30,3,6,1,-1,128,0,0,-1,42
6,26,31,1,6,2,-1,8,0,0,-1,44
6,26,31,2,6,2,-1,32,0,0,-1,21
6,26,31,3,6,2,-1,128,0,0,-1,42
6,26,32,1,6,4,-1,8,0,0,-1,44
6,26,32,2,6,4,-1,32,0,0,-1,21
6,26,32,3,6,4,-1,127,0,0,-1,42
6,26,33,1,6,5,-1,8,0,0,-1,44
6,26,33,2,6,5,-1,32,0,0,-1,21
6,26,33,3,6,5,-1,121,0,0,-1,42
6,26,34,1,6,3,-1,8,0,0,-1,44
6,26,34,2,6,3,-1,32,0,0,-1,21
6,26,34,3,6,3,-1,115,0,0,-1,42
6,26,35,1,6,4,-1,8,0,0,-1,44
6,26,35,2,6,4,-1,31,0,0,-1,21
6,26,35,3,6,4,-1,128,0,0,-1,42
6,26,36,1,6,5,-1,8,0,0,-1,44
6,26,36,2,6,5,-1,32,0,0,-1,21
6,26,36,3,6,5,-1,123,0,0,-1,42
6,26,37,1,6,6,-1,8,0,0,-1,44
6,26,37,2,6,6,-1,30,0,0,-1,21
6,26,37,3,6,6,-1,127,0,0,-1,42
6,26,38,1,6,4,-1,8,0,0,-1,44
6,26,38,2,6,4,-1,32,0,0,-1,21
6,26,38,3,6,4,-1,122,0,0,-1,42
6,26,39,1,6,5,-1,8,0,0,-1,44
6,26,39,2,6,5,-1,32,0,0,-1,21
6,26,39,3,6,5,-1,121,0,0,-1,42
6,26,40,1,6,3,-1,8,0,0,-1,44
6,26,40,2,6,3,-1,26,0,0,-1,21
6,26,40,3,6,3,-1,127,0,0,-1,42
6,26,41,1,6,4,-1,8,0,0,-1,44
6,26,41,2,6,4,-1,32,0,0,-1,21
6,26,41,3,6,4,-1,122,0,0,-1,42
6,26,42,1,6,2,-1,8,0,0,-1,44
6,26,42,2,6,2,-1,27,0,0,-1,21
6,26,42,3,6,2,-1,119,0,2,-1,43
6,26,43,1,6,3,-1,8,0,0,-1,44
6,26,43,2,6,3,-1,32,0,0,-1,21
6,26,43,3,6,3,-1,115,0,0,-1,42
6,26,44,1,6,4,-1,7,0,1,-1,45
6,26,44,2,6,4,-1,29,0,0,-1,21
6,26,44,3,6,4,-1,127,0,0,-1,42
6,26,45,1,6,5,-1,8,0,0,-1,44
6,26,45,2,6,5,-1,32,0,0,-1,21
6,26,45,3,6,5,-1,123,0,0,-1,42
6,26,46,1,6,3,-1,8,0,0,-1,44
6,26,46,2,6,3,-1,26,0,0,-1,21
6,26,46,3,6,3,-1,127,0,0,-1,42
6,26,47,1,6,4,-1,8,0,0,-1,44
6,26,47,2,6,4,-1,32,0,0,-1,21
6,26,47,3,6,4,-1,127,0,0,-1,42
6,26,48,1,6,3,-1,8,0,0,-1,44
6,26,48,2,6,3,-1,30,0,0,-1,21
6,26,48,3,6,3,-1,128,0,0,-1,42
6,26,49,1,6,4,-1,8,0,0,-1,44
6,26,49,2,6,4,-1,32,0,0,-1,21
6,26,49,3,6,4,-1,128,0,0,-1,42
6,26,50,1,6,2,-1,8,0,0,-1,44
6,26,50,2,6,2,-1,31,0,0,-1,21
6,26,50,3,6,2,-1,126,0,0,-1,42
6,26,51,1,6,3,-1,8,0,0,-1,44
6,26,51,2,6,3,-1,32,0,0,-1,21
6,26,51,3,6,3,-1,128,0,0,-1,42
6,26,52,1,6,4,-1,8,0,0,-1,44
6,26,52,2,6,4,-1,30,0,0,-1,21
6,26,52,3,6,4,-1,126,0,0,-1,42
6,26,53,1,6,5,-1,8,0,0,-1,44
6,26,53,2,6,5,-1,32,0,0,-1,21
6,26,53,3,6,5,-1,128,0,0,-1,42
6,26,54,1,6,3,-1,7,0,0,-1,44
6,26,54,2,6,3,-1,29,0,0,-1,21
6,26,54,3,6,3,-1,122,0,0,-1,42
6,26,55,1,6,4,-1,8,0,0,-1,44
6,26,55,2,6,4,-1,32,0,0,-1,21
6,26,55,3,6,4,-1,115,0,0,-1,42
6,26,56,1,6,2,-1,8,0,0,-1,44
6,26,56,2,6,2,-1,30,0,0,-1,21
6,26,56,3,6,2,-1,125,0,0,-1,42
6,26,57,1,6,3,-1,7,0,0,-1,44
6,26,57,2,6,3,-1,32,0,0,-1,21
6,26,57,3,6,3,-1,128,0,0,-1,42
6,26,58,1,6,1,-1,8,0,0,-1,44
6,26,58,2,6,1,-1,32,0,0,-1,21
6,26,58,3,6,1,-1,125,0,0,-1,42
6,26,59,1,6,2,-1,8,0,0,-1,44
6,26,59,2,6,2,-1,32,0,0,-1,21
6,26,59,3,6,2,-1,128,0,0,-1,42
6,26,60,1,6,3,-1,7,0,0,-1,44
6,26,60,2,6,3,-1,29,0,0,-1,21
6,26,60,3,6,3,-1,126,0,0,-1,42
6,26,61,1,6,4,-1,8,0,0,-1,44
6,26,61,2,6,4,-1,29,0,0,-1,21
6,26,61,3,6,4,-1,128,0,0,-1,42
6,26,62,1,6,2,-1,7,0,0,-1,44
6,26,62,2,6,2,-1,29,0,0,-1,21
6,26,62,3,6,2,-1,127,0,0,-1,42
6,26,63,1,6,3,-1,5,0,0,-1,44
6,26,63,2,6,3,-1,21,0,0,-1,21
6,26,63,3,6,3,-1,85,0,0,-1,42
6,27,0,1,3,4,-1,5,0,0,-1,45
6,27,0,2,3,4,-1,17,0,0,-1,54
6,27,0,3,3,4,-1,79,0,2,-1,18
6,27,1,1,6,3,-1,8,0,0,-1,45
6,27,1,2,6,3,-1,30,0,0,-1,54
6,27,1,3,6,3,-1,124,0,2,-1,18
6,27,2,1,6,3,-1,8,0,0,-1,45
6,27,2,2,6,3,-1,30,0,0,-1,54
6,27,2,3,6,3,-1,124,0,2,-1,26
6,27,3,1,6,2,-1,8,0,0,-1,45
6,27,3,2,6,2,-1,32,0,0,-1,54
6,27,3,3,6,2,-1,124,0,2,-1,26
6,27,4,1,6,5,-1,8,0,0,-1,45
6,27,4,2,6,5,-1,28,0,0,-1,54
6,27,4,3,6,5,-1,122,0,2,-1,26
6,27,5,1,6,4,-1,8,0,0,-1,45
6,27,5,2,6,4,-1,31,0,0,-1,54
6,27,5,3,6,4,-1,124,0,2,-1,26
6,27,6,1,6,4,-1,8,0,0,-1,45
6,27,6,2,6,4,-1,32,0,0,-1,54
6,27,6,3,6,4,-1,124,0,2,-1,26
6,27,7,1,6,3,-1,7,0,0,-1,45
6,27,7,2,6,3,-1,32,0,0,-1,54
6,27,7,3,6,3,-1,122,0,2,-1,26
6,27,8,1,6,3,-1,8,0,0,-1,45
6,27,8,2,6,3,-1,30,0,0,-1,54
6,27,8,3,6,3,-1,124,0,2,-1,18
6,27,9,1,3,2,-1,6,0,0,-1,45
6,27,9,2,3,2,-1,24,0,0,-1,54
6,27,9,3,3,2,-1,98,0,2,-1,18
6,27,10,1,6,2,-1,8,0,0,-1,45
6,27,10,2,6,2,-1,30,0,0,-1,54
6,27,10,3,6,2,-1,121,0,2,-1,26
6,27,11,1,6,1,-1,8,0,0,-1,45
6,27,11,2,6,1,-1,32,0,0,-1,54
6,27,11,3,6,1,-1,124,0,2,-1,26
6,27,12,1,6,4,-1,8,0,0,-1,45
6,27,12,2,6,4,-1,31,0,0,-1,54
6,27,12,3,6,4,-1,123,0,2,-1,26
6,27,13,1,6,3,-1,7,0,0,-1,45
6,27,13,2,6,3,-1,29,0,0,-1,54
6,27,13,3,6,3,-1,122,0,2,-1,26
6,27,14,1,6,3,-1,8,0,0,-1,45
6,27,14,2,6,3,-1,31,0,0,-1,54
6,27,14,3,6,3,-1,124,0,2,-1,26
6,27,15,1,6,2,-1,8,0,0,-1,45
6,27,15,2,6,2,-1,32,0,0,-1,54
6,27,15,3,6,2,-1,123,0,2,-1,26
6,27,16,1,6,3,-1,8,0,0,-1,45
6,27,16,2,6,3,-1,30,0,0,-1,54
6,27,16,3,6,3,-1,124,0,2,-1,19
6,27,17,1,6,2,-1,8,0,0,-1,45
6,27,17,2,6,2,-1,30,0,0,-1,54
6,27,17,3,6,2,-1,121,0,2,-1,19
6,27,18,1,3,2,-1,8,0,0,-1,45
6,27,18,2,3,2,-1,24,0,0,-1,54
6,27,18,3,3,2,-1,96,0,4,-1,9
6,27,19,1,6,1,-1,8,0,0,-1,45
6,27,19,2,6,1,-1,32,0,0,-1,54
6,27,19,3,6,1,-1,120,0,4,-1,11
6,27,20,1,6,4,-1,8,0,0,-1,45
6,27,20,2,6,4,-1,32,0,0,-1,54
6,27,20,3,6,4,-1,118,0,4,-1,11
6,27,21,1,6,3,-1,8,0,0,-1,45
6,27,21,2,6,3,-1,22,0,0,-1,54
6,27,21,3,6,3,-1,120,0,4,-1,11
6,27,22,1,6,3,-1,8,0,0,-1,45
6,27,22,2,6,3,-1,31,0,0,-1,54
6,27,22,3,6,3,-1,124,0,4,-1,9
6,27,23,1,6,2,-1,8,0,0,-1,45
6,27,23,2,6,2,-1,32,0,0,-1,54
6,27,23,3,6,2,-1,114,0,4,-1,11
6,27,24,1,6,2,-1,8,0,0,-1,45
6,27,24,2,6,2,-1,32,0,0,-1,54
6,27,24,3,6,2,-1,124,0,2,-1,19
6,27,25,1,6,1,-1,8,0,0,-1,45
6,27,25,2,6,1,-1,32,0,0,-1,54
6,27,25,3,6,1,-1,124,0,2,-1,19
6,27,26,1,6,1,-1,8,0,0,-1,45
6,27,26,2,6,1,-1,32,0,0,-1,54
6,27,26,3,6,1,-1,120,0,4,-1,25
6,27,28,1,6,3,-1,8,0,0,-1,45
6,27,28,2,6,3,-1,32,0,0,-1,54
6,27,28,3,6,3,-1,116,0,6,-1,25
6,27,29,1,6,2,-1,8,0,0,-1,45
6,27,29,2,6,2,-1,32,0,0,-1,54
6,27,29,3,6,2,-1,112,0,16,-1,58
6,27,30,1,6,2,-1,8,0,0,-1,45
6,27,30,2,6,2,-1,32,0,0,-1,54
6,27,30,3,6,2,-1,124,0,4,-1,25
6,27,31,1,6,1,-1,8,0,0,-1,45
6,27,31,2,6,1,-1,32,0,0,-1,54
6,27,31,3,6,1,-1,64,0,64,-1,59
6,27,32,1,6,5,-1,8,0,0,-1,45
6,27,32,2,6,5,-1,28,0,0,-1,54
6,27,32,3,6,5,-1,122,0,2,-1,19
6,27,33,1,6,4,-1,8,0,0,-1,45
6,27,33,2,6,4,-1,31,0,0,-1,54
6,27,33,3,6,4,-1,123,0,2,-1,19
6,27,34,1,6,4,-1,8,0,0,-1,45
6,27,34,2,6,4,-1,32,0,0,-1,54
6,27,34,3,6,4,-1,118,0,4,-1,25
6,27,35,1,6,3,-1,8,0,0,-1,45
6,27,35,2,6,3,-1,32,0,0,-1,54
6,27,35,3,6,3,-1,116,0,6,-1,11
6,27,36,1,3,6,-1,8,0,0,-1,45
6,27,36,2,3,6,-1,28,0,0,-1,54
6,27,36,3,3,6,-1,78,0,6,-1,18
6,27,37,1,6,5,-1,8,0,0,-1,45
6,27,37,2,6,5,-1,32,0,0,-1,54
6,27,37,3,6,5,-1,120,0,8,-1,31
6,27,38,1,6,5,-1,8,0,0,-1,45
6,27,38,2,6,5,-1,32,0,0,-1,54
6,27,38,3,6,5,-1,123,0,4,-1,25
6,27,39,1,6,4,-1,8,0,0,-1,45
6,27,39,2,6,4,-1,32,0,0,-1,54
6,27,39,3,6,4,-1,117,0,6,-1,19
6,27,40,1,6,4,-1,8,0,0,-1,45
6,27,40,2,6,4,-1,31,0,0,-1,54
6,27,40,3,6,4,-1,124,0,2,-1,19
6,27,41,1,6,3,-1,7,0,0,-1,45
6,27,41,2,6,3,-1,29,0,0,-1,54
6,27,41,3,6,3,-1,122,0,2,-1,19
6,27,42,1,6,3,-1,8,0,0,-1,45
6,27,42,2,6,3,-1,22,0,0,-1,54
6,27,42,3,6,3,-1,120,0,4,-1,25
6,27,43,1,6,2,-1,8,0,0,-1,45
6,27,43,2,6,2,-1,32,0,0,-1,54
6,27,43,3,6,2,-1,112,0,16,-1,23
6,27,44,1,6,5,-1,8,0,0,-1,45
6,27,44,2,6,5,-1,32,0,0,-1,54
6,27,44,3,6,5,-1,120,0,8,-1,59
6,27,45,1,3,4,-1,6,0,2,-1,63
6,27,45,2,3,4,-1,24,0,0,-1,54
6,27,45,3,3,4,-1,93,0,13,-1,63
6,27,46,1,6,4,-1,8,0,0,-1,45
6,27,46,2,6,4,-1,26,0,0,-1,54
6,27,46,3,6,4,-1,120,0,4,-1,25
6,27,47,1,6,3,-1,8,0,0,-1,45
6,27,47,2,6,3,-1,32,0,0,-1,54
6,27,47,3,6,3,-1,112,0,16,-1,23
6,27,48,1,6,4,-1,8,0,0,-1,45
6,27,48,2,6,4,-1,32,0,0,-1,54
6,27,48,3,6,4,-1,124,0,2,-1,19
6,27,49,1,6,3,-1,8,0,0,-1,45
6,27,49,2,6,3,-1,31,0,0,-1,54
6,27,49,3,6,3,-1,124,0,2,-1,19
6,27,50,1,6,3,-1,8,0,0,-1,45
6,27,50,2,6,3,-1,31,0,0,-1,54
6,27,50,3,6,3,-1,124,0,4,-1,9
6,27,51,1,6,2,-1,8,0,0,-1,45
6,27,51,2,6,2,-1,32,0,0,-1,54
6,27,51,3,6,2,-1,124,0,4,-1,11
6,27,52,1,6,5,-1,8,0,0,-1,45
6,27,52,2,6,5,-1,32,0,0,-1,54
6,27,52,3,6,5,-1,123,0,4,-1,11
6,27,53,1,6,4,-1,8,0,0,-1,45
6,27,53,2,6,4,-1,26,0,0,-1,54
6,27,53,3,6,4,-1,120,0,4,-1,11
6,27,54,1,3,4,-1,6,0,0,-1,45
6,27,54,2,3,4,-1,24,0,2,-1,36
6,27,54,3,3,4,-1,93,0,4,-1,9
6,27,55,1,6,3,-1,8,0,0,-1,45
6,27,55,2,6,3,-1,31,0,0,-1,54
6,27,55,3,6,3,-1,118,0,4,-1,11
6,27,56,1,6,3,-1,7,0,0,-1,45
6,27,56,2,6,3,-1,32,0,0,-1,54
6,27,56,3,6,3,-1,122,0,2,-1,19
6,27,57,1,6,2,-1,8,0,0,-1,45
6,27,57,2,6,2,-1,32,0,0,-1,54
6,27,57,3,6,2,-1,123,0,2,-1,19
6,27,58,1,6,2,-1,8,0,0,-1,45
6,27,58,2,6,2,-1,32,0,0,-1,54
6,27,58,3,6,2,-1,114,0,4,-1,25
6,27,59,1,6,1,-1,8,0,0,-1,45
6,27,59,2,6,1,-1,32,0,0,-1,54
6,27,59,3,6,1,-1,64,0,64,-1,31
6,27,60,1,6,4,-1,8,0,0,-1,45
6,27,60,2,6,4,-1,32,0,0,-1,54
6,27,60,3,6,4,-1,117,0,6,-1,26
6,27,61,1,6,3,-1,8,0,0,-1,45
6,27,61,2,6,3,-1,32,0,0,-1,54
6,27,61,3,6,3,-1,112,0,16,-1,58
6,27,62,1,6,3,-1,8,0,0,-1,45
6,27,62,2,6,3,-1,31,0,0,-1,54
6,27,62,3,6,3,-1,118,0,4,-1,25
6,27,63,1,3,2,-1,4,0,0,-1,45
6,27,63,2,3,2,-1,16,0,0,-1,54
6,27,63,3,3,2,-1,0,64,64,0,63
6,28,0,1,6,3,-1,5,0,0,-1,44
6,28,0,2,6,3,-1,22,0,0,-1,21
6,28,0,3,6,3,-1,95,0,0,-1,42
6,28,1,1,6,4,-1,8,0,0,-1,44
6,28,1,2,6,4,-1,27,0,0,-1,21
6,28,1,3,6,4,-1,128,0,0,-1,42
6,28,2,1,6,4,-1,8,0,0,-1,44
6,28,2,2,6,4,-1,31,0,0,-1,21
6,28,2,3,6,4,-1,124,0,0,-1,42
6,28,3,1,6,5,-1,8,0,0,-1,44
6,28,3,2,6,5,-1,31,0,0,-1,21
6,28,3,3,6,5,-1,128,0,0,-1,42
6,28,4,1,6,2,-1,8,0,0,-1,44
6,28,4,2,6,2,-1,32,0,0,-1,21
6,28,4,3,6,2,-1,128,0,0,-1,42
6,28,5,1,6,3,-1,8,0,0,-1,44
6,28,5,2,6,3,-1,32,0,0,-1,21
6,28,5,3,6,3,-1,128,0,0,-1,42
6,28,6,1,6,3,-1,8,0,0,-1,44
6,28,6,2,6,3,-1,31,0,0,-1,21
6,28,6,3,6,3,-1,128,0,0,-1,42
6,28,7,1,6,4,-1,8,0,0,-1,44
6,28,7,2,6,4,-1,30,0,0,-1,21
6,28,7,3,6,4,-1,128,0,0,-1,42
6,28,8,1,6,2,-1,8,0,0,-1,44
6,28,8,2,6,2,-1,30,0,0,-1,21
6,28,8,3,6,2,-1,122,0,0,-1,42
6,28,9,1,6,3,-1,8,0,0,-1,44
6,28,9,2,6,3,-1,31,0,0,-1,21
6,28,9,3,6,3,-1,124,0,0,-1,42
6,28,10,1,6,3,-1,7,0,0,-1,44
6,28,10,2,6,3,-1,30,0,0,-1,21
6,28,10,3,6,3,-1,126,0,0,-1,42
6,28,11,1,6,4,-1,8,0,0,-1,44
6,28,11,2,6,4,-1,31,0,0,-1,21
6,28,11,3,6,4,-1,127,0,0,-1,42
6,28,12,1,6,1,-1,6,0,0,-1,44
6,28,12,2,6,1,-1,28,0,0,-1,21
6,28,12,3,6,1,-1,126,0,0,-1,42
6,28,13,1,6,2,-1,8,0,0,-1,44
6,28,13,2,6,2,-1,30,0,0,-1,21
6,28,13,3,6,2,-1,125,0,0,-1,42
6,28,14,1,6,2,-1,8,0,0,-1,44
6,28,14,2,6,2,-1,30,0,0,-1,21
6,28,14,3,6,2,-1,126,0,0,-1,42
6,28,15,1,6,3,-1,8,0,0,-1,44
6,28,15,2,6,3,-1,32,0,0,-1,21
6,28,15,3,6,3,-1,126,0,0,-1,42
6,28,16,1,6,2,-1,8,0,0,-1,44
6,28,16,2,6,2,-1,32,0,0,-1,21
6,28,16,3,6,2,-1,128,0,0,-1,42
6,28,17,1,6,3,-1,8,0,0,-1,44
6,28,17,2,6,3,-1,26,0,0,-1,21
6,28,17,3,6,3,-1,128,0,0,-1,42
6,28,18,1,6,3,-1,8,0,0,-1,44
6,28,18,2,6,3,-1,32,0,0,-1,21
6,28,18,3,6,3,-1,116,0,0,-1,42
6,28,19,1,6,4,-1,8,0,0,-1,44
6,28,19,2,6,4,-1,31,0,0,-1,21
6,28,19,3,6,4,-1,128,0,0,-1,42
6,28,20,1,6,1,-1,8,0,0,-1,44
6,28,20,2,6,1,-1,32,0,0,-1,21
6,28,20,3,6,1,-1,128,0,0,-1,42
6,28,21,1,6,2,-1,8,0,0,-1,44
6,28,21,2,6,2,-1,19,0,2,-1,23
6,28,21,3,6,2,-1,128,0,0,-1,42
6,28,22,1,6,2,-1,8,0,0,-1,44
6,28,22,2,6,2,-1,32,0,0,-1,21
6,28,22,3,6,2,-1,128,0,0,-1,42
6,28,23,1,6,3,-1,8,0,0,-1,44
6,28,23,2,6,3,-1,26,0,0,-1,21
6,28,23,3,6,3,-1,128,0,0,-1,42
6,28,24,1,6,1,-1,8,0,0,-1,44
6,28,24,2,6,1,-1,32,0,0,-1,21
6,28,24,3,6,1,-1,128,0,0,-1,42
6,28,25,1,6,2,-1,8,0,0,-1,44
6,28,25,2,6,2,-1,32,0,0,-1,21
6,28,25,3,6,2,-1,128,0,0,-1,42
6,28,26,1,6,2,-1,8,0,0,-1,44
6,28,26,2,6,2,-1,32,0,0,-1,21
6,28,26,3,6,2,-1,128,0,0,-1,42
6,28,27,1,6,3,-1,8,0,0,-1,44
6,28,27,2,6,3,-1,32,0,0,-1,21
6,28,27,3,6,3,-1,116,0,0,-1,42
6,28,29,1,6,1,-1,8,0,0,-1,44
6,28,29,2,6,1,-1,32,0,0,-1,21
6,28,29,3,6,1,-1,128,0,0,-1,42
6,28,30,1,6,1,-1,8,0,0,-1,44
6,28,30,2,6,1,-1,32,0,0,-1,21
6,28,30,3,6,1,-1,128,0,0,-1,42
6,28,31,1,6,2,-1,8,0,0,-1,44
6,28,31,2,6,2,-1,32,0,0,-1,21
6,28,31,3,6,2,-1,128,0,0,-1,42
6,28,32,1,6,4,-1,8,0,0,-1,44
6,28,32,2,6,4,-1,30,0,0,-1,21
6,28,32,3,6,4,-1,122,0,0,-1,42
6,28,33,1,6,5,-1,8,0,0,-1,44
6,28,33,2,6,5,-1,32,0,0,-1,21
6,28,33,3,6,5,-1,128,0,0,-1,42
6,28,34,1,6,5,-1,8,0,0,-1,44
6,28,34,2,6,5,-1,30,0,0,-1,21
6,28,34,3,6,5,-1,121,0,0,-1,42
6,28,35,1,6,6,-1,8,0,0,-1,44
6,28,35,2,6,6,-1,32,0,0,-1,21
6,28,35,3,6,6,-1,112,0,0,-1,42
6,28,36,1,6,3,-1,7,0,0,-1,44
6,28,36,2,6,3,-1,32,0,0,-1,21
6,28,36,3,6,3,-1,122,0,0,-1,42
6,28,37,1,6,4,-1,7,0,0,-1,44
6,28,37,2,6,4,-1,32,0,0,-1,21
6,28,37,3,6,4,-1,128,0,0,-1,42
6,28,38,1,6,4,-1,8,0,0,-1,44
6,28,38,2,6,4,-1,32,0,0,-1,21
6,28,38,3,6,4,-1,128,0,0,-1,42
6,28,39,1,6,5,-1,8,0,0,-1,44
6,28,39,2,6,5,-1,32,0,0,-1,21
6,28,39,3,6,5,-1,128,0,0,-1,42
6,28,40,1,6,3,-1,8,0,0,-1,44
6,28,40,2,6,3,-1,29,0,0,-1,21
6,28,40,3,6,3,-1,128,0,0,-1,42
6,28,41,1,6,4,-1,8,0,0,-1,44
6,28,41,2,6,4,-1,32,0,0,-1,21
6,28,41,3,6,4,-1,128,0,0,-1,42
6,28,42,1,6,4,-1,8,0,0,-1,44
6,28,42,2,6,4,-1,27,0,0,-1,21
6,28,42,3,6,4,-1,119,0,3,-1,43
6,28,43,1,6,5,-1,8,0,0,-1,44
6,28,43,2,6,5,-1,30,0,0,-1,21
6,28,43,3,6,5,-1,121,0,0,-1,42
6,28,44,1,6,2,-1,6,0,1,-1,45
6,28,44,2,6,2,-1,27,0,0,-1,21
6,28,44,3,6,2,-1,127,0,0,-1,42
6,28,45,1,6,3,-1,7,0,0,-1,44
6,28,45,2,6,3,-1,32,0,0,-1,21
6,28,45,3,6,3,-1,122,0,0,-1,42
6,28,46,1,6,3,-1,8,0,0,-1,44
6,28,46,2,6,3,-1,29,0,0,-1,21
6,28,46,3,6,3,-1,128,0,0,-1,42
6,28,47,1,6,4,-1,8,0,0,-1,44
6,28,47,2,6,4,-1,30,0,0,-1,21
6,28,47,3,6,4,-1,122,0,0,-1,42
6,28,48,1,6,3,-1,8,0,0,-1,44
6,28,48,2,6,3,-1,32,0,0,-1,21
6,28,48,3,6,3,-1,126,0,0,-1,42
6,28,49,1,6,4,-1,8,0,0,-1,44
6,28,49,2,6,4,-1,30,0,0,-1,21
6,28,49,3,6,4,-1,128,0,0,-1,42
6,28,50,1,6,4,-1,8,0,0,-1,44
6,28,50,2,6,4,-1,31,0,0,-1,21
6,28,50,3,6,4,-1,127,0,0,-1,42
6,28,51,1,6,5,-1,8,0,0,-1,44
6,28,51,2,6,5,-1,31,0,0,-1,21
6,28,51,3,6,5,-1,128,0,0,-1,42
6,28,52,1,6,2,-1,8,0,0,-1,44
6,28,52,2,6,2,-1,30,0,0,-1,21
6,28,52,3,6,2,-1,125,0,0,-1,42
6,28,53,1,6,3,-1,8,0,0,-1,44
6,28,53,2,6,3,-1,32,0,0,-1,21
6,28,53,3,6,3,-1,128,0,0,-1,42
6,28,54,1,6,3,-1,8,0,0,-1,44
6,28,54,2,6,3,-1,31,0,0,-1,21
6,28,54,3,6,3,-1,124,0,0,-1,42
6,28,55,1,6,4,-1,8,0,0,-1,44
6,28,55,2,6,4,-1,27,0,0,-1,21
6,28,55,3,6,4,-1,128,0,0,-1,42
6,28,56,1,6,2,-1,8,0,0,-1,44
6,28,56,2,6,2,-1,30,0,0,-1,21
6,28,56,3,6,2,-1,126,0,0,-1,42
6,28,57,1,6,3,-1,8,0,0,-1,44
6,28,57,2,6,3,-1,31,0,0,-1,21
6,28,57,3,6,3,-1,128,0,0,-1,42
6,28,58,1,6,3,-1,7,0,0,-1,44
6,28,58,2,6,3,-1,30,0,0,-1,21
6,28,58,3,6,3,-1,126,0,0,-1,42
6,28,59,1,6,4,-1,8,0,0,-1,44
6,28,59,2,6,4,-1,31,0,0,-1,21
6,28,59,3,6,4,-1,124,0,0,-1,42
6,28,60,1,6,1,-1,6,0,0,-1,44
6,28,60,2,6,1,-1,28,0,0,-1,21
6,28,60,3,6,1,-1,126,0,0,-1,42
6,28,61,1,6,2,-1,8,0,0,-1,44
6,28,61,2,6,2,-1,32,0,0,-1,21
6,28,61,3,6,2,-1,128,0,0,-1,42
6,28,62,1,6,2,-1,8,0,0,-1,44
6,28,62,2,6,2,-1,30,0,0,-1,21
6,28,62,3,6,2,-1,122,0,0,-1,42
6,28,63,1,6,3,-1,5,0,0,-1,44
6,28,63,2,6,3,-1,22,0,0,-1,21
6,28,63,3,6,3,-1,95,0,0,-1,42
6,29,0,1,6,4,-1,5,0,0,-1,46
6,29,0,2,6,4,-1,21,0,0,-1,23
6,29,0,3,6,4,-1,93,0,0,-1,43
6,29,1,1,6,3,-1,8,0,0,-1,46
6,29,1,2,6,3,-1,30,0,0,-1,23
6,29,1,3,6,3,-1,128,0,0,-1,43
6,29,2,1,6,5,-1,8,0,0,-1,46
6,29,2,2,6,5,-1,29,0,0,-1,23
6,29,2,3,6,5,-1,125,0,0,-1,43
6,29,3,1,6,4,-1,7,0,0,-1,46
6,29,3,2,6,4,-1,31,0,0,-1,23
6,29,3,3,6,4,-1,120,0,0,-1,43
6,29,4,1,6,3,-1,8,0,0,-1,46
6,29,4,2,6,3,-1,31,0,0,-1,23
6,29,4,3,6,3,-1,128,0,0,-1,43
6,29,5,1,6,2,-1,8,0,0,-1,46
6,29,5,2,6,2,-1,30,0,0,-1,23
6,29,5,3,6,2,-1,128,0,0,-1,43
6,29,6,1,6,4,-1,8,0,0,-1,46
6,29,6,2,6,4,-1,32,0,0,-1,23
6,29,6,3,6,4,-1,128,0,0,-1,43
6,29,7,1,6,3,-1,8,0,0,-1,46
6,29,7,2,6,3,-1,32,0,0,-1,23
6,29,7,3,6,3,-1,128,0,0,-1,43
6,29,8,1,6,3,-1,8,0,0,-1,46
6,29,8,2,6,3,-1,31,0,0,-1,23
6,29,8,3,6,3,-1,127,0,0,-1,43
6,29,9,1,6,2,-1,8,0,0,-1,46
6,29,9,2,6,2,-1,30,0,0,-1,23
6,29,9,3,6,2,-1,121,0,0,-1,43
6,29,10,1,6,4,-1,8,0,0,-1,46
6,29,10,2,6,4,-1,30,0,0,-1,23
6,29,10,3,6,4,-1,128,0,0,-1,43
6,29,11,1,6,3,-1,8,0,0,-1,46
6,29,11,2,6,3,-1,31,0,0,-1,23
6,29,11,3,6,3,-1,127,0,0,-1,43
6,29,12,1,6,2,-1,7,0,0,-1,46
6,29,12,2,6,2,-1,32,0,0,-1,23
