A,B,dispatch,trace,K,shift,useful_inheritance,cases,same_task_map,sum_uncompiled,sum_frozen,sum_replace,sum_revisable,revision_win_uncompiled,revision_tie_uncompiled,revision_loss_uncompiled,revision_win_frozen,revision_tie_frozen,revision_loss_frozen,revision_win_replace,revision_tie_replace,revision_loss_replace
4,30,1,4,4,unchanged,1,11,11,1944,1408,1408,1449,11,0,0,0,0,11,0,0,11
4,30,1,4,16,unchanged,0,5,5,912,904,776,776,4,0,1,4,0,1,4,0,1
4,30,1,4,16,one_edit,0,20,0,4544,4640,3776,3792,16,0,4,16,0,4,8,0,12
4,30,1,4,16,far,0,55,2,15408,15576,11936,12018,55,0,0,55,0,0,12,0,43
4,30,1,4,16,far,1,121,0,37392,32504,26992,27164,121,0,0,103,0,18,31,0,90
4,30,1,4,16,one_edit,1,44,0,14656,12928,10336,10348,44,0,0,36,0,8,28,0,16
4,30,1,4,16,unchanged,1,11,11,3888,2728,2704,2733,11,0,0,3,0,8,3,0,8
4,30,1,8,1,unchanged,0,5,5,342,364,364,404,0,0,5,0,0,5,0,0,5
4,30,1,8,1,one_edit,0,20,0,1424,1520,1520,1666,0,0,20,0,0,20,0,0,20
4,30,1,8,1,far,0,55,2,4098,4356,4356,4782,0,0,55,0,0,55,0,0,55
4,30,1,8,1,far,1,121,0,15702,12014,12014,12966,108,13,0,0,0,121,0,0,121
4,30,1,8,1,one_edit,1,44,0,5776,4438,4438,4716,40,4,0,0,0,44,0,0,44
4,30,1,8,1,unchanged,1,11,11,1458,1078,1078,1166,11,0,0,0,0,11,0,0,11
4,30,1,8,4,unchanged,0,5,5,456,472,464,484,2,0,3,2,0,3,0,0,5
4,30,1,8,4,one_edit,0,20,0,2048,2144,2024,2120,8,0,12,8,0,12,0,0,20
4,30,1,8,4,far,0,55,2,6360,6600,6020,6322,36,3,16,42,0,13,0,0,55
4,30,1,8,4,far,1,121,0,20040,16112,15344,16001,118,3,0,60,0,61,0,0,121
4,30,1,8,4,one_edit,1,44,0,7552,6136,5704,5892,44,0,0,28,0,16,0,0,44
4,30,1,8,4,unchanged,1,11,11,1944,1408,1408,1493,11,0,0,0,0,11,0,0,11
4,30,1,8,16,unchanged,0,5,5,912,904,776,796,4,0,1,4,0,1,0,0,5
4,30,1,8,16,one_edit,0,20,0,4544,4640,3776,3872,16,0,4,16,0,4,0,0,20
4,30,1,8,16,far,0,55,2,15408,15576,11936,12238,55,0,0,55,0,0,0,0,55
4,30,1,8,16,far,1,121,0,37392,32504,26992,27648,118,3,0,103,0,18,0,0,121
4,30,1,8,16,one_edit,1,44,0,14656,12928,10336,10524,44,0,0,36,0,8,0,0,44
4,30,1,8,16,unchanged,1,11,11,3888,2728,2704,2777,11,0,0,3,0,8,0,0,11
4,30,2,0,1,unchanged,0,3,3,243,267,267,261,0,0,3,2,1,0,2,1,0
4,30,2,0,1,one_edit,0,12,0,1044,1140,1132,1106,2,0,10,10,2,0,10,2,0
4,30,2,0,1,far,0,33,0,3069,3333,3254,3200,0,0,33,31,2,0,28,5,0
4,30,2,0,1,one_edit,1,52,0,9756,6374,6266,6098,52,0,0,40,12,0,40,12,0
4,30,2,0,1,far,1,143,2,26631,17290,17111,16905,143,0,0,100,43,0,98,45,0
4,30,2,0,1,unchanged,1,13,13,2457,1508,1508,1508,13,0,0,0,13,0,0,13,0
4,30,2,0,4,unchanged,0,3,3,324,348,316,306,2,0,1,2,1,0,2,1,0
4,30,2,0,4,one_edit,0,12,0,1584,1680,1472,1430,10,0,2,10,2,0,10,2,0
4,30,2,0,4,far,0,33,0,5148,5412,4392,4318,33,0,0,33,0,0,30,3,0
4,30,2,0,4,one_edit,1,52,0,12816,9272,7952,7758,52,0,0,42,10,0,42,10,0
4,30,2,0,4,far,1,143,2,34452,24544,21644,21268,143,0,0,125,18,0,118,25,0
4,30,2,0,4,unchanged,1,13,13,3276,1976,1968,1958,13,0,0,2,11,0,2,11,0
4,30,2,0,16,unchanged,0,3,3,648,672,496,486,2,0,1,2,1,0,2,1,0
4,30,2,0,16,one_edit,0,12,0,3744,3840,2768,2726,10,0,2,10,2,0,10,2,0
4,30,2,0,16,far,0,33,0,13464,13728,8856,8782,33,0,0,33,0,0,30,3,0
4,30,2,0,16,one_edit,1,52,0,25056,20864,14576,14382,52,0,0,42,10,0,42,10,0
4,30,2,0,16,far,1,143,2,65736,53560,38960,38584,143,0,0,125,18,0,118,25,0
4,30,2,0,16,unchanged,1,13,13,6552,3848,3768,3758,13,0,0,2,11,0,2,11,0
4,30,2,2,1,unchanged,0,3,3,243,267,267,267,0,0,3,2,0,1,2,0,1
4,30,2,2,1,one_edit,0,12,0,1044,1140,1132,1130,0,0,12,6,0,6,6,0,6
4,30,2,2,1,far,0,33,0,3069,3333,3254,3266,0,0,33,24,2,7,13,0,20
4,30,2,2,1,one_edit,1,52,0,9756,6374,6266,6202,52,0,0,34,0,18,34,0,18
4,30,2,2,1,far,1,143,2,26631,17290,17111,17191,143,0,0,76,0,67,54,0,89
4,30,2,2,1,unchanged,1,13,13,2457,1508,1508,1534,13,0,0,0,0,13,0,0,13
4,30,2,2,4,unchanged,0,3,3,324,348,316,312,2,0,1,2,0,1,2,0,1
4,30,2,2,4,one_edit,0,12,0,1584,1680,1472,1454,10,0,2,10,0,2,10,0,2
4,30,2,2,4,far,0,33,0,5148,5412,4392,4384,33,0,0,33,0,0,18,0,15
4,30,2,2,4,one_edit,1,52,0,12816,9272,7952,7862,52,0,0,42,0,10,42,0,10
4,30,2,2,4,far,1,143,2,34452,24544,21644,21554,143,0,0,125,0,18,90,0,53
4,30,2,2,4,unchanged,1,13,13,3276,1976,1968,1984,13,0,0,2,0,11,2,0,11
4,30,2,2,16,unchanged,0,3,3,648,672,496,492,2,0,1,2,0,1,2,0,1
4,30,2,2,16,one_edit,0,12,0,3744,3840,2768,2750,10,0,2,10,0,2,10,0,2
4,30,2,2,16,far,0,33,0,13464,13728,8856,8848,33,0,0,33,0,0,18,0,15
4,30,2,2,16,one_edit,1,52,0,25056,20864,14576,14486,52,0,0,42,0,10,42,0,10
4,30,2,2,16,far,1,143,2,65736,53560,38960,38870,143,0,0,125,0,18,90,0,53
4,30,2,2,16,unchanged,1,13,13,6552,3848,3768,3784,13,0,0,2,0,11,2,0,11
4,30,2,4,1,unchanged,0,3,3,243,267,267,273,0,0,3,0,0,3,0,0,3
4,30,2,4,1,one_edit,0,12,0,1044,1140,1132,1154,0,0,12,2,0,10,2,0,10
4,30,2,4,1,far,0,33,0,3069,3333,3254,3332,0,0,33,16,4,13,0,0,33
4,30,2,4,1,one_edit,1,52,0,9756,6374,6266,6306,52,0,0,30,0,22,30,0,22
4,30,2,4,1,far,1,143,2,26631,17290,17111,17477,143,0,0,42,5,96,0,0,143
4,30,2,4,1,unchanged,1,13,13,2457,1508,1508,1560,13,0,0,0,0,13,0,0,13
4,30,2,4,4,unchanged,0,3,3,324,348,316,318,2,0,1,2,0,1,2,0,1
4,30,2,4,4,one_edit,0,12,0,1584,1680,1472,1478,10,0,2,10,0,2,6,0,6
4,30,2,4,4,far,0,33,0,5148,5412,4392,4450,33,0,0,33,0,0,4,0,29
4,30,2,4,4,one_edit,1,52,0,12816,9272,7952,7966,52,0,0,42,0,10,34,0,18
4,30,2,4,4,far,1,143,2,34452,24544,21644,21840,143,0,0,125,0,18,39,0,104
4,30,2,4,4,unchanged,1,13,13,3276,1976,1968,2010,13,0,0,2,0,11,2,0,11
4,30,2,4,16,unchanged,0,3,3,648,672,496,498,2,0,1,2,0,1,2,0,1
4,30,2,4,16,one_edit,0,12,0,3744,3840,2768,2774,10,0,2,10,0,2,6,0,6
4,30,2,4,16,far,0,33,0,13464,13728,8856,8914,33,0,0,33,0,0,4,0,29
4,30,2,4,16,one_edit,1,52,0,25056,20864,14576,14590,52,0,0,42,0,10,34,0,18
4,30,2,4,16,far,1,143,2,65736,53560,38960,39156,143,0,0,125,0,18,39,0,104
4,30,2,4,16,unchanged,1,13,13,6552,3848,3768,3810,13,0,0,2,0,11,2,0,11
4,30,2,8,1,unchanged,0,3,3,243,267,267,285,0,0,3,0,0,3,0,0,3
4,30,2,8,1,one_edit,0,12,0,1044,1140,1132,1202,0,0,12,2,0,10,0,0,12
4,30,2,8,1,far,0,33,0,3069,3333,3254,3464,0,0,33,0,0,33,0,0,33
4,30,2,8,1,one_edit,1,52,0,9756,6374,6266,6514,52,0,0,26,0,26,0,0,52
4,30,2,8,1,far,1,143,2,26631,17290,17111,18049,143,0,0,0,0,143,0,0,143
4,30,2,8,1,unchanged,1,13,13,2457,1508,1508,1612,13,0,0,0,0,13,0,0,13
4,30,2,8,4,unchanged,0,3,3,324,348,316,330,2,0,1,2,0,1,0,0,3
4,30,2,8,4,one_edit,0,12,0,1584,1680,1472,1526,10,0,2,10,0,2,0,0,12
4,30,2,8,4,far,0,33,0,5148,5412,4392,4582,33,0,0,33,0,0,0,0,33
4,30,2,8,4,one_edit,1,52,0,12816,9272,7952,8174,52,0,0,40,0,12,0,0,52
4,30,2,8,4,far,1,143,2,34452,24544,21644,22412,143,0,0,119,0,24,0,0,143
4,30,2,8,4,unchanged,1,13,13,3276,1976,1968,2062,13,0,0,2,0,11,0,0,13
4,30,2,8,16,unchanged,0,3,3,648,672,496,510,2,0,1,2,0,1,0,0,3
4,30,2,8,16,one_edit,0,12,0,3744,3840,2768,2822,10,0,2,10,0,2,0,0,12
4,30,2,8,16,far,0,33,0,13464,13728,8856,9046,33,0,0,33,0,0,0,0,33
4,30,2,8,16,one_edit,1,52,0,25056,20864,14576,14798,52,0,0,42,0,10,0,0,52
4,30,2,8,16,far,1,143,2,65736,53560,38960,39728,143,0,0,125,0,18,0,0,143
4,30,2,8,16,unchanged,1,13,13,6552,3848,3768,3862,13,0,0,2,0,11,0,0,13
4,30,4,0,1,unchanged,0,1,1,45,53,53,53,0,0,1,0,1,0,0,1,0
4,30,4,0,1,one_edit,0,4,0,250,282,266,254,0,0,4,4,0,0,4,0,0
4,30,4,0,1,far,0,11,0,845,933,792,770,11,0,0,11,0,0,10,1,0
4,30,4,0,1,one_edit,1,60,0,17750,9952,9396,9178,60,0,0,46,14,0,46,14,0
4,30,4,0,1,unchanged,1,15,15,4455,2280,2280,2270,15,0,0,2,13,0,2,13,0
4,30,4,0,1,far,1,165,2,48655,27120,25867,25521,165,0,0,139,26,0,130,35,0
4,30,4,0,4,unchanged,0,1,1,60,68,68,68,0,0,1,0,1,0,0,1,0
4,30,4,0,4,one_edit,0,4,0,520,552,392,380,4,0,0,4,0,0,4,0,0
4,30,4,0,4,far,0,11,0,2060,2148,1320,1298,11,0,0,11,0,0,10,1,0
4,30,4,0,4,one_edit,1,60,0,23480,15328,11976,11732,60,0,0,52,8,0,52,8,0
4,30,4,0,4,unchanged,1,15,15,5940,3000,2944,2924,15,0,0,4,11,0,4,11,0
4,30,4,0,4,far,1,165,2,63940,41160,32764,32400,165,0,0,151,14,0,140,25,0
4,30,4,0,16,unchanged,0,1,1,120,128,128,128,0,0,1,0,1,0,0,1,0
4,30,4,0,16,one_edit,0,4,0,1600,1632,896,884,4,0,0,4,0,0,4,0,0
4,30,4,0,16,far,0,11,0,6920,7008,3432,3410,11,0,0,11,0,0,10,1,0
4,30,4,0,16,one_edit,1,60,0,46400,36832,22176,21932,60,0,0,52,8,0,52,8,0
4,30,4,0,16,unchanged,1,15,15,11880,5880,5560,5540,15,0,0,4,11,0,4,11,0
4,30,4,0,16,far,1,165,2,125080,97320,60088,59724,165,0,0,152,13,0,140,25,0
4,30,4,2,1,unchanged,0,1,1,45,53,53,55,0,0,1,0,0,1,0,0,1
4,30,4,2,1,one_edit,0,4,0,250,282,266,262,0,0,4,4,0,0,4,0,0
4,30,4,2,1,far,0,11,0,845,933,792,792,8,0,3,11,0,0,6,0,5
4,30,4,2,1,one_edit,1,60,0,17750,9952,9396,9298,60,0,0,46,0,14,46,0,14
4,30,4,2,1,unchanged,1,15,15,4455,2280,2280,2300,15,0,0,2,0,13,2,0,13
4,30,4,2,1,far,1,165,2,48655,27120,25867,25851,165,0,0,131,8,26,88,8,69
4,30,4,2,4,unchanged,0,1,1,60,68,68,70,0,0,1,0,0,1,0,0,1
4,30,4,2,4,one_edit,0,4,0,520,552,392,388,4,0,0,4,0,0,4,0,0
4,30,4,2,4,far,0,11,0,2060,2148,1320,1320,11,0,0,11,0,0,6,0,5
4,30,4,2,4,one_edit,1,60,0,23480,15328,11976,11852,60,0,0,52,0,8,52,0,8
4,30,4,2,4,unchanged,1,15,15,5940,3000,2944,2954,15,0,0,4,0,11,4,0,11
4,30,4,2,4,far,1,165,2,63940,41160,32764,32730,165,0,0,149,0,16,92,0,73
4,30,4,2,16,unchanged,0,1,1,120,128,128,130,0,0,1,0,0,1,0,0,1
4,30,4,2,16,one_edit,0,4,0,1600,1632,896,892,4,0,0,4,0,0,4,0,0
4,30,4,2,16,far,0,11,0,6920,7008,3432,3432,11,0,0,11,0,0,6,0,5
4,30,4,2,16,one_edit,1,60,0,46400,36832,22176,22052,60,0,0,52,0,8,52,0,8
4,30,4,2,16,unchanged,1,15,15,11880,5880,5560,5570,15,0,0,4,0,11,4,0,11
4,30,4,2,16,far,1,165,2,125080,97320,60088,60054,165,0,0,152,0,13,92,0,73
4,30,4,4,1,unchanged,0,1,1,45,53,53,57,0,0,1,0,0,1,0,0,1
4,30,4,4,1,one_edit,0,4,0,250,282,266,270,0,0,4,4,0,0,0,0,4
4,30,4,4,1,far,0,11,0,845,933,792,814,8,0,3,11,0,0,0,0,11
4,30,4,4,1,one_edit,1,60,0,17750,9952,9396,9418,60,0,0,46,0,14,40,0,20
4,30,4,4,1,unchanged,1,15,15,4455,2280,2280,2330,15,0,0,2,0,13,2,0,13
4,30,4,4,1,far,1,165,2,48655,27120,25867,26181,165,0,0,124,5,36,16,0,149
4,30,4,4,4,unchanged,0,1,1,60,68,68,72,0,0,1,0,0,1,0,0,1
4,30,4,4,4,one_edit,0,4,0,520,552,392,396,4,0,0,4,0,0,0,0,4
4,30,4,4,4,far,0,11,0,2060,2148,1320,1342,11,0,0,11,0,0,0,0,11
4,30,4,4,4,one_edit,1,60,0,23480,15328,11976,11972,60,0,0,52,0,8,44,0,16
4,30,4,4,4,unchanged,1,15,15,5940,3000,2944,2984,15,0,0,4,0,11,4,0,11
4,30,4,4,4,far,1,165,2,63940,41160,32764,33060,165,0,0,147,0,18,20,0,145
4,30,4,4,16,unchanged,0,1,1,120,128,128,132,0,0,1,0,0,1,0,0,1
4,30,4,4,16,one_edit,0,4,0,1600,1632,896,900,4,0,0,4,0,0,0,0,4
4,30,4,4,16,far,0,11,0,6920,7008,3432,3454,11,0,0,11,0,0,0,0,11
4,30,4,4,16,one_edit,1,60,0,46400,36832,22176,22172,60,0,0,52,0,8,44,0,16
4,30,4,4,16,unchanged,1,15,15,11880,5880,5560,5600,15,0,0,4,0,11,4,0,11
4,30,4,4,16,far,1,165,2,125080,97320,60088,60384,165,0,0,152,0,13,20,0,145
4,30,4,8,1,unchanged,0,1,1,45,53,53,61,0,0,1,0,0,1,0,0,1
4,30,4,8,1,one_edit,0,4,0,250,282,266,286,0,0,4,0,0,4,0,0,4
4,30,4,8,1,far,0,11,0,845,933,792,858,6,1,4,11,0,0,0,0,11
4,30,4,8,1,one_edit,1,60,0,17750,9952,9396,9658,60,0,0,40,0,20,0,0,60
4,30,4,8,1,unchanged,1,15,15,4455,2280,2280,2390,15,0,0,0,0,15,0,0,15
4,30,4,8,1,far,1,165,2,48655,27120,25867,26841,165,0,0,90,0,75,0,0,165
4,30,4,8,4,unchanged,0,1,1,60,68,68,76,0,0,1,0,0,1,0,0,1
4,30,4,8,4,one_edit,0,4,0,520,552,392,412,4,0,0,4,0,0,0,0,4
4,30,4,8,4,far,0,11,0,2060,2148,1320,1386,11,0,0,11,0,0,0,0,11
4,30,4,8,4,one_edit,1,60,0,23480,15328,11976,12212,60,0,0,48,0,12,0,0,60
4,30,4,8,4,unchanged,1,15,15,5940,3000,2944,3044,15,0,0,4,0,11,0,0,15
4,30,4,8,4,far,1,165,2,63940,41160,32764,33720,165,0,0,147,0,18,0,0,165
4,30,4,8,16,unchanged,0,1,1,120,128,128,136,0,0,1,0,0,1,0,0,1
4,30,4,8,16,one_edit,0,4,0,1600,1632,896,916,4,0,0,4,0,0,0,0,4
4,30,4,8,16,far,0,11,0,6920,7008,3432,3498,11,0,0,11,0,0,0,0,11
4,30,4,8,16,one_edit,1,60,0,46400,36832,22176,22412,60,0,0,52,0,8,0,0,60
4,30,4,8,16,unchanged,1,15,15,11880,5880,5560,5660,15,0,0,4,0,11,0,0,15
4,30,4,8,16,far,1,165,2,125080,97320,60088,61044,165,0,0,152,0,13,0,0,165
30,110,0,0,1,unchanged,0,16,16,1152,1280,1280,1280,0,0,16,0,16,0,0,16,0
30,110,0,0,1,one_edit,0,64,0,4608,5120,5120,5120,0,0,64,0,64,0,0,64,0
30,110,0,0,1,far,0,176,0,12672,14080,14080,14080,0,0,176,0,176,0,0,176,0
30,110,0,0,4,unchanged,0,16,16,1536,1664,1664,1664,0,0,16,0,16,0,0,16,0
30,110,0,0,4,one_edit,0,64,0,6144,6656,6656,6656,0,0,64,0,64,0,0,64,0
30,110,0,0,4,far,0,176,0,16896,18304,18304,18304,0,0,176,0,176,0,0,176,0
30,110,0,0,16,unchanged,0,16,16,3072,3200,3200,3200,0,0,16,0,16,0,0,16,0
30,110,0,0,16,one_edit,0,64,0,12288,12800,12800,12800,0,0,64,0,64,0,0,64,0
30,110,0,0,16,far,0,176,0,33792,35200,35200,35200,0,0,176,0,176,0,0,176,0
30,110,0,2,1,unchanged,0,16,16,1152,1280,1280,1312,0,0,16,0,0,16,0,0,16
30,110,0,2,1,one_edit,0,64,0,4608,5120,5120,5248,0,0,64,0,0,64,0,0,64
30,110,0,2,1,far,0,176,0,12672,14080,14080,14432,0,0,176,0,0,176,0,0,176
30,110,0,2,4,unchanged,0,16,16,1536,1664,1664,1696,0,0,16,0,0,16,0,0,16
30,110,0,2,4,one_edit,0,64,0,6144,6656,6656,6784,0,0,64,0,0,64,0,0,64
30,110,0,2,4,far,0,176,0,16896,18304,18304,18656,0,0,176,0,0,176,0,0,176
30,110,0,2,16,unchanged,0,16,16,3072,3200,3200,3232,0,0,16,0,0,16,0,0,16
30,110,0,2,16,one_edit,0,64,0,12288,12800,12800,12928,0,0,64,0,0,64,0,0,64
30,110,0,2,16,far,0,176,0,33792,35200,35200,35552,0,0,176,0,0,176,0,0,176
30,110,0,4,1,unchanged,0,16,16,1152,1280,1280,1344,0,0,16,0,0,16,0,0,16
30,110,0,4,1,one_edit,0,64,0,4608,5120,5120,5376,0,0,64,0,0,64,0,0,64
30,110,0,4,1,far,0,176,0,12672,14080,14080,14784,0,0,176,0,0,176,0,0,176
30,110,0,4,4,unchanged,0,16,16,1536,1664,1664,1728,0,0,16,0,0,16,0,0,16
30,110,0,4,4,one_edit,0,64,0,6144,6656,6656,6912,0,0,64,0,0,64,0,0,64
30,110,0,4,4,far,0,176,0,16896,18304,18304,19008,0,0,176,0,0,176,0,0,176
30,110,0,4,16,unchanged,0,16,16,3072,3200,3200,3264,0,0,16,0,0,16,0,0,16
30,110,0,4,16,one_edit,0,64,0,12288,12800,12800,13056,0,0,64,0,0,64,0,0,64
30,110,0,4,16,far,0,176,0,33792,35200,35200,35904,0,0,176,0,0,176,0,0,176
30,110,0,8,1,unchanged,0,16,16,1152,1280,1280,1408,0,0,16,0,0,16,0,0,16
30,110,0,8,1,one_edit,0,64,0,4608,5120,5120,5632,0,0,64,0,0,64,0,0,64
30,110,0,8,1,far,0,176,0,12672,14080,14080,15488,0,0,176,0,0,176,0,0,176
30,110,0,8,4,unchanged,0,16,16,1536,1664,1664,1792,0,0,16,0,0,16,0,0,16
30,110,0,8,4,one_edit,0,64,0,6144,6656,6656,7168,0,0,64,0,0,64,0,0,64
30,110,0,8,4,far,0,176,0,16896,18304,18304,19712,0,0,176,0,0,176,0,0,176
30,110,0,8,16,unchanged,0,16,16,3072,3200,3200,3328,0,0,16,0,0,16,0,0,16
30,110,0,8,16,one_edit,0,64,0,12288,12800,12800,13312,0,0,64,0,0,64,0,0,64
30,110,0,8,16,far,0,176,0,33792,35200,35200,36608,0,0,176,0,0,176,0,0,176
30,110,1,0,1,unchanged,1,16,16,2304,1568,1568,1568,16,0,0,0,16,0,0,16,0
30,110,1,0,1,one_edit,1,64,0,9216,6656,6656,6464,64,0,0,64,0,0,64,0,0
30,110,1,0,1,far,1,176,0,25344,18190,18190,18126,176,0,0,64,112,0,64,112,0
30,110,1,0,4,unchanged,1,16,16,3072,2048,2048,2048,16,0,0,0,16,0,0,16,0
30,110,1,0,4,one_edit,1,64,0,12288,9728,8704,8384,64,0,0,64,0,0,64,0,0
30,110,1,0,4,far,1,176,0,33792,26296,23936,23584,176,0,0,176,0,0,160,16,0
30,110,1,0,16,unchanged,1,16,16,6144,3968,3968,3968,16,0,0,0,16,0,0,16,0
30,110,1,0,16,one_edit,1,64,0,24576,22016,16384,16064,64,0,0,64,0,0,64,0,0
30,110,1,0,16,far,1,176,0,67584,58720,45056,44704,176,0,0,176,0,0,160,16,0
30,110,1,2,1,unchanged,1,16,16,2304,1568,1568,1600,16,0,0,0,0,16,0,0,16
30,110,1,2,1,one_edit,1,64,0,9216,6656,6656,6592,64,0,0,64,0,0,64,0,0
30,110,1,2,1,far,1,176,0,25344,18190,18190,18478,176,0,0,0,0,176,0,0,176
30,110,1,2,4,unchanged,1,16,16,3072,2048,2048,2080,16,0,0,0,0,16,0,0,16
30,110,1,2,4,one_edit,1,64,0,12288,9728,8704,8512,64,0,0,64,0,0,64,0,0
30,110,1,2,4,far,1,176,0,33792,26296,23936,23936,176,0,0,176,0,0,96,0,80
30,110,1,2,16,unchanged,1,16,16,6144,3968,3968,4000,16,0,0,0,0,16,0,0,16
30,110,1,2,16,one_edit,1,64,0,24576,22016,16384,16192,64,0,0,64,0,0,64,0,0
30,110,1,2,16,far,1,176,0,67584,58720,45056,45056,176,0,0,176,0,0,96,0,80
30,110,1,4,1,unchanged,1,16,16,2304,1568,1568,1632,16,0,0,0,0,16,0,0,16
30,110,1,4,1,one_edit,1,64,0,9216,6656,6656,6720,64,0,0,0,0,64,0,0,64
30,110,1,4,1,far,1,176,0,25344,18190,18190,18830,176,0,0,0,0,176,0,0,176
30,110,1,4,4,unchanged,1,16,16,3072,2048,2048,2112,16,0,0,0,0,16,0,0,16
30,110,1,4,4,one_edit,1,64,0,12288,9728,8704,8640,64,0,0,64,0,0,64,0,0
30,110,1,4,4,far,1,176,0,33792,26296,23936,24288,176,0,0,170,6,0,0,0,176
30,110,1,4,16,unchanged,1,16,16,6144,3968,3968,4032,16,0,0,0,0,16,0,0,16
30,110,1,4,16,one_edit,1,64,0,24576,22016,16384,16320,64,0,0,64,0,0,64,0,0
30,110,1,4,16,far,1,176,0,67584,58720,45056,45408,176,0,0,176,0,0,0,0,176
30,110,1,8,1,unchanged,1,16,16,2304,1568,1568,1696,16,0,0,0,0,16,0,0,16
30,110,1,8,1,one_edit,1,64,0,9216,6656,6656,6976,64,0,0,0,0,64,0,0,64
30,110,1,8,1,far,1,176,0,25344,18190,18190,19534,176,0,0,0,0,176,0,0,176
30,110,1,8,4,unchanged,1,16,16,3072,2048,2048,2176,16,0,0,0,0,16,0,0,16
30,110,1,8,4,one_edit,1,64,0,12288,9728,8704,8896,64,0,0,64,0,0,0,0,64
30,110,1,8,4,far,1,176,0,33792,26296,23936,24992,176,0,0,138,0,38,0,0,176
30,110,1,8,16,unchanged,1,16,16,6144,3968,3968,4096,16,0,0,0,0,16,0,0,16
30,110,1,8,16,one_edit,1,64,0,24576,22016,16384,16576,64,0,0,64,0,0,0,0,64
30,110,1,8,16,far,1,176,0,67584,58720,45056,46112,176,0,0,176,0,0,0,0,176
30,110,2,0,1,unchanged,1,16,16,3456,1856,1856,1856,16,0,0,0,16,0,0,16,0
30,110,2,0,1,one_edit,1,64,0,13824,8192,7936,7616,64,0,0,64,0,0,64,0,0
30,110,2,0,1,far,1,176,0,38016,22300,21748,21460,176,0,0,170,6,0,160,16,0
30,110,2,0,4,unchanged,1,16,16,4608,2432,2432,2432,16,0,0,0,16,0,0,16,0
30,110,2,0,4,one_edit,1,64,0,18432,12800,10240,9920,64,0,0,64,0,0,64,0,0
30,110,2,0,4,far,1,176,0,50688,34288,28160,27808,176,0,0,176,0,0,160,16,0
30,110,2,0,16,unchanged,1,16,16,9216,4736,4736,4736,16,0,0,0,16,0,0,16,0
30,110,2,0,16,one_edit,1,64,0,36864,31232,19456,19136,64,0,0,64,0,0,64,0,0
30,110,2,0,16,far,1,176,0,101376,82240,53504,53152,176,0,0,176,0,0,160,16,0
30,110,2,2,1,unchanged,1,16,16,3456,1856,1856,1888,16,0,0,0,0,16,0,0,16
30,110,2,2,1,one_edit,1,64,0,13824,8192,7936,7744,64,0,0,64,0,0,64,0,0
30,110,2,2,1,far,1,176,0,38016,22300,21748,21812,176,0,0,138,0,38,64,0,112
30,110,2,2,4,unchanged,1,16,16,4608,2432,2432,2464,16,0,0,0,0,16,0,0,16
30,110,2,2,4,one_edit,1,64,0,18432,12800,10240,10048,64,0,0,64,0,0,64,0,0
30,110,2,2,4,far,1,176,0,50688,34288,28160,28160,176,0,0,176,0,0,96,0,80
30,110,2,2,16,unchanged,1,16,16,9216,4736,4736,4768,16,0,0,0,0,16,0,0,16
30,110,2,2,16,one_edit,1,64,0,36864,31232,19456,19264,64,0,0,64,0,0,64,0,0
30,110,2,2,16,far,1,176,0,101376,82240,53504,53504,176,0,0,176,0,0,96,0,80
30,110,2,4,1,unchanged,1,16,16,3456,1856,1856,1920,16,0,0,0,0,16,0,0,16
30,110,2,4,1,one_edit,1,64,0,13824,8192,7936,7872,64,0,0,64,0,0,64,0,0
30,110,2,4,1,far,1,176,0,38016,22300,21748,22164,176,0,0,128,10,38,0,0,176
30,110,2,4,4,unchanged,1,16,16,4608,2432,2432,2496,16,0,0,0,0,16,0,0,16
30,110,2,4,4,one_edit,1,64,0,18432,12800,10240,10176,64,0,0,64,0,0,64,0,0
30,110,2,4,4,far,1,176,0,50688,34288,28160,28512,176,0,0,176,0,0,0,0,176
30,110,2,4,16,unchanged,1,16,16,9216,4736,4736,4800,16,0,0,0,0,16,0,0,16
30,110,2,4,16,one_edit,1,64,0,36864,31232,19456,19392,64,0,0,64,0,0,64,0,0
30,110,2,4,16,far,1,176,0,101376,82240,53504,53856,176,0,0,176,0,0,0,0,176
30,110,2,8,1,unchanged,1,16,16,3456,1856,1856,1984,16,0,0,0,0,16,0,0,16
30,110,2,8,1,one_edit,1,64,0,13824,8192,7936,8128,64,0,0,64,0,0,0,0,64
30,110,2,8,1,far,1,176,0,38016,22300,21748,22868,176,0,0,0,0,176,0,0,176
30,110,2,8,4,unchanged,1,16,16,4608,2432,2432,2560,16,0,0,0,0,16,0,0,16
30,110,2,8,4,one_edit,1,64,0,18432,12800,10240,10432,64,0,0,64,0,0,0,0,64
30,110,2,8,4,far,1,176,0,50688,34288,28160,29216,176,0,0,176,0,0,0,0,176
30,110,2,8,16,unchanged,1,16,16,9216,4736,4736,4864,16,0,0,0,0,16,0,0,16
30,110,2,8,16,one_edit,1,64,0,36864,31232,19456,19648,64,0,0,64,0,0,0,0,64
30,110,2,8,16,far,1,176,0,101376,82240,53504,54560,176,0,0,176,0,0,0,0,176
30,110,4,0,1,unchanged,1,16,16,5760,2432,2432,2432,16,0,0,0,16,0,0,16,0
30,110,4,0,1,one_edit,1,64,0,23040,11264,10240,9920,64,0,0,64,0,0,64,0,0
30,110,4,0,1,far,1,176,0,63360,30520,28160,27808,176,0,0,176,0,0,160,16,0
