A,B,dispatch,trace,K,shift,useful_inheritance,cases,same_task_map,sum_uncompiled,sum_frozen,sum_replace,sum_revisable,revision_win_uncompiled,revision_tie_uncompiled,revision_loss_uncompiled,revision_win_frozen,revision_tie_frozen,revision_loss_frozen,revision_win_replace,revision_tie_replace,revision_loss_replace
30,110,4,0,4,unchanged,1,16,16,7680,3200,3200,3200,16,0,0,0,16,0,0,16,0
30,110,4,0,4,one_edit,1,64,0,30720,18944,13312,12992,64,0,0,64,0,0,64,0,0
30,110,4,0,4,far,1,176,0,84480,50272,36608,36256,176,0,0,176,0,0,160,16,0
30,110,4,0,16,unchanged,1,16,16,15360,6272,6272,6272,16,0,0,0,16,0,0,16,0
30,110,4,0,16,one_edit,1,64,0,61440,49664,25600,25280,64,0,0,64,0,0,64,0,0
30,110,4,0,16,far,1,176,0,168960,129280,70400,70048,176,0,0,176,0,0,160,16,0
30,110,4,2,1,unchanged,1,16,16,5760,2432,2432,2464,16,0,0,0,0,16,0,0,16
30,110,4,2,1,one_edit,1,64,0,23040,11264,10240,10048,64,0,0,64,0,0,64,0,0
30,110,4,2,1,far,1,176,0,63360,30520,28160,28160,176,0,0,176,0,0,96,0,80
30,110,4,2,4,unchanged,1,16,16,7680,3200,3200,3232,16,0,0,0,0,16,0,0,16
30,110,4,2,4,one_edit,1,64,0,30720,18944,13312,13120,64,0,0,64,0,0,64,0,0
30,110,4,2,4,far,1,176,0,84480,50272,36608,36608,176,0,0,176,0,0,96,0,80
30,110,4,2,16,unchanged,1,16,16,15360,6272,6272,6304,16,0,0,0,0,16,0,0,16
30,110,4,2,16,one_edit,1,64,0,61440,49664,25600,25408,64,0,0,64,0,0,64,0,0
30,110,4,2,16,far,1,176,0,168960,129280,70400,70400,176,0,0,176,0,0,96,0,80
30,110,4,4,1,unchanged,1,16,16,5760,2432,2432,2496,16,0,0,0,0,16,0,0,16
30,110,4,4,1,one_edit,1,64,0,23040,11264,10240,10176,64,0,0,64,0,0,64,0,0
30,110,4,4,1,far,1,176,0,63360,30520,28160,28512,176,0,0,170,6,0,0,0,176
30,110,4,4,4,unchanged,1,16,16,7680,3200,3200,3264,16,0,0,0,0,16,0,0,16
30,110,4,4,4,one_edit,1,64,0,30720,18944,13312,13248,64,0,0,64,0,0,64,0,0
30,110,4,4,4,far,1,176,0,84480,50272,36608,36960,176,0,0,176,0,0,0,0,176
30,110,4,4,16,unchanged,1,16,16,15360,6272,6272,6336,16,0,0,0,0,16,0,0,16
30,110,4,4,16,one_edit,1,64,0,61440,49664,25600,25536,64,0,0,64,0,0,64,0,0
30,110,4,4,16,far,1,176,0,168960,129280,70400,70752,176,0,0,176,0,0,0,0,176
30,110,4,8,1,unchanged,1,16,16,5760,2432,2432,2560,16,0,0,0,0,16,0,0,16
30,110,4,8,1,one_edit,1,64,0,23040,11264,10240,10432,64,0,0,64,0,0,0,0,64
30,110,4,8,1,far,1,176,0,63360,30520,28160,29216,176,0,0,138,0,38,0,0,176
30,110,4,8,4,unchanged,1,16,16,7680,3200,3200,3328,16,0,0,0,0,16,0,0,16
30,110,4,8,4,one_edit,1,64,0,30720,18944,13312,13504,64,0,0,64,0,0,0,0,64
30,110,4,8,4,far,1,176,0,84480,50272,36608,37664,176,0,0,176,0,0,0,0,176
30,110,4,8,16,unchanged,1,16,16,15360,6272,6272,6400,16,0,0,0,0,16,0,0,16
30,110,4,8,16,one_edit,1,64,0,61440,49664,25600,25792,64,0,0,64,0,0,0,0,64
30,110,4,8,16,far,1,176,0,168960,129280,70400,71456,176,0,0,176,0,0,0,0,176
51,170,0,0,1,unchanged,0,16,16,576,704,704,704,0,0,16,0,16,0,0,16,0
51,170,0,0,1,one_edit,0,64,0,2304,2816,2816,2816,0,0,64,0,64,0,0,64,0
51,170,0,0,1,far,0,176,54,6336,7744,7744,7744,0,0,176,0,176,0,0,176,0
51,170,0,0,4,unchanged,0,16,16,768,896,896,896,0,0,16,0,16,0,0,16,0
51,170,0,0,4,one_edit,0,64,0,3072,3584,3584,3584,0,0,64,0,64,0,0,64,0
51,170,0,0,4,far,0,176,54,8448,9856,9856,9856,0,0,176,0,176,0,0,176,0
51,170,0,0,16,unchanged,0,16,16,1536,1664,1664,1664,0,0,16,0,16,0,0,16,0
51,170,0,0,16,one_edit,0,64,0,6144,6656,6656,6656,0,0,64,0,64,0,0,64,0
51,170,0,0,16,far,0,176,54,16896,18304,18304,18304,0,0,176,0,176,0,0,176,0
51,170,0,2,1,unchanged,0,16,16,576,704,704,736,0,0,16,0,0,16,0,0,16
51,170,0,2,1,one_edit,0,64,0,2304,2816,2816,2944,0,0,64,0,0,64,0,0,64
51,170,0,2,1,far,0,176,54,6336,7744,7744,8096,0,0,176,0,0,176,0,0,176
51,170,0,2,4,unchanged,0,16,16,768,896,896,928,0,0,16,0,0,16,0,0,16
51,170,0,2,4,one_edit,0,64,0,3072,3584,3584,3712,0,0,64,0,0,64,0,0,64
51,170,0,2,4,far,0,176,54,8448,9856,9856,10208,0,0,176,0,0,176,0,0,176
51,170,0,2,16,unchanged,0,16,16,1536,1664,1664,1696,0,0,16,0,0,16,0,0,16
51,170,0,2,16,one_edit,0,64,0,6144,6656,6656,6784,0,0,64,0,0,64,0,0,64
51,170,0,2,16,far,0,176,54,16896,18304,18304,18656,0,0,176,0,0,176,0,0,176
51,170,0,4,1,unchanged,0,16,16,576,704,704,768,0,0,16,0,0,16,0,0,16
51,170,0,4,1,one_edit,0,64,0,2304,2816,2816,3072,0,0,64,0,0,64,0,0,64
51,170,0,4,1,far,0,176,54,6336,7744,7744,8448,0,0,176,0,0,176,0,0,176
51,170,0,4,4,unchanged,0,16,16,768,896,896,960,0,0,16,0,0,16,0,0,16
51,170,0,4,4,one_edit,0,64,0,3072,3584,3584,3840,0,0,64,0,0,64,0,0,64
51,170,0,4,4,far,0,176,54,8448,9856,9856,10560,0,0,176,0,0,176,0,0,176
51,170,0,4,16,unchanged,0,16,16,1536,1664,1664,1728,0,0,16,0,0,16,0,0,16
51,170,0,4,16,one_edit,0,64,0,6144,6656,6656,6912,0,0,64,0,0,64,0,0,64
51,170,0,4,16,far,0,176,54,16896,18304,18304,19008,0,0,176,0,0,176,0,0,176
51,170,0,8,1,unchanged,0,16,16,576,704,704,832,0,0,16,0,0,16,0,0,16
51,170,0,8,1,one_edit,0,64,0,2304,2816,2816,3328,0,0,64,0,0,64,0,0,64
51,170,0,8,1,far,0,176,54,6336,7744,7744,9152,0,0,176,0,0,176,0,0,176
51,170,0,8,4,unchanged,0,16,16,768,896,896,1024,0,0,16,0,0,16,0,0,16
51,170,0,8,4,one_edit,0,64,0,3072,3584,3584,4096,0,0,64,0,0,64,0,0,64
51,170,0,8,4,far,0,176,54,8448,9856,9856,11264,0,0,176,0,0,176,0,0,176
51,170,0,8,16,unchanged,0,16,16,1536,1664,1664,1792,0,0,16,0,0,16,0,0,16
51,170,0,8,16,one_edit,0,64,0,6144,6656,6656,7168,0,0,64,0,0,64,0,0,64
51,170,0,8,16,far,0,176,54,16896,18304,18304,19712,0,0,176,0,0,176,0,0,176
51,170,1,0,1,unchanged,0,11,11,576,664,664,664,0,0,11,0,11,0,0,11,0
51,170,1,0,1,one_edit,0,44,0,2352,2704,2704,2704,0,0,44,0,44,0,0,44,0
51,170,1,0,1,far,0,121,42,6672,7640,7640,7634,0,0,121,6,115,0,6,115,0
51,170,1,0,1,far,1,55,12,6000,5166,5166,5166,55,0,0,0,55,0,0,55,0
51,170,1,0,1,one_edit,1,20,0,2256,1956,1956,1944,20,0,0,4,16,0,4,16,0
51,170,1,0,1,unchanged,1,5,5,576,490,490,490,5,0,0,0,5,0,0,5,0
51,170,1,0,4,unchanged,0,11,11,768,856,832,814,0,0,11,6,5,0,6,5,0
51,170,1,0,4,one_edit,0,44,0,3264,3616,3520,3472,0,0,44,24,20,0,24,20,0
51,170,1,0,4,far,0,121,42,9792,10760,10264,10088,11,0,110,91,30,0,80,41,0
51,170,1,0,4,far,1,55,12,7104,6144,6096,6024,55,0,0,24,31,0,24,31,0
51,170,1,0,4,one_edit,1,20,0,2880,2544,2432,2352,20,0,0,16,4,0,16,4,0
51,170,1,0,4,unchanged,1,5,5,768,640,640,636,5,0,0,4,1,0,4,1,0
51,170,1,0,16,unchanged,0,11,11,1536,1624,1384,1366,6,0,5,6,5,0,6,5,0
51,170,1,0,16,one_edit,0,44,0,6912,7264,6304,6256,24,0,20,24,20,0,24,20,0
51,170,1,0,16,far,0,121,42,22272,23240,19072,18896,91,0,30,91,30,0,80,41,0
51,170,1,0,16,far,1,55,12,11520,10056,9480,9360,55,0,0,24,31,0,24,31,0
51,170,1,0,16,one_edit,1,20,0,5376,4896,4064,3984,20,0,0,16,4,0,16,4,0
51,170,1,0,16,unchanged,1,5,5,1536,1240,1208,1188,5,0,0,4,1,0,4,1,0
51,170,1,2,1,unchanged,0,11,11,576,664,664,686,0,0,11,0,0,11,0,0,11
51,170,1,2,1,one_edit,0,44,0,2352,2704,2704,2792,0,0,44,0,0,44,0,0,44
51,170,1,2,1,far,0,121,42,6672,7640,7640,7876,0,0,121,0,0,121,0,0,121
51,170,1,2,1,far,1,55,12,6000,5166,5166,5276,55,0,0,0,0,55,0,0,55
51,170,1,2,1,one_edit,1,20,0,2256,1956,1956,1984,20,0,0,4,0,16,4,0,16
51,170,1,2,1,unchanged,1,5,5,576,490,490,500,5,0,0,0,0,5,0,0,5
51,170,1,2,4,unchanged,0,11,11,768,856,832,836,0,0,11,6,0,5,6,0,5
51,170,1,2,4,one_edit,0,44,0,3264,3616,3520,3560,0,0,44,24,0,20,12,0,32
51,170,1,2,4,far,0,121,42,9792,10760,10264,10330,11,0,110,91,0,30,48,0,73
51,170,1,2,4,far,1,55,12,7104,6144,6096,6134,55,0,0,12,0,43,12,0,43
51,170,1,2,4,one_edit,1,20,0,2880,2544,2432,2392,20,0,0,16,0,4,16,0,4
51,170,1,2,4,unchanged,1,5,5,768,640,640,646,5,0,0,0,0,5,0,0,5
51,170,1,2,16,unchanged,0,11,11,1536,1624,1384,1388,6,0,5,6,0,5,6,0,5
51,170,1,2,16,one_edit,0,44,0,6912,7264,6304,6344,24,0,20,24,0,20,12,0,32
51,170,1,2,16,far,0,121,42,22272,23240,19072,19138,91,0,30,91,0,30,48,0,73
51,170,1,2,16,far,1,55,12,11520,10056,9480,9470,55,0,0,24,0,31,24,0,31
51,170,1,2,16,one_edit,1,20,0,5376,4896,4064,4024,20,0,0,16,0,4,16,0,4
51,170,1,2,16,unchanged,1,5,5,1536,1240,1208,1198,5,0,0,4,0,1,4,0,1
51,170,1,4,1,unchanged,0,11,11,576,664,664,708,0,0,11,0,0,11,0,0,11
51,170,1,4,1,one_edit,0,44,0,2352,2704,2704,2880,0,0,44,0,0,44,0,0,44
51,170,1,4,1,far,0,121,42,6672,7640,7640,8118,0,0,121,0,0,121,0,0,121
51,170,1,4,1,far,1,55,12,6000,5166,5166,5386,55,0,0,0,0,55,0,0,55
51,170,1,4,1,one_edit,1,20,0,2256,1956,1956,2024,20,0,0,0,0,20,0,0,20
51,170,1,4,1,unchanged,1,5,5,576,490,490,510,5,0,0,0,0,5,0,0,5
51,170,1,4,4,unchanged,0,11,11,768,856,832,858,0,0,11,6,0,5,0,0,11
51,170,1,4,4,one_edit,0,44,0,3264,3616,3520,3648,0,0,44,24,0,20,0,0,44
51,170,1,4,4,far,0,121,42,9792,10760,10264,10572,11,0,110,81,10,30,0,0,121
51,170,1,4,4,far,1,55,12,7104,6144,6096,6244,55,0,0,12,0,43,12,0,43
51,170,1,4,4,one_edit,1,20,0,2880,2544,2432,2432,20,0,0,16,0,4,16,0,4
51,170,1,4,4,unchanged,1,5,5,768,640,640,656,5,0,0,0,0,5,0,0,5
51,170,1,4,16,unchanged,0,11,11,1536,1624,1384,1410,6,0,5,6,0,5,0,0,11
51,170,1,4,16,one_edit,0,44,0,6912,7264,6304,6432,24,0,20,24,0,20,0,0,44
51,170,1,4,16,far,0,121,42,22272,23240,19072,19380,91,0,30,91,0,30,0,0,121
51,170,1,4,16,far,1,55,12,11520,10056,9480,9580,55,0,0,24,0,31,24,0,31
51,170,1,4,16,one_edit,1,20,0,5376,4896,4064,4064,20,0,0,16,0,4,16,0,4
51,170,1,4,16,unchanged,1,5,5,1536,1240,1208,1208,5,0,0,4,0,1,4,0,1
51,170,1,8,1,unchanged,0,11,11,576,664,664,752,0,0,11,0,0,11,0,0,11
51,170,1,8,1,one_edit,0,44,0,2352,2704,2704,3056,0,0,44,0,0,44,0,0,44
51,170,1,8,1,far,0,121,42,6672,7640,7640,8602,0,0,121,0,0,121,0,0,121
51,170,1,8,1,far,1,55,12,6000,5166,5166,5606,23,32,0,0,0,55,0,0,55
51,170,1,8,1,one_edit,1,20,0,2256,1956,1956,2104,8,12,0,0,0,20,0,0,20
51,170,1,8,1,unchanged,1,5,5,576,490,490,530,5,0,0,0,0,5,0,0,5
51,170,1,8,4,unchanged,0,11,11,768,856,832,902,0,0,11,0,0,11,0,0,11
51,170,1,8,4,one_edit,0,44,0,3264,3616,3520,3824,0,0,44,0,0,44,0,0,44
51,170,1,8,4,far,0,121,42,9792,10760,10264,11056,10,1,110,11,0,110,0,0,121
51,170,1,8,4,far,1,55,12,7104,6144,6096,6464,35,20,0,12,0,43,0,0,55
51,170,1,8,4,one_edit,1,20,0,2880,2544,2432,2512,20,0,0,16,0,4,0,0,20
51,170,1,8,4,unchanged,1,5,5,768,640,640,676,5,0,0,0,0,5,0,0,5
51,170,1,8,16,unchanged,0,11,11,1536,1624,1384,1454,6,0,5,6,0,5,0,0,11
51,170,1,8,16,one_edit,0,44,0,6912,7264,6304,6608,24,0,20,24,0,20,0,0,44
51,170,1,8,16,far,0,121,42,22272,23240,19072,19864,91,0,30,91,0,30,0,0,121
51,170,1,8,16,far,1,55,12,11520,10056,9480,9800,35,20,0,24,0,31,0,0,55
51,170,1,8,16,one_edit,1,20,0,5376,4896,4064,4144,20,0,0,16,0,4,0,0,20
51,170,1,8,16,unchanged,1,5,5,1536,1240,1208,1228,5,0,0,4,0,1,0,0,5
51,170,2,0,1,unchanged,0,11,11,864,952,952,946,0,0,11,6,5,0,6,5,0
51,170,2,0,1,one_edit,0,44,0,3528,3880,3880,3844,0,0,44,12,32,0,12,32,0
51,170,2,0,1,far,0,121,42,10008,10976,10932,10828,0,0,121,69,52,0,68,53,0
51,170,2,0,1,far,1,55,12,9000,6164,6164,6128,55,0,0,12,43,0,12,43,0
51,170,2,0,1,one_edit,1,20,0,3384,2368,2352,2296,20,0,0,16,4,0,16,4,0
51,170,2,0,1,unchanged,1,5,5,864,580,580,580,5,0,0,0,5,0,0,5,0
51,170,2,0,4,unchanged,0,11,11,1152,1240,1144,1126,6,0,5,6,5,0,6,5,0
51,170,2,0,4,one_edit,0,44,0,4896,5248,4864,4792,24,0,20,24,20,0,24,20,0
51,170,2,0,4,far,0,121,42,14688,15656,13936,13700,91,0,30,91,30,0,84,37,0
51,170,2,0,4,far,1,55,12,10656,7496,7304,7244,55,0,0,12,43,0,12,43,0
51,170,2,0,4,one_edit,1,20,0,4320,3232,2880,2800,20,0,0,16,4,0,16,4,0
51,170,2,0,4,unchanged,1,5,5,1152,760,760,760,5,0,0,0,5,0,0,5,0
51,170,2,0,16,unchanged,0,11,11,2304,2392,1864,1846,6,0,5,6,5,0,6,5,0
51,170,2,0,16,one_edit,0,44,0,10368,10720,8608,8536,24,0,20,24,20,0,24,20,0
51,170,2,0,16,far,0,121,42,33408,34376,25312,25076,91,0,30,91,30,0,84,37,0
51,170,2,0,16,far,1,55,12,17280,12824,11768,11708,55,0,0,12,43,0,12,43,0
51,170,2,0,16,one_edit,1,20,0,8064,6688,4896,4816,20,0,0,16,4,0,16,4,0
51,170,2,0,16,unchanged,1,5,5,2304,1480,1480,1480,5,0,0,0,5,0,0,5,0
51,170,2,2,1,unchanged,0,11,11,864,952,952,968,0,0,11,0,0,11,0,0,11
51,170,2,2,1,one_edit,0,44,0,3528,3880,3880,3932,0,0,44,12,0,32,12,0,32
51,170,2,2,1,far,0,121,42,10008,10976,10932,11070,0,0,121,23,0,98,18,0,103
51,170,2,2,1,far,1,55,12,9000,6164,6164,6238,55,0,0,12,0,43,12,0,43
51,170,2,2,1,one_edit,1,20,0,3384,2368,2352,2336,20,0,0,16,0,4,16,0,4
51,170,2,2,1,unchanged,1,5,5,864,580,580,590,5,0,0,0,0,5,0,0,5
51,170,2,2,4,unchanged,0,11,11,1152,1240,1144,1148,6,0,5,6,0,5,6,0,5
51,170,2,2,4,one_edit,0,44,0,4896,5248,4864,4880,24,0,20,24,0,20,12,0,32
51,170,2,2,4,far,0,121,42,14688,15656,13936,13942,91,0,30,91,0,30,64,0,57
51,170,2,2,4,far,1,55,12,10656,7496,7304,7354,55,0,0,12,0,43,12,0,43
51,170,2,2,4,one_edit,1,20,0,4320,3232,2880,2840,20,0,0,16,0,4,16,0,4
51,170,2,2,4,unchanged,1,5,5,1152,760,760,770,5,0,0,0,0,5,0,0,5
51,170,2,2,16,unchanged,0,11,11,2304,2392,1864,1868,6,0,5,6,0,5,6,0,5
51,170,2,2,16,one_edit,0,44,0,10368,10720,8608,8624,24,0,20,24,0,20,12,0,32
51,170,2,2,16,far,0,121,42,33408,34376,25312,25318,91,0,30,91,0,30,64,0,57
51,170,2,2,16,far,1,55,12,17280,12824,11768,11818,55,0,0,12,0,43,12,0,43
51,170,2,2,16,one_edit,1,20,0,8064,6688,4896,4856,20,0,0,16,0,4,16,0,4
51,170,2,2,16,unchanged,1,5,5,2304,1480,1480,1490,5,0,0,0,0,5,0,0,5
51,170,2,4,1,unchanged,0,11,11,864,952,952,990,0,0,11,0,0,11,0,0,11
51,170,2,4,1,one_edit,0,44,0,3528,3880,3880,4020,0,0,44,0,0,44,0,0,44
51,170,2,4,1,far,0,121,42,10008,10976,10932,11312,0,0,121,10,1,110,0,0,121
51,170,2,4,1,far,1,55,12,9000,6164,6164,6348,55,0,0,0,0,55,0,0,55
51,170,2,4,1,one_edit,1,20,0,3384,2368,2352,2376,20,0,0,4,0,16,4,0,16
51,170,2,4,1,unchanged,1,5,5,864,580,580,600,5,0,0,0,0,5,0,0,5
51,170,2,4,4,unchanged,0,11,11,1152,1240,1144,1170,6,0,5,6,0,5,0,0,11
51,170,2,4,4,one_edit,0,44,0,4896,5248,4864,4968,24,0,20,24,0,20,12,0,32
51,170,2,4,4,far,0,121,42,14688,15656,13936,14184,91,0,30,91,0,30,12,0,109
51,170,2,4,4,far,1,55,12,10656,7496,7304,7464,55,0,0,12,0,43,12,0,43
51,170,2,4,4,one_edit,1,20,0,4320,3232,2880,2880,20,0,0,16,0,4,16,0,4
51,170,2,4,4,unchanged,1,5,5,1152,760,760,780,5,0,0,0,0,5,0,0,5
51,170,2,4,16,unchanged,0,11,11,2304,2392,1864,1890,6,0,5,6,0,5,0,0,11
51,170,2,4,16,one_edit,0,44,0,10368,10720,8608,8712,24,0,20,24,0,20,12,0,32
51,170,2,4,16,far,0,121,42,33408,34376,25312,25560,91,0,30,91,0,30,12,0,109
51,170,2,4,16,far,1,55,12,17280,12824,11768,11928,55,0,0,12,0,43,12,0,43
51,170,2,4,16,one_edit,1,20,0,8064,6688,4896,4896,20,0,0,16,0,4,16,0,4
51,170,2,4,16,unchanged,1,5,5,2304,1480,1480,1500,5,0,0,0,0,5,0,0,5
51,170,2,8,1,unchanged,0,11,11,864,952,952,1034,0,0,11,0,0,11,0,0,11
51,170,2,8,1,one_edit,0,44,0,3528,3880,3880,4196,0,0,44,0,0,44,0,0,44
51,170,2,8,1,far,0,121,42,10008,10976,10932,11796,0,0,121,0,0,121,0,0,121
51,170,2,8,1,far,1,55,12,9000,6164,6164,6568,55,0,0,0,0,55,0,0,55
51,170,2,8,1,one_edit,1,20,0,3384,2368,2352,2456,20,0,0,4,0,16,0,0,20
51,170,2,8,1,unchanged,1,5,5,864,580,580,620,5,0,0,0,0,5,0,0,5
51,170,2,8,4,unchanged,0,11,11,1152,1240,1144,1214,6,0,5,6,0,5,0,0,11
51,170,2,8,4,one_edit,0,44,0,4896,5248,4864,5144,24,0,20,24,0,20,0,0,44
51,170,2,8,4,far,0,121,42,14688,15656,13936,14668,85,6,30,91,0,30,0,0,121
51,170,2,8,4,far,1,55,12,10656,7496,7304,7684,55,0,0,12,0,43,0,0,55
51,170,2,8,4,one_edit,1,20,0,4320,3232,2880,2960,20,0,0,16,0,4,0,0,20
51,170,2,8,4,unchanged,1,5,5,1152,760,760,800,5,0,0,0,0,5,0,0,5
51,170,2,8,16,unchanged,0,11,11,2304,2392,1864,1934,6,0,5,6,0,5,0,0,11
51,170,2,8,16,one_edit,0,44,0,10368,10720,8608,8888,24,0,20,24,0,20,0,0,44
51,170,2,8,16,far,0,121,42,33408,34376,25312,26044,91,0,30,91,0,30,0,0,121
51,170,2,8,16,far,1,55,12,17280,12824,11768,12148,55,0,0,12,0,43,0,0,55
51,170,2,8,16,one_edit,1,20,0,8064,6688,4896,4976,20,0,0,16,0,4,0,0,20
51,170,2,8,16,unchanged,1,5,5,2304,1480,1480,1520,5,0,0,0,0,5,0,0,5
51,170,4,0,1,unchanged,0,5,5,360,400,400,400,0,0,5,0,5,0,0,5,0
51,170,4,0,1,one_edit,0,20,0,1560,1720,1672,1660,0,0,20,12,8,0,12,8,0
51,170,4,0,1,far,0,55,12,4800,5240,4968,4900,21,0,34,43,12,0,36,19,0
51,170,4,0,1,far,1,121,42,26880,18264,18096,17868,121,0,0,60,61,0,60,61,0
51,170,4,0,1,one_edit,1,44,0,9960,6864,6728,6588,44,0,0,28,16,0,28,16,0
51,170,4,0,1,unchanged,1,11,11,2520,1672,1672,1654,11,0,0,6,5,0,6,5,0
51,170,4,0,4,unchanged,0,5,5,480,520,520,500,0,0,5,4,1,0,4,1,0
51,170,4,0,4,one_edit,0,20,0,2400,2560,2080,2056,12,0,8,16,4,0,16,4,0
51,170,4,0,4,far,0,55,12,8640,9080,6960,6832,43,0,12,55,0,0,48,7,0
51,170,4,0,4,far,1,121,42,33600,23688,21576,21256,121,0,0,80,41,0,80,41,0
51,170,4,0,4,one_edit,1,44,0,12960,9504,8288,8128,44,0,0,32,12,0,32,12,0
51,170,4,0,4,unchanged,1,11,11,3360,2200,2056,2038,11,0,0,6,5,0,6,5,0
51,170,4,0,16,unchanged,0,5,5,960,1000,904,884,4,0,1,4,1,0,4,1,0
51,170,4,0,16,one_edit,0,20,0,5760,5920,3616,3592,16,0,4,16,4,0,16,4,0
51,170,4,0,16,far,0,55,12,24000,24440,14640,14512,55,0,0,55,0,0,48,7,0
51,170,4,0,16,far,1,121,42,60480,45384,35016,34696,121,0,0,80,41,0,80,41,0
51,170,4,0,16,one_edit,1,44,0,24960,20064,14432,14272,44,0,0,32,12,0,32,12,0
51,170,4,0,16,unchanged,1,11,11,6720,4312,3592,3574,11,0,0,6,5,0,6,5,0
51,170,4,2,1,unchanged,0,5,5,360,400,400,410,0,0,5,0,0,5,0,0,5
51,170,4,2,1,one_edit,0,20,0,1560,1720,1672,1700,0,0,20,12,0,8,0,0,20
51,170,4,2,1,far,0,55,12,4800,5240,4968,5010,5,0,50,43,0,12,16,0,39
51,170,4,2,1,far,1,121,42,26880,18264,18096,18110,121,0,0,60,0,61,60,0,61
51,170,4,2,1,one_edit,1,44,0,9960,6864,6728,6676,44,0,0,28,0,16,28,0,16
51,170,4,2,1,unchanged,1,11,11,2520,1672,1672,1676,11,0,0,6,0,5,6,0,5
51,170,4,2,4,unchanged,0,5,5,480,520,520,510,0,0,5,4,0,1,4,0,1
51,170,4,2,4,one_edit,0,20,0,2400,2560,2080,2096,12,0,8,16,0,4,4,0,16
51,170,4,2,4,far,0,55,12,8640,9080,6960,6942,43,0,12,55,0,0,28,0,27
51,170,4,2,4,far,1,121,42,33600,23688,21576,21498,121,0,0,80,0,41,80,0,41
51,170,4,2,4,one_edit,1,44,0,12960,9504,8288,8216,44,0,0,32,0,12,32,0,12
51,170,4,2,4,unchanged,1,11,11,3360,2200,2056,2060,11,0,0,6,0,5,6,0,5
51,170,4,2,16,unchanged,0,5,5,960,1000,904,894,4,0,1,4,0,1,4,0,1
51,170,4,2,16,one_edit,0,20,0,5760,5920,3616,3632,16,0,4,16,0,4,4,0,16
51,170,4,2,16,far,0,55,12,24000,24440,14640,14622,55,0,0,55,0,0,28,0,27
51,170,4,2,16,far,1,121,42,60480,45384,35016,34938,121,0,0,80,0,41,80,0,41
51,170,4,2,16,one_edit,1,44,0,24960,20064,14432,14360,44,0,0,32,0,12,32,0,12
51,170,4,2,16,unchanged,1,11,11,6720,4312,3592,3596,11,0,0,6,0,5,6,0,5
51,170,4,4,1,unchanged,0,5,5,360,400,400,420,0,0,5,0,0,5,0,0,5
51,170,4,4,1,one_edit,0,20,0,1560,1720,1672,1740,0,0,20,12,0,8,0,0,20
51,170,4,4,1,far,0,55,12,4800,5240,4968,5120,5,0,50,37,6,12,0,0,55
51,170,4,4,1,far,1,121,42,26880,18264,18096,18352,121,0,0,30,0,91,24,0,97
51,170,4,4,1,one_edit,1,44,0,9960,6864,6728,6764,44,0,0,28,0,16,28,0,16
51,170,4,4,1,unchanged,1,11,11,2520,1672,1672,1698,11,0,0,0,0,11,0,0,11
51,170,4,4,4,unchanged,0,5,5,480,520,520,520,0,0,5,4,0,1,4,0,1
51,170,4,4,4,one_edit,0,20,0,2400,2560,2080,2136,12,0,8,12,0,8,0,0,20
51,170,4,4,4,far,0,55,12,8640,9080,6960,7052,43,0,12,55,0,0,12,0,43
51,170,4,4,4,far,1,121,42,33600,23688,21576,21740,121,0,0,76,0,45,40,0,81
51,170,4,4,4,one_edit,1,44,0,12960,9504,8288,8304,44,0,0,32,0,12,32,0,12
51,170,4,4,4,unchanged,1,11,11,3360,2200,2056,2082,11,0,0,6,0,5,0,0,11
51,170,4,4,16,unchanged,0,5,5,960,1000,904,904,4,0,1,4,0,1,4,0,1
51,170,4,4,16,one_edit,0,20,0,5760,5920,3616,3672,16,0,4,16,0,4,0,0,20
51,170,4,4,16,far,0,55,12,24000,24440,14640,14732,55,0,0,55,0,0,12,0,43
51,170,4,4,16,far,1,121,42,60480,45384,35016,35180,121,0,0,80,0,41,40,0,81
51,170,4,4,16,one_edit,1,44,0,24960,20064,14432,14448,44,0,0,32,0,12,32,0,12
51,170,4,4,16,unchanged,1,11,11,6720,4312,3592,3618,11,0,0,6,0,5,0,0,11
51,170,4,8,1,unchanged,0,5,5,360,400,400,440,0,0,5,0,0,5,0,0,5
51,170,4,8,1,one_edit,0,20,0,1560,1720,1672,1820,0,0,20,0,0,20,0,0,20
51,170,4,8,1,far,0,55,12,4800,5240,4968,5340,4,1,50,21,0,34,0,0,55
51,170,4,8,1,far,1,121,42,26880,18264,18096,18836,121,0,0,18,0,103,0,0,121
51,170,4,8,1,one_edit,1,44,0,9960,6864,6728,6940,44,0,0,16,0,28,0,0,44
51,170,4,8,1,unchanged,1,11,11,2520,1672,1672,1742,11,0,0,0,0,11,0,0,11
51,170,4,8,4,unchanged,0,5,5,480,520,520,540,0,0,5,0,0,5,0,0,5
51,170,4,8,4,one_edit,0,20,0,2400,2560,2080,2216,12,0,8,12,0,8,0,0,20
51,170,4,8,4,far,0,55,12,8640,9080,6960,7272,43,0,12,43,0,12,0,0,55
51,170,4,8,4,far,1,121,42,33600,23688,21576,22224,121,0,0,60,0,61,0,0,121
51,170,4,8,4,one_edit,1,44,0,12960,9504,8288,8480,44,0,0,28,0,16,0,0,44
51,170,4,8,4,unchanged,1,11,11,3360,2200,2056,2126,11,0,0,6,0,5,0,0,11
51,170,4,8,16,unchanged,0,5,5,960,1000,904,924,4,0,1,4,0,1,0,0,5
