n,projection,block,stride,ensemble,test_kind,test_seed,model,depth,radius,detector,region,samples,errors,seen,supported,supported_errors,baseline_errors,fixed,broken
420,majority,3,1,1,random,306,history,3,1,r3-7,background,30873,2175,30873,30873,2175,4495,4495,2175
420,majority,3,1,1,random,306,history,3,1,r3-7,ambiguous,8813,609,8813,8813,609,1351,1351,609
420,majority,3,1,1,random,306,history,3,1,r3-7,departure,31154,2212,31153,31112,2202,10108,9200,1304
420,majority,3,1,1,random,306,history,3,1,r3-7,all,70840,4996,70839,70798,4986,15954,15046,4088
420,majority,3,1,1,random,306,history,3,1,r7-14,background,20553,1477,20553,20553,1477,2835,2835,1477
420,majority,3,1,1,random,306,history,3,1,r7-14,ambiguous,10320,698,10320,10320,698,1660,1660,698
420,majority,3,1,1,random,306,history,3,1,r7-14,departure,39967,2821,39966,39925,2811,11459,10551,1913
420,majority,3,1,1,random,306,history,3,1,r7-14,all,70840,4996,70839,70798,4986,15954,15046,4088
420,majority,3,1,1,random,307,history,3,1,r3-7,background,25262,1789,25262,25262,1789,3728,3728,1789
420,majority,3,1,1,random,307,history,3,1,r3-7,ambiguous,10311,667,10311,10311,667,1516,1516,667
420,majority,3,1,1,random,307,history,3,1,r3-7,departure,35267,2928,35264,35218,2917,11756,10377,1549
420,majority,3,1,1,random,307,history,3,1,r3-7,all,70840,5384,70837,70791,5373,17000,15621,4005
420,majority,3,1,1,random,307,history,3,1,r7-14,background,13056,988,13056,13056,988,1744,1744,988
420,majority,3,1,1,random,307,history,3,1,r7-14,ambiguous,12206,801,12206,12206,801,1984,1984,801
420,majority,3,1,1,random,307,history,3,1,r7-14,departure,45578,3595,45575,45529,3584,13272,11893,2216
420,majority,3,1,1,random,307,history,3,1,r7-14,all,70840,5384,70837,70791,5373,17000,15621,4005
420,majority,3,1,1,random,308,history,3,1,r3-7,background,26619,1919,26619,26619,1919,3905,3905,1919
420,majority,3,1,1,random,308,history,3,1,r3-7,ambiguous,8978,552,8978,8978,552,1316,1316,552
420,majority,3,1,1,random,308,history,3,1,r3-7,departure,35243,2752,35234,35168,2740,11763,10558,1547
420,majority,3,1,1,random,308,history,3,1,r3-7,all,70840,5223,70831,70765,5211,16984,15779,4018
420,majority,3,1,1,random,308,history,3,1,r7-14,background,17216,1267,17216,17216,1267,2379,2379,1267
420,majority,3,1,1,random,308,history,3,1,r7-14,ambiguous,9403,652,9403,9403,652,1526,1526,652
420,majority,3,1,1,random,308,history,3,1,r7-14,departure,44221,3304,44212,44146,3292,13079,11874,2099
420,majority,3,1,1,random,308,history,3,1,r7-14,all,70840,5223,70831,70765,5211,16984,15779,4018
420,majority,3,1,1,ether,0,history,3,1,r3-7,background,70840,5060,70840,70840,5060,10120,10120,5060
420,majority,3,1,1,ether,0,history,3,1,r3-7,ambiguous,0,0,0,0,0,0,0,0
420,majority,3,1,1,ether,0,history,3,1,r3-7,departure,0,0,0,0,0,0,0,0
420,majority,3,1,1,ether,0,history,3,1,r3-7,all,70840,5060,70840,70840,5060,10120,10120,5060
420,majority,3,1,1,ether,0,history,3,1,r7-14,background,70840,5060,70840,70840,5060,10120,10120,5060
420,majority,3,1,1,ether,0,history,3,1,r7-14,ambiguous,0,0,0,0,0,0,0,0
420,majority,3,1,1,ether,0,history,3,1,r7-14,departure,0,0,0,0,0,0,0,0
420,majority,3,1,1,ether,0,history,3,1,r7-14,all,70840,5060,70840,70840,5060,10120,10120,5060
420,majority,3,1,1,perturbed,401,history,3,1,r3-7,background,51161,3659,51161,51161,3659,7412,7412,3659
420,majority,3,1,1,perturbed,401,history,3,1,r3-7,ambiguous,4933,308,4933,4933,308,649,649,308
420,majority,3,1,1,perturbed,401,history,3,1,r3-7,departure,14746,648,14746,14743,646,4804,4569,413
420,majority,3,1,1,perturbed,401,history,3,1,r3-7,all,70840,4615,70840,70837,4613,12865,12630,4380
420,majority,3,1,1,perturbed,401,history,3,1,r7-14,background,42836,3087,42836,42836,3087,6016,6016,3087
420,majority,3,1,1,perturbed,401,history,3,1,r7-14,ambiguous,8325,572,8325,8325,572,1396,1396,572
420,majority,3,1,1,perturbed,401,history,3,1,r7-14,departure,19679,956,19679,19676,954,5453,5218,721
420,majority,3,1,1,perturbed,401,history,3,1,r7-14,all,70840,4615,70840,70837,4613,12865,12630,4380
420,majority,3,1,1,perturbed,402,history,3,1,r3-7,background,46914,3336,46914,46914,3336,6807,6807,3336
420,majority,3,1,1,perturbed,402,history,3,1,r3-7,ambiguous,7310,479,7310,7310,479,1052,1052,479
420,majority,3,1,1,perturbed,402,history,3,1,r3-7,departure,16616,1150,16613,16594,1146,5239,4771,682
420,majority,3,1,1,perturbed,402,history,3,1,r3-7,all,70840,4965,70837,70818,4961,13098,12630,4497
420,majority,3,1,1,perturbed,402,history,3,1,r7-14,background,36103,2596,36103,36103,2596,5001,5001,2596
420,majority,3,1,1,perturbed,402,history,3,1,r7-14,ambiguous,10811,740,10811,10811,740,1806,1806,740
420,majority,3,1,1,perturbed,402,history,3,1,r7-14,departure,23926,1629,23923,23904,1625,6291,5823,1161
420,majority,3,1,1,perturbed,402,history,3,1,r7-14,all,70840,4965,70837,70818,4961,13098,12630,4497
420,majority,3,1,1,random,301,history,4,1,r3-7,background,25769,0,25769,25769,0,3819,3819,0
420,majority,3,1,1,random,301,history,4,1,r3-7,ambiguous,10928,19,10928,10928,19,1600,1600,19
420,majority,3,1,1,random,301,history,4,1,r3-7,departure,34143,1037,34084,33566,945,11035,10471,473
420,majority,3,1,1,random,301,history,4,1,r3-7,all,70840,1056,70781,70263,964,16454,15890,492
420,majority,3,1,1,random,301,history,4,1,r7-14,background,13278,0,13278,13278,0,1788,1788,0
420,majority,3,1,1,random,301,history,4,1,r7-14,ambiguous,12491,0,12491,12491,0,2031,2031,0
420,majority,3,1,1,random,301,history,4,1,r7-14,departure,45071,1056,45012,44494,964,12635,12071,492
420,majority,3,1,1,random,301,history,4,1,r7-14,all,70840,1056,70781,70263,964,16454,15890,492
420,majority,3,1,1,random,302,history,4,1,r3-7,background,22145,1,22145,22145,1,3273,3273,1
420,majority,3,1,1,random,302,history,4,1,r3-7,ambiguous,11486,14,11486,11486,14,1731,1731,14
420,majority,3,1,1,random,302,history,4,1,r3-7,departure,37209,1000,37163,36847,953,11913,11364,451
420,majority,3,1,1,random,302,history,4,1,r3-7,all,70840,1015,70794,70478,968,16917,16368,466
420,majority,3,1,1,random,302,history,4,1,r7-14,background,10158,1,10158,10158,1,1367,1367,1
420,majority,3,1,1,random,302,history,4,1,r7-14,ambiguous,11987,0,11987,11987,0,1906,1906,0
420,majority,3,1,1,random,302,history,4,1,r7-14,departure,48695,1014,48649,48333,967,13644,13095,465
420,majority,3,1,1,random,302,history,4,1,r7-14,all,70840,1015,70794,70478,968,16917,16368,466
420,majority,3,1,1,random,303,history,4,1,r3-7,background,28625,0,28625,28625,0,4208,4208,0
420,majority,3,1,1,random,303,history,4,1,r3-7,ambiguous,10553,20,10553,10553,20,1530,1530,20
420,majority,3,1,1,random,303,history,4,1,r3-7,departure,31662,816,31632,31361,774,10225,9715,306
420,majority,3,1,1,random,303,history,4,1,r3-7,all,70840,836,70810,70539,794,15963,15453,326
420,majority,3,1,1,random,303,history,4,1,r7-14,background,15050,0,15050,15050,0,2044,2044,0
420,majority,3,1,1,random,303,history,4,1,r7-14,ambiguous,13575,0,13575,13575,0,2164,2164,0
420,majority,3,1,1,random,303,history,4,1,r7-14,departure,42215,836,42185,41914,794,11755,11245,326
420,majority,3,1,1,random,303,history,4,1,r7-14,all,70840,836,70810,70539,794,15963,15453,326
420,majority,3,1,1,random,304,history,4,1,r3-7,background,30140,3,30140,30140,3,4462,4462,3
420,majority,3,1,1,random,304,history,4,1,r3-7,ambiguous,10047,17,10047,10046,17,1424,1424,17
420,majority,3,1,1,random,304,history,4,1,r3-7,departure,30653,777,30621,30357,733,9974,9477,280
420,majority,3,1,1,random,304,history,4,1,r3-7,all,70840,797,70808,70543,753,15860,15363,300
420,majority,3,1,1,random,304,history,4,1,r7-14,background,16383,1,16383,16383,1,2172,2172,1
420,majority,3,1,1,random,304,history,4,1,r7-14,ambiguous,13757,2,13757,13757,2,2290,2290,2
420,majority,3,1,1,random,304,history,4,1,r7-14,departure,40700,794,40668,40403,750,11398,10901,297
420,majority,3,1,1,random,304,history,4,1,r7-14,all,70840,797,70808,70543,753,15860,15363,300
420,majority,3,1,1,random,305,history,4,1,r3-7,background,31712,1,31712,31712,1,4646,4646,1
420,majority,3,1,1,random,305,history,4,1,r3-7,ambiguous,8316,14,8316,8316,14,1215,1215,14
420,majority,3,1,1,random,305,history,4,1,r3-7,departure,30812,752,30771,30524,720,10281,9888,359
420,majority,3,1,1,random,305,history,4,1,r3-7,all,70840,767,70799,70552,735,16142,15749,374
420,majority,3,1,1,random,305,history,4,1,r7-14,background,21132,0,21132,21132,0,2903,2903,0
420,majority,3,1,1,random,305,history,4,1,r7-14,ambiguous,10580,1,10580,10580,1,1743,1743,1
420,majority,3,1,1,random,305,history,4,1,r7-14,departure,39128,766,39087,38840,734,11496,11103,373
420,majority,3,1,1,random,305,history,4,1,r7-14,all,70840,767,70799,70552,735,16142,15749,374
420,majority,3,1,1,random,306,history,4,1,r3-7,background,30873,0,30873,30873,0,4495,4495,0
420,majority,3,1,1,random,306,history,4,1,r3-7,ambiguous,8813,30,8813,8812,30,1351,1351,30
420,majority,3,1,1,random,306,history,4,1,r3-7,departure,31154,820,31128,30850,785,10108,9656,368
420,majority,3,1,1,random,306,history,4,1,r3-7,all,70840,850,70814,70535,815,15954,15502,398
420,majority,3,1,1,random,306,history,4,1,r7-14,background,20553,0,20553,20553,0,2835,2835,0
420,majority,3,1,1,random,306,history,4,1,r7-14,ambiguous,10320,0,10320,10320,0,1660,1660,0
420,majority,3,1,1,random,306,history,4,1,r7-14,departure,39967,850,39941,39662,815,11459,11007,398
420,majority,3,1,1,random,306,history,4,1,r7-14,all,70840,850,70814,70535,815,15954,15502,398
420,majority,3,1,1,random,307,history,4,1,r3-7,background,25262,3,25262,25262,3,3728,3728,3
420,majority,3,1,1,random,307,history,4,1,r3-7,ambiguous,10311,15,10311,10311,15,1516,1516,15
420,majority,3,1,1,random,307,history,4,1,r3-7,departure,35267,1088,35241,34915,1042,11756,11103,435
420,majority,3,1,1,random,307,history,4,1,r3-7,all,70840,1106,70814,70488,1060,17000,16347,453
420,majority,3,1,1,random,307,history,4,1,r7-14,background,13056,0,13056,13056,0,1744,1744,0
420,majority,3,1,1,random,307,history,4,1,r7-14,ambiguous,12206,3,12206,12206,3,1984,1984,3
420,majority,3,1,1,random,307,history,4,1,r7-14,departure,45578,1103,45552,45226,1057,13272,12619,450
420,majority,3,1,1,random,307,history,4,1,r7-14,all,70840,1106,70814,70488,1060,17000,16347,453
420,majority,3,1,1,random,308,history,4,1,r3-7,background,26619,0,26619,26619,0,3905,3905,0
420,majority,3,1,1,random,308,history,4,1,r3-7,ambiguous,8978,15,8976,8976,15,1316,1316,15
420,majority,3,1,1,random,308,history,4,1,r3-7,departure,35243,969,35187,34778,913,11763,11188,394
420,majority,3,1,1,random,308,history,4,1,r3-7,all,70840,984,70782,70373,928,16984,16409,409
420,majority,3,1,1,random,308,history,4,1,r7-14,background,17216,0,17216,17216,0,2379,2379,0
420,majority,3,1,1,random,308,history,4,1,r7-14,ambiguous,9403,0,9403,9403,0,1526,1526,0
420,majority,3,1,1,random,308,history,4,1,r7-14,departure,44221,984,44163,43754,928,13079,12504,409
420,majority,3,1,1,random,308,history,4,1,r7-14,all,70840,984,70782,70373,928,16984,16409,409
420,majority,3,1,1,ether,0,history,4,1,r3-7,background,70840,0,70840,70840,0,10120,10120,0
420,majority,3,1,1,ether,0,history,4,1,r3-7,ambiguous,0,0,0,0,0,0,0,0
420,majority,3,1,1,ether,0,history,4,1,r3-7,departure,0,0,0,0,0,0,0,0
420,majority,3,1,1,ether,0,history,4,1,r3-7,all,70840,0,70840,70840,0,10120,10120,0
420,majority,3,1,1,ether,0,history,4,1,r7-14,background,70840,0,70840,70840,0,10120,10120,0
420,majority,3,1,1,ether,0,history,4,1,r7-14,ambiguous,0,0,0,0,0,0,0,0
420,majority,3,1,1,ether,0,history,4,1,r7-14,departure,0,0,0,0,0,0,0,0
420,majority,3,1,1,ether,0,history,4,1,r7-14,all,70840,0,70840,70840,0,10120,10120,0
420,majority,3,1,1,perturbed,401,history,4,1,r3-7,background,51161,0,51161,51161,0,7412,7412,0
420,majority,3,1,1,perturbed,401,history,4,1,r3-7,ambiguous,4933,7,4932,4932,7,649,649,7
420,majority,3,1,1,perturbed,401,history,4,1,r3-7,departure,14746,151,14746,14732,149,4804,4701,48
420,majority,3,1,1,perturbed,401,history,4,1,r3-7,all,70840,158,70839,70825,156,12865,12762,55
420,majority,3,1,1,perturbed,401,history,4,1,r7-14,background,42836,0,42836,42836,0,6016,6016,0
420,majority,3,1,1,perturbed,401,history,4,1,r7-14,ambiguous,8325,0,8325,8325,0,1396,1396,0
420,majority,3,1,1,perturbed,401,history,4,1,r7-14,departure,19679,158,19678,19664,156,5453,5350,55
420,majority,3,1,1,perturbed,401,history,4,1,r7-14,all,70840,158,70839,70825,156,12865,12762,55
420,majority,3,1,1,perturbed,402,history,4,1,r3-7,background,46914,0,46914,46914,0,6807,6807,0
420,majority,3,1,1,perturbed,402,history,4,1,r3-7,ambiguous,7310,10,7310,7310,10,1052,1052,10
420,majority,3,1,1,perturbed,402,history,4,1,r3-7,departure,16616,372,16598,16471,353,5239,5040,173
420,majority,3,1,1,perturbed,402,history,4,1,r3-7,all,70840,382,70822,70695,363,13098,12899,183
420,majority,3,1,1,perturbed,402,history,4,1,r7-14,background,36103,0,36103,36103,0,5001,5001,0
420,majority,3,1,1,perturbed,402,history,4,1,r7-14,ambiguous,10811,0,10811,10811,0,1806,1806,0
420,majority,3,1,1,perturbed,402,history,4,1,r7-14,departure,23926,382,23908,23781,363,6291,6092,183
420,majority,3,1,1,perturbed,402,history,4,1,r7-14,all,70840,382,70822,70695,363,13098,12899,183
420,majority,3,1,1,random,301,history,5,1,r3-7,background,25769,0,25769,25769,0,3819,3819,0
420,majority,3,1,1,random,301,history,5,1,r3-7,ambiguous,10928,0,10928,10927,0,1600,1600,0
420,majority,3,1,1,random,301,history,5,1,r3-7,departure,34143,723,33920,32707,570,11035,10674,362
420,majority,3,1,1,random,301,history,5,1,r3-7,all,70840,723,70617,69403,570,16454,16093,362
420,majority,3,1,1,random,301,history,5,1,r7-14,background,13278,0,13278,13278,0,1788,1788,0
420,majority,3,1,1,random,301,history,5,1,r7-14,ambiguous,12491,0,12491,12491,0,2031,2031,0
420,majority,3,1,1,random,301,history,5,1,r7-14,departure,45071,723,44848,43634,570,12635,12274,362
420,majority,3,1,1,random,301,history,5,1,r7-14,all,70840,723,70617,69403,570,16454,16093,362
420,majority,3,1,1,random,302,history,5,1,r3-7,background,22145,0,22145,22145,0,3273,3273,0
420,majority,3,1,1,random,302,history,5,1,r3-7,ambiguous,11486,0,11486,11482,0,1731,1731,0
420,majority,3,1,1,random,302,history,5,1,r3-7,departure,37209,780,37031,36206,683,11913,11521,388
420,majority,3,1,1,random,302,history,5,1,r3-7,all,70840,780,70662,69833,683,16917,16525,388
420,majority,3,1,1,random,302,history,5,1,r7-14,background,10158,0,10158,10158,0,1367,1367,0
420,majority,3,1,1,random,302,history,5,1,r7-14,ambiguous,11987,0,11987,11987,0,1906,1906,0
420,majority,3,1,1,random,302,history,5,1,r7-14,departure,48695,780,48517,47688,683,13644,13252,388
420,majority,3,1,1,random,302,history,5,1,r7-14,all,70840,780,70662,69833,683,16917,16525,388
420,majority,3,1,1,random,303,history,5,1,r3-7,background,28625,0,28625,28625,0,4208,4208,0
420,majority,3,1,1,random,303,history,5,1,r3-7,ambiguous,10553,0,10553,10551,0,1530,1530,0
420,majority,3,1,1,random,303,history,5,1,r3-7,departure,31662,531,31561,30787,461,10225,9926,232
420,majority,3,1,1,random,303,history,5,1,r3-7,all,70840,531,70739,69963,461,15963,15664,232
420,majority,3,1,1,random,303,history,5,1,r7-14,background,15050,0,15050,15050,0,2044,2044,0
420,majority,3,1,1,random,303,history,5,1,r7-14,ambiguous,13575,0,13575,13575,0,2164,2164,0
420,majority,3,1,1,random,303,history,5,1,r7-14,departure,42215,531,42114,41338,461,11755,11456,232
420,majority,3,1,1,random,303,history,5,1,r7-14,all,70840,531,70739,69963,461,15963,15664,232
420,majority,3,1,1,random,304,history,5,1,r3-7,background,30140,0,30140,30140,0,4462,4462,0
420,majority,3,1,1,random,304,history,5,1,r3-7,ambiguous,10047,0,10047,10042,0,1424,1424,0
420,majority,3,1,1,random,304,history,5,1,r3-7,departure,30653,470,30548,29860,400,9974,9677,173
420,majority,3,1,1,random,304,history,5,1,r3-7,all,70840,470,70735,70042,400,15860,15563,173
420,majority,3,1,1,random,304,history,5,1,r7-14,background,16383,0,16383,16383,0,2172,2172,0
420,majority,3,1,1,random,304,history,5,1,r7-14,ambiguous,13757,0,13757,13757,0,2290,2290,0
420,majority,3,1,1,random,304,history,5,1,r7-14,departure,40700,470,40595,39902,400,11398,11101,173
420,majority,3,1,1,random,304,history,5,1,r7-14,all,70840,470,70735,70042,400,15860,15563,173
420,majority,3,1,1,random,305,history,5,1,r3-7,background,31712,0,31712,31712,0,4646,4646,0
420,majority,3,1,1,random,305,history,5,1,r3-7,ambiguous,8316,0,8316,8315,0,1215,1215,0
420,majority,3,1,1,random,305,history,5,1,r3-7,departure,30812,519,30681,30004,455,10281,10054,292
420,majority,3,1,1,random,305,history,5,1,r3-7,all,70840,519,70709,70031,455,16142,15915,292
420,majority,3,1,1,random,305,history,5,1,r7-14,background,21132,0,21132,21132,0,2903,2903,0
420,majority,3,1,1,random,305,history,5,1,r7-14,ambiguous,10580,0,10580,10580,0,1743,1743,0
420,majority,3,1,1,random,305,history,5,1,r7-14,departure,39128,519,38997,38319,455,11496,11269,292
420,majority,3,1,1,random,305,history,5,1,r7-14,all,70840,519,70709,70031,455,16142,15915,292
420,majority,3,1,1,random,306,history,5,1,r3-7,background,30873,0,30873,30873,0,4495,4495,0
420,majority,3,1,1,random,306,history,5,1,r3-7,ambiguous,8813,0,8813,8811,0,1351,1351,0
420,majority,3,1,1,random,306,history,5,1,r3-7,departure,31154,573,31055,30384,508,10108,9812,277
420,majority,3,1,1,random,306,history,5,1,r3-7,all,70840,573,70741,70068,508,15954,15658,277
420,majority,3,1,1,random,306,history,5,1,r7-14,background,20553,0,20553,20553,0,2835,2835,0
420,majority,3,1,1,random,306,history,5,1,r7-14,ambiguous,10320,0,10320,10320,0,1660,1660,0
420,majority,3,1,1,random,306,history,5,1,r7-14,departure,39967,573,39868,39195,508,11459,11163,277
420,majority,3,1,1,random,306,history,5,1,r7-14,all,70840,573,70741,70068,508,15954,15658,277
420,majority,3,1,1,random,307,history,5,1,r3-7,background,25262,0,25262,25262,0,3728,3728,0
420,majority,3,1,1,random,307,history,5,1,r3-7,ambiguous,10311,0,10311,10306,0,1516,1516,0
420,majority,3,1,1,random,307,history,5,1,r3-7,departure,35267,698,35158,34330,601,11756,11361,303
420,majority,3,1,1,random,307,history,5,1,r3-7,all,70840,698,70731,69898,601,17000,16605,303
420,majority,3,1,1,random,307,history,5,1,r7-14,background,13056,0,13056,13056,0,1744,1744,0
420,majority,3,1,1,random,307,history,5,1,r7-14,ambiguous,12206,0,12206,12206,0,1984,1984,0
420,majority,3,1,1,random,307,history,5,1,r7-14,departure,45578,698,45469,44636,601,13272,12877,303
420,majority,3,1,1,random,307,history,5,1,r7-14,all,70840,698,70731,69898,601,17000,16605,303
420,majority,3,1,1,random,308,history,5,1,r3-7,background,26619,0,26619,26619,0,3905,3905,0
420,majority,3,1,1,random,308,history,5,1,r3-7,ambiguous,8978,0,8976,8974,0,1316,1316,0
420,majority,3,1,1,random,308,history,5,1,r3-7,departure,35243,690,35058,33986,574,11763,11387,314
420,majority,3,1,1,random,308,history,5,1,r3-7,all,70840,690,70653,69579,574,16984,16608,314
420,majority,3,1,1,random,308,history,5,1,r7-14,background,17216,0,17216,17216,0,2379,2379,0
420,majority,3,1,1,random,308,history,5,1,r7-14,ambiguous,9403,0,9403,9403,0,1526,1526,0
420,majority,3,1,1,random,308,history,5,1,r7-14,departure,44221,690,44034,42960,574,13079,12703,314
420,majority,3,1,1,random,308,history,5,1,r7-14,all,70840,690,70653,69579,574,16984,16608,314
420,majority,3,1,1,ether,0,history,5,1,r3-7,background,70840,0,70840,70840,0,10120,10120,0
420,majority,3,1,1,ether,0,history,5,1,r3-7,ambiguous,0,0,0,0,0,0,0,0
420,majority,3,1,1,ether,0,history,5,1,r3-7,departure,0,0,0,0,0,0,0,0
420,majority,3,1,1,ether,0,history,5,1,r3-7,all,70840,0,70840,70840,0,10120,10120,0
420,majority,3,1,1,ether,0,history,5,1,r7-14,background,70840,0,70840,70840,0,10120,10120,0
420,majority,3,1,1,ether,0,history,5,1,r7-14,ambiguous,0,0,0,0,0,0,0,0
420,majority,3,1,1,ether,0,history,5,1,r7-14,departure,0,0,0,0,0,0,0,0
420,majority,3,1,1,ether,0,history,5,1,r7-14,all,70840,0,70840,70840,0,10120,10120,0
420,majority,3,1,1,perturbed,401,history,5,1,r3-7,background,51161,0,51161,51161,0,7412,7412,0
420,majority,3,1,1,perturbed,401,history,5,1,r3-7,ambiguous,4933,0,4932,4932,0,649,649,0
420,majority,3,1,1,perturbed,401,history,5,1,r3-7,departure,14746,83,14743,14706,79,4804,4741,20
420,majority,3,1,1,perturbed,401,history,5,1,r3-7,all,70840,83,70836,70799,79,12865,12802,20
420,majority,3,1,1,perturbed,401,history,5,1,r7-14,background,42836,0,42836,42836,0,6016,6016,0
420,majority,3,1,1,perturbed,401,history,5,1,r7-14,ambiguous,8325,0,8325,8325,0,1396,1396,0
420,majority,3,1,1,perturbed,401,history,5,1,r7-14,departure,19679,83,19675,19638,79,5453,5390,20
420,majority,3,1,1,perturbed,401,history,5,1,r7-14,all,70840,83,70836,70799,79,12865,12802,20
420,majority,3,1,1,perturbed,402,history,5,1,r3-7,background,46914,0,46914,46914,0,6807,6807,0
420,majority,3,1,1,perturbed,402,history,5,1,r3-7,ambiguous,7310,0,7310,7309,0,1052,1052,0
420,majority,3,1,1,perturbed,402,history,5,1,r3-7,departure,16616,275,16548,16257,236,5239,5112,148
420,majority,3,1,1,perturbed,402,history,5,1,r3-7,all,70840,275,70772,70480,236,13098,12971,148
420,majority,3,1,1,perturbed,402,history,5,1,r7-14,background,36103,0,36103,36103,0,5001,5001,0
420,majority,3,1,1,perturbed,402,history,5,1,r7-14,ambiguous,10811,0,10811,10811,0,1806,1806,0
420,majority,3,1,1,perturbed,402,history,5,1,r7-14,departure,23926,275,23858,23566,236,6291,6164,148
420,majority,3,1,1,perturbed,402,history,5,1,r7-14,all,70840,275,70772,70480,236,13098,12971,148
420,majority,3,1,1,random,301,history,6,1,r3-7,background,25769,0,25769,25769,0,3819,3819,0
420,majority,3,1,1,random,301,history,6,1,r3-7,ambiguous,10928,0,10928,10924,0,1600,1600,0
420,majority,3,1,1,random,301,history,6,1,r3-7,departure,34143,401,33603,31679,205,11035,10804,170
420,majority,3,1,1,random,301,history,6,1,r3-7,all,70840,401,70300,68372,205,16454,16223,170
420,majority,3,1,1,random,301,history,6,1,r7-14,background,13278,0,13278,13278,0,1788,1788,0
420,majority,3,1,1,random,301,history,6,1,r7-14,ambiguous,12491,0,12491,12491,0,2031,2031,0
420,majority,3,1,1,random,301,history,6,1,r7-14,departure,45071,401,44531,42603,205,12635,12404,170
420,majority,3,1,1,random,301,history,6,1,r7-14,all,70840,401,70300,68372,205,16454,16223,170
420,majority,3,1,1,random,302,history,6,1,r3-7,background,22145,0,22145,22145,0,3273,3273,0
420,majority,3,1,1,random,302,history,6,1,r3-7,ambiguous,11486,0,11485,11477,0,1731,1731,0
420,majority,3,1,1,random,302,history,6,1,r3-7,departure,37209,316,36791,35381,180,11913,11715,118
420,majority,3,1,1,random,302,history,6,1,r3-7,all,70840,316,70421,69003,180,16917,16719,118
420,majority,3,1,1,random,302,history,6,1,r7-14,background,10158,0,10158,10158,0,1367,1367,0
420,majority,3,1,1,random,302,history,6,1,r7-14,ambiguous,11987,0,11987,11987,0,1906,1906,0
420,majority,3,1,1,random,302,history,6,1,r7-14,departure,48695,316,48276,46858,180,13644,13446,118
420,majority,3,1,1,random,302,history,6,1,r7-14,all,70840,316,70421,69003,180,16917,16719,118
420,majority,3,1,1,random,303,history,6,1,r3-7,background,28625,0,28625,28625,0,4208,4208,0
420,majority,3,1,1,random,303,history,6,1,r3-7,ambiguous,10553,1,10553,10544,1,1530,1530,1
420,majority,3,1,1,random,303,history,6,1,r3-7,departure,31662,239,31367,30098,147,10225,10080,94
420,majority,3,1,1,random,303,history,6,1,r3-7,all,70840,240,70545,69267,148,15963,15818,95
420,majority,3,1,1,random,303,history,6,1,r7-14,background,15050,0,15050,15050,0,2044,2044,0
420,majority,3,1,1,random,303,history,6,1,r7-14,ambiguous,13575,0,13575,13575,0,2164,2164,0
420,majority,3,1,1,random,303,history,6,1,r7-14,departure,42215,240,41920,40642,148,11755,11610,95
420,majority,3,1,1,random,303,history,6,1,r7-14,all,70840,240,70545,69267,148,15963,15818,95
420,majority,3,1,1,random,304,history,6,1,r3-7,background,30140,1,30140,30140,1,4462,4462,1
420,majority,3,1,1,random,304,history,6,1,r3-7,ambiguous,10047,0,10047,10035,0,1424,1424,0
420,majority,3,1,1,random,304,history,6,1,r3-7,departure,30653,227,30405,29208,138,9974,9825,78
420,majority,3,1,1,random,304,history,6,1,r3-7,all,70840,228,70592,69383,139,15860,15711,79
420,majority,3,1,1,random,304,history,6,1,r7-14,background,16383,0,16383,16383,0,2172,2172,0
420,majority,3,1,1,random,304,history,6,1,r7-14,ambiguous,13757,1,13757,13757,1,2290,2290,1
420,majority,3,1,1,random,304,history,6,1,r7-14,departure,40700,227,40452,39243,138,11398,11249,78
420,majority,3,1,1,random,304,history,6,1,r7-14,all,70840,228,70592,69383,139,15860,15711,79
420,majority,3,1,1,random,305,history,6,1,r3-7,background,31712,0,31712,31712,0,4646,4646,0
420,majority,3,1,1,random,305,history,6,1,r3-7,ambiguous,8316,0,8316,8312,0,1215,1215,0
420,majority,3,1,1,random,305,history,6,1,r3-7,departure,30812,213,30507,29378,132,10281,10149,81
420,majority,3,1,1,random,305,history,6,1,r3-7,all,70840,213,70535,69402,132,16142,16010,81
420,majority,3,1,1,random,305,history,6,1,r7-14,background,21132,0,21132,21132,0,2903,2903,0
420,majority,3,1,1,random,305,history,6,1,r7-14,ambiguous,10580,0,10580,10580,0,1743,1743,0
420,majority,3,1,1,random,305,history,6,1,r7-14,departure,39128,213,38823,37690,132,11496,11364,81
420,majority,3,1,1,random,305,history,6,1,r7-14,all,70840,213,70535,69402,132,16142,16010,81
420,majority,3,1,1,random,306,history,6,1,r3-7,background,30873,0,30873,30873,0,4495,4495,0
420,majority,3,1,1,random,306,history,6,1,r3-7,ambiguous,8813,0,8813,8808,0,1351,1351,0
420,majority,3,1,1,random,306,history,6,1,r3-7,departure,31154,270,30904,29755,182,10108,9939,101
420,majority,3,1,1,random,306,history,6,1,r3-7,all,70840,270,70590,69436,182,15954,15785,101
420,majority,3,1,1,random,306,history,6,1,r7-14,background,20553,0,20553,20553,0,2835,2835,0
420,majority,3,1,1,random,306,history,6,1,r7-14,ambiguous,10320,0,10320,10320,0,1660,1660,0
420,majority,3,1,1,random,306,history,6,1,r7-14,departure,39967,270,39717,38563,182,11459,11290,101
420,majority,3,1,1,random,306,history,6,1,r7-14,all,70840,270,70590,69436,182,15954,15785,101
420,majority,3,1,1,random,307,history,6,1,r3-7,background,25262,0,25262,25262,0,3728,3728,0
