n,projection,block,stride,ensemble,test_kind,test_seed,model,depth,radius,detector,region,samples,errors,seen,supported,supported_errors,baseline_errors,fixed,broken
840,parity,2,2,1,random,302,history,3,1,r7-14,background,80752,0,80752,80752,0,14513,14513,0
840,parity,2,2,1,random,302,history,3,1,r7-14,ambiguous,34473,2,34473,34473,2,7397,7396,1
840,parity,2,2,1,random,302,history,3,1,r7-14,departure,97295,4403,97293,97244,4395,28869,26968,2502
840,parity,2,2,1,random,302,history,3,1,r7-14,all,212520,4405,212518,212469,4397,50779,48877,2503
840,parity,2,2,1,random,303,history,3,1,r3-7,background,135183,4,135183,135183,4,29616,29614,2
840,parity,2,2,1,random,303,history,3,1,r3-7,ambiguous,18698,76,18698,18698,76,4028,3989,37
840,parity,2,2,1,random,303,history,3,1,r3-7,departure,58639,3884,58638,58614,3881,19569,17624,1939
840,parity,2,2,1,random,303,history,3,1,r3-7,all,212520,3964,212519,212495,3961,53213,51227,1978
840,parity,2,2,1,random,303,history,3,1,r7-14,background,110366,4,110366,110366,4,23830,23828,2
840,parity,2,2,1,random,303,history,3,1,r7-14,ambiguous,24817,0,24817,24817,0,5786,5786,0
840,parity,2,2,1,random,303,history,3,1,r7-14,departure,77337,3960,77336,77312,3957,23597,21613,1976
840,parity,2,2,1,random,303,history,3,1,r7-14,all,212520,3964,212519,212495,3961,53213,51227,1978
840,parity,2,2,1,random,304,history,3,1,r3-7,background,105611,4,105611,105611,4,23059,23056,1
840,parity,2,2,1,random,304,history,3,1,r3-7,ambiguous,23290,123,23290,23290,123,4950,4890,63
840,parity,2,2,1,random,304,history,3,1,r3-7,departure,83619,5661,83615,83513,5638,27751,24865,2775
840,parity,2,2,1,random,304,history,3,1,r3-7,all,212520,5788,212516,212414,5765,55760,52811,2839
840,parity,2,2,1,random,304,history,3,1,r7-14,background,76504,0,76504,76504,0,16516,16516,0
840,parity,2,2,1,random,304,history,3,1,r7-14,ambiguous,29107,4,29107,29107,4,6543,6540,1
840,parity,2,2,1,random,304,history,3,1,r7-14,departure,106909,5784,106905,106803,5761,32701,29755,2838
840,parity,2,2,1,random,304,history,3,1,r7-14,all,212520,5788,212516,212414,5765,55760,52811,2839
840,parity,2,2,1,random,305,history,3,1,r3-7,background,106652,6,106652,106652,6,24688,24684,2
840,parity,2,2,1,random,305,history,3,1,r3-7,ambiguous,22667,130,22667,22667,130,4986,4921,65
840,parity,2,2,1,random,305,history,3,1,r3-7,departure,83201,5019,83198,83165,5014,27976,25375,2418
840,parity,2,2,1,random,305,history,3,1,r3-7,all,212520,5155,212517,212484,5150,57650,54980,2485
840,parity,2,2,1,random,305,history,3,1,r7-14,background,77137,1,77137,77137,1,17692,17692,1
840,parity,2,2,1,random,305,history,3,1,r7-14,ambiguous,29515,5,29515,29515,5,6996,6992,1
840,parity,2,2,1,random,305,history,3,1,r7-14,departure,105868,5149,105865,105832,5144,32962,30296,2483
840,parity,2,2,1,random,305,history,3,1,r7-14,all,212520,5155,212517,212484,5150,57650,54980,2485
840,parity,2,2,1,random,306,history,3,1,r3-7,background,120487,2,120487,120487,2,27776,27775,1
840,parity,2,2,1,random,306,history,3,1,r3-7,ambiguous,23069,57,23069,23069,57,4954,4924,27
840,parity,2,2,1,random,306,history,3,1,r3-7,departure,68964,3978,68963,68930,3975,22769,20842,2051
840,parity,2,2,1,random,306,history,3,1,r3-7,all,212520,4037,212519,212486,4034,55499,53541,2079
840,parity,2,2,1,random,306,history,3,1,r7-14,background,87470,2,87470,87470,2,20109,20108,1
840,parity,2,2,1,random,306,history,3,1,r7-14,ambiguous,33017,0,33017,33017,0,7667,7667,0
840,parity,2,2,1,random,306,history,3,1,r7-14,departure,92033,4035,92032,91999,4032,27723,25766,2078
840,parity,2,2,1,random,306,history,3,1,r7-14,all,212520,4037,212519,212486,4034,55499,53541,2079
840,parity,2,2,1,random,307,history,3,1,r3-7,background,100038,2,100038,100038,2,23630,23629,1
840,parity,2,2,1,random,307,history,3,1,r3-7,ambiguous,25376,94,25376,25376,94,5525,5477,46
840,parity,2,2,1,random,307,history,3,1,r3-7,departure,87106,5765,87103,87062,5756,29121,26229,2873
840,parity,2,2,1,random,307,history,3,1,r3-7,all,212520,5861,212517,212476,5852,58276,55335,2920
840,parity,2,2,1,random,307,history,3,1,r7-14,background,68704,2,68704,68704,2,16282,16281,1
840,parity,2,2,1,random,307,history,3,1,r7-14,ambiguous,31334,0,31334,31334,0,7348,7348,0
840,parity,2,2,1,random,307,history,3,1,r7-14,departure,112482,5859,112479,112438,5850,34646,31706,2919
840,parity,2,2,1,random,307,history,3,1,r7-14,all,212520,5861,212517,212476,5852,58276,55335,2920
840,parity,2,2,1,random,308,history,3,1,r3-7,background,101103,2,101103,101103,2,19829,19828,1
840,parity,2,2,1,random,308,history,3,1,r3-7,ambiguous,25964,106,25964,25964,106,5705,5651,52
840,parity,2,2,1,random,308,history,3,1,r3-7,departure,85453,4827,85451,85382,4818,28547,26094,2374
840,parity,2,2,1,random,308,history,3,1,r3-7,all,212520,4935,212518,212449,4926,54081,51573,2427
840,parity,2,2,1,random,308,history,3,1,r7-14,background,71677,2,71677,71677,2,13342,13341,1
840,parity,2,2,1,random,308,history,3,1,r7-14,ambiguous,29426,0,29426,29426,0,6487,6487,0
840,parity,2,2,1,random,308,history,3,1,r7-14,departure,111417,4933,111415,111346,4924,34252,31745,2426
840,parity,2,2,1,random,308,history,3,1,r7-14,all,212520,4935,212518,212449,4926,54081,51573,2427
840,parity,2,2,1,ether,0,history,3,1,r3-7,background,212520,0,212520,212520,0,60720,60720,0
840,parity,2,2,1,ether,0,history,3,1,r3-7,ambiguous,0,0,0,0,0,0,0,0
840,parity,2,2,1,ether,0,history,3,1,r3-7,departure,0,0,0,0,0,0,0,0
840,parity,2,2,1,ether,0,history,3,1,r3-7,all,212520,0,212520,212520,0,60720,60720,0
840,parity,2,2,1,ether,0,history,3,1,r7-14,background,212520,0,212520,212520,0,60720,60720,0
840,parity,2,2,1,ether,0,history,3,1,r7-14,ambiguous,0,0,0,0,0,0,0,0
840,parity,2,2,1,ether,0,history,3,1,r7-14,departure,0,0,0,0,0,0,0,0
840,parity,2,2,1,ether,0,history,3,1,r7-14,all,212520,0,212520,212520,0,60720,60720,0
840,parity,2,2,1,perturbed,401,history,3,1,r3-7,background,183733,0,183733,183733,0,52594,52594,0
840,parity,2,2,1,perturbed,401,history,3,1,r3-7,ambiguous,9179,52,9179,9179,52,2253,2227,26
840,parity,2,2,1,perturbed,401,history,3,1,r3-7,departure,19608,944,19608,19606,943,7126,6617,435
840,parity,2,2,1,perturbed,401,history,3,1,r3-7,all,212520,996,212520,212518,995,61973,61438,461
840,parity,2,2,1,perturbed,401,history,3,1,r7-14,background,167880,0,167880,167880,0,47902,47902,0
840,parity,2,2,1,perturbed,401,history,3,1,r7-14,ambiguous,15853,0,15853,15853,0,4692,4692,0
840,parity,2,2,1,perturbed,401,history,3,1,r7-14,departure,28787,996,28787,28785,995,9379,8844,461
840,parity,2,2,1,perturbed,401,history,3,1,r7-14,all,212520,996,212520,212518,995,61973,61438,461
840,parity,2,2,1,perturbed,402,history,3,1,r3-7,background,165939,0,165939,165939,0,42521,42521,0
840,parity,2,2,1,perturbed,402,history,3,1,r3-7,ambiguous,12938,124,12938,12938,124,2854,2792,62
840,parity,2,2,1,perturbed,402,history,3,1,r3-7,departure,33643,1895,33643,33640,1893,11387,10406,914
840,parity,2,2,1,perturbed,402,history,3,1,r3-7,all,212520,2019,212520,212517,2017,56762,55719,976
840,parity,2,2,1,perturbed,402,history,3,1,r7-14,background,145536,0,145536,145536,0,37247,37247,0
840,parity,2,2,1,perturbed,402,history,3,1,r7-14,ambiguous,20403,0,20403,20403,0,5274,5274,0
840,parity,2,2,1,perturbed,402,history,3,1,r7-14,departure,46581,2019,46581,46578,2017,14241,13198,976
840,parity,2,2,1,perturbed,402,history,3,1,r7-14,all,212520,2019,212520,212517,2017,56762,55719,976
840,parity,2,2,1,random,301,history,4,1,r3-7,background,81523,0,81523,81523,0,16112,16112,0
840,parity,2,2,1,random,301,history,4,1,r3-7,ambiguous,27713,86,27713,27712,86,5813,5755,28
840,parity,2,2,1,random,301,history,4,1,r3-7,departure,103284,4175,103170,102464,4056,34009,32049,2215
840,parity,2,2,1,random,301,history,4,1,r3-7,all,212520,4261,212406,211699,4142,55934,53916,2243
840,parity,2,2,1,random,301,history,4,1,r7-14,background,49681,0,49681,49681,0,9255,9255,0
840,parity,2,2,1,random,301,history,4,1,r7-14,ambiguous,31842,0,31842,31842,0,6857,6857,0
840,parity,2,2,1,random,301,history,4,1,r7-14,departure,130997,4261,130883,130176,4142,39822,37804,2243
840,parity,2,2,1,random,301,history,4,1,r7-14,all,212520,4261,212406,211699,4142,55934,53916,2243
840,parity,2,2,1,random,302,history,4,1,r3-7,background,115225,3,115225,115225,3,21910,21908,1
840,parity,2,2,1,random,302,history,4,1,r3-7,ambiguous,24757,124,24757,24754,124,5134,5066,56
840,parity,2,2,1,random,302,history,4,1,r3-7,departure,72538,2038,72496,72218,1984,23735,22852,1155
840,parity,2,2,1,random,302,history,4,1,r3-7,all,212520,2165,212478,212197,2111,50779,49826,1212
840,parity,2,2,1,random,302,history,4,1,r7-14,background,80752,1,80752,80752,1,14513,14512,0
840,parity,2,2,1,random,302,history,4,1,r7-14,ambiguous,34473,2,34473,34473,2,7397,7396,1
840,parity,2,2,1,random,302,history,4,1,r7-14,departure,97295,2162,97253,96972,2108,28869,27918,1211
840,parity,2,2,1,random,302,history,4,1,r7-14,all,212520,2165,212478,212197,2111,50779,49826,1212
840,parity,2,2,1,random,303,history,4,1,r3-7,background,135183,5,135183,135183,5,29616,29613,2
840,parity,2,2,1,random,303,history,4,1,r3-7,ambiguous,18698,105,18698,18696,105,4028,3961,38
840,parity,2,2,1,random,303,history,4,1,r3-7,departure,58639,2057,58618,58460,2040,19569,18647,1135
840,parity,2,2,1,random,303,history,4,1,r3-7,all,212520,2167,212499,212339,2150,53213,52221,1175
840,parity,2,2,1,random,303,history,4,1,r7-14,background,110366,4,110366,110366,4,23830,23828,2
840,parity,2,2,1,random,303,history,4,1,r7-14,ambiguous,24817,1,24817,24817,1,5786,5785,0
840,parity,2,2,1,random,303,history,4,1,r7-14,departure,77337,2162,77316,77156,2145,23597,22608,1173
840,parity,2,2,1,random,303,history,4,1,r7-14,all,212520,2167,212499,212339,2150,53213,52221,1175
840,parity,2,2,1,random,304,history,4,1,r3-7,background,105611,3,105611,105611,3,23059,23057,1
840,parity,2,2,1,random,304,history,4,1,r3-7,ambiguous,23290,153,23290,23287,153,4950,4860,63
840,parity,2,2,1,random,304,history,4,1,r3-7,departure,83619,3144,83543,82984,3036,27751,26257,1650
840,parity,2,2,1,random,304,history,4,1,r3-7,all,212520,3300,212444,211882,3192,55760,54174,1714
840,parity,2,2,1,random,304,history,4,1,r7-14,background,76504,0,76504,76504,0,16516,16516,0
840,parity,2,2,1,random,304,history,4,1,r7-14,ambiguous,29107,3,29107,29107,3,6543,6541,1
840,parity,2,2,1,random,304,history,4,1,r7-14,departure,106909,3297,106833,106271,3189,32701,31117,1713
840,parity,2,2,1,random,304,history,4,1,r7-14,all,212520,3300,212444,211882,3192,55760,54174,1714
840,parity,2,2,1,random,305,history,4,1,r3-7,background,106652,6,106652,106652,6,24688,24684,2
840,parity,2,2,1,random,305,history,4,1,r3-7,ambiguous,22667,143,22667,22665,143,4986,4909,66
840,parity,2,2,1,random,305,history,4,1,r3-7,departure,83201,2696,83164,82896,2652,27976,26649,1369
840,parity,2,2,1,random,305,history,4,1,r3-7,all,212520,2845,212483,212213,2801,57650,56242,1437
840,parity,2,2,1,random,305,history,4,1,r7-14,background,77137,1,77137,77137,1,17692,17692,1
840,parity,2,2,1,random,305,history,4,1,r7-14,ambiguous,29515,5,29515,29515,5,6996,6992,1
840,parity,2,2,1,random,305,history,4,1,r7-14,departure,105868,2839,105831,105561,2795,32962,31558,1435
840,parity,2,2,1,random,305,history,4,1,r7-14,all,212520,2845,212483,212213,2801,57650,56242,1437
840,parity,2,2,1,random,306,history,4,1,r3-7,background,120487,2,120487,120487,2,27776,27775,1
840,parity,2,2,1,random,306,history,4,1,r3-7,ambiguous,23069,66,23069,23069,66,4954,4915,27
840,parity,2,2,1,random,306,history,4,1,r3-7,departure,68964,2305,68946,68751,2273,22769,21784,1320
840,parity,2,2,1,random,306,history,4,1,r3-7,all,212520,2373,212502,212307,2341,55499,54474,1348
840,parity,2,2,1,random,306,history,4,1,r7-14,background,87470,2,87470,87470,2,20109,20108,1
840,parity,2,2,1,random,306,history,4,1,r7-14,ambiguous,33017,0,33017,33017,0,7667,7667,0
840,parity,2,2,1,random,306,history,4,1,r7-14,departure,92033,2371,92015,91820,2339,27723,26699,1347
840,parity,2,2,1,random,306,history,4,1,r7-14,all,212520,2373,212502,212307,2341,55499,54474,1348
840,parity,2,2,1,random,307,history,4,1,r3-7,background,100038,2,100038,100038,2,23630,23629,1
840,parity,2,2,1,random,307,history,4,1,r3-7,ambiguous,25376,113,25376,25374,113,5525,5459,47
840,parity,2,2,1,random,307,history,4,1,r3-7,departure,87106,3153,87058,86728,3108,29121,27700,1732
840,parity,2,2,1,random,307,history,4,1,r3-7,all,212520,3268,212472,212140,3223,58276,56788,1780
840,parity,2,2,1,random,307,history,4,1,r7-14,background,68704,2,68704,68704,2,16282,16281,1
840,parity,2,2,1,random,307,history,4,1,r7-14,ambiguous,31334,0,31334,31334,0,7348,7348,0
840,parity,2,2,1,random,307,history,4,1,r7-14,departure,112482,3266,112434,112102,3221,34646,33159,1779
840,parity,2,2,1,random,307,history,4,1,r7-14,all,212520,3268,212472,212140,3223,58276,56788,1780
840,parity,2,2,1,random,308,history,4,1,r3-7,background,101103,2,101103,101103,2,19829,19828,1
840,parity,2,2,1,random,308,history,4,1,r3-7,ambiguous,25964,112,25964,25964,112,5705,5645,52
840,parity,2,2,1,random,308,history,4,1,r3-7,departure,85453,2889,85401,84974,2830,28547,27214,1556
840,parity,2,2,1,random,308,history,4,1,r3-7,all,212520,3003,212468,212041,2944,54081,52687,1609
840,parity,2,2,1,random,308,history,4,1,r7-14,background,71677,2,71677,71677,2,13342,13341,1
840,parity,2,2,1,random,308,history,4,1,r7-14,ambiguous,29426,0,29426,29426,0,6487,6487,0
840,parity,2,2,1,random,308,history,4,1,r7-14,departure,111417,3001,111365,110938,2942,34252,32859,1608
840,parity,2,2,1,random,308,history,4,1,r7-14,all,212520,3003,212468,212041,2944,54081,52687,1609
840,parity,2,2,1,ether,0,history,4,1,r3-7,background,212520,0,212520,212520,0,60720,60720,0
840,parity,2,2,1,ether,0,history,4,1,r3-7,ambiguous,0,0,0,0,0,0,0,0
840,parity,2,2,1,ether,0,history,4,1,r3-7,departure,0,0,0,0,0,0,0,0
840,parity,2,2,1,ether,0,history,4,1,r3-7,all,212520,0,212520,212520,0,60720,60720,0
840,parity,2,2,1,ether,0,history,4,1,r7-14,background,212520,0,212520,212520,0,60720,60720,0
840,parity,2,2,1,ether,0,history,4,1,r7-14,ambiguous,0,0,0,0,0,0,0,0
840,parity,2,2,1,ether,0,history,4,1,r7-14,departure,0,0,0,0,0,0,0,0
840,parity,2,2,1,ether,0,history,4,1,r7-14,all,212520,0,212520,212520,0,60720,60720,0
840,parity,2,2,1,perturbed,401,history,4,1,r3-7,background,183733,0,183733,183733,0,52594,52594,0
840,parity,2,2,1,perturbed,401,history,4,1,r3-7,ambiguous,9179,52,9179,9179,52,2253,2227,26
840,parity,2,2,1,perturbed,401,history,4,1,r3-7,departure,19608,469,19606,19590,465,7126,6966,309
840,parity,2,2,1,perturbed,401,history,4,1,r3-7,all,212520,521,212518,212502,517,61973,61787,335
840,parity,2,2,1,perturbed,401,history,4,1,r7-14,background,167880,0,167880,167880,0,47902,47902,0
840,parity,2,2,1,perturbed,401,history,4,1,r7-14,ambiguous,15853,0,15853,15853,0,4692,4692,0
840,parity,2,2,1,perturbed,401,history,4,1,r7-14,departure,28787,521,28785,28769,517,9379,9193,335
840,parity,2,2,1,perturbed,401,history,4,1,r7-14,all,212520,521,212518,212502,517,61973,61787,335
840,parity,2,2,1,perturbed,402,history,4,1,r3-7,background,165939,0,165939,165939,0,42521,42521,0
840,parity,2,2,1,perturbed,402,history,4,1,r3-7,ambiguous,12938,128,12938,12938,128,2854,2788,62
840,parity,2,2,1,perturbed,402,history,4,1,r3-7,departure,33643,946,33640,33613,939,11387,11033,592
840,parity,2,2,1,perturbed,402,history,4,1,r3-7,all,212520,1074,212517,212490,1067,56762,56342,654
840,parity,2,2,1,perturbed,402,history,4,1,r7-14,background,145536,0,145536,145536,0,37247,37247,0
840,parity,2,2,1,perturbed,402,history,4,1,r7-14,ambiguous,20403,0,20403,20403,0,5274,5274,0
840,parity,2,2,1,perturbed,402,history,4,1,r7-14,departure,46581,1074,46578,46551,1067,14241,13821,654
840,parity,2,2,1,perturbed,402,history,4,1,r7-14,all,212520,1074,212517,212490,1067,56762,56342,654
840,parity,2,2,1,random,301,history,5,1,r3-7,background,81523,0,81523,81523,0,16112,16112,0
840,parity,2,2,1,random,301,history,5,1,r3-7,ambiguous,27713,84,27713,27708,84,5813,5756,27
840,parity,2,2,1,random,301,history,5,1,r3-7,departure,103284,2926,102791,100713,2613,34009,32847,1764
840,parity,2,2,1,random,301,history,5,1,r3-7,all,212520,3010,212027,209944,2697,55934,54715,1791
840,parity,2,2,1,random,301,history,5,1,r7-14,background,49681,0,49681,49681,0,9255,9255,0
840,parity,2,2,1,random,301,history,5,1,r7-14,ambiguous,31842,0,31842,31842,0,6857,6857,0
840,parity,2,2,1,random,301,history,5,1,r7-14,departure,130997,3010,130504,128421,2697,39822,38603,1791
840,parity,2,2,1,random,301,history,5,1,r7-14,all,212520,3010,212027,209944,2697,55934,54715,1791
840,parity,2,2,1,random,302,history,5,1,r3-7,background,115225,2,115225,115224,2,21910,21909,1
840,parity,2,2,1,random,302,history,5,1,r3-7,ambiguous,24757,121,24755,24746,121,5134,5066,53
840,parity,2,2,1,random,302,history,5,1,r3-7,departure,72538,1363,72375,71546,1230,23735,23222,850
840,parity,2,2,1,random,302,history,5,1,r3-7,all,212520,1486,212355,211516,1353,50779,50197,904
840,parity,2,2,1,random,302,history,5,1,r7-14,background,80752,0,80752,80751,0,14513,14513,0
840,parity,2,2,1,random,302,history,5,1,r7-14,ambiguous,34473,2,34473,34473,2,7397,7396,1
840,parity,2,2,1,random,302,history,5,1,r7-14,departure,97295,1484,97130,96292,1351,28869,28288,903
840,parity,2,2,1,random,302,history,5,1,r7-14,all,212520,1486,212355,211516,1353,50779,50197,904
840,parity,2,2,1,random,303,history,5,1,r3-7,background,135183,5,135183,135183,5,29616,29613,2
840,parity,2,2,1,random,303,history,5,1,r3-7,ambiguous,18698,106,18697,18692,105,4028,3962,40
840,parity,2,2,1,random,303,history,5,1,r3-7,departure,58639,1359,58538,58051,1285,19569,19169,959
840,parity,2,2,1,random,303,history,5,1,r3-7,all,212520,1470,212418,211926,1395,53213,52744,1001
840,parity,2,2,1,random,303,history,5,1,r7-14,background,110366,4,110366,110366,4,23830,23828,2
840,parity,2,2,1,random,303,history,5,1,r7-14,ambiguous,24817,1,24817,24817,1,5786,5785,0
840,parity,2,2,1,random,303,history,5,1,r7-14,departure,77337,1465,77235,76743,1390,23597,23131,999
840,parity,2,2,1,random,303,history,5,1,r7-14,all,212520,1470,212418,211926,1395,53213,52744,1001
840,parity,2,2,1,random,304,history,5,1,r3-7,background,105611,3,105611,105611,3,23059,23057,1
840,parity,2,2,1,random,304,history,5,1,r3-7,ambiguous,23290,153,23289,23286,153,4950,4861,64
840,parity,2,2,1,random,304,history,5,1,r3-7,departure,83619,2203,83318,81821,1971,27751,26863,1315
840,parity,2,2,1,random,304,history,5,1,r3-7,all,212520,2359,212218,210718,2127,55760,54781,1380
840,parity,2,2,1,random,304,history,5,1,r7-14,background,76504,0,76504,76504,0,16516,16516,0
840,parity,2,2,1,random,304,history,5,1,r7-14,ambiguous,29107,3,29107,29107,3,6543,6541,1
840,parity,2,2,1,random,304,history,5,1,r7-14,departure,106909,2356,106607,105107,2124,32701,31724,1379
840,parity,2,2,1,random,304,history,5,1,r7-14,all,212520,2359,212218,210718,2127,55760,54781,1380
840,parity,2,2,1,random,305,history,5,1,r3-7,background,106652,6,106652,106651,6,24688,24684,2
840,parity,2,2,1,random,305,history,5,1,r3-7,ambiguous,22667,140,22666,22663,140,4986,4910,64
840,parity,2,2,1,random,305,history,5,1,r3-7,departure,83201,1925,83037,82193,1817,27976,27329,1278
840,parity,2,2,1,random,305,history,5,1,r3-7,all,212520,2071,212355,211507,1963,57650,56923,1344
840,parity,2,2,1,random,305,history,5,1,r7-14,background,77137,1,77137,77136,1,17692,17692,1
840,parity,2,2,1,random,305,history,5,1,r7-14,ambiguous,29515,5,29515,29515,5,6996,6992,1
840,parity,2,2,1,random,305,history,5,1,r7-14,departure,105868,2065,105703,104856,1957,32962,32239,1342
840,parity,2,2,1,random,305,history,5,1,r7-14,all,212520,2071,212355,211507,1963,57650,56923,1344
840,parity,2,2,1,random,306,history,5,1,r3-7,background,120487,2,120487,120487,2,27776,27775,1
840,parity,2,2,1,random,306,history,5,1,r3-7,ambiguous,23069,61,23069,23068,61,4954,4919,26
840,parity,2,2,1,random,306,history,5,1,r3-7,departure,68964,1615,68883,68262,1526,22769,22299,1145
840,parity,2,2,1,random,306,history,5,1,r3-7,all,212520,1678,212439,211817,1589,55499,54993,1172
840,parity,2,2,1,random,306,history,5,1,r7-14,background,87470,2,87470,87470,2,20109,20108,1
840,parity,2,2,1,random,306,history,5,1,r7-14,ambiguous,33017,0,33017,33017,0,7667,7667,0
840,parity,2,2,1,random,306,history,5,1,r7-14,departure,92033,1676,91952,91330,1587,27723,27218,1171
840,parity,2,2,1,random,306,history,5,1,r7-14,all,212520,1678,212439,211817,1589,55499,54993,1172
840,parity,2,2,1,random,307,history,5,1,r3-7,background,100038,2,100038,100038,2,23630,23629,1
840,parity,2,2,1,random,307,history,5,1,r3-7,ambiguous,25376,110,25373,25370,109,5525,5462,47
840,parity,2,2,1,random,307,history,5,1,r3-7,departure,87106,2031,86885,85847,1886,29121,28387,1297
840,parity,2,2,1,random,307,history,5,1,r3-7,all,212520,2143,212296,211255,1997,58276,57478,1345
840,parity,2,2,1,random,307,history,5,1,r7-14,background,68704,2,68704,68704,2,16282,16281,1
840,parity,2,2,1,random,307,history,5,1,r7-14,ambiguous,31334,0,31334,31334,0,7348,7348,0
840,parity,2,2,1,random,307,history,5,1,r7-14,departure,112482,2141,112258,111217,1995,34646,33849,1344
840,parity,2,2,1,random,307,history,5,1,r7-14,all,212520,2143,212296,211255,1997,58276,57478,1345
840,parity,2,2,1,random,308,history,5,1,r3-7,background,101103,2,101103,101103,2,19829,19828,1
840,parity,2,2,1,random,308,history,5,1,r3-7,ambiguous,25964,109,25964,25961,109,5705,5648,52
840,parity,2,2,1,random,308,history,5,1,r3-7,departure,85453,2058,85202,83931,1893,28547,27809,1320
840,parity,2,2,1,random,308,history,5,1,r3-7,all,212520,2169,212269,210995,2004,54081,53285,1373
840,parity,2,2,1,random,308,history,5,1,r7-14,background,71677,2,71677,71677,2,13342,13341,1
840,parity,2,2,1,random,308,history,5,1,r7-14,ambiguous,29426,0,29426,29426,0,6487,6487,0
840,parity,2,2,1,random,308,history,5,1,r7-14,departure,111417,2167,111166,109892,2002,34252,33457,1372
840,parity,2,2,1,random,308,history,5,1,r7-14,all,212520,2169,212269,210995,2004,54081,53285,1373
840,parity,2,2,1,ether,0,history,5,1,r3-7,background,212520,0,212520,212520,0,60720,60720,0
840,parity,2,2,1,ether,0,history,5,1,r3-7,ambiguous,0,0,0,0,0,0,0,0
840,parity,2,2,1,ether,0,history,5,1,r3-7,departure,0,0,0,0,0,0,0,0
840,parity,2,2,1,ether,0,history,5,1,r3-7,all,212520,0,212520,212520,0,60720,60720,0
840,parity,2,2,1,ether,0,history,5,1,r7-14,background,212520,0,212520,212520,0,60720,60720,0
840,parity,2,2,1,ether,0,history,5,1,r7-14,ambiguous,0,0,0,0,0,0,0,0
840,parity,2,2,1,ether,0,history,5,1,r7-14,departure,0,0,0,0,0,0,0,0
840,parity,2,2,1,ether,0,history,5,1,r7-14,all,212520,0,212520,212520,0,60720,60720,0
840,parity,2,2,1,perturbed,401,history,5,1,r3-7,background,183733,0,183733,183733,0,52594,52594,0
840,parity,2,2,1,perturbed,401,history,5,1,r3-7,ambiguous,9179,52,9179,9179,52,2253,2227,26
840,parity,2,2,1,perturbed,401,history,5,1,r3-7,departure,19608,563,19604,19556,554,7126,7072,509
840,parity,2,2,1,perturbed,401,history,5,1,r3-7,all,212520,615,212516,212468,606,61973,61893,535
840,parity,2,2,1,perturbed,401,history,5,1,r7-14,background,167880,0,167880,167880,0,47902,47902,0
840,parity,2,2,1,perturbed,401,history,5,1,r7-14,ambiguous,15853,0,15853,15853,0,4692,4692,0
840,parity,2,2,1,perturbed,401,history,5,1,r7-14,departure,28787,615,28783,28735,606,9379,9299,535
840,parity,2,2,1,perturbed,401,history,5,1,r7-14,all,212520,615,212516,212468,606,61973,61893,535
840,parity,2,2,1,perturbed,402,history,5,1,r3-7,background,165939,0,165939,165939,0,42521,42521,0
840,parity,2,2,1,perturbed,402,history,5,1,r3-7,ambiguous,12938,128,12938,12938,128,2854,2788,62
840,parity,2,2,1,perturbed,402,history,5,1,r3-7,departure,33643,524,33623,33554,508,11387,11317,454
840,parity,2,2,1,perturbed,402,history,5,1,r3-7,all,212520,652,212500,212431,636,56762,56626,516
840,parity,2,2,1,perturbed,402,history,5,1,r7-14,background,145536,0,145536,145536,0,37247,37247,0
840,parity,2,2,1,perturbed,402,history,5,1,r7-14,ambiguous,20403,0,20403,20403,0,5274,5274,0
840,parity,2,2,1,perturbed,402,history,5,1,r7-14,departure,46581,652,46561,46492,636,14241,14105,516
840,parity,2,2,1,perturbed,402,history,5,1,r7-14,all,212520,652,212500,212431,636,56762,56626,516
840,parity,2,2,1,random,301,history,6,1,r3-7,background,81523,0,81523,81522,0,16112,16112,0
840,parity,2,2,1,random,301,history,6,1,r3-7,ambiguous,27713,43,27710,27699,43,5813,5795,25
840,parity,2,2,1,random,301,history,6,1,r3-7,departure,103284,2682,101918,97913,2106,34009,32726,1399
840,parity,2,2,1,random,301,history,6,1,r3-7,all,212520,2725,211151,207134,2149,55934,54633,1424
840,parity,2,2,1,random,301,history,6,1,r7-14,background,49681,0,49681,49681,0,9255,9255,0
840,parity,2,2,1,random,301,history,6,1,r7-14,ambiguous,31842,0,31842,31841,0,6857,6857,0
840,parity,2,2,1,random,301,history,6,1,r7-14,departure,130997,2725,129628,125612,2149,39822,38521,1424
840,parity,2,2,1,random,301,history,6,1,r7-14,all,212520,2725,211151,207134,2149,55934,54633,1424
840,parity,2,2,1,random,302,history,6,1,r3-7,background,115225,1,115225,115221,1,21910,21910,1
840,parity,2,2,1,random,302,history,6,1,r3-7,ambiguous,24757,56,24752,24740,56,5134,5130,52
840,parity,2,2,1,random,302,history,6,1,r3-7,departure,72538,1249,72059,70511,1026,23735,23165,679
840,parity,2,2,1,random,302,history,6,1,r3-7,all,212520,1306,212036,210472,1083,50779,50205,732
840,parity,2,2,1,random,302,history,6,1,r7-14,background,80752,0,80752,80748,0,14513,14513,0
840,parity,2,2,1,random,302,history,6,1,r7-14,ambiguous,34473,1,34473,34473,1,7397,7397,1
840,parity,2,2,1,random,302,history,6,1,r7-14,departure,97295,1305,96811,95251,1082,28869,28295,731
840,parity,2,2,1,random,302,history,6,1,r7-14,all,212520,1306,212036,210472,1083,50779,50205,732
840,parity,2,2,1,random,303,history,6,1,r3-7,background,135183,3,135183,135183,3,29616,29615,2
