rule_a,rule_b,regime,density,activity,baseline,autonomy_r1,autonomy_r2,autonomy_r3
104,206,noisy,0.5067,0.5039,0.5067,0.6816,0.6911,0.6913
111,230,noisy,0.4423,0.4878,0.5577,0.5648,0.6918,0.7239
47,168,noisy,0.4632,0.1774,0.5368,0.8226,0.8264,0.8313
114,230,noisy,0.5003,0.5198,0.5003,0.5867,0.6598,0.6948
124,183,noisy,0.453,0.4976,0.547,0.7604,0.7724,0.7757
150,167,noisy,0.4941,0.5009,0.5059,0.5085,0.6489,0.6492
103,131,noisy,0.5066,0.5107,0.5066,0.6338,0.6576,0.6626
89,167,noisy,0.5111,0.4991,0.5111,0.5471,0.6299,0.6327
11,131,noisy,0.4818,0.4631,0.5182,0.7111,0.7192,0.7271
25,214,noisy,0.5303,0.4997,0.5303,0.5394,0.6251,0.6273
129,200,noisy,0.5028,0.4993,0.5028,0.9883,0.9883,0.9883
66,105,noisy,0.5624,0.4714,0.5624,0.6786,0.9212,0.9433
120,213,noisy,0.4394,0.3426,0.5606,0.7914,0.8099,0.8161
3,72,noisy,0.581,0.5017,0.581,0.6203,0.9781,0.9789
122,154,noisy,0.4879,0.5005,0.5121,0.5255,0.6367,0.6369
144,185,noisy,0.5129,0.5035,0.5129,0.6226,0.9585,0.9591
105,222,noisy,0.4868,0.4946,0.5132,0.6028,0.6857,0.6866
45,72,noisy,0.6108,0.3903,0.6108,0.6126,0.9786,0.9786
13,180,noisy,0.5308,0.3328,0.5308,0.6672,0.7891,0.8142
102,190,noisy,0.3875,0.2267,0.6125,0.808,0.9111,0.9623
149,167,noisy,0.4998,0.4776,0.5002,0.5319,0.5841,0.586
71,102,noisy,0.5081,0.4975,0.5081,0.5965,0.6736,0.6749
22,54,noisy,0.4902,0.4914,0.5098,0.6283,0.6896,0.6898
93,164,noisy,0.4942,0.4371,0.5058,0.5629,0.6044,0.6104
63,199,noisy,0.4976,0.4985,0.5024,0.5075,0.9783,0.9783
119,147,noisy,0.4833,0.4763,0.5167,0.7049,0.7351,0.7376
105,181,noisy,0.5001,0.4997,0.5001,0.5053,0.6165,0.6187
129,224,noisy,0.5037,0.5023,0.5037,0.621,0.9808,0.9808
103,202,noisy,0.497,0.4808,0.503,0.564,0.6322,0.6644
111,210,noisy,0.5364,0.3335,0.5364,0.679,0.8325,0.8531
150,169,noisy,0.4983,0.5005,0.5017,0.504,0.5675,0.5747
49,225,noisy,0.4912,0.5212,0.5088,0.6653,0.6668,0.6676
179,218,noisy,0.4216,0.4992,0.5784,0.7417,0.7538,0.7649
72,222,noisy,0.5244,0.44,0.5244,0.6924,0.7047,0.7073
123,214,noisy,0.4692,0.4853,0.5308,0.5378,0.6219,0.6286
107,153,noisy,0.5142,0.498,0.5142,0.5841,0.6584,0.6591
83,193,noisy,0.4821,0.4783,0.5179,0.8077,0.8318,0.8787
102,197,noisy,0.4921,0.4926,0.5079,0.6195,0.6736,0.6748
19,118,noisy,0.4993,0.4671,0.5007,0.6807,0.6871,0.6939
94,120,noisy,0.4939,0.4712,0.5061,0.5326,0.5901,0.5926
59,105,noisy,0.5077,0.5164,0.5077,0.5255,0.6703,0.671
114,117,noisy,0.614,0.4084,0.614,0.7291,0.7557,0.7753
83,180,noisy,0.5024,0.4373,0.5024,0.5699,0.6023,0.6076
99,182,noisy,0.5076,0.4844,0.5076,0.5705,0.6333,0.6446
182,212,noisy,0.4113,0.5023,0.5887,0.6219,0.9517,0.9559
78,210,noisy,0.5032,0.4626,0.5032,0.5694,0.6099,0.6174
86,133,noisy,0.5097,0.499,0.5097,0.5097,0.6818,0.6818
90,94,noisy,0.5102,0.4826,0.5102,0.6003,0.7674,0.7674
77,180,noisy,0.511,0.4806,0.511,0.6263,0.7789,0.7865
151,182,noisy,0.4702,0.5039,0.5298,0.5299,0.7318,0.7321
25,74,noisy,0.4911,0.4761,0.5089,0.5899,0.7226,0.7937
27,92,noisy,0.5041,0.4861,0.5041,0.6216,0.6269,0.6288
28,73,noisy,0.5004,0.4984,0.5004,0.6627,0.9916,0.9924
91,210,noisy,0.4941,0.4703,0.5059,0.5316,0.5768,0.5785
33,70,noisy,0.4819,0.499,0.5181,0.6241,0.9437,0.9453
37,40,noisy,0.5475,0.5023,0.5475,0.5584,0.7139,0.7201
37,78,noisy,0.4816,0.5028,0.5184,0.5782,0.6522,0.6544
47,237,noisy,0.5999,0.4981,0.5999,0.624,0.9756,0.9769
26,84,noisy,0.4864,0.4552,0.5136,0.5448,0.6212,0.6252
166,195,noisy,0.5009,0.4974,0.5009,0.6261,0.6294,0.6333
65,137,noisy,0.5121,0.4662,0.5121,0.5519,0.6796,0.7105
70,75,noisy,0.4951,0.5035,0.5049,0.8682,0.8682,0.8682
1,90,noisy,0.4957,0.5009,0.5043,0.5636,0.982,0.9843
30,133,noisy,0.5089,0.4946,0.5089,0.5107,0.6799,0.6799
109,115,noisy,0.6012,0.5018,0.6012,0.6334,0.9555,0.9566
105,162,noisy,0.4616,0.4995,0.5384,0.5589,0.7332,0.7336
120,191,structured,0.795,0.18,0.795,1.0,1.0,1.0
13,56,structured,0.29,0.16,0.71,1.0,1.0,1.0
66,235,structured,0.5544,0.4439,0.5544,0.7155,0.7432,0.7758
84,155,structured,0.705,0.48,0.705,1.0,1.0,1.0
119,128,structured,0.37,0.15,0.63,0.8648,0.875,0.8899
50,154,structured,0.3876,0.3352,0.6124,0.6764,0.7354,0.7665
130,140,structured,0.12,0.24,0.88,1.0,1.0,1.0
53,118,structured,0.5896,0.5313,0.5896,0.866,0.9399,0.9514
21,113,structured,0.555,0.42,0.555,1.0,1.0,1.0
48,52,structured,0.2,0.4,0.8,0.8,1.0,1.0
25,224,structured,0.375,0.14,0.625,0.92,0.92,0.9275
75,219,structured,0.6212,0.4025,0.6212,0.8925,0.9026,0.9413
138,246,structured,0.19,0.31,0.81,1.0,1.0,1.0
142,181,structured,0.552,0.5034,0.552,0.9764,0.9784,0.9795
88,231,structured,0.77,0.3,0.77,0.77,1.0,1.0
134,237,structured,0.4,0.41,0.6,1.0,1.0,1.0
63,160,structured,0.415,0.21,0.585,0.8123,0.8822,0.9174
159,189,structured,0.45,0.5,0.55,0.64,1.0,1.0
78,234,structured,0.42,0.05,0.58,0.96,0.9725,0.9725
113,167,structured,0.3963,0.2325,0.6037,0.7724,0.8288,0.8812
29,59,structured,0.44,0.46,0.56,1.0,1.0,1.0
7,192,structured,0.465,0.18,0.535,0.92,0.9275,0.93
42,207,structured,0.19,0.3,0.81,0.815,1.0,1.0
33,52,structured,0.655,0.36,0.655,1.0,1.0,1.0
112,184,structured,0.125,0.16,0.875,0.905,1.0,1.0
46,71,structured,0.49,0.5,0.51,0.615,1.0,1.0
14,177,structured,0.35,0.47,0.65,1.0,1.0,1.0
20,33,structured,0.585,0.36,0.585,1.0,1.0,1.0
93,246,structured,0.42,0.35,0.58,0.665,0.7775,0.8575
37,103,structured,0.5825,0.5401,0.5825,0.8775,0.9051,0.9225
9,130,structured,0.5,0.7659,0.5,0.9458,0.9762,0.988
132,159,structured,0.25,0.38,0.75,0.82,1.0,1.0
6,178,structured,0.45,0.35,0.55,1.0,1.0,1.0
48,79,structured,0.465,0.46,0.535,1.0,1.0,1.0
116,226,structured,0.4231,0.4651,0.5769,0.6543,0.6752,0.709
119,184,structured,0.16,0.26,0.84,0.8526,0.8824,0.91
142,239,structured,0.24,0.37,0.76,1.0,1.0,1.0
167,207,structured,0.4251,0.4589,0.5749,0.8155,0.821,0.8367
67,181,structured,0.715,0.48,0.715,0.715,1.0,1.0
43,187,structured,0.175,0.23,0.825,1.0,1.0,1.0
173,232,structured,0.2,0.21,0.8,1.0,1.0,1.0
114,232,structured,0.2925,0.3151,0.7075,0.8175,0.87,0.915
43,173,structured,0.57,0.3099,0.57,0.7224,0.7674,0.85
77,201,structured,0.3455,0.3559,0.6545,0.7005,0.7732,0.7989
65,177,structured,0.795,0.4,0.795,0.795,1.0,1.0
213,221,structured,0.245,0.49,0.755,1.0,1.0,1.0
114,246,structured,0.4075,0.39,0.5925,0.695,0.7399,0.8
57,234,structured,0.4,0.0,0.6,1.0,1.0,1.0
142,229,structured,0.3387,0.2725,0.6613,0.7537,0.8237,0.8525
60,209,structured,0.5524,0.4345,0.5524,0.7711,0.7711,0.7805
82,91,structured,0.765,0.38,0.765,1.0,1.0,1.0
174,184,structured,0.19,0.22,0.81,0.835,1.0,1.0
46,133,structured,0.56,0.48,0.56,0.67,1.0,1.0
41,219,structured,0.96,0.05,0.96,1.0,1.0,1.0
82,88,structured,0.4368,0.5044,0.5632,0.578,0.7388,0.7801
89,188,structured,0.485,0.4401,0.515,0.6075,0.7151,0.8226
81,131,structured,0.4916,0.1067,0.5084,0.8933,0.8966,0.9217
76,86,structured,0.37,0.0,0.63,1.0,1.0,1.0
108,147,structured,0.3576,0.5234,0.6424,0.6635,0.7299,0.7996
71,147,structured,0.5153,0.5901,0.5153,0.9997,0.9997,0.9998
221,226,structured,0.245,0.4,0.755,1.0,1.0,1.0
215,243,structured,0.345,0.55,0.655,0.72,1.0,1.0
130,242,structured,0.15,0.22,0.85,0.85,1.0,1.0
14,34,structured,0.27,0.51,0.73,0.835,1.0,1.0
40,62,structured,0.41,0.44,0.59,1.0,1.0,1.0
39,44,structured,0.535,0.5249,0.535,0.5799,0.8199,0.8824
38,178,structured,0.4802,0.495,0.5198,0.563,0.6328,0.6934
138,247,structured,0.14,0.23,0.86,1.0,1.0,1.0
114,210,structured,0.4225,0.39,0.5775,0.735,0.935,0.9738
115,224,structured,0.2,0.1451,0.8,0.8826,0.8926,0.9201
208,212,structured,0.325,0.2,0.675,0.875,1.0,1.0
147,190,structured,0.602,0.2464,0.602,0.7536,0.7994,0.8559
88,176,structured,0.145,0.24,0.855,0.86,1.0,1.0
151,187,structured,0.38,0.46,0.62,0.68,1.0,1.0
60,148,structured,0.4997,0.4976,0.5003,0.5369,0.7422,0.7453
59,74,structured,0.6118,0.4952,0.6118,0.7785,0.8206,0.8339
8,209,structured,0.645,0.28,0.645,1.0,1.0,1.0
157,171,structured,0.175,0.1101,0.825,0.895,0.9251,0.94
68,150,structured,0.48,0.45,0.52,1.0,1.0,1.0
94,253,structured,0.78,0.24,0.78,0.78,1.0,1.0
70,188,structured,0.5812,0.4374,0.5812,0.7756,0.8093,0.8172
77,186,structured,0.085,0.07,0.915,1.0,1.0,1.0
156,177,structured,0.53,0.3,0.53,1.0,1.0,1.0
8,71,structured,0.755,0.45,0.755,0.76,1.0,1.0
155,173,structured,0.315,0.4701,0.685,0.6849,0.8426,0.87
51,220,structured,0.235,0.47,0.765,0.8648,0.8849,0.8899
2,73,structured,0.635,0.3,0.635,1.0,1.0,1.0
43,189,structured,0.52,0.5045,0.52,0.6512,0.7055,0.7298
19,112,structured,0.55,0.31,0.55,1.0,1.0,1.0
82,83,structured,0.59,0.32,0.59,1.0,1.0,1.0
141,199,structured,0.47,0.57,0.53,0.665,1.0,1.0
111,119,structured,0.6975,0.215,0.6975,0.8549,0.9226,0.955
46,182,structured,0.56,0.45,0.56,0.77,1.0,1.0
5,194,structured,0.4174,0.4549,0.5826,0.6276,0.7523,0.8971
19,180,structured,0.185,0.245,0.815,0.88,0.9001,0.925
24,150,structured,0.3792,0.4296,0.6208,0.6728,0.9544,0.9668
20,130,structured,0.29,0.38,0.71,1.0,1.0,1.0
154,196,structured,0.1739,0.3051,0.8261,0.9138,0.9188,0.9344
87,186,structured,0.2475,0.195,0.7525,0.8125,0.8698,0.9024
45,151,structured,1.0,0.0,1.0,1.0,1.0,1.0
11,47,structured,0.255,0.42,0.745,0.745,1.0,1.0
119,249,structured,0.75,0.42,0.75,0.8,1.0,1.0
15,34,structured,0.47,0.49,0.53,1.0,1.0,1.0
12,66,structured,0.2,0.27,0.8,1.0,1.0,1.0
16,153,structured,0.63,0.37,0.63,1.0,1.0,1.0
154,247,structured,0.245,0.29,0.755,1.0,1.0,1.0
17,250,structured,0.39,0.17,0.61,0.85,0.9175,0.9276
49,198,structured,0.395,0.48,0.605,1.0,1.0,1.0
150,243,structured,0.415,0.51,0.585,0.64,1.0,1.0
90,125,structured,0.74,0.3,0.74,0.75,1.0,1.0
134,188,structured,0.4275,0.4499,0.5725,0.7625,0.8538,0.8838
197,231,structured,0.535,0.54,0.535,0.585,1.0,1.0
96,131,structured,0.66,0.39,0.66,1.0,1.0,1.0
78,172,structured,0.355,0.42,0.645,1.0,1.0,1.0
158,234,structured,0.215,0.27,0.785,1.0,1.0,1.0
95,142,structured,0.235,0.1851,0.765,0.8226,0.925,0.9375
47,182,structured,0.5,0.51,0.5,0.7,1.0,1.0
43,163,structured,0.485,0.53,0.515,0.865,1.0,1.0
47,156,structured,0.4739,0.5812,0.5261,0.7099,0.8915,0.9048
29,114,structured,0.48,0.32,0.52,1.0,1.0,1.0
