m,w,area,a,b,k,u,v,rule,physical_flips
1,6,6,33,51,2,0,0,204,2
1,6,6,33,57,2,0,0,204,2
1,6,6,33,63,2,0,0,204,4
1,6,6,34,0,2,0,0,255,2
1,6,6,35,3,2,0,0,204,1
1,6,6,35,7,2,0,0,204,2
1,6,6,35,15,2,0,0,204,3
1,6,6,35,19,2,0,0,0,2
1,6,6,35,33,2,0,0,204,1
1,6,6,35,37,2,0,0,0,2
1,6,6,35,39,2,0,0,204,1
1,6,6,35,49,2,0,0,204,2
1,6,6,35,51,2,0,0,204,1
1,6,6,35,57,2,0,0,204,3
1,6,6,35,63,2,0,0,204,3
1,6,6,36,0,2,0,0,255,2
1,6,6,37,35,2,0,0,255,2
1,6,6,39,3,2,0,0,204,2
1,6,6,39,7,2,0,0,204,1
1,6,6,39,15,2,0,0,204,2
1,6,6,39,33,2,0,0,204,2
1,6,6,39,35,2,0,0,204,1
1,6,6,39,49,2,0,0,204,3
1,6,6,39,51,2,0,0,204,2
1,6,6,39,57,2,0,0,204,4
1,6,6,39,63,2,0,0,204,2
1,6,6,40,0,2,0,0,255,2
1,6,6,41,49,2,0,0,255,2
1,6,6,43,63,2,0,0,255,2
1,6,6,44,28,2,0,0,255,2
1,6,6,45,63,2,0,0,255,2
1,6,6,46,63,2,0,0,255,2
1,6,6,47,63,2,0,0,255,1
1,6,6,48,0,2,0,0,204,2
1,6,6,48,3,2,0,0,204,4
1,6,6,48,7,2,0,0,204,5
1,6,6,48,12,2,0,0,204,4
1,6,6,48,15,2,0,0,204,6
1,6,6,48,24,2,0,0,204,2
1,6,6,48,28,2,0,0,204,3
1,6,6,48,49,2,0,0,204,1
1,6,6,48,51,2,0,0,204,2
1,6,6,48,56,2,0,0,204,1
1,6,6,48,57,2,0,0,204,2
1,6,6,48,60,2,0,0,204,2
1,6,6,48,63,2,0,0,204,4
1,6,6,49,33,2,0,0,204,1
1,6,6,49,35,2,0,0,204,2
1,6,6,49,39,2,0,0,204,3
1,6,6,49,41,2,0,0,0,2
1,6,6,49,48,2,0,0,204,1
1,6,6,49,50,2,0,0,0,2
1,6,6,49,51,2,0,0,204,1
1,6,6,49,56,2,0,0,204,2
1,6,6,49,57,2,0,0,204,1
1,6,6,49,60,2,0,0,204,3
1,6,6,49,63,2,0,0,204,3
1,6,6,50,49,2,0,0,255,2
1,6,6,51,0,2,0,0,204,4
1,6,6,51,3,2,0,0,204,2
1,6,6,51,7,2,0,0,204,3
1,6,6,51,12,2,0,0,204,6
1,6,6,51,15,2,0,0,204,4
1,6,6,51,33,2,0,0,204,2
1,6,6,51,35,2,0,0,204,1
1,6,6,51,39,2,0,0,204,2
1,6,6,51,48,2,0,0,204,2
1,6,6,51,49,2,0,0,204,1
1,6,6,51,56,2,0,0,204,3
1,6,6,51,57,2,0,0,204,2
1,6,6,51,60,2,0,0,204,4
1,6,6,51,63,2,0,0,204,2
1,6,6,52,56,2,0,0,255,2
1,6,6,53,63,2,0,0,255,2
1,6,6,54,63,2,0,0,255,2
1,6,6,55,63,2,0,0,255,1
1,6,6,56,0,2,0,0,204,3
1,6,6,56,3,2,0,0,204,5
1,6,6,56,7,2,0,0,204,6
1,6,6,56,12,2,0,0,204,3
1,6,6,56,15,2,0,0,204,5
1,6,6,56,24,2,0,0,204,1
1,6,6,56,28,2,0,0,204,2
1,6,6,56,48,2,0,0,204,1
1,6,6,56,49,2,0,0,204,2
1,6,6,56,51,2,0,0,204,3
1,6,6,56,52,2,0,0,0,2
1,6,6,56,57,2,0,0,204,1
1,6,6,56,60,2,0,0,204,1
1,6,6,56,63,2,0,0,204,3
1,6,6,57,33,2,0,0,204,2
1,6,6,57,35,2,0,0,204,3
1,6,6,57,39,2,0,0,204,4
1,6,6,57,48,2,0,0,204,2
1,6,6,57,49,2,0,0,204,1
1,6,6,57,51,2,0,0,204,2
1,6,6,57,56,2,0,0,204,1
1,6,6,57,60,2,0,0,204,2
1,6,6,57,63,2,0,0,204,2
1,6,6,58,63,2,0,0,255,2
1,6,6,59,63,2,0,0,255,1
1,6,6,60,0,2,0,0,204,4
1,6,6,60,3,2,0,0,204,6
1,6,6,60,7,2,0,0,204,5
1,6,6,60,12,2,0,0,204,2
1,6,6,60,15,2,0,0,204,4
1,6,6,60,24,2,0,0,204,2
1,6,6,60,28,2,0,0,204,1
1,6,6,60,48,2,0,0,204,2
1,6,6,60,49,2,0,0,204,3
1,6,6,60,51,2,0,0,204,4
1,6,6,60,56,2,0,0,204,1
1,6,6,60,57,2,0,0,204,2
1,6,6,60,63,2,0,0,204,2
1,6,6,61,63,2,0,0,255,1
1,6,6,62,63,2,0,0,255,1
1,6,6,63,0,2,0,0,204,6
1,6,6,63,3,2,0,0,204,4
1,6,6,63,7,2,0,0,204,3
1,6,6,63,12,2,0,0,204,4
1,6,6,63,15,2,0,0,204,2
1,6,6,63,23,2,0,0,0,2
1,6,6,63,27,2,0,0,0,2
1,6,6,63,29,2,0,0,0,2
1,6,6,63,31,2,0,0,0,1
1,6,6,63,33,2,0,0,204,4
1,6,6,63,35,2,0,0,204,3
1,6,6,63,39,2,0,0,204,2
1,6,6,63,43,2,0,0,0,2
1,6,6,63,45,2,0,0,0,2
1,6,6,63,46,2,0,0,0,2
1,6,6,63,47,2,0,0,0,1
1,6,6,63,48,2,0,0,204,4
1,6,6,63,49,2,0,0,204,3
1,6,6,63,51,2,0,0,204,2
1,6,6,63,53,2,0,0,0,2
1,6,6,63,54,2,0,0,0,2
1,6,6,63,55,2,0,0,0,1
1,6,6,63,56,2,0,0,204,3
1,6,6,63,57,2,0,0,204,2
1,6,6,63,58,2,0,0,0,2
1,6,6,63,59,2,0,0,0,1
1,6,6,63,60,2,0,0,204,2
1,6,6,63,61,2,0,0,0,1
1,6,6,63,62,2,0,0,0,1
1,6,6,0,1,2,1,0,0,1
1,6,6,0,2,2,1,0,0,1
1,6,6,0,4,2,1,0,0,1
1,6,6,0,5,2,1,0,0,2
1,6,6,0,8,2,1,0,0,1
1,6,6,0,9,2,1,0,0,2
1,6,6,0,10,2,1,0,0,2
1,6,6,0,16,2,1,0,0,1
1,6,6,0,17,2,1,0,0,2
1,6,6,0,18,2,1,0,0,2
1,6,6,0,20,2,1,0,0,2
1,6,6,0,32,2,1,0,0,1
1,6,6,0,34,2,1,0,0,2
1,6,6,0,36,2,1,0,0,2
1,6,6,0,40,2,1,0,0,2
1,6,6,1,0,2,1,0,255,1
1,6,6,2,0,2,1,0,255,1
1,6,6,4,0,2,1,0,255,1
1,6,6,5,0,2,1,0,255,2
1,6,6,8,0,2,1,0,255,1
1,6,6,9,0,2,1,0,255,2
1,6,6,10,0,2,1,0,255,2
1,6,6,16,0,2,1,0,255,1
1,6,6,17,0,2,1,0,255,2
1,6,6,18,0,2,1,0,255,2
1,6,6,20,0,2,1,0,255,2
1,6,6,23,63,2,1,0,255,2
1,6,6,27,63,2,1,0,255,2
1,6,6,29,63,2,1,0,255,2
1,6,6,31,63,2,1,0,255,1
1,6,6,32,0,2,1,0,255,1
1,6,6,34,0,2,1,0,255,2
1,6,6,36,0,2,1,0,255,2
1,6,6,40,0,2,1,0,255,2
1,6,6,43,63,2,1,0,255,2
1,6,6,45,63,2,1,0,255,2
1,6,6,46,63,2,1,0,255,2
1,6,6,47,63,2,1,0,255,1
1,6,6,53,63,2,1,0,255,2
1,6,6,54,63,2,1,0,255,2
1,6,6,55,63,2,1,0,255,1
1,6,6,58,63,2,1,0,255,2
1,6,6,59,63,2,1,0,255,1
1,6,6,61,63,2,1,0,255,1
1,6,6,62,63,2,1,0,255,1
1,6,6,63,23,2,1,0,0,2
1,6,6,63,27,2,1,0,0,2
1,6,6,63,29,2,1,0,0,2
1,6,6,63,31,2,1,0,0,1
1,6,6,63,43,2,1,0,0,2
1,6,6,63,45,2,1,0,0,2
1,6,6,63,46,2,1,0,0,2
1,6,6,63,47,2,1,0,0,1
1,6,6,63,53,2,1,0,0,2
1,6,6,63,54,2,1,0,0,2
1,6,6,63,55,2,1,0,0,1
1,6,6,63,58,2,1,0,0,2
1,6,6,63,59,2,1,0,0,1
1,6,6,63,61,2,1,0,0,1
1,6,6,63,62,2,1,0,0,1
1,6,6,0,1,2,2,0,0,1
1,6,6,0,2,2,2,0,0,1
1,6,6,0,4,2,2,0,0,1
1,6,6,0,5,2,2,0,0,2
1,6,6,0,8,2,2,0,0,1
1,6,6,0,9,2,2,0,0,2
1,6,6,0,10,2,2,0,0,2
1,6,6,0,16,2,2,0,0,1
1,6,6,0,17,2,2,0,0,2
1,6,6,0,18,2,2,0,0,2
1,6,6,0,20,2,2,0,0,2
1,6,6,0,32,2,2,0,0,1
1,6,6,0,34,2,2,0,0,2
1,6,6,0,36,2,2,0,0,2
1,6,6,0,40,2,2,0,0,2
1,6,6,1,0,2,2,0,255,1
1,6,6,2,0,2,2,0,255,1
1,6,6,4,0,2,2,0,255,1
1,6,6,5,0,2,2,0,255,2
1,6,6,8,0,2,2,0,255,1
1,6,6,9,0,2,2,0,255,2
1,6,6,10,0,2,2,0,255,2
1,6,6,16,0,2,2,0,255,1
1,6,6,17,0,2,2,0,255,2
1,6,6,18,0,2,2,0,255,2
1,6,6,20,0,2,2,0,255,2
1,6,6,23,63,2,2,0,255,2
1,6,6,27,63,2,2,0,255,2
1,6,6,29,63,2,2,0,255,2
1,6,6,31,63,2,2,0,255,1
1,6,6,32,0,2,2,0,255,1
1,6,6,34,0,2,2,0,255,2
1,6,6,36,0,2,2,0,255,2
1,6,6,40,0,2,2,0,255,2
1,6,6,43,63,2,2,0,255,2
1,6,6,45,63,2,2,0,255,2
1,6,6,46,63,2,2,0,255,2
1,6,6,47,63,2,2,0,255,1
1,6,6,53,63,2,2,0,255,2
1,6,6,54,63,2,2,0,255,2
1,6,6,55,63,2,2,0,255,1
1,6,6,58,63,2,2,0,255,2
1,6,6,59,63,2,2,0,255,1
1,6,6,61,63,2,2,0,255,1
1,6,6,62,63,2,2,0,255,1
1,6,6,63,23,2,2,0,0,2
1,6,6,63,27,2,2,0,0,2
1,6,6,63,29,2,2,0,0,2
1,6,6,63,31,2,2,0,0,1
1,6,6,63,43,2,2,0,0,2
1,6,6,63,45,2,2,0,0,2
1,6,6,63,46,2,2,0,0,2
1,6,6,63,47,2,2,0,0,1
1,6,6,63,53,2,2,0,0,2
1,6,6,63,54,2,2,0,0,2
1,6,6,63,55,2,2,0,0,1
1,6,6,63,58,2,2,0,0,2
1,6,6,63,59,2,2,0,0,1
1,6,6,63,61,2,2,0,0,1
1,6,6,63,62,2,2,0,0,1
1,6,6,0,1,3,-3,0,0,1
1,6,6,0,2,3,-3,0,0,1
1,6,6,0,4,3,-3,0,0,1
1,6,6,0,5,3,-3,0,0,2
1,6,6,0,8,3,-3,0,0,1
1,6,6,0,9,3,-3,0,0,2
1,6,6,0,10,3,-3,0,0,2
1,6,6,0,16,3,-3,0,0,1
1,6,6,0,17,3,-3,0,0,2
1,6,6,0,18,3,-3,0,0,2
1,6,6,0,20,3,-3,0,0,2
1,6,6,0,21,3,-3,0,192,3
1,6,6,0,32,3,-3,0,0,1
1,6,6,0,34,3,-3,0,0,2
1,6,6,0,36,3,-3,0,0,2
1,6,6,0,40,3,-3,0,0,2
1,6,6,0,42,3,-3,0,192,3
1,6,6,1,0,3,-3,0,255,1
1,6,6,2,0,3,-3,0,255,1
1,6,6,4,0,3,-3,0,255,1
1,6,6,5,0,3,-3,0,255,2
1,6,6,8,0,3,-3,0,255,1
1,6,6,9,0,3,-3,0,255,2
1,6,6,10,0,3,-3,0,255,2
1,6,6,16,0,3,-3,0,255,1
1,6,6,17,0,3,-3,0,255,2
1,6,6,18,0,3,-3,0,255,2
1,6,6,20,0,3,-3,0,255,2
1,6,6,21,0,3,-3,0,252,3
1,6,6,21,63,3,-3,0,252,3
1,6,6,23,63,3,-3,0,255,2
1,6,6,27,63,3,-3,0,255,2
1,6,6,29,63,3,-3,0,255,2
1,6,6,31,63,3,-3,0,255,1
1,6,6,32,0,3,-3,0,255,1
1,6,6,34,0,3,-3,0,255,2
1,6,6,36,0,3,-3,0,255,2
1,6,6,40,0,3,-3,0,255,2
1,6,6,42,0,3,-3,0,252,3
1,6,6,42,63,3,-3,0,252,3
1,6,6,43,63,3,-3,0,255,2
1,6,6,45,63,3,-3,0,255,2
1,6,6,46,63,3,-3,0,255,2
1,6,6,47,63,3,-3,0,255,1
1,6,6,53,63,3,-3,0,255,2
1,6,6,54,63,3,-3,0,255,2
1,6,6,55,63,3,-3,0,255,1
1,6,6,58,63,3,-3,0,255,2
1,6,6,59,63,3,-3,0,255,1
1,6,6,61,63,3,-3,0,255,1
1,6,6,62,63,3,-3,0,255,1
1,6,6,63,21,3,-3,0,192,3
1,6,6,63,23,3,-3,0,0,2
1,6,6,63,27,3,-3,0,0,2
1,6,6,63,29,3,-3,0,0,2
1,6,6,63,31,3,-3,0,0,1
1,6,6,63,42,3,-3,0,192,3
1,6,6,63,43,3,-3,0,0,2
1,6,6,63,45,3,-3,0,0,2
1,6,6,63,46,3,-3,0,0,2
1,6,6,63,47,3,-3,0,0,1
1,6,6,63,53,3,-3,0,0,2
1,6,6,63,54,3,-3,0,0,2
1,6,6,63,55,3,-3,0,0,1
1,6,6,63,58,3,-3,0,0,2
1,6,6,63,59,3,-3,0,0,1
1,6,6,63,61,3,-3,0,0,1
1,6,6,63,62,3,-3,0,0,1
1,6,6,0,1,3,-2,0,0,1
1,6,6,0,2,3,-2,0,0,1
1,6,6,0,4,3,-2,0,0,1
1,6,6,0,5,3,-2,0,0,2
1,6,6,0,8,3,-2,0,0,1
1,6,6,0,9,3,-2,0,0,2
1,6,6,0,10,3,-2,0,0,2
1,6,6,0,16,3,-2,0,0,1
1,6,6,0,17,3,-2,0,0,2
1,6,6,0,18,3,-2,0,0,2
1,6,6,0,20,3,-2,0,0,2
1,6,6,0,32,3,-2,0,0,1
1,6,6,0,34,3,-2,0,0,2
1,6,6,0,36,3,-2,0,0,2
1,6,6,0,40,3,-2,0,0,2
1,6,6,1,0,3,-2,0,255,1
1,6,6,2,0,3,-2,0,255,1
1,6,6,4,0,3,-2,0,255,1
1,6,6,5,0,3,-2,0,255,2
1,6,6,8,0,3,-2,0,255,1
1,6,6,9,0,3,-2,0,255,2
1,6,6,10,0,3,-2,0,255,2
1,6,6,16,0,3,-2,0,255,1
1,6,6,17,0,3,-2,0,255,2
1,6,6,18,0,3,-2,0,255,2
1,6,6,20,0,3,-2,0,255,2
1,6,6,23,63,3,-2,0,255,2
1,6,6,27,63,3,-2,0,255,2
1,6,6,29,63,3,-2,0,255,2
1,6,6,31,63,3,-2,0,255,1
1,6,6,32,0,3,-2,0,255,1
1,6,6,34,0,3,-2,0,255,2
1,6,6,36,0,3,-2,0,255,2
1,6,6,40,0,3,-2,0,255,2
1,6,6,43,63,3,-2,0,255,2
1,6,6,45,63,3,-2,0,255,2
1,6,6,46,63,3,-2,0,255,2
1,6,6,47,63,3,-2,0,255,1
1,6,6,53,63,3,-2,0,255,2
1,6,6,54,63,3,-2,0,255,2
1,6,6,55,63,3,-2,0,255,1
1,6,6,58,63,3,-2,0,255,2
1,6,6,59,63,3,-2,0,255,1
1,6,6,61,63,3,-2,0,255,1
1,6,6,62,63,3,-2,0,255,1
1,6,6,63,23,3,-2,0,0,2
1,6,6,63,27,3,-2,0,0,2
1,6,6,63,29,3,-2,0,0,2
1,6,6,63,31,3,-2,0,0,1
1,6,6,63,43,3,-2,0,0,2
1,6,6,63,45,3,-2,0,0,2
1,6,6,63,46,3,-2,0,0,2
1,6,6,63,47,3,-2,0,0,1
1,6,6,63,53,3,-2,0,0,2
1,6,6,63,54,3,-2,0,0,2
1,6,6,63,55,3,-2,0,0,1
1,6,6,63,58,3,-2,0,0,2
1,6,6,63,59,3,-2,0,0,1
1,6,6,63,61,3,-2,0,0,1
1,6,6,63,62,3,-2,0,0,1
1,6,6,0,1,3,-1,0,0,1
1,6,6,0,2,3,-1,0,0,1
1,6,6,0,4,3,-1,0,0,1
1,6,6,0,5,3,-1,0,0,2
1,6,6,0,8,3,-1,0,0,1
1,6,6,0,9,3,-1,0,0,2
1,6,6,0,10,3,-1,0,0,2
1,6,6,0,16,3,-1,0,0,1
1,6,6,0,17,3,-1,0,0,2
1,6,6,0,18,3,-1,0,0,2
1,6,6,0,20,3,-1,0,0,2
1,6,6,0,32,3,-1,0,0,1
1,6,6,0,34,3,-1,0,0,2
1,6,6,0,36,3,-1,0,0,2
1,6,6,0,40,3,-1,0,0,2
1,6,6,1,0,3,-1,0,255,1
1,6,6,2,0,3,-1,0,255,1
1,6,6,4,0,3,-1,0,255,1
1,6,6,5,0,3,-1,0,255,2
1,6,6,8,0,3,-1,0,255,1
1,6,6,9,0,3,-1,0,255,2
1,6,6,10,0,3,-1,0,255,2
1,6,6,16,0,3,-1,0,255,1
1,6,6,17,0,3,-1,0,255,2
1,6,6,18,0,3,-1,0,255,2
1,6,6,20,0,3,-1,0,255,2
1,6,6,23,63,3,-1,0,255,2
1,6,6,27,63,3,-1,0,255,2
1,6,6,29,63,3,-1,0,255,2
1,6,6,31,63,3,-1,0,255,1
1,6,6,32,0,3,-1,0,255,1
1,6,6,34,0,3,-1,0,255,2
1,6,6,36,0,3,-1,0,255,2
1,6,6,40,0,3,-1,0,255,2
1,6,6,43,63,3,-1,0,255,2
1,6,6,45,63,3,-1,0,255,2
1,6,6,46,63,3,-1,0,255,2
1,6,6,47,63,3,-1,0,255,1
1,6,6,53,63,3,-1,0,255,2
1,6,6,54,63,3,-1,0,255,2
1,6,6,55,63,3,-1,0,255,1
1,6,6,58,63,3,-1,0,255,2
1,6,6,59,63,3,-1,0,255,1
1,6,6,61,63,3,-1,0,255,1
1,6,6,62,63,3,-1,0,255,1
1,6,6,63,23,3,-1,0,0,2
1,6,6,63,27,3,-1,0,0,2
1,6,6,63,29,3,-1,0,0,2
1,6,6,63,31,3,-1,0,0,1
1,6,6,63,43,3,-1,0,0,2
1,6,6,63,45,3,-1,0,0,2
1,6,6,63,46,3,-1,0,0,2
1,6,6,63,47,3,-1,0,0,1
1,6,6,63,53,3,-1,0,0,2
1,6,6,63,54,3,-1,0,0,2
1,6,6,63,55,3,-1,0,0,1
1,6,6,63,58,3,-1,0,0,2
1,6,6,63,59,3,-1,0,0,1
1,6,6,63,61,3,-1,0,0,1
1,6,6,63,62,3,-1,0,0,1
1,6,6,0,1,3,0,0,0,1
1,6,6,0,2,3,0,0,0,1
1,6,6,0,3,3,0,0,204,2
1,6,6,0,4,3,0,0,0,1
1,6,6,0,5,3,0,0,0,2
1,6,6,0,6,3,0,0,204,2
1,6,6,0,7,3,0,0,204,3
1,6,6,0,8,3,0,0,0,1
1,6,6,0,9,3,0,0,0,2
1,6,6,0,10,3,0,0,0,2
1,6,6,0,12,3,0,0,204,2
1,6,6,0,14,3,0,0,204,3
1,6,6,0,15,3,0,0,204,4
1,6,6,0,16,3,0,0,0,1
1,6,6,0,17,3,0,0,0,2
1,6,6,0,18,3,0,0,0,2
1,6,6,0,20,3,0,0,0,2
1,6,6,0,24,3,0,0,204,2
1,6,6,0,28,3,0,0,204,3
1,6,6,0,30,3,0,0,204,4
1,6,6,0,32,3,0,0,0,1
1,6,6,0,34,3,0,0,0,2
1,6,6,0,36,3,0,0,0,2
1,6,6,0,40,3,0,0,0,2
1,6,6,0,48,3,0,0,204,2
1,6,6,0,51,3,0,0,204,4
1,6,6,0,56,3,0,0,204,3
1,6,6,0,60,3,0,0,204,4
1,6,6,0,63,3,0,0,204,6
1,6,6,1,0,3,0,0,255,1
1,6,6,2,0,3,0,0,255,1
1,6,6,3,0,3,0,0,204,2
1,6,6,3,6,3,0,0,204,2
1,6,6,3,7,3,0,0,204,1
1,6,6,3,12,3,0,0,204,4
1,6,6,3,14,3,0,0,204,3
1,6,6,3,15,3,0,0,204,2
1,6,6,3,35,3,0,0,204,1
1,6,6,3,39,3,0,0,204,2
1,6,6,3,48,3,0,0,204,4
1,6,6,3,51,3,0,0,204,2
1,6,6,3,56,3,0,0,204,5
1,6,6,3,60,3,0,0,204,6
1,6,6,3,63,3,0,0,204,4
1,6,6,4,0,3,0,0,255,1
1,6,6,5,0,3,0,0,255,2
1,6,6,6,0,3,0,0,204,2
1,6,6,6,3,3,0,0,204,2
1,6,6,6,7,3,0,0,204,1
1,6,6,6,12,3,0,0,204,2
1,6,6,6,14,3,0,0,204,1
1,6,6,6,15,3,0,0,204,2
1,6,6,6,24,3,0,0,204,4
1,6,6,6,28,3,0,0,204,3
1,6,6,6,30,3,0,0,204,2
1,6,6,7,0,3,0,0,204,3
1,6,6,7,3,3,0,0,204,1
1,6,6,7,6,3,0,0,204,1
1,6,6,7,11,3,0,0,0,2
1,6,6,7,12,3,0,0,204,3
1,6,6,7,14,3,0,0,204,2
1,6,6,7,15,3,0,0,204,1
1,6,6,7,35,3,0,0,204,2
1,6,6,7,39,3,0,0,204,1
1,6,6,7,48,3,0,0,204,5
1,6,6,7,51,3,0,0,204,3
1,6,6,7,56,3,0,0,204,6
1,6,6,7,60,3,0,0,204,5
1,6,6,7,63,3,0,0,204,3
1,6,6,8,0,3,0,0,255,1
1,6,6,9,0,3,0,0,255,2
1,6,6,10,0,3,0,0,255,2
1,6,6,11,7,3,0,0,255,2
1,6,6,12,0,3,0,0,204,2
1,6,6,12,3,3,0,0,204,4
1,6,6,12,6,3,0,0,204,2
1,6,6,12,7,3,0,0,204,3
1,6,6,12,14,3,0,0,204,1
1,6,6,12,15,3,0,0,204,2
1,6,6,12,24,3,0,0,204,2
1,6,6,12,28,3,0,0,204,1
1,6,6,12,30,3,0,0,204,2
1,6,6,12,48,3,0,0,204,4
1,6,6,12,51,3,0,0,204,6
1,6,6,12,56,3,0,0,204,3
1,6,6,12,60,3,0,0,204,2
1,6,6,12,63,3,0,0,204,4
1,6,6,13,14,3,0,0,255,2
1,6,6,14,0,3,0,0,204,3
1,6,6,14,3,3,0,0,204,3
1,6,6,14,6,3,0,0,204,1
1,6,6,14,7,3,0,0,204,2
1,6,6,14,12,3,0,0,204,1
1,6,6,14,13,3,0,0,0,2
1,6,6,14,15,3,0,0,204,1
1,6,6,14,22,3,0,0,0,2
1,6,6,14,24,3,0,0,204,3
1,6,6,14,28,3,0,0,204,2
1,6,6,14,30,3,0,0,204,1
1,6,6,15,0,3,0,0,204,4
1,6,6,15,3,3,0,0,204,2
1,6,6,15,6,3,0,0,204,2
1,6,6,15,7,3,0,0,204,1
1,6,6,15,12,3,0,0,204,2
1,6,6,15,14,3,0,0,204,1
1,6,6,15,35,3,0,0,204,3
1,6,6,15,39,3,0,0,204,2
1,6,6,15,48,3,0,0,204,6
1,6,6,15,51,3,0,0,204,4
1,6,6,15,56,3,0,0,204,5
1,6,6,15,60,3,0,0,204,4
1,6,6,15,63,3,0,0,204,2
1,6,6,16,0,3,0,0,255,1
1,6,6,17,0,3,0,0,255,2
1,6,6,18,0,3,0,0,255,2
1,6,6,19,35,3,0,0,255,2
1,6,6,20,0,3,0,0,255,2
1,6,6,22,14,3,0,0,255,2
1,6,6,23,63,3,0,0,255,2
1,6,6,24,0,3,0,0,204,2
1,6,6,24,6,3,0,0,204,4
1,6,6,24,12,3,0,0,204,2
1,6,6,24,14,3,0,0,204,3
1,6,6,24,28,3,0,0,204,1
1,6,6,24,30,3,0,0,204,2
1,6,6,24,48,3,0,0,204,2
1,6,6,24,56,3,0,0,204,1
1,6,6,24,60,3,0,0,204,2
1,6,6,26,28,3,0,0,255,2
1,6,6,27,63,3,0,0,255,2
1,6,6,28,0,3,0,0,204,3
1,6,6,28,6,3,0,0,204,3
1,6,6,28,12,3,0,0,204,1
1,6,6,28,14,3,0,0,204,2
1,6,6,28,24,3,0,0,204,1
1,6,6,28,26,3,0,0,0,2
1,6,6,28,30,3,0,0,204,1
1,6,6,28,44,3,0,0,0,2
1,6,6,28,48,3,0,0,204,3
1,6,6,28,56,3,0,0,204,2
1,6,6,28,60,3,0,0,204,1
1,6,6,29,63,3,0,0,255,2
1,6,6,30,0,3,0,0,204,4
1,6,6,30,6,3,0,0,204,2
1,6,6,30,12,3,0,0,204,2
1,6,6,30,14,3,0,0,204,1
1,6,6,30,24,3,0,0,204,2
1,6,6,30,28,3,0,0,204,1
1,6,6,31,63,3,0,0,255,1
1,6,6,32,0,3,0,0,255,1
1,6,6,33,35,3,0,0,204,1
1,6,6,33,39,3,0,0,204,2
1,6,6,33,49,3,0,0,204,1
1,6,6,33,51,3,0,0,204,2
1,6,6,33,57,3,0,0,204,2
1,6,6,33,63,3,0,0,204,4
1,6,6,34,0,3,0,0,255,2
1,6,6,35,3,3,0,0,204,1
1,6,6,35,7,3,0,0,204,2
1,6,6,35,15,3,0,0,204,3
1,6,6,35,19,3,0,0,0,2
1,6,6,35,33,3,0,0,204,1
1,6,6,35,37,3,0,0,0,2
1,6,6,35,39,3,0,0,204,1
1,6,6,35,49,3,0,0,204,2
1,6,6,35,51,3,0,0,204,1
1,6,6,35,57,3,0,0,204,3
1,6,6,35,63,3,0,0,204,3
1,6,6,36,0,3,0,0,255,2
1,6,6,37,35,3,0,0,255,2
1,6,6,39,3,3,0,0,204,2
1,6,6,39,7,3,0,0,204,1
1,6,6,39,15,3,0,0,204,2
1,6,6,39,33,3,0,0,204,2
1,6,6,39,35,3,0,0,204,1
1,6,6,39,49,3,0,0,204,3
1,6,6,39,51,3,0,0,204,2
1,6,6,39,57,3,0,0,204,4
1,6,6,39,63,3,0,0,204,2
1,6,6,40,0,3,0,0,255,2
1,6,6,41,49,3,0,0,255,2
1,6,6,43,63,3,0,0,255,2
1,6,6,44,28,3,0,0,255,2
1,6,6,45,63,3,0,0,255,2
1,6,6,46,63,3,0,0,255,2
1,6,6,47,63,3,0,0,255,1
1,6,6,48,0,3,0,0,204,2
1,6,6,48,3,3,0,0,204,4
1,6,6,48,7,3,0,0,204,5
1,6,6,48,12,3,0,0,204,4
1,6,6,48,15,3,0,0,204,6
1,6,6,48,24,3,0,0,204,2
1,6,6,48,28,3,0,0,204,3
1,6,6,48,49,3,0,0,204,1
1,6,6,48,51,3,0,0,204,2
1,6,6,48,56,3,0,0,204,1
1,6,6,48,57,3,0,0,204,2
1,6,6,48,60,3,0,0,204,2
1,6,6,48,63,3,0,0,204,4
1,6,6,49,33,3,0,0,204,1
1,6,6,49,35,3,0,0,204,2
1,6,6,49,39,3,0,0,204,3
1,6,6,49,41,3,0,0,0,2
1,6,6,49,48,3,0,0,204,1
1,6,6,49,50,3,0,0,0,2
1,6,6,49,51,3,0,0,204,1
1,6,6,49,56,3,0,0,204,2
1,6,6,49,57,3,0,0,204,1
1,6,6,49,60,3,0,0,204,3
1,6,6,49,63,3,0,0,204,3
1,6,6,50,49,3,0,0,255,2
1,6,6,51,0,3,0,0,204,4
1,6,6,51,3,3,0,0,204,2
1,6,6,51,7,3,0,0,204,3
1,6,6,51,12,3,0,0,204,6
1,6,6,51,15,3,0,0,204,4
1,6,6,51,33,3,0,0,204,2
1,6,6,51,35,3,0,0,204,1
1,6,6,51,39,3,0,0,204,2
1,6,6,51,48,3,0,0,204,2
1,6,6,51,49,3,0,0,204,1
1,6,6,51,56,3,0,0,204,3
1,6,6,51,57,3,0,0,204,2
1,6,6,51,60,3,0,0,204,4
1,6,6,51,63,3,0,0,204,2
1,6,6,52,56,3,0,0,255,2
1,6,6,53,63,3,0,0,255,2
1,6,6,54,63,3,0,0,255,2
1,6,6,55,63,3,0,0,255,1
1,6,6,56,0,3,0,0,204,3
1,6,6,56,3,3,0,0,204,5
1,6,6,56,7,3,0,0,204,6
1,6,6,56,12,3,0,0,204,3
1,6,6,56,15,3,0,0,204,5
1,6,6,56,24,3,0,0,204,1
1,6,6,56,28,3,0,0,204,2
