m,w,area,a,b,k,u,v,rule,physical_flips
5,1,5,21,29,2,-1,-2,170,1
5,1,5,21,31,2,-1,-2,170,2
5,1,5,22,23,2,-1,-2,170,1
5,1,5,22,30,2,-1,-2,170,1
5,1,5,22,31,2,-1,-2,170,2
5,1,5,23,21,2,-1,-2,170,1
5,1,5,23,22,2,-1,-2,170,1
5,1,5,23,29,2,-1,-2,170,2
5,1,5,23,30,2,-1,-2,170,2
5,1,5,23,31,2,-1,-2,170,1
5,1,5,26,27,2,-1,-2,170,1
5,1,5,26,30,2,-1,-2,170,1
5,1,5,26,31,2,-1,-2,170,2
5,1,5,27,11,2,-1,-2,170,1
5,1,5,27,15,2,-1,-2,170,2
5,1,5,27,26,2,-1,-2,170,1
5,1,5,27,30,2,-1,-2,170,2
5,1,5,27,31,2,-1,-2,170,1
5,1,5,29,13,2,-1,-2,170,1
5,1,5,29,15,2,-1,-2,170,2
5,1,5,29,21,2,-1,-2,170,1
5,1,5,29,23,2,-1,-2,170,2
5,1,5,29,31,2,-1,-2,170,1
5,1,5,30,22,2,-1,-2,170,1
5,1,5,30,23,2,-1,-2,170,2
5,1,5,30,26,2,-1,-2,170,1
5,1,5,30,27,2,-1,-2,170,2
5,1,5,30,31,2,-1,-2,170,1
5,1,5,31,11,2,-1,-2,170,2
5,1,5,31,13,2,-1,-2,170,2
5,1,5,31,15,2,-1,-2,170,1
5,1,5,31,21,2,-1,-2,170,2
5,1,5,31,22,2,-1,-2,170,2
5,1,5,31,23,2,-1,-2,170,1
5,1,5,31,26,2,-1,-2,170,2
5,1,5,31,27,2,-1,-2,170,1
5,1,5,31,29,2,-1,-2,170,1
5,1,5,31,30,2,-1,-2,170,1
5,1,5,0,1,2,1,2,240,1
5,1,5,0,2,2,1,2,240,1
5,1,5,0,4,2,1,2,240,1
5,1,5,0,5,2,1,2,240,2
5,1,5,0,8,2,1,2,240,1
5,1,5,0,9,2,1,2,240,2
5,1,5,0,10,2,1,2,240,2
5,1,5,0,16,2,1,2,240,1
5,1,5,0,18,2,1,2,240,2
5,1,5,0,20,2,1,2,240,2
5,1,5,1,0,2,1,2,240,1
5,1,5,1,4,2,1,2,240,2
5,1,5,1,5,2,1,2,240,1
5,1,5,1,8,2,1,2,240,2
5,1,5,1,9,2,1,2,240,1
5,1,5,2,0,2,1,2,240,1
5,1,5,2,8,2,1,2,240,2
5,1,5,2,10,2,1,2,240,1
5,1,5,2,16,2,1,2,240,2
5,1,5,2,18,2,1,2,240,1
5,1,5,4,0,2,1,2,240,1
5,1,5,4,1,2,1,2,240,2
5,1,5,4,5,2,1,2,240,1
5,1,5,4,16,2,1,2,240,2
5,1,5,4,20,2,1,2,240,1
5,1,5,5,0,2,1,2,240,2
5,1,5,5,1,2,1,2,240,1
5,1,5,5,4,2,1,2,240,1
5,1,5,8,0,2,1,2,240,1
5,1,5,8,1,2,1,2,240,2
5,1,5,8,2,2,1,2,240,2
5,1,5,8,9,2,1,2,240,1
5,1,5,8,10,2,1,2,240,1
5,1,5,9,0,2,1,2,240,2
5,1,5,9,1,2,1,2,240,1
5,1,5,9,8,2,1,2,240,1
5,1,5,10,0,2,1,2,240,2
5,1,5,10,2,2,1,2,240,1
5,1,5,10,8,2,1,2,240,1
5,1,5,16,0,2,1,2,240,1
5,1,5,16,2,2,1,2,240,2
5,1,5,16,4,2,1,2,240,2
5,1,5,16,18,2,1,2,240,1
5,1,5,16,20,2,1,2,240,1
5,1,5,18,0,2,1,2,240,2
5,1,5,18,2,2,1,2,240,1
5,1,5,18,16,2,1,2,240,1
5,1,5,20,0,2,1,2,240,2
5,1,5,20,4,2,1,2,240,1
5,1,5,20,16,2,1,2,240,1
5,1,5,0,1,2,2,2,204,1
5,1,5,0,2,2,2,2,204,1
5,1,5,0,4,2,2,2,204,1
5,1,5,0,5,2,2,2,204,2
5,1,5,0,8,2,2,2,204,1
5,1,5,0,9,2,2,2,204,2
5,1,5,0,10,2,2,2,204,2
5,1,5,0,16,2,2,2,204,1
5,1,5,0,18,2,2,2,204,2
5,1,5,0,20,2,2,2,204,2
5,1,5,1,0,2,2,2,204,1
5,1,5,1,4,2,2,2,204,2
5,1,5,1,5,2,2,2,204,1
5,1,5,1,8,2,2,2,204,2
5,1,5,1,9,2,2,2,204,1
5,1,5,2,0,2,2,2,204,1
5,1,5,2,8,2,2,2,204,2
5,1,5,2,10,2,2,2,204,1
5,1,5,2,16,2,2,2,204,2
5,1,5,2,18,2,2,2,204,1
5,1,5,4,0,2,2,2,204,1
5,1,5,4,1,2,2,2,204,2
5,1,5,4,5,2,2,2,204,1
5,1,5,4,16,2,2,2,204,2
5,1,5,4,20,2,2,2,204,1
5,1,5,5,0,2,2,2,204,2
5,1,5,5,1,2,2,2,204,1
5,1,5,5,4,2,2,2,204,1
5,1,5,8,0,2,2,2,204,1
5,1,5,8,1,2,2,2,204,2
5,1,5,8,2,2,2,2,204,2
5,1,5,8,9,2,2,2,204,1
5,1,5,8,10,2,2,2,204,1
5,1,5,9,0,2,2,2,204,2
5,1,5,9,1,2,2,2,204,1
5,1,5,9,8,2,2,2,204,1
5,1,5,10,0,2,2,2,204,2
5,1,5,10,2,2,2,2,204,1
5,1,5,10,8,2,2,2,204,1
5,1,5,16,0,2,2,2,204,1
5,1,5,16,2,2,2,2,204,2
5,1,5,16,4,2,2,2,204,2
5,1,5,16,18,2,2,2,204,1
5,1,5,16,20,2,2,2,204,1
5,1,5,18,0,2,2,2,204,2
5,1,5,18,2,2,2,2,204,1
5,1,5,18,16,2,2,2,204,1
5,1,5,20,0,2,2,2,204,2
5,1,5,20,4,2,2,2,204,1
5,1,5,20,16,2,2,2,204,1
5,1,5,11,15,3,-3,2,204,1
5,1,5,11,27,3,-3,2,204,1
5,1,5,11,31,3,-3,2,204,2
5,1,5,13,15,3,-3,2,204,1
5,1,5,13,29,3,-3,2,204,1
5,1,5,13,31,3,-3,2,204,2
5,1,5,15,11,3,-3,2,204,1
5,1,5,15,13,3,-3,2,204,1
5,1,5,15,27,3,-3,2,204,2
5,1,5,15,29,3,-3,2,204,2
5,1,5,15,31,3,-3,2,204,1
5,1,5,21,23,3,-3,2,204,1
5,1,5,21,29,3,-3,2,204,1
5,1,5,21,31,3,-3,2,204,2
5,1,5,22,23,3,-3,2,204,1
5,1,5,22,30,3,-3,2,204,1
5,1,5,22,31,3,-3,2,204,2
5,1,5,23,21,3,-3,2,204,1
5,1,5,23,22,3,-3,2,204,1
5,1,5,23,29,3,-3,2,204,2
5,1,5,23,30,3,-3,2,204,2
5,1,5,23,31,3,-3,2,204,1
5,1,5,26,27,3,-3,2,204,1
5,1,5,26,30,3,-3,2,204,1
5,1,5,26,31,3,-3,2,204,2
5,1,5,27,11,3,-3,2,204,1
5,1,5,27,15,3,-3,2,204,2
5,1,5,27,26,3,-3,2,204,1
5,1,5,27,30,3,-3,2,204,2
5,1,5,27,31,3,-3,2,204,1
5,1,5,29,13,3,-3,2,204,1
5,1,5,29,15,3,-3,2,204,2
5,1,5,29,21,3,-3,2,204,1
5,1,5,29,23,3,-3,2,204,2
5,1,5,29,31,3,-3,2,204,1
5,1,5,30,22,3,-3,2,204,1
5,1,5,30,23,3,-3,2,204,2
5,1,5,30,26,3,-3,2,204,1
5,1,5,30,27,3,-3,2,204,2
5,1,5,30,31,3,-3,2,204,1
5,1,5,31,11,3,-3,2,204,2
5,1,5,31,13,3,-3,2,204,2
5,1,5,31,15,3,-3,2,204,1
5,1,5,31,21,3,-3,2,204,2
5,1,5,31,22,3,-3,2,204,2
5,1,5,31,23,3,-3,2,204,1
5,1,5,31,26,3,-3,2,204,2
5,1,5,31,27,3,-3,2,204,1
5,1,5,31,29,3,-3,2,204,1
5,1,5,31,30,3,-3,2,204,1
5,1,5,11,15,3,-2,2,170,1
5,1,5,11,27,3,-2,2,170,1
5,1,5,11,31,3,-2,2,170,2
5,1,5,13,15,3,-2,2,170,1
5,1,5,13,29,3,-2,2,170,1
5,1,5,13,31,3,-2,2,170,2
5,1,5,15,11,3,-2,2,170,1
5,1,5,15,13,3,-2,2,170,1
5,1,5,15,27,3,-2,2,170,2
5,1,5,15,29,3,-2,2,170,2
5,1,5,15,31,3,-2,2,170,1
5,1,5,21,23,3,-2,2,170,1
5,1,5,21,29,3,-2,2,170,1
5,1,5,21,31,3,-2,2,170,2
5,1,5,22,23,3,-2,2,170,1
5,1,5,22,30,3,-2,2,170,1
5,1,5,22,31,3,-2,2,170,2
5,1,5,23,21,3,-2,2,170,1
5,1,5,23,22,3,-2,2,170,1
5,1,5,23,29,3,-2,2,170,2
5,1,5,23,30,3,-2,2,170,2
5,1,5,23,31,3,-2,2,170,1
5,1,5,26,27,3,-2,2,170,1
5,1,5,26,30,3,-2,2,170,1
5,1,5,26,31,3,-2,2,170,2
5,1,5,27,11,3,-2,2,170,1
5,1,5,27,15,3,-2,2,170,2
5,1,5,27,26,3,-2,2,170,1
5,1,5,27,30,3,-2,2,170,2
5,1,5,27,31,3,-2,2,170,1
5,1,5,29,13,3,-2,2,170,1
5,1,5,29,15,3,-2,2,170,2
5,1,5,29,21,3,-2,2,170,1
5,1,5,29,23,3,-2,2,170,2
5,1,5,29,31,3,-2,2,170,1
5,1,5,30,22,3,-2,2,170,1
5,1,5,30,23,3,-2,2,170,2
5,1,5,30,26,3,-2,2,170,1
5,1,5,30,27,3,-2,2,170,2
5,1,5,30,31,3,-2,2,170,1
5,1,5,31,11,3,-2,2,170,2
5,1,5,31,13,3,-2,2,170,2
5,1,5,31,15,3,-2,2,170,1
5,1,5,31,21,3,-2,2,170,2
5,1,5,31,22,3,-2,2,170,2
5,1,5,31,23,3,-2,2,170,1
5,1,5,31,26,3,-2,2,170,2
5,1,5,31,27,3,-2,2,170,1
5,1,5,31,29,3,-2,2,170,1
5,1,5,31,30,3,-2,2,170,1
5,1,5,0,1,3,2,-2,240,1
5,1,5,0,2,3,2,-2,240,1
5,1,5,0,4,3,2,-2,240,1
5,1,5,0,5,3,2,-2,240,2
5,1,5,0,8,3,2,-2,240,1
5,1,5,0,9,3,2,-2,240,2
5,1,5,0,10,3,2,-2,240,2
5,1,5,0,16,3,2,-2,240,1
5,1,5,0,18,3,2,-2,240,2
5,1,5,0,20,3,2,-2,240,2
5,1,5,1,0,3,2,-2,240,1
5,1,5,1,4,3,2,-2,240,2
5,1,5,1,5,3,2,-2,240,1
5,1,5,1,8,3,2,-2,240,2
5,1,5,1,9,3,2,-2,240,1
5,1,5,2,0,3,2,-2,240,1
5,1,5,2,8,3,2,-2,240,2
5,1,5,2,10,3,2,-2,240,1
5,1,5,2,16,3,2,-2,240,2
5,1,5,2,18,3,2,-2,240,1
5,1,5,4,0,3,2,-2,240,1
5,1,5,4,1,3,2,-2,240,2
5,1,5,4,5,3,2,-2,240,1
5,1,5,4,16,3,2,-2,240,2
5,1,5,4,20,3,2,-2,240,1
5,1,5,5,0,3,2,-2,240,2
5,1,5,5,1,3,2,-2,240,1
5,1,5,5,4,3,2,-2,240,1
5,1,5,8,0,3,2,-2,240,1
5,1,5,8,1,3,2,-2,240,2
5,1,5,8,2,3,2,-2,240,2
5,1,5,8,9,3,2,-2,240,1
5,1,5,8,10,3,2,-2,240,1
5,1,5,9,0,3,2,-2,240,2
5,1,5,9,1,3,2,-2,240,1
5,1,5,9,8,3,2,-2,240,1
5,1,5,10,0,3,2,-2,240,2
5,1,5,10,2,3,2,-2,240,1
5,1,5,10,8,3,2,-2,240,1
5,1,5,16,0,3,2,-2,240,1
5,1,5,16,2,3,2,-2,240,2
5,1,5,16,4,3,2,-2,240,2
5,1,5,16,18,3,2,-2,240,1
5,1,5,16,20,3,2,-2,240,1
5,1,5,18,0,3,2,-2,240,2
5,1,5,18,2,3,2,-2,240,1
5,1,5,18,16,3,2,-2,240,1
5,1,5,20,0,3,2,-2,240,2
5,1,5,20,4,3,2,-2,240,1
5,1,5,20,16,3,2,-2,240,1
5,1,5,0,1,3,3,-2,204,1
5,1,5,0,2,3,3,-2,204,1
5,1,5,0,4,3,3,-2,204,1
5,1,5,0,5,3,3,-2,204,2
5,1,5,0,8,3,3,-2,204,1
5,1,5,0,9,3,3,-2,204,2
5,1,5,0,10,3,3,-2,204,2
5,1,5,0,16,3,3,-2,204,1
5,1,5,0,18,3,3,-2,204,2
5,1,5,0,20,3,3,-2,204,2
5,1,5,1,0,3,3,-2,204,1
5,1,5,1,4,3,3,-2,204,2
5,1,5,1,5,3,3,-2,204,1
5,1,5,1,8,3,3,-2,204,2
5,1,5,1,9,3,3,-2,204,1
5,1,5,2,0,3,3,-2,204,1
5,1,5,2,8,3,3,-2,204,2
5,1,5,2,10,3,3,-2,204,1
5,1,5,2,16,3,3,-2,204,2
5,1,5,2,18,3,3,-2,204,1
5,1,5,4,0,3,3,-2,204,1
5,1,5,4,1,3,3,-2,204,2
5,1,5,4,5,3,3,-2,204,1
5,1,5,4,16,3,3,-2,204,2
5,1,5,4,20,3,3,-2,204,1
5,1,5,5,0,3,3,-2,204,2
5,1,5,5,1,3,3,-2,204,1
5,1,5,5,4,3,3,-2,204,1
5,1,5,8,0,3,3,-2,204,1
5,1,5,8,1,3,3,-2,204,2
5,1,5,8,2,3,3,-2,204,2
5,1,5,8,9,3,3,-2,204,1
5,1,5,8,10,3,3,-2,204,1
5,1,5,9,0,3,3,-2,204,2
5,1,5,9,1,3,3,-2,204,1
5,1,5,9,8,3,3,-2,204,1
5,1,5,10,0,3,3,-2,204,2
5,1,5,10,2,3,3,-2,204,1
5,1,5,10,8,3,3,-2,204,1
5,1,5,16,0,3,3,-2,204,1
5,1,5,16,2,3,3,-2,204,2
5,1,5,16,4,3,3,-2,204,2
5,1,5,16,18,3,3,-2,204,1
5,1,5,16,20,3,3,-2,204,1
5,1,5,18,0,3,3,-2,204,2
5,1,5,18,2,3,3,-2,204,1
5,1,5,18,16,3,3,-2,204,1
5,1,5,20,0,3,3,-2,204,2
5,1,5,20,4,3,3,-2,204,1
5,1,5,20,16,3,3,-2,204,1
6,1,6,21,23,1,-1,-1,204,1
6,1,6,21,29,1,-1,-1,204,1
6,1,6,21,31,1,-1,-1,204,2
6,1,6,21,53,1,-1,-1,204,1
6,1,6,21,55,1,-1,-1,204,2
6,1,6,21,61,1,-1,-1,204,2
6,1,6,21,63,1,-1,-1,204,3
6,1,6,21,63,1,-1,1,204,3
6,1,6,23,21,1,-1,-1,204,1
6,1,6,23,29,1,-1,-1,204,2
6,1,6,23,31,1,-1,-1,204,1
6,1,6,23,53,1,-1,-1,204,2
6,1,6,23,55,1,-1,-1,204,1
6,1,6,23,61,1,-1,-1,204,3
6,1,6,23,63,1,-1,-1,204,2
6,1,6,27,31,1,-1,-1,204,1
6,1,6,27,59,1,-1,-1,204,1
6,1,6,27,63,1,-1,-1,204,2
6,1,6,29,21,1,-1,-1,204,1
6,1,6,29,23,1,-1,-1,204,2
6,1,6,29,31,1,-1,-1,204,1
6,1,6,29,53,1,-1,-1,204,2
6,1,6,29,55,1,-1,-1,204,3
6,1,6,29,61,1,-1,-1,204,1
6,1,6,29,63,1,-1,-1,204,2
6,1,6,31,21,1,-1,-1,204,2
6,1,6,31,23,1,-1,-1,204,1
6,1,6,31,27,1,-1,-1,204,1
6,1,6,31,29,1,-1,-1,204,1
6,1,6,31,53,1,-1,-1,204,3
6,1,6,31,55,1,-1,-1,204,2
6,1,6,31,59,1,-1,-1,204,2
6,1,6,31,61,1,-1,-1,204,2
6,1,6,31,63,1,-1,-1,204,1
6,1,6,42,43,1,-1,-1,204,1
6,1,6,42,46,1,-1,-1,204,1
6,1,6,42,47,1,-1,-1,204,2
6,1,6,42,58,1,-1,-1,204,1
6,1,6,42,59,1,-1,-1,204,2
6,1,6,42,62,1,-1,-1,204,2
6,1,6,42,63,1,-1,-1,204,3
6,1,6,43,42,1,-1,-1,204,1
6,1,6,43,46,1,-1,-1,204,2
6,1,6,43,47,1,-1,-1,204,1
6,1,6,43,58,1,-1,-1,204,2
6,1,6,43,59,1,-1,-1,204,1
6,1,6,43,62,1,-1,-1,204,3
6,1,6,43,63,1,-1,-1,204,2
6,1,6,42,63,1,-1,1,204,3
6,1,6,45,47,1,-1,-1,204,1
6,1,6,45,61,1,-1,-1,204,1
6,1,6,45,63,1,-1,-1,204,2
6,1,6,46,42,1,-1,-1,204,1
6,1,6,46,43,1,-1,-1,204,2
6,1,6,46,47,1,-1,-1,204,1
6,1,6,46,58,1,-1,-1,204,2
6,1,6,46,59,1,-1,-1,204,3
6,1,6,46,62,1,-1,-1,204,1
6,1,6,46,63,1,-1,-1,204,2
6,1,6,47,42,1,-1,-1,204,2
6,1,6,47,43,1,-1,-1,204,1
6,1,6,47,45,1,-1,-1,204,1
6,1,6,47,46,1,-1,-1,204,1
6,1,6,47,58,1,-1,-1,204,3
6,1,6,47,59,1,-1,-1,204,2
6,1,6,47,61,1,-1,-1,204,2
6,1,6,47,62,1,-1,-1,204,2
6,1,6,47,63,1,-1,-1,204,1
6,1,6,53,21,1,-1,-1,204,1
6,1,6,53,23,1,-1,-1,204,2
6,1,6,53,29,1,-1,-1,204,2
6,1,6,53,31,1,-1,-1,204,3
6,1,6,53,55,1,-1,-1,204,1
6,1,6,53,61,1,-1,-1,204,1
6,1,6,53,63,1,-1,-1,204,2
6,1,6,54,55,1,-1,-1,204,1
6,1,6,54,62,1,-1,-1,204,1
6,1,6,54,63,1,-1,-1,204,2
6,1,6,55,21,1,-1,-1,204,2
6,1,6,55,23,1,-1,-1,204,1
6,1,6,55,29,1,-1,-1,204,3
6,1,6,55,31,1,-1,-1,204,2
6,1,6,55,53,1,-1,-1,204,1
6,1,6,55,54,1,-1,-1,204,1
6,1,6,55,61,1,-1,-1,204,2
6,1,6,55,62,1,-1,-1,204,2
6,1,6,55,63,1,-1,-1,204,1
6,1,6,58,42,1,-1,-1,204,1
6,1,6,58,43,1,-1,-1,204,2
6,1,6,58,46,1,-1,-1,204,2
6,1,6,58,47,1,-1,-1,204,3
6,1,6,58,59,1,-1,-1,204,1
6,1,6,58,62,1,-1,-1,204,1
6,1,6,58,63,1,-1,-1,204,2
6,1,6,59,27,1,-1,-1,204,1
6,1,6,59,31,1,-1,-1,204,2
6,1,6,59,42,1,-1,-1,204,2
6,1,6,59,43,1,-1,-1,204,1
6,1,6,59,46,1,-1,-1,204,3
6,1,6,59,47,1,-1,-1,204,2
6,1,6,59,58,1,-1,-1,204,1
6,1,6,59,62,1,-1,-1,204,2
6,1,6,59,63,1,-1,-1,204,1
6,1,6,61,21,1,-1,-1,204,2
6,1,6,61,23,1,-1,-1,204,3
6,1,6,61,29,1,-1,-1,204,1
6,1,6,61,31,1,-1,-1,204,2
6,1,6,61,45,1,-1,-1,204,1
6,1,6,61,47,1,-1,-1,204,2
6,1,6,61,53,1,-1,-1,204,1
6,1,6,61,55,1,-1,-1,204,2
6,1,6,61,63,1,-1,-1,204,1
6,1,6,62,42,1,-1,-1,204,2
6,1,6,62,43,1,-1,-1,204,3
6,1,6,62,46,1,-1,-1,204,1
6,1,6,62,47,1,-1,-1,204,2
6,1,6,62,54,1,-1,-1,204,1
6,1,6,62,55,1,-1,-1,204,2
6,1,6,62,58,1,-1,-1,204,1
6,1,6,62,59,1,-1,-1,204,2
6,1,6,62,63,1,-1,-1,204,1
6,1,6,63,21,1,-1,-1,204,3
6,1,6,63,23,1,-1,-1,204,2
6,1,6,63,27,1,-1,-1,204,2
6,1,6,63,29,1,-1,-1,204,2
6,1,6,63,31,1,-1,-1,204,1
6,1,6,63,42,1,-1,-1,204,3
6,1,6,63,43,1,-1,-1,204,2
6,1,6,63,45,1,-1,-1,204,2
6,1,6,63,46,1,-1,-1,204,2
6,1,6,63,47,1,-1,-1,204,1
6,1,6,63,53,1,-1,-1,204,2
6,1,6,63,54,1,-1,-1,204,2
6,1,6,63,55,1,-1,-1,204,1
6,1,6,63,58,1,-1,-1,204,2
6,1,6,63,59,1,-1,-1,204,1
6,1,6,63,61,1,-1,-1,204,1
6,1,6,63,62,1,-1,-1,204,1
6,1,6,63,21,1,-1,1,204,3
6,1,6,63,42,1,-1,1,204,3
6,1,6,0,21,1,0,-1,240,3
6,1,6,0,42,1,0,-1,240,3
6,1,6,0,63,1,0,-1,232,6
6,1,6,0,63,1,0,0,232,6
6,1,6,0,1,1,0,1,240,1
6,1,6,0,2,1,0,1,240,1
6,1,6,0,4,1,0,1,240,1
6,1,6,0,5,1,0,1,240,2
6,1,6,0,8,1,0,1,240,1
6,1,6,0,9,1,0,1,240,2
6,1,6,0,10,1,0,1,240,2
6,1,6,0,16,1,0,1,240,1
6,1,6,0,17,1,0,1,240,2
6,1,6,0,18,1,0,1,240,2
6,1,6,0,20,1,0,1,240,2
6,1,6,0,21,1,0,1,240,3
6,1,6,0,32,1,0,1,240,1
6,1,6,0,34,1,0,1,240,2
6,1,6,0,36,1,0,1,240,2
6,1,6,0,40,1,0,1,240,2
6,1,6,0,42,1,0,1,240,3
6,1,6,0,63,1,0,1,232,6
6,1,6,1,0,1,0,1,240,1
6,1,6,1,4,1,0,1,240,2
6,1,6,1,5,1,0,1,240,1
6,1,6,1,8,1,0,1,240,2
6,1,6,1,9,1,0,1,240,1
6,1,6,1,16,1,0,1,240,2
6,1,6,1,17,1,0,1,240,1
6,1,6,1,20,1,0,1,240,3
6,1,6,1,21,1,0,1,240,2
6,1,6,2,0,1,0,1,240,1
6,1,6,2,8,1,0,1,240,2
6,1,6,2,10,1,0,1,240,1
6,1,6,2,16,1,0,1,240,2
6,1,6,2,18,1,0,1,240,1
6,1,6,2,32,1,0,1,240,2
6,1,6,2,34,1,0,1,240,1
6,1,6,2,40,1,0,1,240,3
6,1,6,2,42,1,0,1,240,2
6,1,6,4,0,1,0,1,240,1
6,1,6,4,1,1,0,1,240,2
6,1,6,4,5,1,0,1,240,1
6,1,6,4,16,1,0,1,240,2
6,1,6,4,17,1,0,1,240,3
6,1,6,4,20,1,0,1,240,1
6,1,6,4,21,1,0,1,240,2
6,1,6,4,32,1,0,1,240,2
6,1,6,4,36,1,0,1,240,1
6,1,6,5,0,1,0,1,240,2
6,1,6,5,1,1,0,1,240,1
6,1,6,5,4,1,0,1,240,1
6,1,6,5,16,1,0,1,240,3
6,1,6,5,17,1,0,1,240,2
6,1,6,5,20,1,0,1,240,2
6,1,6,5,21,1,0,1,240,1
6,1,6,8,0,1,0,1,240,1
6,1,6,8,1,1,0,1,240,2
6,1,6,8,2,1,0,1,240,2
6,1,6,8,9,1,0,1,240,1
6,1,6,8,10,1,0,1,240,1
6,1,6,8,32,1,0,1,240,2
6,1,6,8,34,1,0,1,240,3
6,1,6,8,40,1,0,1,240,1
6,1,6,8,42,1,0,1,240,2
6,1,6,9,0,1,0,1,240,2
6,1,6,9,1,1,0,1,240,1
6,1,6,9,8,1,0,1,240,1
6,1,6,10,0,1,0,1,240,2
6,1,6,10,2,1,0,1,240,1
6,1,6,10,8,1,0,1,240,1
6,1,6,10,32,1,0,1,240,3
6,1,6,10,34,1,0,1,240,2
6,1,6,10,40,1,0,1,240,2
6,1,6,10,42,1,0,1,240,1
6,1,6,16,0,1,0,1,240,1
6,1,6,16,1,1,0,1,240,2
6,1,6,16,2,1,0,1,240,2
6,1,6,16,4,1,0,1,240,2
6,1,6,16,5,1,0,1,240,3
6,1,6,16,17,1,0,1,240,1
6,1,6,16,18,1,0,1,240,1
6,1,6,16,20,1,0,1,240,1
6,1,6,16,21,1,0,1,240,2
6,1,6,17,0,1,0,1,240,2
6,1,6,17,1,1,0,1,240,1
6,1,6,17,4,1,0,1,240,3
6,1,6,17,5,1,0,1,240,2
6,1,6,17,16,1,0,1,240,1
6,1,6,17,20,1,0,1,240,2
6,1,6,17,21,1,0,1,240,1
6,1,6,18,0,1,0,1,240,2
6,1,6,18,2,1,0,1,240,1
6,1,6,18,16,1,0,1,240,1
6,1,6,20,0,1,0,1,240,2
6,1,6,20,1,1,0,1,240,3
6,1,6,20,4,1,0,1,240,1
6,1,6,20,5,1,0,1,240,2
6,1,6,20,16,1,0,1,240,1
6,1,6,20,17,1,0,1,240,2
6,1,6,21,0,1,0,-1,240,3
6,1,6,21,23,1,0,-1,170,1
6,1,6,21,29,1,0,-1,170,1
6,1,6,21,31,1,0,-1,170,2
6,1,6,21,42,1,0,-1,232,6
6,1,6,21,53,1,0,-1,170,1
6,1,6,21,55,1,0,-1,170,2
6,1,6,21,61,1,0,-1,170,2
6,1,6,21,63,1,0,-1,170,3
6,1,6,21,42,1,0,0,23,6
6,1,6,20,21,1,0,1,240,1
6,1,6,21,0,1,0,1,240,3
6,1,6,21,1,1,0,1,240,2
6,1,6,21,4,1,0,1,240,2
6,1,6,21,5,1,0,1,240,1
6,1,6,21,16,1,0,1,240,2
6,1,6,21,17,1,0,1,240,1
6,1,6,21,20,1,0,1,240,1
6,1,6,21,42,1,0,1,232,6
6,1,6,21,63,1,0,1,170,3
6,1,6,23,21,1,0,-1,170,1
6,1,6,23,29,1,0,-1,170,2
6,1,6,23,31,1,0,-1,170,1
6,1,6,23,53,1,0,-1,170,2
6,1,6,23,55,1,0,-1,170,1
6,1,6,23,61,1,0,-1,170,3
6,1,6,23,63,1,0,-1,170,2
6,1,6,27,31,1,0,-1,170,1
6,1,6,27,59,1,0,-1,170,1
6,1,6,27,63,1,0,-1,170,2
6,1,6,29,21,1,0,-1,170,1
6,1,6,29,23,1,0,-1,170,2
6,1,6,29,31,1,0,-1,170,1
6,1,6,29,53,1,0,-1,170,2
6,1,6,29,55,1,0,-1,170,3
6,1,6,29,61,1,0,-1,170,1
6,1,6,29,63,1,0,-1,170,2
6,1,6,31,21,1,0,-1,170,2
6,1,6,31,23,1,0,-1,170,1
6,1,6,31,27,1,0,-1,170,1
6,1,6,31,29,1,0,-1,170,1
6,1,6,31,53,1,0,-1,170,3
6,1,6,31,55,1,0,-1,170,2
6,1,6,31,59,1,0,-1,170,2
6,1,6,31,61,1,0,-1,170,2
6,1,6,31,63,1,0,-1,170,1
6,1,6,32,0,1,0,1,240,1
6,1,6,32,2,1,0,1,240,2
6,1,6,32,4,1,0,1,240,2
6,1,6,32,8,1,0,1,240,2
6,1,6,32,10,1,0,1,240,3
6,1,6,32,34,1,0,1,240,1
6,1,6,32,36,1,0,1,240,1
6,1,6,32,40,1,0,1,240,1
6,1,6,32,42,1,0,1,240,2
6,1,6,34,0,1,0,1,240,2
6,1,6,34,2,1,0,1,240,1
6,1,6,34,8,1,0,1,240,3
6,1,6,34,10,1,0,1,240,2
6,1,6,34,32,1,0,1,240,1
6,1,6,34,40,1,0,1,240,2
6,1,6,34,42,1,0,1,240,1
6,1,6,36,0,1,0,1,240,2
6,1,6,36,4,1,0,1,240,1
6,1,6,36,32,1,0,1,240,1
6,1,6,40,0,1,0,1,240,2
6,1,6,40,2,1,0,1,240,3
6,1,6,40,8,1,0,1,240,1
6,1,6,40,10,1,0,1,240,2
6,1,6,40,32,1,0,1,240,1
6,1,6,40,34,1,0,1,240,2
6,1,6,42,0,1,0,-1,240,3
6,1,6,42,21,1,0,-1,232,6
6,1,6,42,21,1,0,0,23,6
6,1,6,40,42,1,0,1,240,1
6,1,6,42,0,1,0,1,240,3
6,1,6,42,2,1,0,1,240,2
6,1,6,42,8,1,0,1,240,2
6,1,6,42,10,1,0,1,240,1
6,1,6,42,21,1,0,1,232,6
6,1,6,42,32,1,0,1,240,2
6,1,6,42,34,1,0,1,240,1
6,1,6,42,40,1,0,1,240,1
6,1,6,42,43,1,0,-1,170,1
6,1,6,42,46,1,0,-1,170,1
6,1,6,42,47,1,0,-1,170,2
6,1,6,42,58,1,0,-1,170,1
6,1,6,42,59,1,0,-1,170,2
6,1,6,42,62,1,0,-1,170,2
6,1,6,42,63,1,0,-1,170,3
