n,A,B,h,observation,initial_states,action_words,noncommuting_states,sum_prepared_hamming,different_sets,equal_sets,unequal_sizes,equal_size_different_sets,AB_strict_subset_BA,BA_strict_subset_AB,incomparable_sets,changed_response_maps,equal_sets_different_maps,different_prepared_equal_sets,different_word_endpoints,sum_repertoire_AB,sum_repertoire_BA,min_repertoire_AB,max_repertoire_AB,min_repertoire_BA,max_repertoire_BA,mean_jaccard_distance
6,150,170,1,identity,64,2,0,0,0,64,0,0,0,0,0,0,0,0,0,120,120,1,2,1,2,0.0
6,150,170,1,population_count,64,2,0,0,0,64,0,0,0,0,0,0,0,0,0,88,88,1,2,1,2,0.0
6,150,170,2,identity,64,4,0,0,0,64,0,0,0,0,0,0,0,0,0,144,144,1,3,1,3,0.0
6,150,170,2,population_count,64,4,0,0,0,64,0,0,0,0,0,0,0,0,0,88,88,1,2,1,2,0.0
6,150,170,3,identity,64,8,0,0,0,64,0,0,0,0,0,0,0,0,0,144,144,1,3,1,3,0.0
6,150,170,3,population_count,64,8,0,0,0,64,0,0,0,0,0,0,0,0,0,88,88,1,2,1,2,0.0
6,150,170,4,identity,64,16,0,0,0,64,0,0,0,0,0,0,0,0,0,144,144,1,3,1,3,0.0
6,150,170,4,population_count,64,16,0,0,0,64,0,0,0,0,0,0,0,0,0,88,88,1,2,1,2,0.0
6,150,170,5,identity,64,32,0,0,0,64,0,0,0,0,0,0,0,0,0,144,144,1,3,1,3,0.0
6,150,170,5,population_count,64,32,0,0,0,64,0,0,0,0,0,0,0,0,0,88,88,1,2,1,2,0.0
6,150,170,6,identity,64,64,0,0,0,64,0,0,0,0,0,0,0,0,0,144,144,1,3,1,3,0.0
6,150,170,6,population_count,64,64,0,0,0,64,0,0,0,0,0,0,0,0,0,88,88,1,2,1,2,0.0
6,150,184,0,identity,64,1,54,144,54,10,0,54,0,0,54,54,0,0,54,64,64,1,1,1,1,0.84375
6,150,184,0,population_count,64,1,54,144,12,52,0,12,0,0,12,12,0,42,12,64,64,1,1,1,1,0.1875
6,150,184,1,identity,64,2,54,144,54,10,0,54,0,0,54,54,0,0,84,120,120,1,2,1,2,0.65625
6,150,184,1,population_count,64,2,54,144,12,52,0,12,0,0,12,12,0,42,24,88,88,1,2,1,2,0.1875
6,150,184,2,identity,64,4,54,144,54,10,12,42,6,6,42,54,0,0,132,144,144,1,3,1,3,0.515625
6,150,184,2,population_count,64,4,54,144,12,52,0,12,0,0,12,12,0,42,48,88,88,1,2,1,2,0.1875
6,150,184,3,identity,64,8,54,144,54,10,12,42,6,6,42,54,0,0,228,144,144,1,3,1,3,0.515625
6,150,184,3,population_count,64,8,54,144,12,52,0,12,0,0,12,12,0,42,96,88,88,1,2,1,2,0.1875
6,150,184,4,identity,64,16,54,144,54,10,12,42,6,6,42,54,0,0,420,144,144,1,3,1,3,0.515625
6,150,184,4,population_count,64,16,54,144,12,52,0,12,0,0,12,12,0,42,192,88,88,1,2,1,2,0.1875
6,150,184,5,identity,64,32,54,144,54,10,12,42,6,6,42,54,0,0,804,144,144,1,3,1,3,0.515625
6,150,184,5,population_count,64,32,54,144,12,52,0,12,0,0,12,12,0,42,384,88,88,1,2,1,2,0.1875
6,150,184,6,identity,64,64,54,144,54,10,12,42,6,6,42,54,0,0,1572,144,144,1,3,1,3,0.515625
6,150,184,6,population_count,64,64,54,144,12,52,0,12,0,0,12,12,0,42,768,88,88,1,2,1,2,0.1875
6,150,204,0,identity,64,1,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,150,204,0,population_count,64,1,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,150,204,1,identity,64,2,0,0,0,64,0,0,0,0,0,0,0,0,0,112,112,1,2,1,2,0.0
6,150,204,1,population_count,64,2,0,0,0,64,0,0,0,0,0,0,0,0,0,88,88,1,2,1,2,0.0
6,150,204,2,identity,64,4,0,0,0,64,0,0,0,0,0,0,0,0,0,112,112,1,2,1,2,0.0
6,150,204,2,population_count,64,4,0,0,0,64,0,0,0,0,0,0,0,0,0,88,88,1,2,1,2,0.0
6,150,204,3,identity,64,8,0,0,0,64,0,0,0,0,0,0,0,0,0,112,112,1,2,1,2,0.0
6,150,204,3,population_count,64,8,0,0,0,64,0,0,0,0,0,0,0,0,0,88,88,1,2,1,2,0.0
6,150,204,4,identity,64,16,0,0,0,64,0,0,0,0,0,0,0,0,0,112,112,1,2,1,2,0.0
6,150,204,4,population_count,64,16,0,0,0,64,0,0,0,0,0,0,0,0,0,88,88,1,2,1,2,0.0
6,150,204,5,identity,64,32,0,0,0,64,0,0,0,0,0,0,0,0,0,112,112,1,2,1,2,0.0
6,150,204,5,population_count,64,32,0,0,0,64,0,0,0,0,0,0,0,0,0,88,88,1,2,1,2,0.0
6,150,204,6,identity,64,64,0,0,0,64,0,0,0,0,0,0,0,0,0,112,112,1,2,1,2,0.0
6,150,204,6,population_count,64,64,0,0,0,64,0,0,0,0,0,0,0,0,0,88,88,1,2,1,2,0.0
6,150,250,0,identity,64,1,48,144,48,16,0,48,0,0,48,48,0,0,48,64,64,1,1,1,1,0.75
6,150,250,0,population_count,64,1,48,144,42,22,0,42,0,0,42,42,0,6,42,64,64,1,1,1,1,0.65625
6,150,250,1,identity,64,2,48,144,48,16,12,36,0,6,42,48,0,0,84,108,108,1,2,1,2,0.640625
6,150,250,1,population_count,64,2,48,144,48,16,12,36,6,6,36,48,0,0,66,100,100,1,2,1,2,0.5625000000000001
6,150,250,2,identity,64,4,48,144,48,16,42,6,6,6,36,48,0,0,138,132,156,1,3,1,4,0.5546875
6,150,250,2,population_count,64,4,48,144,48,16,30,18,6,18,24,48,0,0,120,124,100,1,3,1,2,0.49218750000000006
6,150,250,3,identity,64,8,48,144,48,16,30,18,6,6,36,48,0,0,264,156,156,1,4,1,4,0.5296875
6,150,250,3,population_count,64,8,48,144,48,16,30,18,18,6,24,48,0,0,228,100,124,1,2,1,3,0.49218750000000006
6,150,250,4,identity,64,16,48,144,48,16,30,18,6,6,36,48,0,0,510,156,156,1,4,1,4,0.5296875
6,150,250,4,population_count,64,16,48,144,48,16,30,18,6,18,24,48,0,0,444,124,100,1,3,1,2,0.49218750000000006
6,150,250,5,identity,64,32,48,144,48,16,30,18,6,6,36,48,0,0,1014,156,156,1,4,1,4,0.5296875
6,150,250,5,population_count,64,32,48,144,48,16,30,18,18,6,24,48,0,0,876,100,124,1,2,1,3,0.49218750000000006
6,150,250,6,identity,64,64,48,144,48,16,30,18,6,6,36,48,0,0,1998,156,156,1,4,1,4,0.5296875
6,150,250,6,population_count,64,64,48,144,48,16,30,18,6,18,24,48,0,0,1740,124,100,1,3,1,2,0.49218750000000006
6,170,184,0,identity,64,1,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,170,184,0,population_count,64,1,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,170,184,1,identity,64,2,0,0,0,64,0,0,0,0,0,0,0,0,0,97,97,1,2,1,2,0.0
6,170,184,1,population_count,64,2,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,170,184,2,identity,64,4,0,0,0,64,0,0,0,0,0,0,0,0,0,118,118,1,3,1,3,0.0
6,170,184,2,population_count,64,4,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,170,184,3,identity,64,8,0,0,0,64,0,0,0,0,0,0,0,0,0,118,118,1,3,1,3,0.0
6,170,184,3,population_count,64,8,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,170,184,4,identity,64,16,0,0,0,64,0,0,0,0,0,0,0,0,0,118,118,1,3,1,3,0.0
6,170,184,4,population_count,64,16,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,170,184,5,identity,64,32,0,0,0,64,0,0,0,0,0,0,0,0,0,118,118,1,3,1,3,0.0
6,170,184,5,population_count,64,32,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,170,184,6,identity,64,64,0,0,0,64,0,0,0,0,0,0,0,0,0,118,118,1,3,1,3,0.0
6,170,184,6,population_count,64,64,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,170,204,0,identity,64,1,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,170,204,0,population_count,64,1,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,170,204,1,identity,64,2,0,0,0,64,0,0,0,0,0,0,0,0,0,126,126,1,2,1,2,0.0
6,170,204,1,population_count,64,2,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,170,204,2,identity,64,4,0,0,0,64,0,0,0,0,0,0,0,0,0,186,186,1,3,1,3,0.0
6,170,204,2,population_count,64,4,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,170,204,3,identity,64,8,0,0,0,64,0,0,0,0,0,0,0,0,0,240,240,1,4,1,4,0.0
6,170,204,3,population_count,64,8,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,170,204,4,identity,64,16,0,0,0,64,0,0,0,0,0,0,0,0,0,294,294,1,5,1,5,0.0
6,170,204,4,population_count,64,16,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,170,204,5,identity,64,32,0,0,0,64,0,0,0,0,0,0,0,0,0,348,348,1,6,1,6,0.0
6,170,204,5,population_count,64,32,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,170,204,6,identity,64,64,0,0,0,64,0,0,0,0,0,0,0,0,0,348,348,1,6,1,6,0.0
6,170,204,6,population_count,64,64,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,170,250,0,identity,64,1,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,170,250,0,population_count,64,1,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,170,250,1,identity,64,2,0,0,0,64,0,0,0,0,0,0,0,0,0,103,103,1,2,1,2,0.0
6,170,250,1,population_count,64,2,0,0,0,64,0,0,0,0,0,0,0,0,0,103,103,1,2,1,2,0.0
6,170,250,2,identity,64,4,0,0,0,64,0,0,0,0,0,0,0,0,0,103,103,1,2,1,2,0.0
6,170,250,2,population_count,64,4,0,0,0,64,0,0,0,0,0,0,0,0,0,103,103,1,2,1,2,0.0
6,170,250,3,identity,64,8,0,0,0,64,0,0,0,0,0,0,0,0,0,103,103,1,2,1,2,0.0
6,170,250,3,population_count,64,8,0,0,0,64,0,0,0,0,0,0,0,0,0,103,103,1,2,1,2,0.0
6,170,250,4,identity,64,16,0,0,0,64,0,0,0,0,0,0,0,0,0,103,103,1,2,1,2,0.0
6,170,250,4,population_count,64,16,0,0,0,64,0,0,0,0,0,0,0,0,0,103,103,1,2,1,2,0.0
6,170,250,5,identity,64,32,0,0,0,64,0,0,0,0,0,0,0,0,0,103,103,1,2,1,2,0.0
6,170,250,5,population_count,64,32,0,0,0,64,0,0,0,0,0,0,0,0,0,103,103,1,2,1,2,0.0
6,170,250,6,identity,64,64,0,0,0,64,0,0,0,0,0,0,0,0,0,103,103,1,2,1,2,0.0
6,170,250,6,population_count,64,64,0,0,0,64,0,0,0,0,0,0,0,0,0,103,103,1,2,1,2,0.0
6,184,204,0,identity,64,1,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,184,204,0,population_count,64,1,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,184,204,1,identity,64,2,0,0,0,64,0,0,0,0,0,0,0,0,0,126,126,1,2,1,2,0.0
6,184,204,1,population_count,64,2,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,184,204,2,identity,64,4,0,0,0,64,0,0,0,0,0,0,0,0,0,180,180,1,3,1,3,0.0
6,184,204,2,population_count,64,4,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,184,204,3,identity,64,8,0,0,0,64,0,0,0,0,0,0,0,0,0,216,216,1,4,1,4,0.0
6,184,204,3,population_count,64,8,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,184,204,4,identity,64,16,0,0,0,64,0,0,0,0,0,0,0,0,0,252,252,1,5,1,5,0.0
6,184,204,4,population_count,64,16,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,184,204,5,identity,64,32,0,0,0,64,0,0,0,0,0,0,0,0,0,288,288,1,6,1,6,0.0
6,184,204,5,population_count,64,32,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,184,204,6,identity,64,64,0,0,0,64,0,0,0,0,0,0,0,0,0,288,288,1,6,1,6,0.0
6,184,204,6,population_count,64,64,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,184,250,0,identity,64,1,27,48,27,37,0,27,0,0,27,27,0,0,27,64,64,1,1,1,1,0.421875
6,184,250,0,population_count,64,1,27,48,18,46,0,18,0,0,18,18,0,9,18,64,64,1,1,1,1,0.28125
6,184,250,1,identity,64,2,27,48,27,37,18,9,0,6,21,27,0,0,39,97,103,1,2,1,2,0.328125
6,184,250,1,population_count,64,2,27,48,18,46,18,0,0,6,12,18,0,9,30,97,103,1,2,1,2,0.234375
6,184,250,2,identity,64,4,27,48,27,37,18,9,0,6,21,27,0,0,63,97,109,1,2,1,3,0.328125
6,184,250,2,population_count,64,4,27,48,18,46,18,0,0,6,12,18,0,9,54,97,109,1,2,1,3,0.234375
6,184,250,3,identity,64,8,27,48,27,37,18,9,0,6,21,27,0,0,111,97,109,1,2,1,3,0.328125
6,184,250,3,population_count,64,8,27,48,18,46,18,0,0,6,12,18,0,9,102,97,109,1,2,1,3,0.234375
6,184,250,4,identity,64,16,27,48,27,37,18,9,0,6,21,27,0,0,207,97,109,1,2,1,3,0.328125
6,184,250,4,population_count,64,16,27,48,18,46,18,0,0,6,12,18,0,9,198,97,109,1,2,1,3,0.234375
6,184,250,5,identity,64,32,27,48,27,37,18,9,0,6,21,27,0,0,399,97,109,1,2,1,3,0.328125
6,184,250,5,population_count,64,32,27,48,18,46,18,0,0,6,12,18,0,9,390,97,109,1,2,1,3,0.234375
6,184,250,6,identity,64,64,27,48,27,37,18,9,0,6,21,27,0,0,783,97,109,1,2,1,3,0.328125
6,184,250,6,population_count,64,64,27,48,18,46,18,0,0,6,12,18,0,9,774,97,109,1,2,1,3,0.234375
6,204,250,0,identity,64,1,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,204,250,0,population_count,64,1,0,0,0,64,0,0,0,0,0,0,0,0,0,64,64,1,1,1,1,0.0
6,204,250,1,identity,64,2,0,0,0,64,0,0,0,0,0,0,0,0,0,111,111,1,2,1,2,0.0
6,204,250,1,population_count,64,2,0,0,0,64,0,0,0,0,0,0,0,0,0,103,103,1,2,1,2,0.0
6,204,250,2,identity,64,4,0,0,0,64,0,0,0,0,0,0,0,0,0,117,117,1,3,1,3,0.0
6,204,250,2,population_count,64,4,0,0,0,64,0,0,0,0,0,0,0,0,0,103,103,1,2,1,2,0.0
6,204,250,3,identity,64,8,0,0,0,64,0,0,0,0,0,0,0,0,0,117,117,1,3,1,3,0.0
6,204,250,3,population_count,64,8,0,0,0,64,0,0,0,0,0,0,0,0,0,103,103,1,2,1,2,0.0
6,204,250,4,identity,64,16,0,0,0,64,0,0,0,0,0,0,0,0,0,117,117,1,3,1,3,0.0
6,204,250,4,population_count,64,16,0,0,0,64,0,0,0,0,0,0,0,0,0,103,103,1,2,1,2,0.0
6,204,250,5,identity,64,32,0,0,0,64,0,0,0,0,0,0,0,0,0,117,117,1,3,1,3,0.0
6,204,250,5,population_count,64,32,0,0,0,64,0,0,0,0,0,0,0,0,0,103,103,1,2,1,2,0.0
6,204,250,6,identity,64,64,0,0,0,64,0,0,0,0,0,0,0,0,0,117,117,1,3,1,3,0.0
6,204,250,6,population_count,64,64,0,0,0,64,0,0,0,0,0,0,0,0,0,103,103,1,2,1,2,0.0
9,0,4,0,identity,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,4,0,population_count,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,4,1,identity,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,4,1,population_count,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,4,2,identity,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,4,2,population_count,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,4,3,identity,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,4,3,population_count,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,4,4,identity,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,4,4,population_count,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,4,5,identity,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,4,5,population_count,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,4,6,identity,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,4,6,population_count,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,30,0,identity,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,30,0,population_count,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,30,1,identity,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,30,1,population_count,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,30,2,identity,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,30,2,population_count,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,30,3,identity,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,30,3,population_count,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,30,4,identity,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,30,4,population_count,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,30,5,identity,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,30,5,population_count,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,30,6,identity,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,30,6,population_count,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,51,0,identity,512,1,512,4608,512,0,0,512,0,0,512,512,0,0,512,512,512,1,1,1,1,1.0
9,0,51,0,population_count,512,1,512,4608,512,0,0,512,0,0,512,512,0,0,512,512,512,1,1,1,1,1.0
9,0,51,1,identity,512,2,512,4608,512,0,512,0,512,0,0,512,0,0,512,512,1024,1,1,2,2,0.5
9,0,51,1,population_count,512,2,512,4608,512,0,512,0,512,0,0,512,0,0,512,512,1024,1,1,2,2,0.5
9,0,51,2,identity,512,4,512,4608,0,512,0,0,0,0,0,512,512,512,512,1024,1024,2,2,2,2,0.0
9,0,51,2,population_count,512,4,512,4608,0,512,0,0,0,0,0,512,512,512,512,1024,1024,2,2,2,2,0.0
9,0,51,3,identity,512,8,512,4608,0,512,0,0,0,0,0,512,512,512,512,1024,1024,2,2,2,2,0.0
9,0,51,3,population_count,512,8,512,4608,0,512,0,0,0,0,0,512,512,512,512,1024,1024,2,2,2,2,0.0
9,0,51,4,identity,512,16,512,4608,0,512,0,0,0,0,0,512,512,512,512,1024,1024,2,2,2,2,0.0
9,0,51,4,population_count,512,16,512,4608,0,512,0,0,0,0,0,512,512,512,512,1024,1024,2,2,2,2,0.0
9,0,51,5,identity,512,32,512,4608,0,512,0,0,0,0,0,512,512,512,512,1024,1024,2,2,2,2,0.0
9,0,51,5,population_count,512,32,512,4608,0,512,0,0,0,0,0,512,512,512,512,1024,1024,2,2,2,2,0.0
9,0,51,6,identity,512,64,512,4608,0,512,0,0,0,0,0,512,512,512,512,1024,1024,2,2,2,2,0.0
9,0,51,6,population_count,512,64,512,4608,0,512,0,0,0,0,0,512,512,512,512,1024,1024,2,2,2,2,0.0
9,0,54,0,identity,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,54,0,population_count,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,54,1,identity,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,54,1,population_count,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,54,2,identity,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,54,2,population_count,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,54,3,identity,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,54,3,population_count,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,54,4,identity,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,54,4,population_count,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,54,5,identity,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,54,5,population_count,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,54,6,identity,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,54,6,population_count,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,90,0,identity,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,90,0,population_count,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,90,1,identity,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,90,1,population_count,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,90,2,identity,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,90,2,population_count,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,90,3,identity,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,90,3,population_count,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,90,4,identity,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,90,4,population_count,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,90,5,identity,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,90,5,population_count,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,90,6,identity,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,90,6,population_count,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,110,0,identity,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,110,0,population_count,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,110,1,identity,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,110,1,population_count,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,110,2,identity,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,110,2,population_count,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,110,3,identity,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,110,3,population_count,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,110,4,identity,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,110,4,population_count,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,110,5,identity,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,110,5,population_count,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,110,6,identity,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,110,6,population_count,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,150,0,identity,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,150,0,population_count,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,150,1,identity,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,150,1,population_count,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,150,2,identity,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,150,2,population_count,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,150,3,identity,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,150,3,population_count,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,150,4,identity,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,150,4,population_count,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,150,5,identity,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,150,5,population_count,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,150,6,identity,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,150,6,population_count,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,0,170,0,identity,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
