n,A,B,h,observation,initial_states,action_words,noncommuting_states,sum_prepared_hamming,different_sets,equal_sets,unequal_sizes,equal_size_different_sets,AB_strict_subset_BA,BA_strict_subset_AB,incomparable_sets,changed_response_maps,equal_sets_different_maps,different_prepared_equal_sets,different_word_endpoints,sum_repertoire_AB,sum_repertoire_BA,min_repertoire_AB,max_repertoire_AB,min_repertoire_BA,max_repertoire_BA,mean_jaccard_distance
9,90,110,3,population_count,512,8,474,1440,444,68,363,81,57,99,288,462,18,30,2823,2312,2210,1,6,1,6,0.3970703125
9,90,110,4,identity,512,16,474,1440,471,41,264,207,3,0,468,471,0,3,7395,7532,7187,1,16,1,16,0.8927981468769255
9,90,110,4,population_count,512,16,474,1440,426,86,291,135,120,90,216,462,36,48,5046,2870,2840,1,7,1,7,0.26071428571428573
9,90,110,5,identity,512,32,474,1440,471,41,354,117,3,0,468,471,0,3,14721,14444,13469,1,32,1,32,0.8676370954699846
9,90,110,5,population_count,512,32,474,1440,219,293,210,9,75,117,27,462,243,255,9951,3428,3290,1,7,1,7,0.09765625
9,90,110,6,identity,512,64,474,1440,471,41,417,54,3,0,468,471,0,3,29355,27026,24818,1,61,1,60,0.8304808658783875
9,90,110,6,population_count,512,64,474,1440,84,428,84,0,21,54,9,462,378,390,19743,3518,3434,1,7,1,7,0.04157366071428572
9,90,150,0,identity,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,90,150,0,population_count,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,90,150,1,identity,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,1016,1016,1,2,1,2,0.0
9,90,150,1,population_count,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,872,872,1,2,1,2,0.0
9,90,150,2,identity,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,1520,1520,1,3,1,3,0.0
9,90,150,2,population_count,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,1088,1088,1,3,1,3,0.0
9,90,150,3,identity,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,2024,2024,1,4,1,4,0.0
9,90,150,3,population_count,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,1304,1304,1,3,1,3,0.0
9,90,150,4,identity,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,2528,2528,1,5,1,5,0.0
9,90,150,4,population_count,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,1376,1376,1,3,1,3,0.0
9,90,150,5,identity,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,3032,3032,1,6,1,6,0.0
9,90,150,5,population_count,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,1448,1448,1,3,1,3,0.0
9,90,150,6,identity,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,3536,3536,1,7,1,7,0.0
9,90,150,6,population_count,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,1520,1520,1,3,1,3,0.0
9,90,170,0,identity,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,90,170,0,population_count,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,90,170,1,identity,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,1022,1022,1,2,1,2,0.0
9,90,170,1,population_count,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,836,836,1,2,1,2,0.0
9,90,170,2,identity,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,1532,1532,1,3,1,3,0.0
9,90,170,2,population_count,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,1016,1016,1,3,1,3,0.0
9,90,170,3,identity,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,2036,2036,1,4,1,4,0.0
9,90,170,3,population_count,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,1160,1160,1,3,1,3,0.0
9,90,170,4,identity,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,2540,2540,1,5,1,5,0.0
9,90,170,4,population_count,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,1196,1196,1,3,1,3,0.0
9,90,170,5,identity,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,3044,3044,1,6,1,6,0.0
9,90,170,5,population_count,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,1232,1232,1,3,1,3,0.0
9,90,170,6,identity,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,3548,3548,1,7,1,7,0.0
9,90,170,6,population_count,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,1268,1268,1,3,1,3,0.0
9,90,184,0,identity,512,1,471,1728,471,41,0,471,0,0,471,471,0,0,471,512,512,1,1,1,1,0.919921875
9,90,184,0,population_count,512,1,471,1728,198,314,0,198,0,0,198,198,0,273,198,512,512,1,1,1,1,0.38671875
9,90,184,1,identity,512,2,471,1728,471,41,0,471,0,0,471,471,0,0,924,1022,1022,1,2,1,2,0.90625
9,90,184,1,population_count,512,2,471,1728,342,170,234,108,108,99,135,378,36,129,486,854,836,1,2,1,2,0.39550781250000006
9,90,184,2,identity,512,4,471,1728,468,44,36,432,0,0,468,471,3,3,1830,1982,1982,1,4,1,4,0.8806640625000001
9,90,184,2,population_count,512,4,471,1728,342,170,216,126,81,135,126,423,81,129,954,1142,1070,1,3,1,3,0.322265625
9,90,184,3,identity,512,8,471,1728,468,44,180,288,0,0,468,471,3,3,3642,3746,3638,1,8,1,8,0.8684199589473027
9,90,184,3,population_count,512,8,471,1728,243,269,180,63,90,81,72,423,180,228,1854,1340,1358,1,3,1,3,0.19189453125000006
9,90,184,4,identity,512,16,471,1728,468,44,360,108,0,0,468,471,3,3,7239,6896,6536,1,16,1,16,0.8443544619706146
9,90,184,4,population_count,512,16,471,1728,207,305,135,72,117,18,72,423,216,264,3366,1430,1556,1,3,1,4,0.15673828125
9,90,184,5,identity,512,32,471,1728,468,44,387,81,0,0,468,471,3,3,14397,12224,11594,1,32,1,32,0.8090754147846022
9,90,184,5,population_count,512,32,471,1728,252,260,234,18,144,90,18,423,171,219,6354,1646,1718,1,4,1,4,0.140625
9,90,184,6,identity,512,64,471,1728,468,44,414,54,0,0,468,471,3,3,28677,20594,19838,1,58,1,57,0.7640332724670209
9,90,184,6,population_count,512,64,471,1728,180,332,180,0,99,81,0,423,243,291,12141,1826,1844,1,4,1,4,0.087890625
9,90,204,0,identity,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,90,204,0,population_count,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,90,204,1,identity,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,1016,1016,1,2,1,2,0.0
9,90,204,1,population_count,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,836,836,1,2,1,2,0.0
9,90,204,2,identity,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,1520,1520,1,3,1,3,0.0
9,90,204,2,population_count,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,1016,1016,1,3,1,3,0.0
9,90,204,3,identity,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,2024,2024,1,4,1,4,0.0
9,90,204,3,population_count,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,1160,1160,1,3,1,3,0.0
9,90,204,4,identity,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,2528,2528,1,5,1,5,0.0
9,90,204,4,population_count,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,1196,1196,1,3,1,3,0.0
9,90,204,5,identity,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,3032,3032,1,6,1,6,0.0
9,90,204,5,population_count,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,1232,1232,1,3,1,3,0.0
9,90,204,6,identity,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,3536,3536,1,7,1,7,0.0
9,90,204,6,population_count,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,1268,1268,1,3,1,3,0.0
9,90,250,0,identity,512,1,510,2304,510,2,0,510,0,0,510,510,0,0,510,512,512,1,1,1,1,0.99609375
9,90,250,0,population_count,512,1,510,2304,510,2,0,510,0,0,510,510,0,0,510,512,512,1,1,1,1,0.99609375
9,90,250,1,identity,512,2,510,2304,510,2,273,237,0,30,480,510,0,0,978,1022,749,1,2,1,2,0.958984375
9,90,250,1,population_count,512,2,510,2304,510,2,273,237,0,120,390,510,0,0,816,1022,749,1,2,1,2,0.82421875
9,90,250,2,identity,512,4,510,2304,510,2,411,99,3,48,459,510,0,0,1881,1652,1049,1,4,1,3,0.9201171875
9,90,250,2,population_count,512,4,510,2304,501,11,411,90,3,102,396,510,9,9,1575,1652,1049,1,4,1,3,0.74287109375
9,90,250,3,identity,512,8,510,2304,510,2,447,63,3,84,423,510,0,0,3603,2300,1571,1,7,1,6,0.8744140625
9,90,250,3,population_count,512,8,510,2304,501,11,438,63,21,93,387,510,9,9,3063,2066,1490,1,6,1,6,0.67314453125
9,90,250,4,identity,512,16,510,2304,501,11,465,36,12,84,405,510,9,9,6963,2966,2354,1,9,1,10,0.8481404337849652
9,90,250,4,population_count,512,16,510,2304,501,11,456,45,30,138,333,510,9,9,5694,2426,1904,1,7,1,8,0.5916015625000001
9,90,250,5,identity,512,32,510,2304,501,11,465,36,30,93,378,510,9,9,13518,3938,3146,1,13,1,13,0.8233720017223972
9,90,250,5,population_count,512,32,510,2304,501,11,465,36,93,165,243,510,9,9,11466,2804,2300,1,8,1,8,0.49952566964285716
9,90,250,6,identity,512,64,510,2304,501,11,501,0,30,111,360,510,9,9,26238,4982,4172,1,17,1,18,0.7920210979763527
9,90,250,6,population_count,512,64,510,2304,492,20,429,63,75,174,243,510,18,18,22962,2984,2633,1,8,1,8,0.4522181919642857
9,110,150,0,identity,512,1,507,2016,507,5,0,507,0,0,507,507,0,0,507,512,512,1,1,1,1,0.990234375
9,110,150,0,population_count,512,1,507,2016,408,104,0,408,0,0,408,408,0,99,408,512,512,1,1,1,1,0.796875
9,110,150,1,identity,512,2,507,2016,507,5,3,504,0,3,504,507,0,0,1002,1019,1016,1,2,1,2,0.9814453125
9,110,150,1,population_count,512,2,507,2016,480,32,93,387,27,12,441,498,18,27,858,929,980,1,2,1,2,0.7529296875
9,110,150,2,identity,512,4,507,2016,507,5,48,459,0,3,504,507,0,0,1992,2009,1988,1,4,1,4,0.9760044642857143
9,110,150,2,population_count,512,4,507,2016,480,32,255,225,36,57,387,507,27,27,1524,1550,1448,1,4,1,4,0.5841796875
9,110,150,3,identity,512,8,507,2016,507,5,93,414,0,3,504,507,0,0,3963,3944,3968,1,8,1,8,0.9692852069805195
9,110,150,3,population_count,512,8,507,2016,462,50,435,27,72,210,180,507,45,45,3162,2324,2096,1,6,1,6,0.3780970982142857
9,110,150,4,identity,512,16,507,2016,507,5,255,252,0,3,504,507,0,0,7914,7796,7748,1,16,1,16,0.950998809064846
9,110,150,4,population_count,512,16,507,2016,426,86,264,162,90,102,234,507,81,81,6123,2729,2708,1,7,1,7,0.2857700892857143
9,110,150,5,identity,512,32,507,2016,507,5,480,27,0,3,504,507,0,0,15780,15068,14732,1,32,1,32,0.9068476253312678
9,110,150,5,population_count,512,32,507,2016,291,221,201,90,99,84,108,507,216,216,11937,3233,3320,1,7,1,7,0.13351004464285715
9,110,150,6,identity,512,64,507,2016,507,5,480,27,0,3,504,507,0,0,31476,27713,27476,1,60,1,61,0.8366974365450306
9,110,150,6,population_count,512,64,507,2016,75,437,75,0,27,39,9,507,432,432,23862,3467,3500,1,7,1,7,0.0380859375
9,110,170,0,identity,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,110,170,0,population_count,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,110,170,1,identity,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,1022,1022,1,2,1,2,0.0
9,110,170,1,population_count,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,923,923,1,2,1,2,0.0
9,110,170,2,identity,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,1520,1520,1,3,1,3,0.0
9,110,170,2,population_count,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,1205,1205,1,3,1,3,0.0
9,110,170,3,identity,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,2015,2015,1,4,1,4,0.0
9,110,170,3,population_count,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,1439,1439,1,4,1,4,0.0
9,110,170,4,identity,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,2510,2510,1,5,1,5,0.0
9,110,170,4,population_count,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,1565,1565,1,4,1,4,0.0
9,110,170,5,identity,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,3005,3005,1,6,1,6,0.0
9,110,170,5,population_count,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,1691,1691,1,5,1,5,0.0
9,110,170,6,identity,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,3500,3500,1,7,1,7,0.0
9,110,170,6,population_count,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,1871,1871,1,5,1,5,0.0
9,110,184,0,identity,512,1,480,1296,480,32,0,480,0,0,480,480,0,0,480,512,512,1,1,1,1,0.9375
9,110,184,0,population_count,512,1,480,1296,270,242,0,270,0,0,270,270,0,210,270,512,512,1,1,1,1,0.52734375
9,110,184,1,identity,512,2,480,1296,480,32,0,480,0,0,480,480,0,0,921,1022,1022,1,2,1,2,0.912109375
9,110,184,1,population_count,512,2,480,1296,423,89,90,333,27,36,360,441,18,57,684,986,968,1,2,1,2,0.6416015625
9,110,184,2,identity,512,4,480,1296,480,32,171,309,0,0,480,480,0,0,1812,1925,1871,1,4,1,4,0.9012555803571428
9,110,184,2,population_count,512,4,480,1296,414,98,243,171,18,81,315,450,36,66,1413,1457,1313,1,4,1,4,0.50390625
9,110,184,3,identity,512,8,480,1296,480,32,306,174,0,0,480,480,0,0,3585,3482,3509,1,8,1,8,0.8841057867913338
9,110,184,3,population_count,512,8,480,1296,378,134,288,90,54,54,270,450,72,102,2664,1889,1790,1,6,1,6,0.42099609375
9,110,184,4,identity,512,16,480,1296,480,32,405,75,0,0,480,480,0,0,7140,6173,6479,1,16,1,16,0.8672574877966981
9,110,184,4,population_count,512,16,480,1296,369,143,288,81,54,126,189,450,81,111,5157,2321,2204,1,7,1,7,0.3326869419642857
9,110,184,5,identity,512,32,480,1296,480,32,450,30,0,0,480,480,0,0,14223,10763,11807,1,32,1,32,0.8365950205480233
9,110,184,5,population_count,512,32,480,1296,351,161,324,27,72,153,126,450,99,129,10251,2609,2420,1,7,1,7,0.2982421875
9,110,184,6,identity,512,64,480,1296,480,32,450,30,0,0,480,480,0,0,28326,18773,20816,1,63,1,63,0.7991315956910712
9,110,184,6,population_count,512,64,480,1296,324,188,315,9,108,117,99,450,126,156,20538,2843,2834,1,8,1,8,0.22286551339285715
9,110,204,0,identity,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,110,204,0,population_count,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,110,204,1,identity,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,1022,1022,1,2,1,2,0.0
9,110,204,1,population_count,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,923,923,1,2,1,2,0.0
9,110,204,2,identity,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,1520,1520,1,3,1,3,0.0
9,110,204,2,population_count,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,1205,1205,1,3,1,3,0.0
9,110,204,3,identity,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,1997,1997,1,4,1,4,0.0
9,110,204,3,population_count,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,1439,1439,1,4,1,4,0.0
9,110,204,4,identity,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,2474,2474,1,5,1,5,0.0
9,110,204,4,population_count,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,1565,1565,1,4,1,4,0.0
9,110,204,5,identity,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,2951,2951,1,6,1,6,0.0
9,110,204,5,population_count,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,1691,1691,1,5,1,5,0.0
9,110,204,6,identity,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,3428,3428,1,7,1,7,0.0
9,110,204,6,population_count,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,1871,1871,1,5,1,5,0.0
9,110,250,0,identity,512,1,435,1872,435,77,0,435,0,0,435,435,0,0,435,512,512,1,1,1,1,0.849609375
9,110,250,0,population_count,512,1,435,1872,435,77,0,435,0,0,435,435,0,0,435,512,512,1,1,1,1,0.849609375
9,110,250,1,identity,512,2,435,1872,435,77,75,360,0,21,414,435,0,0,795,1022,947,1,2,1,2,0.7939453125
9,110,250,1,population_count,512,2,435,1872,435,77,84,351,0,21,414,435,0,0,696,1013,929,1,2,1,2,0.7177734375
9,110,250,2,identity,512,4,435,1872,435,77,264,171,45,57,333,435,0,0,1398,1598,1739,1,4,1,4,0.7161830357142858
9,110,250,2,population_count,512,4,435,1872,435,77,363,72,45,66,324,435,0,0,1272,1526,1469,1,4,1,4,0.57451171875
9,110,250,3,identity,512,8,435,1872,435,77,381,54,108,66,261,435,0,0,2541,2291,3017,1,8,1,8,0.6857651137924576
9,110,250,3,population_count,512,8,435,1872,435,77,291,144,108,84,243,435,0,0,2298,1886,2144,1,6,1,6,0.49595424107142855
9,110,250,4,identity,512,16,435,1872,435,77,399,36,171,75,189,435,0,0,4800,3245,4673,1,13,1,13,0.7052259146378004
9,110,250,4,population_count,512,16,435,1872,435,77,372,63,243,120,72,435,0,0,4539,2156,2630,1,6,1,7,0.41752232142857143
9,110,250,5,identity,512,32,435,1872,435,77,435,0,171,75,189,435,0,0,8742,4631,7022,1,20,1,20,0.7294360212565212
9,110,250,5,population_count,512,32,435,1872,309,203,309,0,189,120,0,435,126,126,8274,2426,2909,1,7,1,7,0.36914062500000006
9,110,250,6,identity,512,64,435,1872,435,77,435,0,171,75,189,435,0,0,15636,6764,10766,1,32,1,33,0.732997117606409
9,110,250,6,population_count,512,64,435,1872,255,257,255,0,171,84,0,435,180,180,14907,2462,2963,1,7,1,7,0.3519810267857143
9,150,170,0,identity,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,150,170,0,population_count,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,150,170,1,identity,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,1016,1016,1,2,1,2,0.0
9,150,170,1,population_count,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,872,872,1,2,1,2,0.0
9,150,170,2,identity,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,1520,1520,1,3,1,3,0.0
9,150,170,2,population_count,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,1088,1088,1,3,1,3,0.0
9,150,170,3,identity,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,2024,2024,1,4,1,4,0.0
9,150,170,3,population_count,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,1304,1304,1,3,1,3,0.0
9,150,170,4,identity,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,2528,2528,1,5,1,5,0.0
9,150,170,4,population_count,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,1376,1376,1,3,1,3,0.0
9,150,170,5,identity,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,3032,3032,1,6,1,6,0.0
9,150,170,5,population_count,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,1448,1448,1,3,1,3,0.0
9,150,170,6,identity,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,3536,3536,1,7,1,7,0.0
9,150,170,6,population_count,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,1520,1520,1,3,1,3,0.0
9,150,184,0,identity,512,1,504,1728,504,8,0,504,0,0,504,504,0,0,504,512,512,1,1,1,1,0.984375
9,150,184,0,population_count,512,1,504,1728,144,368,0,144,0,0,144,144,0,360,144,512,512,1,1,1,1,0.28125
9,150,184,1,identity,512,2,504,1728,504,8,0,504,0,0,504,504,0,0,972,1016,1016,1,2,1,2,0.94921875
9,150,184,1,population_count,512,2,504,1728,306,206,180,126,108,36,162,324,18,198,450,800,908,1,2,1,2,0.37500000000000006
9,150,184,2,identity,512,4,504,1728,504,8,72,432,0,0,504,504,0,0,1926,2024,1952,1,4,1,4,0.9318080357142857
9,150,184,2,population_count,512,4,504,1728,252,260,144,108,144,0,108,396,144,252,972,1016,1160,1,2,1,3,0.23437500000000003
9,150,184,3,identity,512,8,504,1728,504,8,216,288,0,0,504,504,0,0,3834,3896,3824,1,8,1,8,0.9018522493131869
9,150,184,3,population_count,512,8,504,1728,252,260,234,18,144,90,18,432,180,252,2106,1304,1358,1,3,1,3,0.17578125000000003
9,150,184,4,identity,512,16,504,1728,504,8,360,144,0,0,504,504,0,0,7668,7208,7082,1,16,1,16,0.8533681605595582
9,150,184,4,population_count,512,16,504,1728,72,440,72,0,72,0,0,432,360,432,4014,1448,1520,1,3,1,3,0.046875
9,150,184,5,identity,512,32,504,1728,504,8,414,90,0,0,504,504,0,0,15336,12536,12716,1,29,1,28,0.7771350428958101
9,150,184,5,population_count,512,32,504,1728,0,512,0,0,0,0,0,432,432,504,7866,1520,1520,1,3,1,3,0.0
9,150,184,6,identity,512,64,504,1728,504,8,432,72,0,0,504,504,0,0,30654,20024,21230,1,43,1,48,0.6570587872455507
9,150,184,6,population_count,512,64,504,1728,0,512,0,0,0,0,0,432,432,504,15408,1520,1520,1,3,1,3,0.0
9,150,204,0,identity,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,150,204,0,population_count,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,150,204,1,identity,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,1016,1016,1,2,1,2,0.0
9,150,204,1,population_count,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,872,872,1,2,1,2,0.0
9,150,204,2,identity,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,1520,1520,1,3,1,3,0.0
9,150,204,2,population_count,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,1088,1088,1,3,1,3,0.0
9,150,204,3,identity,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,2024,2024,1,4,1,4,0.0
9,150,204,3,population_count,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,1304,1304,1,3,1,3,0.0
9,150,204,4,identity,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,2528,2528,1,5,1,5,0.0
9,150,204,4,population_count,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,1376,1376,1,3,1,3,0.0
9,150,204,5,identity,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,3032,3032,1,6,1,6,0.0
9,150,204,5,population_count,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,1448,1448,1,3,1,3,0.0
9,150,204,6,identity,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,3536,3536,1,7,1,7,0.0
9,150,204,6,population_count,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,1520,1520,1,3,1,3,0.0
9,150,250,0,identity,512,1,474,1728,474,38,0,474,0,0,474,474,0,0,474,512,512,1,1,1,1,0.92578125
9,150,250,0,population_count,512,1,474,1728,456,56,0,456,0,0,456,456,0,18,456,512,512,1,1,1,1,0.890625
9,150,250,1,identity,512,2,474,1728,474,38,126,348,0,36,438,474,0,0,858,944,944,1,2,1,2,0.85546875
9,150,250,1,population_count,512,2,474,1728,474,38,126,348,0,36,438,474,0,0,777,944,944,1,2,1,2,0.779296875
9,150,250,2,identity,512,4,474,1728,474,38,288,186,36,45,393,474,0,0,1500,1556,1682,1,4,1,4,0.7728097098214286
9,150,250,2,population_count,512,4,474,1728,474,38,288,186,36,45,393,474,0,0,1311,1520,1619,1,4,1,4,0.6244419642857142
9,150,250,3,identity,512,8,474,1728,474,38,378,96,63,63,348,474,0,0,2712,2276,2618,1,8,1,8,0.7620125967782219
9,150,250,3,population_count,512,8,474,1728,456,56,387,69,99,117,240,474,18,18,2388,2024,2294,1,6,1,6,0.5037806919642858
9,150,250,4,identity,512,16,474,1728,474,38,405,69,63,63,348,474,0,0,4623,3140,3689,1,11,1,10,0.7568028679730197
9,150,250,4,population_count,512,16,474,1728,465,47,423,42,171,180,114,474,9,9,4218,2564,2735,1,7,1,7,0.38998325892857144
9,150,250,5,identity,512,32,474,1728,474,38,468,6,63,63,348,474,0,0,8031,4472,4769,1,13,1,14,0.7294133514693029
9,150,250,5,population_count,512,32,474,1728,402,110,351,51,189,162,51,474,72,72,7302,2996,3050,1,8,1,8,0.3087681361607143
9,150,250,6,identity,512,64,474,1728,474,38,405,69,72,72,330,474,0,0,13785,5804,6353,1,18,1,19,0.7096762537545975
9,150,250,6,population_count,512,64,474,1728,249,263,243,6,153,90,6,474,225,225,12453,3176,3266,1,8,1,8,0.25216238839285715
9,170,184,0,identity,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,170,184,0,population_count,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,170,184,1,identity,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,866,866,1,2,1,2,0.0
9,170,184,1,population_count,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,170,184,2,identity,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,1166,1166,1,3,1,3,0.0
9,170,184,2,population_count,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,170,184,3,identity,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,1418,1418,1,4,1,4,0.0
9,170,184,3,population_count,512,8,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,170,184,4,identity,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,1670,1670,1,5,1,5,0.0
9,170,184,4,population_count,512,16,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,170,184,5,identity,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,1922,1922,1,6,1,6,0.0
9,170,184,5,population_count,512,32,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,170,184,6,identity,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,2174,2174,1,7,1,7,0.0
9,170,184,6,population_count,512,64,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,170,204,0,identity,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,170,204,0,population_count,512,1,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,170,204,1,identity,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,1022,1022,1,2,1,2,0.0
9,170,204,1,population_count,512,2,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
9,170,204,2,identity,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,1532,1532,1,3,1,3,0.0
9,170,204,2,population_count,512,4,0,0,0,512,0,0,0,0,0,0,0,0,0,512,512,1,1,1,1,0.0
